Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
17239,-0.18,-161,3088,0,0,0,0,0,0,0,0,0
17275,-0.23,-93,3034,0,0,0,0,0,0,0,0,0
17311,-0.26,-40,2950,0,0,0,0,0,0,0,0,0
17347,-0.23,-27,2892,0,0,0,0,0,0,0,0,0
17383,-0.24,-43,2909,0,0,0,0,0,0,0,0,0
17419,-0.27,-49,3197,0,0,0,0,0,0,0,0,0
17455,-0.20,29,3789,0,0,0,0,0,0,0,0,0
17491,-0.22,234,4095,0,0,0,0,0,0,0,0,0
17527,-0.20,481,3753,0,0,0,0,0,0,0,0,0
17563,-0.24,607,3258,0,0,0,0,0,0,0,0,0
17599,-0.20,532,2919,0,0,0,0,0,0,0,0,0
17635,-0.21,304,2757,0,0,0,0,0,0,0,0,0
17671,-0.20,34,2751,0,0,0,0,0,0,0,0,0
17707,-0.21,-179,2865,0,0,0,0,0,0,0,0,0
17743,-0.18,-281,3003,0,0,0,0,0,0,0,0,0
17779,-0.22,-276,3088,0,0,0,0,0,0,0,0,0
17815,-0.16,-208,3060,0,0,0,0,0,0,0,0,0
17851,-0.20,-136,2977,0,0,0,0,0,0,0,0,0
17887,-0.19,-99,2887,0,0,0,0,0,0,0,0,0
17923,-0.17,-105,2846,0,0,0,0,0,0,0,0,0
17959,-0.16,-125,2991,0,0,0,0,0,0,0,0,0
17995,-0.17,-94,3504,0,0,0,0,0,0,0,0,0
18031,-0.21,63,4095,0,0,0,0,0,0,0,0,0
18067,-0.19,329,4011,0,0,0,0,0,0,0,0,0
18103,-0.24,542,3399,0,0,0,0,0,0,0,0,0
18139,-0.23,551,2979,0,0,0,0,0,0,0,0,0
18175,-0.19,362,2753,0,0,0,0,0,0,0,0,0
18211,-0.24,84,2716,0,0,0,0,0,0,0,0,0
18247,-0.24,-160,2821,0,0,0,0,0,0,0,0,0
18283,-0.28,-299,2979,0,0,0,0,0,0,0,0,0
18319,-0.17,-317,3070,0,0,0,0,0,0,0,0,0
18355,-0.17,-255,3071,0,0,0,0,0,0,0,0,0
18391,-0.33,-175,2994,0,0,0,0,0,0,0,0,0
18427,-0.25,-123,2923,0,0,0,0,0,0,0,0,0
18463,-0.18,-114,2863,0,0,0,0,0,0,0,0,0
18499,-0.18,-133,2896,0,0,0,0,0,0,0,0,0
18535,-0.25,-134,3199,0,0,0,0,0,0,0,0,0
18571,-0.15,-38,3920,0,0,0,0,0,0,0,0,0
18607,-0.10,192,4095,0,0,0,0,0,0,0,0,0
18643,-0.15,465,3906,0,0,0,0,0,0,0,0,0
18679,-0.23,615,3286,0,0,0,0,0,0,0,0,0
18715,-0.31,545,2894,0,0,0,0,0,0,0,0,0
18751,-0.17,294,2694,0,0,0,0,0,0,0,0,0
18787,-0.18,-9,2710,0,0,0,0,0,0,0,0,0
18823,-0.23,-246,2863,0,0,0,0,0,0,0,0,0
18859,-0.23,-353,3011,0,0,0,0,0,0,0,0,0
18895,-0.22,-339,3085,0,0,0,0,0,0,0,0,0
18931,-0.10,-256,3089,0,0,0,0,0,0,0,0,0
18967,-0.18,-167,2998,0,0,0,0,0,0,0,0,0
19003,-0.15,-116,2912,0,0,0,0,0,0,0,0,0
19039,-0.21,-114,2839,0,0,0,0,0,0,0,0,0
19075,-0.17,-145,2851,0,0,0,0,0,0,0,0,0
19111,-0.19,-162,3134,0,0,0,0,0,0,0,0,0
19147,-0.17,-76,3941,0,0,0,0,0,0,0,0,0
19183,-0.20,158,4095,0,0,0,0,0,0,0,0,0
19219,-0.14,454,4095,0,0,0,0,0,0,0,0,0
19255,-0.22,649,3438,0,0,0,0,0,0,0,0,0
19291,-0.10,621,2966,0,0,0,0,0,0,0,0,0
19327,-0.16,384,2719,0,0,0,0,0,0,0,0,0
19363,-0.21,62,2673,0,0,0,0,0,0,0,0,0
19399,-0.15,-215,2785,0,0,0,0,0,0,0,0,0
19435,-0.07,-370,2947,0,0,0,0,0,0,0,0,0
19471,-0.13,-388,3071,0,0,0,0,0,0,0,0,0
19507,-0.19,-314,3095,0,0,0,0,0,0,0,0,0
19543,-0.19,-214,3011,0,0,0,0,0,0,0,0,0
19579,-0.20,-146,2911,0,0,0,0,0,0,0,0,0
19615,-0.27,-132,2834,0,0,0,0,0,0,0,0,0
19651,-0.18,-160,2811,0,0,0,0,0,0,0,0,0
19687,-0.19,-195,2897,0,0,0,0,0,0,0,0,0
19723,-0.17,-179,3370,0,0,0,0,0,0,0,0,0
19759,-0.23,-31,4095,0,0,0,0,0,0,0,0,0
19795,-0.19,251,4095,0,0,0,0,0,0,0,0,0
19831,-0.14,520,3646,0,0,0,0,0,0,0,0,0
19867,-0.15,601,3088,0,0,0,0,0,0,0,0,0
19903,-0.21,453,2769,0,0,0,0,0,0,0,0,0
19939,-0.10,165,2640,0,0,0,0,0,0,0,0,0
19975,-0.21,-132,2671,0,0,0,0,0,0,0,0,0
20011,-0.22,-341,2812,0,0,0,0,0,0,0,0,0
20047,-0.19,-417,2971,0,0,0,0,0,0,0,0,0
20083,-0.13,-378,3045,0,0,0,0,0,0,0,0,0
20119,-0.22,-281,3020,0,0,0,0,0,0,0,0,0
20155,-0.19,-188,2954,0,0,0,0,0,0,0,0,0
20191,-0.15,-137,2862,0,0,0,0,0,0,0,0,0
20227,-0.21,-133,2821,0,0,0,0,0,0,0,0,0
20263,-0.25,-158,2824,0,0,0,0,0,0,0,0,0
20299,-0.26,-175,2993,0,0,0,0,0,0,0,0,0
20335,-0.30,-124,3553,0,0,0,0,0,0,0,0,0
20371,-0.21,60,4095,0,0,0,0,0,0,0,0,0
20407,-0.29,347,4060,0,0,0,0,0,0,0,0,0
20443,-0.22,571,3371,0,0,0,0,0,0,0,0,0
20479,-0.18,576,2932,0,0,0,0,0,0,0,0,0
20515,-0.21,367,2688,0,0,0,0,0,0,0,0,0
20551,-0.15,66,2655,0,0,0,0,0,0,0,0,0
20587,-0.17,-196,2775,0,0,0,0,0,0,0,0,0
20623,-0.18,-340,2939,0,0,0,0,0,0,0,0,0
20659,-0.18,-355,3053,0,0,0,0,0,0,0,0,0
20695,-0.21,-284,3056,0,0,0,0,0,0,0,0,0
20731,-0.19,-190,3006,0,0,0,0,0,0,0,0,0
20767,-0.19,-124,2908,0,0,0,0,0,0,0,0,0
20803,-0.28,-107,2835,0,0,0,0,0,0,0,0,0
20839,-0.25,-128,2832,0,0,0,0,0,0,0,0,0
20875,-0.24,-155,2911,0,0,0,0,0,0,0,0,0
20911,-0.21,-138,3312,0,0,0,0,0,0,0,0,0
20947,-0.19,0,4087,0,0,0,0,0,0,0,0,0
20983,-0.25,274,4095,0,0,0,0,0,0,0,0,0
21019,-0.22,542,3687,0,0,0,0,0,0,0,0,0
21055,-0.25,632,3129,0,0,0,0,0,0,0,0,0
21091,-0.27,496,2803,0,0,0,0,0,0,0,0,0
21127,-0.18,214,2661,0,0,0,0,0,0,0,0,0
21163,-0.23,-81,2710,0,0,0,0,0,0,0,0,0
21199,-0.23,-291,2849,0,0,0,0,0,0,0,0,0
21235,-0.23,-370,2991,0,0,0,0,0,0,0,0,0
21271,-0.22,-338,3053,0,0,0,0,0,0,0,0,0
21307,-0.23,-251,3023,0,0,0,0,0,0,0,0,0
21343,-0.12,-168,2959,0,0,0,0,0,0,0,0,0
21379,-0.19,-124,2874,0,0,0,0,0,0,0,0,0
21415,-0.18,-124,2819,0,0,0,0,0,0,0,0,0
21451,-0.16,-150,2844,0,0,0,0,0,0,0,0,0
21487,-0.19,-154,3211,0,0,0,0,0,0,0,0,0
21523,-0.17,-44,4007,0,0,0,0,0,0,0,0,0
21559,-0.16,212,4095,0,0,0,0,0,0,0,0,0
21595,-0.23,495,3846,0,0,0,0,0,0,0,0,0
21631,-0.20,630,3199,0,0,0,0,0,0,0,0,0
21667,-0.15,534,2831,0,0,0,0,0,0,0,0,0
21703,-0.22,266,2655,0,0,0,0,0,0,0,0,0
21739,-0.20,-41,2666,0,0,0,0,0,0,0,0,0
21775,-0.15,-277,2799,0,0,0,0,0,0,0,0,0
21811,-0.23,-384,2960,0,0,0,0,0,0,0,0,0
21847,-0.19,-370,3008,0,0,0,0,0,0,0,0,0
21883,-0.22,-292,2985,0,0,0,0,0,0,0,0,0
21919,-0.21,-212,2924,0,0,0,0,0,0,0,0,0
21955,-0.14,-163,2861,0,0,0,0,0,0,0,0,0
21991,-0.20,-153,2823,0,0,0,0,0,0,0,0,0
22027,-0.28,-164,2863,0,0,0,0,0,0,0,0,0
22063,-0.15,-157,3153,0,0,0,0,0,0,0,0,0
22099,-0.23,-56,3858,0,0,0,0,0,0,0,0,0
22135,-0.19,180,4095,0,0,0,0,0,0,0,0,0
22171,-0.12,449,3709,0,0,0,0,0,0,0,0,0
22207,-0.20,573,3143,0,0,0,0,0,0,0,0,0
22243,-0.28,475,2793,0,0,0,0,0,0,0,0,0
22279,-0.21,218,2624,0,0,0,0,0,0,0,0,0
22315,-0.18,-72,2666,0,0,0,0,0,0,0,0,0
22351,-0.17,-287,2815,0,0,0,0,0,0,0,0,0
22387,-0.20,-372,2982,0,0,0,0,0,0,0,0,0
22423,-0.20,-339,3056,0,0,0,0,0,0,0,0,0
22459,-0.18,-245,3026,0,0,0,0,0,0,0,0,0
22495,-0.28,-156,2942,0,0,0,0,0,0,0,0,0
22531,-0.15,-109,2880,0,0,0,0,0,0,0,0,0
22567,-0.28,-106,2835,0,0,0,0,0,0,0,0,0
22603,-0.27,-123,2945,0,0,0,0,0,0,0,0,0
22639,-0.26,-97,3434,0,0,0,0,0,0,0,0,0
22675,-0.18,53,4095,0,0,0,0,0,0,0,0,0
22711,-0.24,326,4095,0,0,0,0,0,0,0,0,0
22747,-0.20,568,3511,0,0,0,0,0,0,0,0,0
22783,-0.26,608,2994,0,0,0,0,0,0,0,0,0
22819,-0.23,425,2716,0,0,0,0,0,0,0,0,0
22855,-0.18,126,2640,0,0,0,0,0,0,0,0,0
22891,-0.16,-156,2720,0,0,0,0,0,0,0,0,0
22927,-0.20,-333,2873,0,0,0,0,0,0,0,0,0
22963,-0.16,-378,3010,0,0,0,0,0,0,0,0,0
22999,-0.24,-323,3056,0,0,0,0,0,0,0,0,0
23035,-0.21,-226,3007,0,0,0,0,0,0,0,0,0
23071,-0.23,-147,2910,0,0,0,0,0,0,0,0,0
23107,-0.16,-115,2850,0,0,0,0,0,0,0,0,0
23143,-0.22,-124,2832,0,0,0,0,0,0,0,0,0
23179,-0.25,-141,2992,0,0,0,0,0,0,0,0,0
23215,-0.20,-94,3607,0,0,0,0,0,0,0,0,0
23251,-0.22,88,4095,0,0,0,0,0,0,0,0,0
23287,-0.17,372,4079,0,0,0,0,0,0,0,0,0
23323,-0.12,593,3369,0,0,0,0,0,0,0,0,0
23359,-0.18,591,2909,0,0,0,0,0,0,0,0,0
23395,-0.22,372,2678,0,0,0,0,0,0,0,0,0
23431,-0.23,62,2643,0,0,0,0,0,0,0,0,0
23467,-0.22,-206,2758,0,0,0,0,0,0,0,0,0
23503,-0.16,-355,2927,0,0,0,0,0,0,0,0,0
23539,-0.27,-370,3054,0,0,0,0,0,0,0,0,0
23575,-0.24,-295,3056,0,0,0,0,0,0,0,0,0
23611,-0.20,-199,2971,0,0,0,0,0,0,0,0,0
23647,-0.26,-136,2869,0,0,0,0,0,0,0,0,0
23683,-0.26,-125,2815,0,0,0,0,0,0,0,0,0
23719,-0.25,-146,2830,0,0,0,0,0,0,0,0,0
23755,-0.26,-155,3122,0,0,0,0,0,0,0,0,0
23791,-0.23,-68,3843,0,0,0,0,0,0,0,0,0
23827,-0.22,161,4095,0,0,0,0,0,0,0,0,0
23863,-0.20,440,3829,0,0,0,0,0,0,0,0,0
23899,-0.27,590,3200,0,0,0,0,0,0,0,0,0
23935,-0.22,513,2817,0,0,0,0,0,0,0,0,0
23971,-0.26,258,2636,0,0,0,0,0,0,0,0,0
24007,-0.19,-44,2642,0,0,0,0,0,0,0,0,0
24043,-0.22,-279,2780,0,0,0,0,0,0,0,0,0
24079,-0.15,-387,2934,0,0,0,0,0,0,0,0,0
24115,-0.24,-371,3051,0,0,0,0,0,0,0,0,0
24151,-0.23,-279,3049,0,0,0,0,0,0,0,0,0
24187,-0.27,-178,2965,0,0,0,0,0,0,0,0,0
24223,-0.20,-118,2864,0,0,0,0,0,0,0,0,0
24259,-0.26,-111,2815,0,0,0,0,0,0,0,0,0
24295,-0.21,-134,2864,0,0,0,0,0,0,0,0,0
24331,-0.17,-132,3235,0,0,0,0,0,0,0,0,0
24367,-0.23,-22,3943,0,0,0,0,0,0,0,0,0
24403,-0.22,225,4095,0,0,0,0,0,0,0,0,0
24439,-0.15,480,3536,0,0,0,0,0,0,0,0,0
24475,-0.22,561,3024,0,0,0,0,0,0,0,0,0
24511,-0.31,417,2715,0,0,0,0,0,0,0,0,0
24547,-0.15,141,2621,0,0,0,0,0,0,0,0,0
24583,-0.19,-138,2687,0,0,0,0,0,0,0,0,0
24619,-0.20,-322,2853,0,0,0,0,0,0,0,0,0
24655,-0.26,-373,3031,0,0,0,0,0,0,0,0,0
24691,-0.28,-311,3109,0,0,0,0,0,0,0,0,0
24727,-0.23,-201,3031,0,0,0,0,0,0,0,0,0
24763,-0.22,-112,2931,0,0,0,0,0,0,0,0,0
24799,-0.18,-78,2855,0,0,0,0,0,0,0,0,0
24835,-0.24,-91,2857,0,0,0,0,0,0,0,0,0
24871,-0.21,-104,3134,0,0,0,0,0,0,0,0,0
24907,-0.15,-35,3751,0,0,0,0,0,0,0,0,0
24943,-0.21,167,4095,0,0,0,0,0,0,0,0,0
24979,-0.23,418,3665,0,0,0,0,0,0,0,0,0
25015,-0.19,540,3135,0,0,0,0,0,0,0,0,0
25051,-0.20,448,2795,0,0,0,0,0,0,0,0,0
25087,-0.25,202,2640,0,0,0,0,0,0,0,0,0
25123,-0.23,-74,2688,0,0,0,0,0,0,0,0,0
25159,-0.21,-274,2859,0,0,0,0,0,0,0,0,0
25195,-0.22,-343,3051,0,0,0,0,0,0,0,0,0
25231,-0.11,-295,3119,0,0,0,0,0,0,0,0,0
25267,-0.19,-195,3039,0,0,0,0,0,0,0,0,0
25303,-0.11,-113,2928,0,0,0,0,0,0,0,0,0
25339,-0.25,-84,2845,0,0,0,0,0,0,0,0,0
25375,-0.22,-99,2896,0,0,0,0,0,0,0,0,0
25411,-0.32,-99,3269,0,0,0,0,0,0,0,0,0
25447,-0.18,2,3947,0,0,0,0,0,0,0,0,0
25483,-0.22,238,4095,0,0,0,0,0,0,0,0,0
25519,-0.19,486,3605,0,0,0,0,0,0,0,0,0
25555,-0.28,572,3095,0,0,0,0,0,0,0,0,0
25591,-0.18,442,2791,0,0,0,0,0,0,0,0,0
25627,-0.27,177,2670,0,0,0,0,0,0,0,0,0
25663,-0.20,-98,2722,0,0,0,0,0,0,0,0,0
25699,-0.23,-286,2897,0,0,0,0,0,0,0,0,0
25735,-0.15,-345,3058,0,0,0,0,0,0,0,0,0
25771,-0.19,-295,3099,0,0,0,0,0,0,0,0,0
25807,-0.26,-204,2992,0,0,0,0,0,0,0,0,0
25843,-0.19,-138,2895,0,0,0,0,0,0,0,0,0
25879,-0.16,-122,2839,0,0,0,0,0,0,0,0,0
25915,-0.21,-133,2975,0,0,0,0,0,0,0,0,0
25951,-0.17,-99,3503,0,0,0,0,0,0,0,0,0
25987,-0.19,58,4095,0,0,0,0,0,0,0,0,0
26023,-0.22,327,4043,0,0,0,0,0,0,0,0,0
26059,-0.22,547,3408,0,0,0,0,0,0,0,0,0
26095,-0.17,560,2971,0,0,0,0,0,0,0,0,0
26131,-0.18,365,2735,0,0,0,0,0,0,0,0,0
26167,-0.21,77,2677,0,0,0,0,0,0,0,0,0
26203,-0.21,-181,2772,0,0,0,0,0,0,0,0,0
26239,-0.22,-331,2947,0,0,0,0,0,0,0,0,0
26275,-0.29,-353,3071,0,0,0,0,0,0,0,0,0
26311,-0.26,-283,3104,0,0,0,0,0,0,0,0,0
26347,-0.22,-185,3019,0,0,0,0,0,0,0,0,0
26383,-0.20,-119,2898,0,0,0,0,0,0,0,0,0
26419,-0.28,-107,2854,0,0,0,0,0,0,0,0,0
26455,-0.24,-114,3108,0,0,0,0,0,0,0,0,0
26491,-0.17,-46,3872,0,0,0,0,0,0,0,0,0
26527,-0.22,161,4095,0,0,0,0,0,0,0,0,0
26563,-0.19,441,4095,0,0,0,0,0,0,0,0,0
26599,-0.20,625,3326,0,0,0,0,0,0,0,0,0
26635,-0.27,578,2847,0,0,0,0,0,0,0,0,0
26671,-0.26,315,2605,0,0,0,0,0,0,0,0,0
26707,-0.25,-21,2606,0,0,0,0,0,0,0,0,0
26743,-0.18,-296,2762,0,0,0,0,0,0,0,0,0
26779,-0.28,-427,2971,0,0,0,0,0,0,0,0,0
26815,-0.24,-413,3088,0,0,0,0,0,0,0,0,0
26851,-0.25,-314,3046,0,0,0,0,0,0,0,0,0
26887,-0.26,-210,2938,0,0,0,0,0,0,0,0,0
26923,-0.21,-156,2825,0,0,0,0,0,0,0,0,0
26959,-0.20,-155,2826,0,0,0,0,0,0,0,0,0
26995,-0.16,-159,3143,0,0,0,0,0,0,0,0,0
27031,-0.16,-69,3920,0,0,0,0,0,0,0,0,0
27067,-0.20,165,4095,0,0,0,0,0,0,0,0,0
27103,-0.12,445,3857,0,0,0,0,0,0,0,0,0
27139,-0.19,591,3182,0,0,0,0,0,0,0,0,0
27175,-0.19,499,2737,0,0,0,0,0,0,0,0,0
27211,-0.12,219,2557,0,0,0,0,0,0,0,0,0
27247,-0.19,-104,2629,0,0,0,0,0,0,0,0,0
27283,-0.15,-341,2813,0,0,0,0,0,0,0,0,0
27319,-0.20,-428,3019,0,0,0,0,0,0,0,0,0
27355,-0.20,-379,3136,0,0,0,0,0,0,0,0,0
27391,-0.22,-258,3093,0,0,0,0,0,0,0,0,0
27427,-0.22,-146,2956,0,0,0,0,0,0,0,0,0
27463,-0.19,-95,2839,0,0,0,0,0,0,0,0,0
27499,-0.14,-107,2831,0,0,0,0,0,0,0,0,0
27535,-0.07,-123,3183,0,0,0,0,0,0,0,0,0
27571,1.91,-29,4095,0,0,0,0,0,0,0,0,0
27607,2.14,222,4095,0,0,0,0,0,0,0,0,0
27643,1.18,516,4067,0,0,0,0,0,0,0,0,0
27679,1.02,675,3220,0,0,0,0,0,0,0,0,0
27715,1.16,583,2775,0,0,0,0,0,0,0,0,0
27751,0.77,282,2559,0,0,0,0,0,0,0,0,0
27787,0.79,-69,2625,0,0,0,0,0,0,0,0,0
27823,2.07,-330,2841,0,0,0,0,0,0,0,0,0
27859,5.10,-427,3056,0,0,0,0,0,0,0,0,0
27895,6.43,-377,3165,0,0,0,0,0,0,0,0,0
27931,4.57,-255,3082,0,0,0,0,0,0,0,0,0
27967,2.53,-151,2923,0,0,0,0,0,0,0,0,0
28003,6.85,-113,2832,0,0,0,0,0,0,0,0,0
28039,5.52,-131,2834,0,0,0,0,0,0,0,0,0
28075,2.87,-147,3185,0,0,0,0,0,0,0,0,0
28111,7.82,-50,4095,0,0,0,0,0,0,0,0,0
28147,5.46,205,4095,0,0,0,0,0,0,0,0,0
28183,5.52,504,4095,0,0,0,0,0,0,0,0,0
28219,8.69,674,3310,0,0,0,0,0,0,0,0,0
28255,4.68,598,2802,0,0,0,0,0,0,0,0,0
28291,8.71,303,2516,0,0,0,0,0,0,0,0,0
28327,7.63,-68,2494,0,0,0,0,0,0,0,0,0
28363,5.44,-367,2749,0,0,0,0,0,0,0,0,0
28399,10.30,-495,3019,0,0,0,0,0,0,0,0,0
28435,7.18,-454,3122,0,0,0,0,0,0,0,0,0
28471,8.17,-324,3045,0,0,0,0,0,0,0,0,0
28507,10.22,-203,2921,0,0,0,0,0,0,0,0,0
28543,6.27,-146,2815,0,0,0,0,0,0,0,0,0
28579,11.32,-154,2753,0,0,0,0,0,0,0,0,0
28615,10.31,-194,2802,0,0,0,0,0,0,0,0,0
28651,7.28,-196,3312,0,0,0,0,0,0,0,0,0
28687,12.09,-59,4095,0,0,0,0,0,0,0,0,0
28723,9.14,228,4095,0,0,0,0,0,0,0,0,0
28759,9.55,539,4095,0,0,0,0,0,0,0,0,0
28795,12.45,705,3243,0,0,0,0,0,0,0,0,0
28831,8.45,610,2732,0,0,0,0,0,0,0,0,0
28867,13.11,294,2512,0,0,0,0,0,0,0,0,0
28903,10.98,-76,2590,0,0,0,0,0,0,0,0,0
28939,9.55,-352,2780,0,0,0,0,0,0,0,0,0
28975,13.72,-465,2958,0,0,0,0,0,0,0,0,0
29011,10.37,-433,3033,0,0,0,0,0,0,0,0,0
29047,13.00,-328,2987,0,0,0,0,0,0,0,0,0
29083,13.75,-227,2896,0,0,0,0,0,0,0,0,0
29119,9.79,-175,2799,0,0,0,0,0,0,0,0,0
29155,14.85,-176,2751,0,0,0,0,0,0,0,0,0
29191,12.87,-208,2758,0,0,0,0,0,0,0,0,0
29227,11.34,-230,2928,0,0,0,0,0,0,0,0,0
29263,15.79,-172,3582,0,0,0,0,0,0,0,0,0
29299,12.65,30,4095,0,0,0,0,0,0,0,0,0
29335,13.13,343,4095,0,0,0,0,0,0,0,0,0
29371,15.61,598,3541,0,0,0,0,0,0,0,0,0
29407,11.83,632,2863,0,0,0,0,0,0,0,0,0
29443,15.61,412,2531,0,0,0,0,0,0,0,0,0
29479,16.11,60,2467,0,0,0,0,0,0,0,0,0
29515,12.27,-261,2619,0,0,0,0,0,0,0,0,0
29551,16.99,-444,2851,0,0,0,0,0,0,0,0,0
29587,15.44,-462,3011,0,0,0,0,0,0,0,0,0
29623,12.26,-365,3025,0,0,0,0,0,0,0,0,0
29659,17.49,-238,2966,0,0,0,0,0,0,0,0,0
29695,15.25,-144,2880,0,0,0,0,0,0,0,0,0
29731,13.51,-107,2816,0,0,0,0,0,0,0,0,0
29767,18.38,-118,2771,0,0,0,0,0,0,0,0,0
29803,15.66,-149,2823,0,0,0,0,0,0,0,0,0
29839,14.22,-147,3215,0,0,0,0,0,0,0,0,0
29875,18.19,-19,4095,0,0,0,0,0,0,0,0,0
29911,15.33,261,4095,0,0,0,0,0,0,0,0,0
29947,15.05,552,3763,0,0,0,0,0,0,0,0,0
29983,18.69,666,3071,0,0,0,0,0,0,0,0,0
30019,15.69,530,2704,0,0,0,0,0,0,0,0,0
30055,16.05,224,2582,0,0,0,0,0,0,0,0,0
30091,19.26,-97,2672,0,0,0,0,0,0,0,0,0
30127,15.93,-311,2878,0,0,0,0,0,0,0,0,0
30163,16.20,-370,3069,0,0,0,0,0,0,0,0,0
30199,19.18,-304,3099,0,0,0,0,0,0,0,0,0
30235,15.88,-195,2994,0,0,0,0,0,0,0,0,0
30271,16.92,-117,2871,0,0,0,0,0,0,0,0,0
30307,19.86,-100,2783,0,0,0,0,0,0,0,0,0
30343,16.65,-133,2745,0,0,0,0,0,0,0,0,0
30379,17.30,-181,2785,0,0,0,0,0,0,0,0,0
30415,20.45,-204,2974,0,0,0,0,0,0,0,0,0
30451,17.38,-140,3571,0,0,0,0,0,0,0,0,0
