Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
19255,-0.13,-215,2814,0,0,0,0,0,0,0,0,0
19291,-0.14,-214,2826,0,0,0,0,0,0,0,0,0
19327,-0.17,-208,2828,0,0,0,0,0,0,0,0,0
19363,-0.17,-200,2807,0,0,0,0,0,0,0,0,0
19399,-0.14,-192,2805,0,0,0,0,0,0,0,0,0
19435,-0.16,-187,2777,0,0,0,0,0,0,0,0,0
19471,-0.14,-187,2761,0,0,0,0,0,0,0,0,0
19507,-0.22,-187,2786,0,0,0,0,0,0,0,0,0
19543,-0.13,-165,3037,0,0,0,0,0,0,0,0,0
19579,-0.08,-58,3745,0,0,0,0,0,0,0,0,0
19615,-0.15,182,4095,0,0,0,0,0,0,0,0,0
19651,-0.19,495,4095,0,0,0,0,0,0,0,0,0
19687,-0.16,760,4095,0,0,0,0,0,0,0,0,0
19723,-0.12,895,3759,0,0,0,0,0,0,0,0,0
19759,-0.17,857,3350,0,0,0,0,0,0,0,0,0
19795,-0.18,661,3170,0,0,0,0,0,0,0,0,0
19831,-0.18,397,3127,0,0,0,0,0,0,0,0,0
19867,-0.06,163,3187,0,0,0,0,0,0,0,0,0
19903,-0.15,11,3201,0,0,0,0,0,0,0,0,0
19939,-0.20,-63,3143,0,0,0,0,0,0,0,0,0
19975,-0.18,-98,3047,0,0,0,0,0,0,0,0,0
20011,-0.13,-126,2993,0,0,0,0,0,0,0,0,0
20047,-0.11,-161,2899,0,0,0,0,0,0,0,0,0
20083,-0.16,-202,2882,0,0,0,0,0,0,0,0,0
20119,-0.16,-240,2868,0,0,0,0,0,0,0,0,0
20155,-0.10,-264,2869,0,0,0,0,0,0,0,0,0
20191,-0.14,-271,2890,0,0,0,0,0,0,0,0,0
20227,-0.17,-263,2869,0,0,0,0,0,0,0,0,0
20263,-0.19,-250,2862,0,0,0,0,0,0,0,0,0
20299,-0.23,-239,2831,0,0,0,0,0,0,0,0,0
20335,-0.17,-234,2784,0,0,0,0,0,0,0,0,0
20371,-0.11,-240,2754,0,0,0,0,0,0,0,0,0
20407,-0.13,-252,2736,0,0,0,0,0,0,0,0,0
20443,-0.23,-263,2759,0,0,0,0,0,0,0,0,0
20479,-0.15,-261,2795,0,0,0,0,0,0,0,0,0
20515,-0.13,-245,2798,0,0,0,0,0,0,0,0,0
20551,-0.14,-217,2857,0,0,0,0,0,0,0,0,0
20587,-0.15,-149,3341,0,0,0,0,0,0,0,0,0
20623,-0.18,31,4095,0,0,0,0,0,0,0,0,0
20659,-0.19,335,4095,0,0,0,0,0,0,0,0,0
20695,-0.16,641,4095,0,0,0,0,0,0,0,0,0
20731,-0.14,828,3766,0,0,0,0,0,0,0,0,0
20767,-0.18,832,3376,0,0,0,0,0,0,0,0,0
20803,-0.13,667,3200,0,0,0,0,0,0,0,0,0
20839,-0.14,419,3112,0,0,0,0,0,0,0,0,0
20875,-0.21,182,3138,0,0,0,0,0,0,0,0,0
20911,-0.08,17,3207,0,0,0,0,0,0,0,0,0
20947,-0.13,-61,3187,0,0,0,0,0,0,0,0,0
20983,-0.18,-88,3088,0,0,0,0,0,0,0,0,0
21019,-0.10,-106,2987,0,0,0,0,0,0,0,0,0
21055,-0.15,-142,2863,0,0,0,0,0,0,0,0,0
21091,-0.20,-199,2801,0,0,0,0,0,0,0,0,0
21127,-0.23,-259,2829,0,0,0,0,0,0,0,0,0
21163,-0.17,-297,2868,0,0,0,0,0,0,0,0,0
21199,-0.19,-302,2882,0,0,0,0,0,0,0,0,0
21235,-0.20,-285,2874,0,0,0,0,0,0,0,0,0
21271,-0.22,-257,2896,0,0,0,0,0,0,0,0,0
21307,-0.12,-230,2846,0,0,0,0,0,0,0,0,0
21343,-0.15,-216,2778,0,0,0,0,0,0,0,0,0
21379,-0.11,-221,2768,0,0,0,0,0,0,0,0,0
21415,-0.17,-234,2771,0,0,0,0,0,0,0,0,0
21451,-0.15,-243,2775,0,0,0,0,0,0,0,0,0
21487,-0.14,-240,2800,0,0,0,0,0,0,0,0,0
21523,-0.15,-227,2787,0,0,0,0,0,0,0,0,0
21559,-0.14,-205,2848,0,0,0,0,0,0,0,0,0
21595,-0.10,-151,3243,0,0,0,0,0,0,0,0,0
21631,-0.18,4,3955,0,0,0,0,0,0,0,0,0
21667,-0.18,282,4095,0,0,0,0,0,0,0,0,0
21703,-0.12,575,3899,0,0,0,0,0,0,0,0,0
21739,-0.16,732,3429,0,0,0,0,0,0,0,0,0
21775,-0.24,685,3136,0,0,0,0,0,0,0,0,0
21811,-0.16,485,3008,0,0,0,0,0,0,0,0,0
21847,-0.14,238,3009,0,0,0,0,0,0,0,0,0
21883,-0.08,39,3122,0,0,0,0,0,0,0,0,0
21919,-0.19,-65,3153,0,0,0,0,0,0,0,0,0
21955,-0.18,-96,3095,0,0,0,0,0,0,0,0,0
21991,-0.14,-98,3004,0,0,0,0,0,0,0,0,0
22027,-0.18,-109,2913,0,0,0,0,0,0,0,0,0
22063,-0.17,-140,2861,0,0,0,0,0,0,0,0,0
22099,-0.12,-181,2842,0,0,0,0,0,0,0,0,0
22135,-0.22,-215,2855,0,0,0,0,0,0,0,0,0
22171,-0.12,-236,2823,0,0,0,0,0,0,0,0,0
22207,-0.16,-245,2820,0,0,0,0,0,0,0,0,0
22243,-0.12,-245,2813,0,0,0,0,0,0,0,0,0
22279,-0.21,-239,2817,0,0,0,0,0,0,0,0,0
22315,-0.17,-228,2810,0,0,0,0,0,0,0,0,0
22351,-0.19,-218,2773,0,0,0,0,0,0,0,0,0
22387,-0.17,-212,2775,0,0,0,0,0,0,0,0,0
22423,-0.17,-210,2740,0,0,0,0,0,0,0,0,0
22459,-0.15,-212,2749,0,0,0,0,0,0,0,0,0
22495,-0.16,-210,2787,0,0,0,0,0,0,0,0,0
22531,-0.12,-197,2795,0,0,0,0,0,0,0,0,0
22567,-0.13,-175,2819,0,0,0,0,0,0,0,0,0
22603,-0.15,-135,3084,0,0,0,0,0,0,0,0,0
22639,-0.22,-21,3696,0,0,0,0,0,0,0,0,0
22675,-0.27,213,4095,0,0,0,0,0,0,0,0,0
22711,-0.16,516,4095,0,0,0,0,0,0,0,0,0
22747,-0.17,750,3719,0,0,0,0,0,0,0,0,0
22783,-0.19,806,3392,0,0,0,0,0,0,0,0,0
22819,-0.16,683,3179,0,0,0,0,0,0,0,0,0
22855,-0.19,461,3088,0,0,0,0,0,0,0,0,0
22891,-0.11,231,3091,0,0,0,0,0,0,0,0,0
22927,-0.12,60,3153,0,0,0,0,0,0,0,0,0
22963,-0.09,-32,3135,0,0,0,0,0,0,0,0,0
22999,-0.19,-70,3062,0,0,0,0,0,0,0,0,0
23035,-0.16,-89,3008,0,0,0,0,0,0,0,0,0
23071,-0.10,-110,2944,0,0,0,0,0,0,0,0,0
23107,-0.18,-138,2896,0,0,0,0,0,0,0,0,0
23143,-0.13,-172,2865,0,0,0,0,0,0,0,0,0
23179,-0.25,-203,2866,0,0,0,0,0,0,0,0,0
23215,-0.21,-221,2883,0,0,0,0,0,0,0,0,0
23251,-0.21,-221,2909,0,0,0,0,0,0,0,0,0
23287,-0.21,-207,2901,0,0,0,0,0,0,0,0,0
23323,-0.17,-189,2881,0,0,0,0,0,0,0,0,0
23359,-0.22,-176,2842,0,0,0,0,0,0,0,0,0
23395,-0.14,-174,2827,0,0,0,0,0,0,0,0,0
23431,-0.15,-180,2801,0,0,0,0,0,0,0,0,0
23467,-0.18,-189,2809,0,0,0,0,0,0,0,0,0
23503,-0.18,-194,2794,0,0,0,0,0,0,0,0,0
23539,-0.14,-194,2805,0,0,0,0,0,0,0,0,0
23575,-0.18,-189,2799,0,0,0,0,0,0,0,0,0
23611,-0.16,-181,2786,0,0,0,0,0,0,0,0,0
23647,-0.12,-164,2916,0,0,0,0,0,0,0,0,0
23683,-0.13,-99,3407,0,0,0,0,0,0,0,0,0
23719,-0.24,83,4095,0,0,0,0,0,0,0,0,0
23755,-0.11,381,4095,0,0,0,0,0,0,0,0,0
23791,-0.20,676,4095,0,0,0,0,0,0,0,0,0
23827,-0.10,849,3719,0,0,0,0,0,0,0,0,0
23863,-0.13,839,3363,0,0,0,0,0,0,0,0,0
23899,-0.14,664,3181,0,0,0,0,0,0,0,0,0
23935,-0.16,415,3151,0,0,0,0,0,0,0,0,0
23971,-0.12,191,3210,0,0,0,0,0,0,0,0,0
24007,-0.22,47,3264,0,0,0,0,0,0,0,0,0
24043,-0.11,-16,3217,0,0,0,0,0,0,0,0,0
24079,-0.17,-39,3105,0,0,0,0,0,0,0,0,0
24115,-0.18,-62,3021,0,0,0,0,0,0,0,0,0
24151,-0.21,-100,2951,0,0,0,0,0,0,0,0,0
24187,-0.14,-148,2921,0,0,0,0,0,0,0,0,0
24223,-0.15,-192,2928,0,0,0,0,0,0,0,0,0
24259,-0.18,-219,2933,0,0,0,0,0,0,0,0,0
24295,-0.20,-228,2937,0,0,0,0,0,0,0,0,0
24331,-0.23,-224,2912,0,0,0,0,0,0,0,0,0
24367,-0.15,-218,2880,0,0,0,0,0,0,0,0,0
24403,-0.13,-215,2863,0,0,0,0,0,0,0,0,0
24439,-0.13,-218,2825,0,0,0,0,0,0,0,0,0
24475,-0.05,-225,2821,0,0,0,0,0,0,0,0,0
24511,-0.16,-230,2825,0,0,0,0,0,0,0,0,0
24547,-0.20,-230,2815,0,0,0,0,0,0,0,0,0
24583,-0.14,-226,2809,0,0,0,0,0,0,0,0,0
24619,-0.11,-220,2798,0,0,0,0,0,0,0,0,0
24655,-0.20,-213,2802,0,0,0,0,0,0,0,0,0
24691,-0.14,-204,2816,0,0,0,0,0,0,0,0,0
24727,-0.23,-191,2817,0,0,0,0,0,0,0,0,0
24763,-0.17,-169,2913,0,0,0,0,0,0,0,0,0
24799,-0.23,-108,3329,0,0,0,0,0,0,0,0,0
24835,-0.22,63,4095,0,0,0,0,0,0,0,0,0
24871,-0.17,354,4095,0,0,0,0,0,0,0,0,0
24907,-0.12,651,4095,0,0,0,0,0,0,0,0,0
24943,-0.05,825,3650,0,0,0,0,0,0,0,0,0
24979,-0.22,811,3349,0,0,0,0,0,0,0,0,0
25015,-0.14,637,3185,0,0,0,0,0,0,0,0,0
25051,-0.20,396,3164,0,0,0,0,0,0,0,0,0
25087,-0.13,182,3205,0,0,0,0,0,0,0,0,0
25123,-0.14,44,3245,0,0,0,0,0,0,0,0,0
25159,-0.25,-19,3200,0,0,0,0,0,0,0,0,0
25195,-0.12,-47,3091,0,0,0,0,0,0,0,0,0
25231,-0.25,-74,3024,0,0,0,0,0,0,0,0,0
25267,-0.15,-113,2938,0,0,0,0,0,0,0,0,0
25303,-0.18,-162,2897,0,0,0,0,0,0,0,0,0
25339,-0.23,-209,2885,0,0,0,0,0,0,0,0,0
25375,-0.19,-241,2913,0,0,0,0,0,0,0,0,0
25411,-0.24,-250,2928,0,0,0,0,0,0,0,0,0
25447,-0.24,-242,2907,0,0,0,0,0,0,0,0,0
25483,-0.19,-229,2890,0,0,0,0,0,0,0,0,0
25519,-0.22,-220,2852,0,0,0,0,0,0,0,0,0
25555,-0.21,-218,2823,0,0,0,0,0,0,0,0,0
25591,-0.18,-223,2810,0,0,0,0,0,0,0,0,0
25627,-0.16,-230,2803,0,0,0,0,0,0,0,0,0
25663,-0.13,-231,2830,0,0,0,0,0,0,0,0,0
25699,-0.12,-224,2821,0,0,0,0,0,0,0,0,0
25735,-0.12,-211,2832,0,0,0,0,0,0,0,0,0
25771,-0.12,-195,2827,0,0,0,0,0,0,0,0,0
25807,-0.13,-181,2803,0,0,0,0,0,0,0,0,0
25843,-0.17,-173,2800,0,0,0,0,0,0,0,0,0
25879,-0.19,-159,2943,0,0,0,0,0,0,0,0,0
25915,-0.12,-95,3425,0,0,0,0,0,0,0,0,0
25951,-0.19,87,4095,0,0,0,0,0,0,0,0,0
25987,-0.09,381,4095,0,0,0,0,0,0,0,0,0
26023,-0.15,671,4095,0,0,0,0,0,0,0,0,0
26059,-0.18,837,3697,0,0,0,0,0,0,0,0,0
26095,-0.21,823,3405,0,0,0,0,0,0,0,0,0
26131,-0.15,656,3247,0,0,0,0,0,0,0,0,0
26167,-0.20,422,3166,0,0,0,0,0,0,0,0,0
26203,-0.12,203,3184,0,0,0,0,0,0,0,0,0
26239,-0.18,47,3187,0,0,0,0,0,0,0,0,0
26275,-0.23,-38,3170,0,0,0,0,0,0,0,0,0
26311,-0.22,-80,3071,0,0,0,0,0,0,0,0,0
26347,-0.15,-114,2966,0,0,0,0,0,0,0,0,0
26383,-0.24,-156,2919,0,0,0,0,0,0,0,0,0
26419,-0.13,-197,2943,0,0,0,0,0,0,0,0,0
26455,-0.21,-222,2960,0,0,0,0,0,0,0,0,0
26491,-0.17,-225,2982,0,0,0,0,0,0,0,0,0
26527,-0.15,-213,2931,0,0,0,0,0,0,0,0,0
26563,-0.15,-203,2916,0,0,0,0,0,0,0,0,0
26599,-0.17,-199,2903,0,0,0,0,0,0,0,0,0
26635,-0.14,-199,2895,0,0,0,0,0,0,0,0,0
26671,-0.18,-201,2845,0,0,0,0,0,0,0,0,0
26707,-0.11,-209,2815,0,0,0,0,0,0,0,0,0
26743,-0.17,-220,2826,0,0,0,0,0,0,0,0,0
26779,-0.23,-227,2819,0,0,0,0,0,0,0,0,0
26815,-0.24,-226,2817,0,0,0,0,0,0,0,0,0
26851,-0.15,-217,2839,0,0,0,0,0,0,0,0,0
26887,-0.23,-203,2827,0,0,0,0,0,0,0,0,0
26923,-0.19,-187,2837,0,0,0,0,0,0,0,0,0
26959,-0.20,-172,2836,0,0,0,0,0,0,0,0,0
26995,-0.20,-154,2906,0,0,0,0,0,0,0,0,0
27031,-0.15,-103,3283,0,0,0,0,0,0,0,0,0
27067,-0.14,52,4095,0,0,0,0,0,0,0,0,0
27103,-0.08,335,4095,0,0,0,0,0,0,0,0,0
27139,-0.13,632,4095,0,0,0,0,0,0,0,0,0
27175,-0.18,813,3697,0,0,0,0,0,0,0,0,0
27211,-0.19,807,3312,0,0,0,0,0,0,0,0,0
27247,-0.21,630,3155,0,0,0,0,0,0,0,0,0
27283,-0.20,377,3107,0,0,0,0,0,0,0,0,0
27319,-0.23,149,3157,0,0,0,0,0,0,0,0,0
27355,-0.16,3,3250,0,0,0,0,0,0,0,0,0
27391,-0.16,-52,3246,0,0,0,0,0,0,0,0,0
27427,-0.19,-56,3185,0,0,0,0,0,0,0,0,0
27463,-0.08,-51,3094,0,0,0,0,0,0,0,0,0
27499,-0.21,-65,2981,0,0,0,0,0,0,0,0,0
27535,-0.14,-106,2937,0,0,0,0,0,0,0,0,0
27571,-0.14,-158,2916,0,0,0,0,0,0,0,0,0
27607,-0.19,-203,2906,0,0,0,0,0,0,0,0,0
27643,-0.22,-232,2911,0,0,0,0,0,0,0,0,0
27679,-0.22,-244,2891,0,0,0,0,0,0,0,0,0
27715,-0.11,-244,2895,0,0,0,0,0,0,0,0,0
27751,-0.20,-235,2905,0,0,0,0,0,0,0,0,0
27787,-0.11,-220,2888,0,0,0,0,0,0,0,0,0
27823,-0.13,-206,2871,0,0,0,0,0,0,0,0,0
27859,-0.07,-199,2855,0,0,0,0,0,0,0,0,0
27895,-0.17,-195,2851,0,0,0,0,0,0,0,0,0
27931,-0.16,-194,2839,0,0,0,0,0,0,0,0,0
27967,-0.17,-191,2853,0,0,0,0,0,0,0,0,0
28003,-0.22,-183,2861,0,0,0,0,0,0,0,0,0
28039,-0.17,-170,2869,0,0,0,0,0,0,0,0,0
28075,-0.09,-139,3110,0,0,0,0,0,0,0,0,0
28111,-0.20,-28,3845,0,0,0,0,0,0,0,0,0
28147,-0.10,210,4095,0,0,0,0,0,0,0,0,0
28183,-0.16,506,4095,0,0,0,0,0,0,0,0,0
28219,-0.15,743,4019,0,0,0,0,0,0,0,0,0
28255,-0.20,828,3426,0,0,0,0,0,0,0,0,0
28291,-0.20,716,3149,0,0,0,0,0,0,0,0,0
28327,-0.15,466,3050,0,0,0,0,0,0,0,0,0
28363,-0.19,198,3098,0,0,0,0,0,0,0,0,0
28399,-0.14,4,3190,0,0,0,0,0,0,0,0,0
28435,-0.22,-87,3222,0,0,0,0,0,0,0,0,0
28471,-0.12,-103,3171,0,0,0,0,0,0,0,0,0
28507,-0.24,-94,3116,0,0,0,0,0,0,0,0,0
28543,-0.15,-94,3006,0,0,0,0,0,0,0,0,0
28579,-0.13,-120,2929,0,0,0,0,0,0,0,0,0
28615,-0.16,-165,2903,0,0,0,0,0,0,0,0,0
28651,-0.07,-212,2876,0,0,0,0,0,0,0,0,0
28687,-0.20,-247,2896,0,0,0,0,0,0,0,0,0
28723,-0.17,-261,2914,0,0,0,0,0,0,0,0,0
28759,-0.19,-254,2922,0,0,0,0,0,0,0,0,0
28795,-0.24,-234,2928,0,0,0,0,0,0,0,0,0
28831,-0.15,-210,2921,0,0,0,0,0,0,0,0,0
28867,-0.17,-191,2878,0,0,0,0,0,0,0,0,0
28903,-0.15,-183,2862,0,0,0,0,0,0,0,0,0
28939,-0.22,-186,2832,0,0,0,0,0,0,0,0,0
28975,-0.17,-196,2816,0,0,0,0,0,0,0,0,0
29011,-0.09,-203,2857,0,0,0,0,0,0,0,0,0
29047,-0.10,-196,2898,0,0,0,0,0,0,0,0,0
29083,-0.18,-176,2896,0,0,0,0,0,0,0,0,0
29119,-0.14,-148,2928,0,0,0,0,0,0,0,0,0
29155,-0.11,-98,3253,0,0,0,0,0,0,0,0,0
29191,-0.18,47,4095,0,0,0,0,0,0,0,0,0
29227,-0.10,318,4095,0,0,0,0,0,0,0,0,0
29263,-0.20,609,4095,0,0,0,0,0,0,0,0,0
29299,-0.13,813,4095,0,0,0,0,0,0,0,0,0
29335,-0.24,886,3695,0,0,0,0,0,0,0,0,0
29371,-0.12,799,3378,0,0,0,0,0,0,0,0,0
29407,-0.12,584,3221,0,0,0,0,0,0,0,0,0
29443,-0.11,332,3228,0,0,0,0,0,0,0,0,0
29479,-0.11,133,3373,0,0,0,0,0,0,0,0,0
29515,-0.15,31,3411,0,0,0,0,0,0,0,0,0
29551,-0.15,4,3309,0,0,0,0,0,0,0,0,0
29587,-0.14,-6,3163,0,0,0,0,0,0,0,0,0
29623,-0.15,-41,3043,0,0,0,0,0,0,0,0,0
29659,-0.12,-104,2978,0,0,0,0,0,0,0,0,0
29695,-0.19,-174,2998,0,0,0,0,0,0,0,0,0
29731,-0.07,-223,3015,0,0,0,0,0,0,0,0,0
29767,-0.19,-243,2994,0,0,0,0,0,0,0,0,0
29803,-0.15,-245,2978,0,0,0,0,0,0,0,0,0
29839,-0.13,-240,2967,0,0,0,0,0,0,0,0,0
29875,-0.17,-232,2966,0,0,0,0,0,0,0,0,0
29911,-0.21,-223,2955,0,0,0,0,0,0,0,0,0
29947,-0.09,-218,2910,0,0,0,0,0,0,0,0,0
29983,-0.12,-220,2881,0,0,0,0,0,0,0,0,0
30019,-0.14,-228,2869,0,0,0,0,0,0,0,0,0
30055,-0.15,-237,2851,0,0,0,0,0,0,0,0,0
30091,-0.11,-243,2857,0,0,0,0,0,0,0,0,0
30127,-0.16,-241,2859,0,0,0,0,0,0,0,0,0
30163,-0.19,-231,2879,0,0,0,0,0,0,0,0,0
30199,-0.18,-195,3188,0,0,0,0,0,0,0,0,0
30235,-0.08,-54,4095,0,0,0,0,0,0,0,0,0
30271,-0.13,224,4095,0,0,0,0,0,0,0,0,0
30307,-0.19,532,4095,0,0,0,0,0,0,0,0,0
