Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.27,197,3043,0,0,0,0,0,0,0,0
14863,-0.19,811,3093,0,0,0,0,0,0,0,0
14899,-0.22,1601,3062,0,0,0,0,0,0,0,0
14935,-0.20,2201,3024,0,0,0,0,0,0,0,0
14971,-0.21,2511,3006,0,0,0,0,0,0,0,0
15007,-0.16,2572,3001,0,0,0,0,0,0,0,0
15043,-0.19,2475,3001,0,0,0,0,0,0,0,0
15079,-0.15,2303,2998,0,0,0,0,0,0,0,0
15115,-0.19,2115,2998,0,0,0,0,0,0,0,0
15151,-0.17,1940,3002,0,0,0,0,0,0,0,0
15187,-0.20,1789,2990,0,0,0,0,0,0,0,0
15223,-0.16,1659,2982,0,0,0,0,0,0,0,0
15259,-0.10,1546,2985,0,0,0,0,0,0,0,0
15295,-0.23,1449,3024,0,0,0,0,0,0,0,0
15331,-0.19,1377,3163,0,0,0,0,0,0,0,0
15367,-0.19,1339,3258,0,0,0,0,0,0,0,0
15403,-0.19,1324,3234,0,0,0,0,0,0,0,0
15439,-0.19,1296,3138,0,0,0,0,0,0,0,0
15475,-0.18,1232,3067,0,0,0,0,0,0,0,0
15511,-0.20,1136,3053,0,0,0,0,0,0,0,0
15547,-0.16,1030,3053,0,0,0,0,0,0,0,0
15583,-0.13,931,3035,0,0,0,0,0,0,0,0
15619,-0.08,847,3045,0,0,0,0,0,0,0,0
15655,-0.23,780,3054,0,0,0,0,0,0,0,0
15691,-0.17,727,3046,0,0,0,0,0,0,0,0
15727,-0.18,680,3024,0,0,0,0,0,0,0,0
15763,-0.04,634,3009,0,0,0,0,0,0,0,0
15799,-0.14,588,2997,0,0,0,0,0,0,0,0
15835,-0.18,544,3007,0,0,0,0,0,0,0,0
15871,-0.24,505,3007,0,0,0,0,0,0,0,0
