Time,Pressure,PPGSignal,rawPPGSignal,AUS_PULSE_HEARD,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2,
14828,-0.29,138,2153,0,0,0,0,0,0,0,0,0
14863,-0.15,557,2000,0,0,0,0,0,0,0,0,0
14899,-0.17,1078,2000,0,0,0,0,0,0,0,0,0
14935,-0.22,1529,3021,0,0,0,0,0,0,0,0,0
14971,-0.25,2000,4095,0,0,0,0,0,0,0,0,0
15007,-0.24,2518,4095,0,0,0,0,0,0,0,0,0
15043,-0.11,2934,4095,0,0,0,0,0,0,0,0,0
15079,-0.2,3141,4095,0,0,0,0,0,0,0,0,0
15115,-0.13,3025,2077,0,0,0,0,0,0,0,0,0
15151,-0.21,2443,1171,0,0,0,0,0,0,0,0,0
15187,-0.19,1570,1328,0,0,0,0,0,0,0,0,0
15223,-0.19,814,1982,0,0,0,0,0,0,0,0,0
15259,-0.23,446,2614,0,0,0,0,0,0,0,0,0
15295,-0.24,470,2879,0,0,0,0,0,0,0,0,0
15331,-0.22,706,2859,0,0,0,0,0,0,0,0,0
15367,-0.21,941,2605,0,0,0,0,0,0,0,0,0
15403,-0.24,1042,2340,0,0,0,0,0,0,0,0,0
15439,-0.18,980,2131,0,0,0,0,0,0,0,0,0
15475,-0.19,819,2245,0,0,0,0,0,0,0,0,0
15511,-0.28,752,3761,0,0,0,0,0,0,0,0,0
15547,-0.23,957,4095,0,0,0,0,0,0,0,0,0
15583,-0.14,1334,4095,0,0,0,0,0,0,0,0,0
15619,-0.14,1670,4095,0,0,0,0,0,0,0,0,0
15655,-0.18,1770,2633,0,0,0,0,0,0,0,0,0
15691,-0.19,1442,1277,0,0,0,0,0,0,0,0,0
15727,-0.15,731,1063,0,0,0,0,0,0,0,0,0
15763,-0.14,-16,1605,0,0,0,0,0,0,0,0,0
15799,-0.23,-456,2368,0,0,0,0,0,0,0,0,0
15835,-0.17,-465,2989,0,0,0,0,0,0,0,0,0
15871,-0.25,-148,3280,0,0,0,0,0,0,0,0,0
15907,-0.2,277,3152,0,0,0,0,0,0,0,0,0
15943,-0.24,598,2819,0,0,0,0,0,0,0,0,0
15979,-0.19,703,2490,0,0,0,0,0,0,0,0,0
16015,-0.13,619,2516,0,0,0,0,0,0,0,0,0
16051,-0.18,560,4095,0,0,0,0,0,0,0,0,0
16087,-0.24,727,4095,0,0,0,0,0,0,0,0,0
16123,-0.14,1025,4095,0,0,0,0,0,0,0,0,0
16159,-0.2,1271,4095,0,0,0,0,0,0,0,0,0
16195,-0.17,1404,4095,0,0,0,0,0,0,0,0,0
16231,-0.15,1308,2179,0,0,0,0,0,0,0,0,0
16267,-0.17,814,1200,0,0,0,0,0,0,0,0,0
16303,-0.23,65,1535,0,0,0,0,0,0,0,0,0
16339,-0.21,-530,2445,0,0,0,0,0,0,0,0,0
16375,-0.23,-698,3127,0,0,0,0,0,0,0,0,0
16411,-0.09,-487,3197,0,0,0,0,0,0,0,0,0
16447,-0.13,-150,2861,0,0,0,0,0,0,0,0,0
16483,-0.18,75,2469,0,0,0,0,0,0,0,0,0
16519,-0.16,100,2209,0,0,0,0,0,0,0,0,0
16555,-0.19,1,2547,0,0,0,0,0,0,0,0,0
16591,-0.2,11,4095,0,0,0,0,0,0,0,0,0
16627,-0.21,284,4095,0,0,0,0,0,0,0,0,0
16663,-0.15,678,4095,0,0,0,0,0,0,0,0,0
16699,-0.22,993,4095,0,0,0,0,0,0,0,0,0
16735,-0.22,1049,2236,0,0,0,0,0,0,0,0,0
16771,-0.17,654,1095,0,0,0,0,0,0,0,0,0
16807,-0.28,-81,1127,0,0,0,0,0,0,0,0,0
16843,-0.21,-754,1920,0,0,0,0,0,0,0,0,0
16879,-0.21,-1032,2807,0,0,0,0,0,0,0,0,0
16915,-0.14,-851,3441,0,0,0,0,0,0,0,0,0
16951,-0.21,-391,3401,0,0,0,0,0,0,0,0,0
16987,-0.23,52,2867,0,0,0,0,0,0,0,0,0
17023,-0.32,254,2352,0,0,0,0,0,0,0,0,0
17059,-0.21,177,2021,0,0,0,0,0,0,0,0,0
17095,-0.24,-21,2717,0,0,0,0,0,0,0,0,0
17131,-0.21,-50,4095,0,0,0,0,0,0,0,0,0
17167,-0.25,220,4095,0,0,0,0,0,0,0,0,0
17203,-0.17,617,4095,0,0,0,0,0,0,0,0,0
17239,-0.24,937,4095,0,0,0,0,0,0,0,0,0
17275,-0.21,1017,2526,0,0,0,0,0,0,0,0,0
17311,-0.2,663,1035,0,0,0,0,0,0,0,0,0
17347,-0.14,-63,1082,0,0,0,0,0,0,0,0,0
17383,-0.2,-750,2075,0,0,0,0,0,0,0,0,0
17419,-0.21,-1015,3047,0,0,0,0,0,0,0,0,0
17455,-0.22,-801,3488,0,0,0,0,0,0,0,0,0
17491,-0.26,-351,3149,0,0,0,0,0,0,0,0,0
17527,-0.29,15,2612,0,0,0,0,0,0,0,0,0
17563,-0.16,122,2161,0,0,0,0,0,0,0,0,0
17599,-0.24,0,2133,0,0,0,0,0,0,0,0,0
17635,-0.15,-87,4010,0,0,0,0,0,0,0,0,0
17671,-0.26,113,4095,0,0,0,0,0,0,0,0,0
17707,-0.17,500,4095,0,0,0,0,0,0,0,0,0
17743,-0.24,845,4095,0,0,0,0,0,0,0,0,0
17779,-0.14,1061,4095,0,0,0,0,0,0,0,0,0
17815,-0.13,1077,3025,0,0,0,0,0,0,0,0,0
17851,-0.18,729,1105,0,0,0,0,0,0,0,0,0
17887,-0.23,8,1136,0,0,0,0,0,0,0,0,0
17923,-0.12,-700,2217,0,0,0,0,0,0,0,0,0
17959,-0.2,-985,3130,0,0,0,0,0,0,0,0,0
17995,-0.13,-798,3408,0,0,0,0,0,0,0,0,0
18031,-0.18,-397,3030,0,0,0,0,0,0,0,0,0
18067,-0.11,-89,2487,0,0,0,0,0,0,0,0,0
18103,-0.18,-25,2103,0,0,0,0,0,0,0,0,0
18139,-0.2,-164,2042,0,0,0,0,0,0,0,0,0
18175,-0.2,-317,2898,0,0,0,0,0,0,0,0,0
18211,-0.17,-239,4095,0,0,0,0,0,0,0,0,0
18247,-0.18,120,4095,0,0,0,0,0,0,0,0,0
18283,-0.18,563,4095,0,0,0,0,0,0,0,0,0
18319,-0.17,900,4095,0,0,0,0,0,0,0,0,0
18355,-0.31,1084,4095,0,0,0,0,0,0,0,0,0
18391,-0.25,1000,1972,0,0,0,0,0,0,0,0,0
18427,-0.2,465,800,0,0,0,0,0,0,0,0,0
18463,-0.18,-352,1373,0,0,0,0,0,0,0,0,0
18499,-0.22,-968,2467,0,0,0,0,0,0,0,0,0
18535,-0.21,-1087,3151,0,0,0,0,0,0,0,0,0
18571,-0.19,-799,3152,0,0,0,0,0,0,0,0,0
18607,-0.22,-406,2718,0,0,0,0,0,0,0,0,0
18643,-0.18,-164,2304,0,0,0,0,0,0,0,0,0
18679,-0.23,-142,2102,0,0,0,0,0,0,0,0,0
18715,-0.14,-266,2062,0,0,0,0,0,0,0,0,0
18751,-0.2,-422,2107,0,0,0,0,0,0,0,0,0
18787,-0.2,-528,2221,0,0,0,0,0,0,0,0,0
18823,-0.21,-535,2553,0,0,0,0,0,0,0,0,0
18859,-0.15,-342,4095,0,0,0,0,0,0,0,0,0
18895,-0.2,100,4095,0,0,0,0,0,0,0,0,0
18931,-0.13,612,4095,0,0,0,0,0,0,0,0,0
18967,-0.19,992,4095,0,0,0,0,0,0,0,0,0
19003,-0.23,1195,4095,0,0,0,0,0,0,0,0,0
19039,-0.18,1251,4095,0,0,0,0,0,0,0,0,0
19075,-0.15,1061,1767,0,0,0,0,0,0,0,0,0
19111,-0.22,456,958,0,0,0,0,0,0,0,0,0
19147,-0.22,-360,1578,0,0,0,0,0,0,0,0,0
19183,-0.19,-936,2386,0,0,0,0,0,0,0,0,0
19219,-0.16,-1066,2767,0,0,0,0,0,0,0,0,0
19255,-0.25,-875,2599,0,0,0,0,0,0,0,0,0
19291,-0.11,-622,2205,0,0,0,0,0,0,0,0,0
19327,-0.21,-486,1968,0,0,0,0,0,0,0,0,0
19363,-0.23,-481,2013,0,0,0,0,0,0,0,0,0
19399,-0.24,-504,2433,0,0,0,0,0,0,0,0,0
19435,-0.21,-427,2991,0,0,0,0,0,0,0,0,0
19471,-0.22,-215,3171,0,0,0,0,0,0,0,0,0
19507,-0.28,32,2894,0,0,0,0,0,0,0,0,0
19543,-0.16,170,2461,0,0,0,0,0,0,0,0,0
19579,-0.16,133,2231,0,0,0,0,0,0,0,0,0
19615,-0.23,27,2987,0,0,0,0,0,0,0,0,0
19651,-0.26,81,4095,0,0,0,0,0,0,0,0,0
19687,-0.22,374,4095,0,0,0,0,0,0,0,0,0
19723,-0.21,741,4095,0,0,0,0,0,0,0,0,0
19759,-0.23,1019,4095,0,0,0,0,0,0,0,0,0
19795,-0.27,1166,4095,0,0,0,0,0,0,0,0,0
19831,-0.15,1082,2294,0,0,0,0,0,0,0,0,0
19867,-0.19,612,1231,0,0,0,0,0,0,0,0,0
19903,-0.22,-119,1535,0,0,0,0,0,0,0,0,0
19939,-0.15,-712,2416,0,0,0,0,0,0,0,0,0
19975,-0.16,-898,2949,0,0,0,0,0,0,0,0,0
20011,-0.15,-732,2907,0,0,0,0,0,0,0,0,0
20047,-0.14,-454,2633,0,0,0,0,0,0,0,0,0
20083,-0.19,-259,2398,0,0,0,0,0,0,0,0,0
20119,-0.24,-208,2254,0,0,0,0,0,0,0,0,0
20155,-0.19,-256,2285,0,0,0,0,0,0,0,0,0
20191,-0.26,-325,2344,0,0,0,0,0,0,0,0,0
20227,-0.19,-371,2304,0,0,0,0,0,0,0,0,0
20263,-0.24,-397,2187,0,0,0,0,0,0,0,0,0
20299,-0.22,-426,2095,0,0,0,0,0,0,0,0,0
20335,-0.19,-467,1987,0,0,0,0,0,0,0,0,0
20371,-0.11,-517,1911,0,0,0,0,0,0,0,0,0
20407,-0.18,-560,1995,0,0,0,0,0,0,0,0,0
20443,-0.19,-543,2452,0,0,0,0,0,0,0,0,0
20479,-0.25,-327,4095,0,0,0,0,0,0,0,0,0
20515,-0.15,154,4095,0,0,0,0,0,0,0,0,0
20551,-0.22,704,4095,0,0,0,0,0,0,0,0,0
20587,-0.17,1110,4095,0,0,0,0,0,0,0,0,0
20623,-0.23,1325,4095,0,0,0,0,0,0,0,0,0
20659,-0.21,1382,4095,0,0,0,0,0,0,0,0,0
20695,-0.14,1195,1893,0,0,0,0,0,0,0,0,0
20731,-0.2,575,581,0,0,0,0,0,0,0,0,0
20767,-0.31,-332,980,0,0,0,0,0,0,0,0,0
20803,-0.18,-1047,2075,0,0,0,0,0,0,0,0,0
20839,-0.23,-1248,2788,0,0,0,0,0,0,0,0,0
20875,-0.23,-1000,2845,0,0,0,0,0,0,0,0,0
20911,-0.24,-602,2496,0,0,0,0,0,0,0,0,0
20947,-0.24,-315,2155,0,0,0,0,0,0,0,0,0
20983,-0.19,-232,1927,0,0,0,0,0,0,0,0,0
21019,-0.17,-307,1852,0,0,0,0,0,0,0,0,0
21055,-0.22,-438,1895,0,0,0,0,0,0,0,0,0
21091,-0.23,-539,1982,0,0,0,0,0,0,0,0,0
21127,-0.14,-573,2023,0,0,0,0,0,0,0,0,0
21163,-0.23,-553,1979,0,0,0,0,0,0,0,0,0
21199,-0.21,-520,1872,0,0,0,0,0,0,0,0,0
21235,-0.18,-496,1919,0,0,0,0,0,0,0,0,0
21271,-0.13,-401,3071,0,0,0,0,0,0,0,0,0
21307,-0.2,-77,4095,0,0,0,0,0,0,0,0,0
21343,-0.26,450,4095,0,0,0,0,0,0,0,0,0
21379,-0.25,965,4095,0,0,0,0,0,0,0,0,0
21415,-0.2,1310,4095,0,0,0,0,0,0,0,0,0
21451,-0.17,1322,1879,0,0,0,0,0,0,0,0,0
21487,-0.21,835,1015,0,0,0,0,0,0,0,0,0
21523,-0.12,38,1249,0,0,0,0,0,0,0,0,0
21559,-0.2,-614,2160,0,0,0,0,0,0,0,0,0
21595,-0.17,-826,2962,0,0,0,0,0,0,0,0,0
21631,-0.15,-607,3286,0,0,0,0,0,0,0,0,0
21667,-0.21,-198,3005,0,0,0,0,0,0,0,0,0
21703,-0.28,125,2559,0,0,0,0,0,0,0,0,0
21739,-0.18,223,2255,0,0,0,0,0,0,0,0,0
21775,-0.14,120,2064,0,0,0,0,0,0,0,0,0
21811,-0.16,-79,2033,0,0,0,0,0,0,0,0,0
