Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.21,191,2943,0,0,0,0,0,0,0,0,0
14863,-0.19,786,3009,0,0,0,0,0,0,0,0,0
14899,-0.15,1558,3035,0,0,0,0,0,0,0,0,0
14935,-0.21,2156,3009,0,0,0,0,0,0,0,0,0
14971,-0.12,2480,3063,0,0,0,0,0,0,0,0,0
15007,-0.24,2578,3191,0,0,0,0,0,0,0,0,0
15043,-0.22,2535,3166,0,0,0,0,0,0,0,0,0
15079,-0.23,2405,3044,0,0,0,0,0,0,0,0,0
15115,-0.16,2217,2958,0,0,0,0,0,0,0,0,0
15151,-0.22,2005,2933,0,0,0,0,0,0,0,0,0
15187,-0.23,1805,2976,0,0,0,0,0,0,0,0,0
15223,-0.24,1645,3023,0,0,0,0,0,0,0,0,0
15259,-0.10,1528,3020,0,0,0,0,0,0,0,0,0
15295,-0.16,1437,2993,0,0,0,0,0,0,0,0,0
15331,-0.18,1357,3006,0,0,0,0,0,0,0,0,0
15367,-0.18,1282,3005,0,0,0,0,0,0,0,0,0
15403,-0.23,1210,3007,0,0,0,0,0,0,0,0,0
15439,-0.17,1138,2982,0,0,0,0,0,0,0,0,0
15475,-0.14,1068,3006,0,0,0,0,0,0,0,0,0
15511,-0.19,1002,3015,0,0,0,0,0,0,0,0,0
15547,-0.14,944,3015,0,0,0,0,0,0,0,0,0
15583,-0.31,898,3119,0,0,0,0,0,0,0,0,0
15619,-0.24,876,3247,0,0,0,0,0,0,0,0,0
15655,-0.17,874,3178,0,0,0,0,0,0,0,0,0
15691,-0.22,856,3033,0,0,0,0,0,0,0,0,0
15727,-0.18,795,2946,0,0,0,0,0,0,0,0,0
15763,-0.20,698,2913,0,0,0,0,0,0,0,0,0
15799,-0.20,594,2928,0,0,0,0,0,0,0,0,0
15835,-0.22,510,2971,0,0,0,0,0,0,0,0,0
15871,-0.18,459,2999,0,0,0,0,0,0,0,0,0
15907,-0.26,435,3009,0,0,0,0,0,0,0,0,0
15943,-0.17,424,3013,0,0,0,0,0,0,0,0,0
15979,-0.14,417,3036,0,0,0,0,0,0,0,0,0
16015,-0.11,408,3001,0,0,0,0,0,0,0,0,0
16051,-0.21,392,3006,0,0,0,0,0,0,0,0,0
16087,-0.14,372,3039,0,0,0,0,0,0,0,0,0
16123,-0.18,357,3071,0,0,0,0,0,0,0,0,0
16159,-0.12,349,3087,0,0,0,0,0,0,0,0,0
16195,-0.21,347,3137,0,0,0,0,0,0,0,0,0
16231,-0.16,362,3310,0,0,0,0,0,0,0,0,0
16267,-0.20,394,3251,0,0,0,0,0,0,0,0,0
16303,-0.18,411,3071,0,0,0,0,0,0,0,0,0
16339,-0.26,373,2930,0,0,0,0,0,0,0,0,0
16375,-0.16,287,2896,0,0,0,0,0,0,0,0,0
16411,-0.19,190,2934,0,0,0,0,0,0,0,0,0
16447,-0.23,119,2975,0,0,0,0,0,0,0,0,0
16483,-0.18,85,2978,0,0,0,0,0,0,0,0,0
16519,-0.19,79,3001,0,0,0,0,0,0,0,0,0
16555,-0.18,88,3017,0,0,0,0,0,0,0,0,0
16591,-0.19,103,3017,0,0,0,0,0,0,0,0,0
16627,-0.20,113,3003,0,0,0,0,0,0,0,0,0
16663,-0.21,114,2983,0,0,0,0,0,0,0,0,0
16699,-0.24,106,2989,0,0,0,0,0,0,0,0,0
16735,-0.20,94,2982,0,0,0,0,0,0,0,0,0
16771,-0.20,83,2991,0,0,0,0,0,0,0,0,0
16807,-0.15,75,3007,0,0,0,0,0,0,0,0,0
16843,-0.20,75,3041,0,0,0,0,0,0,0,0,0
16879,-0.25,99,3293,0,0,0,0,0,0,0,0,0
16915,-0.20,165,3393,0,0,0,0,0,0,0,0,0
16951,-0.19,243,3222,0,0,0,0,0,0,0,0,0
16987,-0.17,270,3015,0,0,0,0,0,0,0,0,0
17023,-0.20,220,2903,0,0,0,0,0,0,0,0,0
17059,-0.22,122,2882,0,0,0,0,0,0,0,0,0
17095,-0.22,22,2903,0,0,0,0,0,0,0,0,0
17131,-0.18,-44,2953,0,0,0,0,0,0,0,0,0
17167,-0.21,-68,2971,0,0,0,0,0,0,0,0,0
17203,-0.16,-60,2999,0,0,0,0,0,0,0,0,0
17239,-0.18,-33,3041,0,0,0,0,0,0,0,0,0
17275,-0.18,1,3071,0,0,0,0,0,0,0,0,0
17311,-0.15,36,3071,0,0,0,0,0,0,0,0,0
17347,-0.14,60,3027,0,0,0,0,0,0,0,0,0
17383,-0.13,63,2997,0,0,0,0,0,0,0,0,0
17419,-0.22,48,2982,0,0,0,0,0,0,0,0,0
17455,-0.23,25,2970,0,0,0,0,0,0,0,0,0
17491,-0.19,3,2983,0,0,0,0,0,0,0,0,0
17527,-0.15,-9,2983,0,0,0,0,0,0,0,0,0
17563,-0.15,-12,3015,0,0,0,0,0,0,0,0,0
17599,-0.12,-1,3082,0,0,0,0,0,0,0,0,0
17635,-0.26,38,3355,0,0,0,0,0,0,0,0,0
17671,-0.23,120,3363,0,0,0,0,0,0,0,0,0
17707,-0.08,197,3157,0,0,0,0,0,0,0,0,0
17743,-0.22,207,2957,0,0,0,0,0,0,0,0,0
