Time,Pressure,PPGSignal,rawPPGSignal,AUS_PULSE_HEARD,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2,
14828,-0.24,195,3002,0,0,0,0,0,0,0,0,0
14863,-0.12,802,3054,0,0,0,0,0,0,0,0,0
14899,-0.18,1584,3054,0,0,0,0,0,0,0,0,0
14935,-0.22,2183,3013,0,0,0,0,0,0,0,0,0
14971,-0.23,2496,2994,0,0,0,0,0,0,0,0,0
15007,-0.2,2561,2985,0,0,0,0,0,0,0,0,0
15043,-0.14,2467,3011,0,0,0,0,0,0,0,0,0
15079,-0.16,2305,3066,0,0,0,0,0,0,0,0,0
15115,-0.22,2139,3136,0,0,0,0,0,0,0,0,0
15151,-0.23,1999,3167,0,0,0,0,0,0,0,0,0
15187,-0.28,1885,3152,0,0,0,0,0,0,0,0,0
15223,-0.19,1781,3114,0,0,0,0,0,0,0,0,0
15259,-0.21,1672,3058,0,0,0,0,0,0,0,0,0
15295,-0.24,1552,3014,0,0,0,0,0,0,0,0,0
15331,-0.2,1428,3015,0,0,0,0,0,0,0,0,0
15367,-0.2,1313,3019,0,0,0,0,0,0,0,0,0
15403,-0.23,1213,3023,0,0,0,0,0,0,0,0,0
15439,-0.29,1127,3023,0,0,0,0,0,0,0,0,0
15475,-0.14,1054,3011,0,0,0,0,0,0,0,0,0
15511,-0.22,987,2990,0,0,0,0,0,0,0,0,0
15547,-0.12,921,2967,0,0,0,0,0,0,0,0,0
15583,-0.21,854,2967,0,0,0,0,0,0,0,0,0
15619,-0.17,792,2971,0,0,0,0,0,0,0,0,0
15655,-0.23,736,2976,0,0,0,0,0,0,0,0,0
15691,-0.13,688,2992,0,0,0,0,0,0,0,0,0
15727,-0.18,648,2977,0,0,0,0,0,0,0,0,0
15763,-0.22,608,2950,0,0,0,0,0,0,0,0,0
15799,-0.21,564,2928,0,0,0,0,0,0,0,0,0
15835,-0.22,517,2928,0,0,0,0,0,0,0,0,0
15871,-0.24,479,3008,0,0,0,0,0,0,0,0,0
15907,-0.21,467,3150,0,0,0,0,0,0,0,0,0
15943,-0.17,490,3227,0,0,0,0,0,0,0,0,0
15979,-0.2,530,3211,0,0,0,0,0,0,0,0,0
16015,-0.24,555,3133,0,0,0,0,0,0,0,0,0
16051,-0.27,545,3101,0,0,0,0,0,0,0,0,0
16087,-0.28,505,3082,0,0,0,0,0,0,0,0,0
16123,-0.15,447,3025,0,0,0,0,0,0,0,0,0
16159,-0.26,382,3009,0,0,0,0,0,0,0,0,0
16195,-0.21,321,3027,0,0,0,0,0,0,0,0,0
16231,-0.22,276,3025,0,0,0,0,0,0,0,0,0
16267,-0.21,247,3033,0,0,0,0,0,0,0,0,0
16303,-0.23,230,3046,0,0,0,0,0,0,0,0,0
16339,-0.13,220,3046,0,0,0,0,0,0,0,0,0
16375,-0.19,210,2992,0,0,0,0,0,0,0,0,0
16411,-0.23,191,2966,0,0,0,0,0,0,0,0,0
16447,-0.24,165,2971,0,0,0,0,0,0,0,0,0
16483,-0.24,139,2960,0,0,0,0,0,0,0,0,0
16519,-0.29,118,2979,0,0,0,0,0,0,0,0,0
16555,-0.21,105,2993,0,0,0,0,0,0,0,0,0
16591,-0.25,99,2965,0,0,0,0,0,0,0,0,0
16627,-0.21,94,2967,0,0,0,0,0,0,0,0,0
16663,-0.24,92,3031,0,0,0,0,0,0,0,0,0
16699,-0.22,110,3210,0,0,0,0,0,0,0,0,0
16735,-0.17,163,3314,0,0,0,0,0,0,0,0,0
16771,-0.19,235,3273,0,0,0,0,0,0,0,0,0
16807,-0.23,286,3201,0,0,0,0,0,0,0,0,0
16843,-0.24,294,3152,0,0,0,0,0,0,0,0,0
16879,-0.26,260,3062,0,0,0,0,0,0,0,0,0
16915,-0.14,200,3033,0,0,0,0,0,0,0,0,0
16951,-0.19,135,3056,0,0,0,0,0,0,0,0,0
16987,-0.22,89,3095,0,0,0,0,0,0,0,0,0
17023,-0.27,67,3089,0,0,0,0,0,0,0,0,0
17059,-0.19,60,3053,0,0,0,0,0,0,0,0,0
17095,-0.13,53,3026,0,0,0,0,0,0,0,0,0
17131,-0.15,40,3008,0,0,0,0,0,0,0,0,0
17167,-0.15,23,3011,0,0,0,0,0,0,0,0,0
17203,-0.22,9,3017,0,0,0,0,0,0,0,0,0
17239,-0.18,0,3007,0,0,0,0,0,0,0,0,0
17275,-0.21,-4,3001,0,0,0,0,0,0,0,0,0
17311,-0.24,-7,2998,0,0,0,0,0,0,0,0,0
17347,-0.25,-9,2992,0,0,0,0,0,0,0,0,0
17383,-0.12,-14,2961,0,0,0,0,0,0,0,0,0
17419,-0.16,-23,2967,0,0,0,0,0,0,0,0,0
17455,-0.28,-30,2979,0,0,0,0,0,0,0,0,0
17491,-0.17,-33,2974,0,0,0,0,0,0,0,0,0
17527,-0.09,-29,3028,0,0,0,0,0,0,0,0,0
17563,-0.18,-6,3186,0,0,0,0,0,0,0,0,0
17599,-0.18,49,3307,0,0,0,0,0,0,0,0,0
17635,-0.22,127,3303,0,0,0,0,0,0,0,0,0
17671,-0.12,191,3225,0,0,0,0,0,0,0,0,0
17707,-0.28,214,3186,0,0,0,0,0,0,0,0,0
17743,-0.19,199,3153,0,0,0,0,0,0,0,0,0
