Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.25,206,3190,0,0,0,0,0,0,0,0,0
14863,-0.19,833,3011,0,0,0,0,0,0,0,0,0
14899,-0.22,1613,2960,0,0,0,0,0,0,0,0,0
14935,-0.22,2186,2983,0,0,0,0,0,0,0,0,0
14971,-0.16,2478,3019,0,0,0,0,0,0,0,0,0
15007,-0.21,2544,3053,0,0,0,0,0,0,0,0,0
15043,-0.25,2461,2939,0,0,0,0,0,0,0,0,0
15079,-0.11,2290,2915,0,0,0,0,0,0,0,0,0
15115,-0.17,2086,2913,0,0,0,0,0,0,0,0,0
15151,-0.19,1885,2811,0,0,0,0,0,0,0,0,0
15187,-0.19,1701,2835,0,0,0,0,0,0,0,0,0
15223,-0.28,1543,2813,0,0,0,0,0,0,0,0,0
15259,-0.22,1411,2770,0,0,0,0,0,0,0,0,0
15295,-0.17,1297,2768,0,0,0,0,0,0,0,0,0
15331,-0.22,1203,2815,0,0,0,0,0,0,0,0,0
15367,-0.18,1130,2818,0,0,0,0,0,0,0,0,0
15403,-0.15,1071,2799,0,0,0,0,0,0,0,0,0
15439,-0.24,1027,3009,0,0,0,0,0,0,0,0,0
15475,-0.21,1056,3683,0,0,0,0,0,0,0,0,0
15511,-0.25,1215,4095,0,0,0,0,0,0,0,0,0
15547,-0.18,1456,4095,0,0,0,0,0,0,0,0,0
15583,-0.22,1626,3527,0,0,0,0,0,0,0,0,0
15619,-0.16,1578,2896,0,0,0,0,0,0,0,0,0
15655,-0.15,1300,2691,0,0,0,0,0,0,0,0,0
15691,-0.21,929,2798,0,0,0,0,0,0,0,0,0
15727,-0.15,617,2826,0,0,0,0,0,0,0,0,0
15763,-0.16,422,2858,0,0,0,0,0,0,0,0,0
15799,-0.14,337,3015,0,0,0,0,0,0,0,0,0
15835,-0.19,336,2992,0,0,0,0,0,0,0,0,0
15871,-0.19,369,2986,0,0,0,0,0,0,0,0,0
15907,-0.19,395,2961,0,0,0,0,0,0,0,0,0
15943,-0.16,393,2864,0,0,0,0,0,0,0,0,0
15979,-0.23,360,2846,0,0,0,0,0,0,0,0,0
16015,-0.17,313,2911,0,0,0,0,0,0,0,0,0
16051,-0.16,276,2899,0,0,0,0,0,0,0,0,0
16087,-0.22,257,2946,0,0,0,0,0,0,0,0,0
16123,-0.23,248,2929,0,0,0,0,0,0,0,0,0
16159,-0.13,246,2976,0,0,0,0,0,0,0,0,0
16195,-0.14,253,3056,0,0,0,0,0,0,0,0,0
16231,-0.19,263,2926,0,0,0,0,0,0,0,0,0
16267,-0.19,249,2810,0,0,0,0,0,0,0,0,0
16303,-0.17,236,3345,0,0,0,0,0,0,0,0,0
16339,-0.20,335,4095,0,0,0,0,0,0,0,0,0
16375,-0.19,575,4095,0,0,0,0,0,0,0,0,0
16411,-0.21,838,4048,0,0,0,0,0,0,0,0,0
16447,-0.18,970,3369,0,0,0,0,0,0,0,0,0
16483,-0.23,881,2995,0,0,0,0,0,0,0,0,0
16519,-0.13,613,2832,0,0,0,0,0,0,0,0,0
16555,-0.16,304,2934,0,0,0,0,0,0,0,0,0
16591,-0.20,72,3054,0,0,0,0,0,0,0,0,0
16627,-0.19,-40,3054,0,0,0,0,0,0,0,0,0
16663,-0.23,-69,2997,0,0,0,0,0,0,0,0,0
16699,-0.21,-62,3030,0,0,0,0,0,0,0,0,0
16735,-0.27,-40,3041,0,0,0,0,0,0,0,0,0
16771,-0.19,-26,2864,0,0,0,0,0,0,0,0,0
16807,-0.24,-40,2884,0,0,0,0,0,0,0,0,0
16843,-0.20,-65,2933,0,0,0,0,0,0,0,0,0
16879,-0.15,-84,2872,0,0,0,0,0,0,0,0,0
16915,-0.22,-102,2802,0,0,0,0,0,0,0,0,0
16951,-0.25,-122,2864,0,0,0,0,0,0,0,0,0
16987,-0.16,-129,2896,0,0,0,0,0,0,0,0,0
17023,-0.26,-126,2802,0,0,0,0,0,0,0,0,0
17059,-0.17,-130,2754,0,0,0,0,0,0,0,0,0
17095,-0.23,-138,2896,0,0,0,0,0,0,0,0,0
