Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.25,195,3009,0,0,0,0,0,0,0,0,0
14863,-0.18,809,3156,0,0,0,0,0,0,0,0,0
14899,-0.14,1651,3770,0,0,0,0,0,0,0,0,0
14935,-0.17,2405,3793,0,0,0,0,0,0,0,0,0
14971,-0.20,2877,3268,0,0,0,0,0,0,0,0,0
15007,-0.20,2965,2911,0,0,0,0,0,0,0,0,0
15043,-0.18,2742,2802,0,0,0,0,0,0,0,0,0
15079,-0.13,2381,2838,0,0,0,0,0,0,0,0,0
15115,-0.23,2036,2930,0,0,0,0,0,0,0,0,0
15151,-0.16,1780,2975,0,0,0,0,0,0,0,0,0
15187,-0.13,1617,2998,0,0,0,0,0,0,0,0,0
15223,-0.23,1517,2993,0,0,0,0,0,0,0,0,0
15259,-0.16,1447,2997,0,0,0,0,0,0,0,0,0
15295,-0.22,1384,3002,0,0,0,0,0,0,0,0,0
15331,-0.18,1320,3005,0,0,0,0,0,0,0,0,0
15367,-0.19,1254,3008,0,0,0,0,0,0,0,0,0
15403,-0.20,1188,3018,0,0,0,0,0,0,0,0,0
15439,-0.20,1122,3009,0,0,0,0,0,0,0,0,0
15475,-0.18,1056,2996,0,0,0,0,0,0,0,0,0
15511,-0.29,988,2981,0,0,0,0,0,0,0,0,0
15547,-0.14,920,2981,0,0,0,0,0,0,0,0,0
15583,-0.23,856,3001,0,0,0,0,0,0,0,0,0
15619,-0.16,812,3167,0,0,0,0,0,0,0,0,0
15655,-0.21,824,3581,0,0,0,0,0,0,0,0,0
15691,-0.25,900,3466,0,0,0,0,0,0,0,0,0
15727,-0.19,953,3127,0,0,0,0,0,0,0,0,0
15763,-0.23,901,2922,0,0,0,0,0,0,0,0,0
15799,-0.20,755,2861,0,0,0,0,0,0,0,0,0
15835,-0.23,585,2911,0,0,0,0,0,0,0,0,0
15871,-0.21,453,3014,0,0,0,0,0,0,0,0,0
15907,-0.22,386,3039,0,0,0,0,0,0,0,0,0
15943,-0.26,364,3015,0,0,0,0,0,0,0,0,0
15979,-0.20,359,2992,0,0,0,0,0,0,0,0,0
16015,-0.24,351,2999,0,0,0,0,0,0,0,0,0
16051,-0.19,340,2999,0,0,0,0,0,0,0,0,0
16087,-0.25,324,2993,0,0,0,0,0,0,0,0,0
16123,-0.15,306,3001,0,0,0,0,0,0,0,0,0
16159,-0.22,289,3010,0,0,0,0,0,0,0,0,0
16195,-0.16,274,3015,0,0,0,0,0,0,0,0,0
16231,-0.20,260,3015,0,0,0,0,0,0,0,0,0
16267,-0.27,258,3184,0,0,0,0,0,0,0,0,0
16303,-0.15,299,3498,0,0,0,0,0,0,0,0,0
16339,-0.16,384,3379,0,0,0,0,0,0,0,0,0
16375,-0.21,442,3085,0,0,0,0,0,0,0,0,0
16411,-0.20,406,2902,0,0,0,0,0,0,0,0,0
16447,-0.18,293,2873,0,0,0,0,0,0,0,0,0
16483,-0.20,166,2925,0,0,0,0,0,0,0,0,0
16519,-0.25,76,2975,0,0,0,0,0,0,0,0,0
16555,-0.24,36,3008,0,0,0,0,0,0,0,0,0
16591,-0.25,34,3008,0,0,0,0,0,0,0,0,0
16627,-0.18,49,3001,0,0,0,0,0,0,0,0,0
16663,-0.22,64,3002,0,0,0,0,0,0,0,0,0
16699,-0.22,75,3008,0,0,0,0,0,0,0,0,0
16735,-0.22,80,3013,0,0,0,0,0,0,0,0,0
16771,-0.23,81,3011,0,0,0,0,0,0,0,0,0
16807,-0.24,81,3058,0,0,0,0,0,0,0,0,0
16843,-0.18,118,3545,0,0,0,0,0,0,0,0,0
16879,-0.23,232,3686,0,0,0,0,0,0,0,0,0
16915,-0.24,366,3306,0,0,0,0,0,0,0,0,0
16951,-0.27,402,2976,0,0,0,0,0,0,0,0,0
16987,-0.21,304,2837,0,0,0,0,0,0,0,0,0
17023,-0.24,137,2832,0,0,0,0,0,0,0,0,0
17059,-0.18,-15,2896,0,0,0,0,0,0,0,0,0
17095,-0.15,-105,2974,0,0,0,0,0,0,0,0,0
17131,-0.18,-125,3021,0,0,0,0,0,0,0,0,0
17167,-0.20,-100,3024,0,0,0,0,0,0,0,0,0
17203,-0.22,-60,3016,0,0,0,0,0,0,0,0,0
17239,-0.16,-26,2991,0,0,0,0,0,0,0,0,0
17275,-0.19,-7,2993,0,0,0,0,0,0,0,0,0
17311,-0.18,0,3017,0,0,0,0,0,0,0,0,0
17347,-0.11,6,3027,0,0,0,0,0,0,0,0,0
17383,-0.34,35,3376,0,0,0,0,0,0,0,0,0
17419,-0.19,139,3815,0,0,0,0,0,0,0,0,0
17455,-0.19,300,3522,0,0,0,0,0,0,0,0,0
17491,-0.19,397,3119,0,0,0,0,0,0,0,0,0
17527,-0.12,344,2863,0,0,0,0,0,0,0,0,0
17563,-0.17,177,2774,0,0,0,0,0,0,0,0,0
17599,-0.17,-12,2836,0,0,0,0,0,0,0,0,0
17635,-0.20,-147,2929,0,0,0,0,0,0,0,0,0
17671,-0.25,-199,2991,0,0,0,0,0,0,0,0,0
17707,-0.20,-184,3050,0,0,0,0,0,0,0,0,0
17743,-0.15,-132,3037,0,0,0,0,0,0,0,0,0
17779,-0.19,-78,3013,0,0,0,0,0,0,0,0,0
17815,-0.20,-45,2981,0,0,0,0,0,0,0,0,0
17851,-0.25,-34,2990,0,0,0,0,0,0,0,0,0
