Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
17995,12.80,-38,3027,0,0,0,0,0,0,0,0,0
18031,10.82,-32,2988,0,0,0,0,0,0,0,0,0
18067,13.46,-38,2961,0,0,0,0,0,0,0,0,0
18103,14.91,-53,2945,0,0,0,0,0,0,0,0,0
18139,12.14,-70,2944,0,0,0,0,0,0,0,0,0
18175,16.47,-82,2976,0,0,0,0,0,0,0,0,0
18211,15.52,-80,3015,0,0,0,0,0,0,0,0,0
18247,12.87,-65,3003,0,0,0,0,0,0,0,0,0
18283,17.29,-48,2992,0,0,0,0,0,0,0,0,0
18319,14.44,-37,2985,0,0,0,0,0,0,0,0,0
18355,17.59,-29,3045,0,0,0,0,0,0,0,0,0
18391,16.88,2,3341,0,0,0,0,0,0,0,0,0
18427,14.73,90,3549,0,0,0,0,0,0,0,0,0
18463,18.56,211,3417,0,0,0,0,0,0,0,0,0
18499,15.15,288,3184,0,0,0,0,0,0,0,0,0
18535,20.08,269,3013,0,0,0,0,0,0,0,0,0
18571,17.53,175,2974,0,0,0,0,0,0,0,0,0
18607,17.67,59,2982,0,0,0,0,0,0,0,0,0
18643,19.94,-32,2989,0,0,0,0,0,0,0,0,0
18679,16.57,-85,3010,0,0,0,0,0,0,0,0,0
18715,22.10,-100,3042,0,0,0,0,0,0,0,0,0
18751,18.86,-90,3027,0,0,0,0,0,0,0,0,0
18787,20.44,-73,3006,0,0,0,0,0,0,0,0,0
18823,21.04,-62,2981,0,0,0,0,0,0,0,0,0
18859,18.55,-61,2965,0,0,0,0,0,0,0,0,0
18895,23.50,-67,2974,0,0,0,0,0,0,0,0,0
18931,19.88,-72,2991,0,0,0,0,0,0,0,0,0
18967,22.43,-71,2989,0,0,0,0,0,0,0,0,0
19003,22.25,-64,3005,0,0,0,0,0,0,0,0,0
19039,20.10,-55,3008,0,0,0,0,0,0,0,0,0
19075,24.91,-44,3007,0,0,0,0,0,0,0,0,0
19111,21.26,-37,2974,0,0,0,0,0,0,0,0,0
19147,24.03,-39,2965,0,0,0,0,0,0,0,0,0
19183,24.13,-46,2976,0,0,0,0,0,0,0,0,0
19219,21.73,-32,3273,0,0,0,0,0,0,0,0,0
19255,26.97,46,3571,0,0,0,0,0,0,0,0,0
19291,23.63,178,3459,0,0,0,0,0,0,0,0,0
19327,25.24,279,3214,0,0,0,0,0,0,0,0,0
19363,26.41,282,3035,0,0,0,0,0,0,0,0,0
19399,23.11,196,2964,0,0,0,0,0,0,0,0,0
19435,28.79,77,2960,0,0,0,0,0,0,0,0,0
19471,26.07,-26,2960,0,0,0,0,0,0,0,0,0
19507,25.11,-91,3002,0,0,0,0,0,0,0,0,0
19543,28.84,-112,3042,0,0,0,0,0,0,0,0,0
19579,25.82,-101,3043,0,0,0,0,0,0,0,0,0
19615,28.66,-78,3010,0,0,0,0,0,0,0,0,0
19651,29.29,-63,2986,0,0,0,0,0,0,0,0,0
19687,26.04,-60,2971,0,0,0,0,0,0,0,0,0
19723,30.97,-65,2974,0,0,0,0,0,0,0,0,0
19759,29.51,-70,2974,0,0,0,0,0,0,0,0,0
19795,26.91,-72,2982,0,0,0,0,0,0,0,0,0
19831,32.64,-69,3003,0,0,0,0,0,0,0,0,0
19867,30.28,-60,3008,0,0,0,0,0,0,0,0,0
19903,29.14,-49,3002,0,0,0,0,0,0,0,0,0
19939,34.56,-38,3026,0,0,0,0,0,0,0,0,0
19975,31.91,-27,3027,0,0,0,0,0,0,0,0,0
20011,30.54,-4,3209,0,0,0,0,0,0,0,0,0
20047,35.58,56,3470,0,0,0,0,0,0,0,0,0
20083,33.19,157,3431,0,0,0,0,0,0,0,0,0
20119,31.45,239,3197,0,0,0,0,0,0,0,0,0
20155,37.18,239,3010,0,0,0,0,0,0,0,0,0
20191,35.23,161,2951,0,0,0,0,0,0,0,0,0
20227,33.14,51,2946,0,0,0,0,0,0,0,0,0
20263,38.72,-44,2959,0,0,0,0,0,0,0,0,0
20299,38.05,-100,2997,0,0,0,0,0,0,0,0,0
20335,35.50,-115,3042,0,0,0,0,0,0,0,0,0
20371,38.44,-96,3081,0,0,0,0,0,0,0,0,0
20407,40.62,-62,3053,0,0,0,0,0,0,0,0,0
20443,38.10,-34,3008,0,0,0,0,0,0,0,0,0
20479,37.04,-29,2945,0,0,0,0,0,0,0,0,0
20515,42.40,-46,2930,0,0,0,0,0,0,0,0,0
20551,40.92,-71,2957,0,0,0,0,0,0,0,0,0
20587,38.47,-85,2974,0,0,0,0,0,0,0,0,0
20623,42.91,-84,3006,0,0,0,0,0,0,0,0,0
20659,43.69,-70,3022,0,0,0,0,0,0,0,0,0
20695,41.28,-48,3042,0,0,0,0,0,0,0,0,0
20731,42.94,-10,3280,0,0,0,0,0,0,0,0,0
20767,46.84,72,3527,0,0,0,0,0,0,0,0,0
20803,44.52,189,3436,0,0,0,0,0,0,0,0,0
20839,42.74,271,3184,0,0,0,0,0,0,0,0,0
20875,48.02,259,2999,0,0,0,0,0,0,0,0,0
20911,48.23,164,2925,0,0,0,0,0,0,0,0,0
20947,46.14,39,2909,0,0,0,0,0,0,0,0,0
20983,46.23,-64,2960,0,0,0,0,0,0,0,0,0
21019,51.75,-119,3024,0,0,0,0,0,0,0,0,0
21055,50.20,-125,3053,0,0,0,0,0,0,0,0,0
21091,48.08,-100,3051,0,0,0,0,0,0,0,0,0
21127,49.58,-69,3024,0,0,0,0,0,0,0,0,0
21163,54.26,-49,2985,0,0,0,0,0,0,0,0,0
21199,52.42,-48,2962,0,0,0,0,0,0,0,0,0
21235,50.63,-59,2954,0,0,0,0,0,0,0,0,0
21271,51.81,-75,2928,0,0,0,0,0,0,0,0,0
21307,56.84,-89,2957,0,0,0,0,0,0,0,0,0
21343,55.55,-92,2978,0,0,0,0,0,0,0,0,0
21379,53.81,-85,2965,0,0,0,0,0,0,0,0,0
21415,53.25,-72,3015,0,0,0,0,0,0,0,0,0
21451,58.45,-33,3314,0,0,0,0,0,0,0,0,0
21487,59.26,66,3632,0,0,0,0,0,0,0,0,0
21523,57.42,215,3540,0,0,0,0,0,0,0,0,0
21559,56.13,327,3252,0,0,0,0,0,0,0,0,0
21595,58.11,330,3041,0,0,0,0,0,0,0,0,0
21631,62.66,231,2944,0,0,0,0,0,0,0,0,0
21667,62.00,90,2946,0,0,0,0,0,0,0,0,0
21703,60.73,-32,2953,0,0,0,0,0,0,0,0,0
21739,59.67,-110,2965,0,0,0,0,0,0,0,0,0
21775,61.07,-142,3010,0,0,0,0,0,0,0,0,0
21811,65.91,-136,3024,0,0,0,0,0,0,0,0,0
21847,66.62,-110,3015,0,0,0,0,0,0,0,0,0
21883,65.29,-83,3007,0,0,0,0,0,0,0,0,0
21919,64.16,-65,2978,0,0,0,0,0,0,0,0,0
21955,63.49,-61,2955,0,0,0,0,0,0,0,0,0
21991,66.91,-69,2949,0,0,0,0,0,0,0,0,0
22027,70.43,-79,2967,0,0,0,0,0,0,0,0,0
22063,70.08,-83,2975,0,0,0,0,0,0,0,0,0
22099,69.31,-79,2987,0,0,0,0,0,0,0,0,0
22135,68.84,-69,2992,0,0,0,0,0,0,0,0,0
22171,68.00,-58,2990,0,0,0,0,0,0,0,0,0
22207,71.34,-39,3123,0,0,0,0,0,0,0,0,0
22243,75.54,15,3453,0,0,0,0,0,0,0,0,0
22279,75.72,125,3527,0,0,0,0,0,0,0,0,0
22315,74.54,239,3323,0,0,0,0,0,0,0,0,0
22351,73.21,281,3088,0,0,0,0,0,0,0,0,0
22387,72.69,227,2962,0,0,0,0,0,0,0,0,0
22423,72.87,112,2906,0,0,0,0,0,0,0,0,0
22459,77.60,-11,2882,0,0,0,0,0,0,0,0,0
22495,80.85,-106,2933,0,0,0,0,0,0,0,0,0
22545,80.80,-148,3035,0,0,0,0,0,0,0,0,0
22594,81.95,-135,3095,0,0,0,0,0,0,0,0,0
22643,82.73,-92,3038,0,0,0,0,0,0,0,0,0
22692,84.50,-54,2990,0,0,0,0,0,0,0,0,0
22741,85.28,-41,2982,0,0,0,0,0,0,0,0,0
22790,84.99,-43,2989,0,0,0,0,0,0,0,0,0
22839,84.66,-50,2985,0,0,0,0,0,0,0,0,0
22888,84.88,-56,2986,0,0,0,0,0,0,0,0,0
22937,84.47,-54,3055,0,0,0,0,0,0,0,0,0
22986,85.62,-15,3439,0,0,0,0,0,0,0,0,0
23035,87.19,79,3408,0,0,0,0,0,0,0,0,0
23084,88.76,169,3115,0,0,0,0,0,0,0,0,0
23133,90.70,178,2954,0,0,0,0,0,0,0,0,0
23182,92.92,107,2931,0,0,0,0,0,0,0,0,0
23231,95.06,13,2944,0,0,0,0,0,0,0,0,0
23280,96.91,-57,3021,0,0,0,0,0,0,0,0,0
23329,98.07,-87,3027,0,0,0,0,0,0,0,0,0
23378,96.98,-85,3015,0,0,0,0,0,0,0,0,0
23427,94.59,-72,3013,0,0,0,0,0,0,0,0,0
23476,95.24,-58,2997,0,0,0,0,0,0,0,0,0
23525,97.56,-51,2993,0,0,0,0,0,0,0,0,0
23574,100.12,-48,2983,0,0,0,0,0,0,0,0,0
23624,102.78,-47,3034,0,0,0,0,0,0,0,0,0
23674,105.06,-37,3071,0,0,0,0,0,0,0,0,0
23724,106.65,-9,3216,0,0,0,0,0,0,0,0,0
23774,108.16,49,3356,0,0,0,0,0,0,0,0,0
23824,109.74,120,3207,0,0,0,0,0,0,0,0,0
23874,111.12,151,3038,0,0,0,0,0,0,0,0,0
23924,112.15,119,2978,0,0,0,0,0,0,0,0,0
23974,113.87,51,2975,0,0,0,0,0,0,0,0,0
24024,114.16,-14,2995,0,0,0,0,0,0,0,0,0
24074,113.61,-54,3037,0,0,0,0,0,0,0,0,0
24124,112.43,-64,3054,0,0,0,0,0,0,0,0,0
24174,111.97,-53,3045,0,0,0,0,0,0,0,0,0
24224,112.73,-38,3031,0,0,0,0,0,0,0,0,0
24274,114.47,-30,2998,0,0,0,0,0,0,0,0,0
24324,116.34,-29,3026,0,0,0,0,0,0,0,0,0
24374,118.30,-26,3071,0,0,0,0,0,0,0,0,0
24424,121.56,-15,3063,0,0,0,0,0,0,0,0,0
24474,125.32,-5,3041,0,0,0,0,0,0,0,0,0
24524,128.20,-2,3044,0,0,0,0,0,0,0,0,0
24574,127.30,0,3102,0,0,0,0,0,0,0,0,0
24624,123.84,12,3148,0,0,0,0,0,0,0,0,0
24674,124.35,32,3101,0,0,0,0,0,0,0,0,0
24724,126.66,42,3056,0,0,0,0,0,0,0,0,0
24774,129.46,36,3066,0,0,0,0,0,0,0,0,0
24824,132.59,23,3062,0,0,0,0,0,0,0,0,0
24874,136.03,11,3035,0,0,0,0,0,0,0,0,0
24924,135.42,0,3067,0,0,0,0,0,0,0,0,0
24974,131.97,-6,3060,0,0,0,0,0,0,0,0,0
25024,132.83,-5,3088,0,0,0,0,0,0,0,0,0
25074,135.47,2,3088,0,0,0,0,0,0,0,0,0
25124,138.58,8,3055,0,0,0,0,0,0,0,0,0
25174,142.56,8,3060,0,0,0,0,0,0,0,0,0
25224,143.59,2,3041,0,0,0,0,0,0,0,0,0
25274,140.69,-4,3071,0,0,0,0,0,0,0,0,0
25324,141.26,-7,3067,0,0,0,0,0,0,0,0,0
25374,144.07,-6,3056,0,0,0,0,0,0,0,0,0
25424,148.19,-5,3043,0,0,0,0,0,0,0,0,0
25474,149.67,-7,3057,0,0,0,0,0,0,0,0,0
25524,145.06,-8,3056,0,0,0,0,0,0,0,0,0
25574,147.98,-9,3046,0,0,0,0,0,0,0,0,0
25624,152.26,-11,3034,0,0,0,0,0,0,0,0,0
25674,155.49,-13,3046,0,0,0,0,0,0,0,0,0
25724,150.41,-15,3056,0,0,0,0,0,0,0,0,0
25774,152.72,-12,3056,0,0,0,0,0,0,0,0,0
25824,156.68,-9,3043,0,0,0,0,0,0,0,0,0
25874,161.03,-8,3026,0,0,0,0,0,0,0,0,0
25924,156.31,-13,3025,0,0,0,0,0,0,0,0,0
25974,158.00,-18,3040,0,0,0,0,0,0,0,0,0
26024,160.15,-21,3035,0,0,0,0,0,0,0,0,0
26074,159.40,-23,3014,0,0,0,0,0,0,0,0,0
26124,158.48,-27,3010,0,0,0,0,0,0,0,0,0
26174,157.98,-31,2995,0,0,0,0,0,0,0,0,0
26224,157.54,-35,3019,0,0,0,0,0,0,0,0,0
26274,157.16,-34,3024,0,0,0,0,0,0,0,0,0
26324,156.89,-31,2995,0,0,0,0,0,0,0,0,0
26374,156.57,-31,2994,0,0,0,0,0,0,0,0,0
26424,156.26,-33,3013,0,0,0,0,0,0,0,0,0
26474,155.99,-30,3024,0,0,0,0,0,0,0,0,0
26524,155.70,-24,3029,0,0,0,0,0,0,0,0,0
26574,155.44,-18,3019,0,0,0,0,0,0,0,0,0
26624,155.30,-13,3025,0,0,0,0,0,0,0,0,0
26674,155.13,-11,3006,0,0,0,0,0,0,0,0,0
26724,154.95,-13,2995,0,0,0,0,0,0,0,0,0
26774,154.85,-18,3005,0,0,0,0,0,0,0,0,0
26824,155.39,-20,3019,0,0,0,0,0,0,0,0,0
26874,154.99,-18,3035,0,0,0,0,0,0,0,0,0
26924,154.61,-12,3037,0,0,0,0,0,0,0,0,0
26974,154.28,-5,3023,0,0,0,0,0,0,0,0,0
27024,154.12,-2,2999,0,0,0,0,0,0,0,0,0
27074,153.95,-5,3005,0,0,0,0,0,0,0,0,0
27124,153.80,-10,2998,0,0,0,0,0,0,0,0,0
27174,153.57,-14,3025,0,0,0,0,0,0,0,0,0
27224,153.38,-12,3034,0,0,0,0,0,0,0,0,0
27274,153.16,-6,3025,0,0,0,0,0,0,0,0,0
27324,153.06,0,3018,0,0,0,0,0,0,0,0,0
27374,152.93,1,3007,0,0,0,0,0,0,0,0,0
27424,152.74,-1,3005,0,0,0,0,0,0,0,0,0
27474,152.71,-7,3011,0,0,0,0,0,0,0,0,0
27524,152.53,-10,3028,0,0,0,0,0,0,0,0,0
27574,152.41,-8,3038,0,0,0,0,0,0,0,0,0
27624,152.46,-3,3008,0,0,0,0,0,0,0,0,0
27674,152.84,-1,3015,0,0,0,0,0,0,0,0,0
27724,152.64,-1,3025,0,0,0,0,0,0,0,0,0
27774,152.27,0,3018,0,0,0,0,0,0,0,0,0
27824,152.10,-1,3008,0,0,0,0,0,0,0,0,0
27874,151.91,-2,3035,0,0,0,0,0,0,0,0,0
27924,151.89,-1,3008,0,0,0,0,0,0,0,0,0
27974,151.73,-2,3002,0,0,0,0,0,0,0,0,0
28024,151.62,-5,3015,0,0,0,0,0,0,0,0,0
28074,151.42,-5,3033,0,0,0,0,0,0,0,0,0
28124,151.43,-1,3024,0,0,0,0,0,0,0,0,0
28174,151.18,1,3014,0,0,0,0,0,0,0,0,0
28224,151.19,4,3047,0,0,0,0,0,0,0,0,0
28274,151.03,7,3033,0,0,0,0,0,0,0,0,0
28324,150.88,10,3025,0,0,0,0,0,0,0,0,0
28374,150.81,9,3024,0,0,0,0,0,0,0,0,0
28424,150.73,6,3015,0,0,0,0,0,0,0,0,0
28474,150.61,3,3018,0,0,0,0,0,0,0,0,0
28524,151.01,1,3035,0,0,0,0,0,0,0,0,0
28574,151.11,1,3031,0,0,0,0,0,0,0,0,0
28624,150.78,2,3037,0,0,0,0,0,0,0,0,0
28674,150.58,3,3023,0,0,0,0,0,0,0,0,0
28724,150.52,2,3026,0,0,0,0,0,0,0,0,0
28774,150.26,2,3030,0,0,0,0,0,0,0,0,0
28824,150.24,3,3034,0,0,0,0,0,0,0,0,0
28874,150.17,5,3031,0,0,0,0,0,0,0,0,0
28924,149.94,6,3023,0,0,0,0,0,0,0,0,0
28974,149.81,4,3019,0,0,0,0,0,0,0,0,0
29024,149.70,1,3021,0,0,0,0,0,0,0,0,0
29074,149.59,0,3047,0,0,0,0,0,0,0,0,0
29124,149.62,3,3038,0,0,0,0,0,0,0,0,0
29174,149.44,8,3041,0,0,0,0,0,0,0,0,0
29224,149.46,11,3042,0,0,0,0,0,0,0,0,0
29274,149.33,10,3008,0,0,0,0,0,0,0,0,0
29324,149.48,4,3013,0,0,0,0,0,0,0,0,0
29374,149.96,-2,3031,0,0,0,0,0,0,0,0,0
29424,149.62,-5,3022,0,0,0,0,0,0,0,0,0
29474,149.46,-3,3047,0,0,0,0,0,0,0,0,0
29524,149.46,1,3034,0,0,0,0,0,0,0,0,0
29574,149.32,6,3033,0,0,0,0,0,0,0,0,0
29624,149.37,8,3034,0,0,0,0,0,0,0,0,0
29674,149.57,8,3038,0,0,0,0,0,0,0,0,0
29724,150.30,9,3055,0,0,0,0,0,0,0,0,0
29774,150.75,11,3046,0,0,0,0,0,0,0,0,0
29824,150.89,12,3027,0,0,0,0,0,0,0,0,0
29874,150.85,9,3029,0,0,0,0,0,0,0,0,0
29924,150.69,4,3029,0,0,0,0,0,0,0,0,0
29974,150.60,1,3062,0,0,0,0,0,0,0,0,0
30024,150.51,3,3042,0,0,0,0,0,0,0,0,0
30074,150.80,4,3024,0,0,0,0,0,0,0,0,0
30124,150.88,3,3026,0,0,0,0,0,0,0,0,0
30174,150.38,1,3048,0,0,0,0,0,0,0,0,0
30224,150.17,2,3050,0,0,0,0,0,0,0,0,0
30274,149.93,5,3029,0,0,0,0,0,0,0,0,0
30324,149.65,5,3030,0,0,0,0,0,0,0,0,0
30374,149.50,3,3026,0,0,0,0,0,0,0,0,0
30424,149.13,0,3024,0,0,0,0,0,0,0,0,0
30474,149.05,-2,3029,0,0,0,0,0,0,0,0,0
30524,148.76,-5,3019,0,0,0,0,0,0,0,0,0
30574,148.49,-7,3024,0,0,0,0,0,0,0,0,0
30624,148.17,-7,3050,0,0,0,0,0,0,0,0,0
30674,147.96,-1,3064,0,0,0,0,0,0,0,0,0
30724,147.71,8,3037,0,0,0,0,0,0,0,0,0
30774,147.47,12,3027,0,0,0,0,0,0,0,0,0
30824,147.34,10,3039,0,0,0,0,0,0,0,0,0
30874,147.74,7,3049,0,0,0,0,0,0,0,0,0
30924,147.43,7,3039,0,0,0,0,0,0,0,0,0
30974,146.93,5,3024,0,0,0,0,0,0,0,0,0
31024,146.59,1,3023,0,0,0,0,0,0,0,0,0
31074,146.32,-3,3039,0,0,0,0,0,0,0,0,0
31124,146.06,-3,3047,0,0,0,0,0,0,0,0,0
31174,145.78,0,3043,0,0,0,0,0,0,0,0,0
31224,145.56,3,3029,0,0,0,0,0,0,0,0,0
31274,145.11,3,3038,0,0,0,0,0,0,0,0,0
31324,144.82,1,3037,0,0,0,0,0,0,0,0,0
31374,144.60,1,3040,0,0,0,0,0,0,0,0,0
31424,144.22,1,3027,0,0,0,0,0,0,0,0,0
31474,144.05,0,3019,0,0,0,0,0,0,0,0,0
31524,143.82,-3,3031,0,0,0,0,0,0,0,0,0
31574,143.53,-4,3042,0,0,0,0,0,0,0,0,0
31624,143.26,-1,3055,0,0,0,0,0,0,0,0,0
31674,143.25,3,3031,0,0,0,0,0,0,0,0,0
31724,143.71,6,3039,0,0,0,0,0,0,0,0,0
31774,143.24,6,3039,0,0,0,0,0,0,0,0,0
31824,142.69,5,3033,0,0,0,0,0,0,0,0,0
31874,142.48,4,3034,0,0,0,0,0,0,0,0,0
31924,142.04,1,3035,0,0,0,0,0,0,0,0,0
31974,141.90,-1,3034,0,0,0,0,0,0,0,0,0
32024,141.61,-4,3030,0,0,0,0,0,0,0,0,0
32074,141.21,-5,3035,0,0,0,0,0,0,0,0,0
32124,140.92,-4,3040,0,0,0,0,0,0,0,0,0
32174,140.75,0,3046,0,0,0,0,0,0,0,0,0
32224,140.43,2,3015,0,0,0,0,0,0,0,0,0
32274,140.10,0,3026,0,0,0,0,0,0,0,0,0
32324,139.88,0,3059,0,0,0,0,0,0,0,0,0
32374,139.65,2,3045,0,0,0,0,0,0,0,0,0
32424,139.30,6,3035,0,0,0,0,0,0,0,0,0
32474,139.09,7,3040,0,0,0,0,0,0,0,0,0
32524,138.82,6,3055,0,0,0,0,0,0,0,0,0
32574,138.77,7,3039,0,0,0,0,0,0,0,0,0
32624,139.31,6,3038,0,0,0,0,0,0,0,0,0
32674,139.04,5,3047,0,0,0,0,0,0,0,0,0
32724,138.39,4,3029,0,0,0,0,0,0,0,0,0
32774,138.14,2,3036,0,0,0,0,0,0,0,0,0
32824,137.81,0,3030,0,0,0,0,0,0,0,0,0
32874,137.66,-2,3029,0,0,0,0,0,0,0,0,0
32924,137.40,-3,3052,0,0,0,0,0,0,0,0,0
32974,137.15,0,3054,0,0,0,0,0,0,0,0,0
33024,136.86,3,3043,0,0,0,0,0,0,0,0,0
33074,136.53,7,3043,0,0,0,0,0,0,0,0,0
33124,136.27,6,3022,0,0,0,0,0,0,0,0,0
33174,136.17,0,3015,0,0,0,0,0,0,0,0,0
33224,135.98,-6,3023,0,0,0,0,0,0,0,0,0
33274,135.68,-11,3025,0,0,0,0,0,0,0,0,0
33324,135.35,-12,3041,0,0,0,0,0,0,0,0,0
33374,135.23,-6,3057,0,0,0,0,0,0,0,0,0
33424,135.53,2,3056,0,0,0,0,0,0,0,0,0
33474,135.55,9,3043,0,0,0,0,0,0,0,0,0
33524,134.99,10,3018,0,0,0,0,0,0,0,0,0
33574,134.54,6,3031,0,0,0,0,0,0,0,0,0
33624,134.24,0,3055,0,0,0,0,0,0,0,0,0
33674,133.96,1,3061,0,0,0,0,0,0,0,0,0
33724,133.87,3,3029,0,0,0,0,0,0,0,0,0
33774,133.54,3,3023,0,0,0,0,0,0,0,0,0
33824,133.33,0,3045,0,0,0,0,0,0,0,0,0
33874,132.97,0,3057,0,0,0,0,0,0,0,0,0
33924,132.77,4,3049,0,0,0,0,0,0,0,0,0
33974,132.51,8,3041,0,0,0,0,0,0,0,0,0
34024,132.23,9,3045,0,0,0,0,0,0,0,0,0
