Time,Pressure,PPGSignal,BL_W20_T2.50_D5_C2,BL_W40_T2.50_D5_C2,BL_W60_T2.50_D5_C2,BL_W65_T2.50_D5_C2,BL_W70_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W75_T2.50_D5_C2
14828,-0.25,188,0,0,0,0,0,0,0,0
14863,-0.27,809,0,0,0,0,0,0,0,0
14899,-0.10,1714,0,0,0,0,0,0,0,0
14935,-0.15,2557,0,0,0,0,0,0,0,0
14971,-0.21,3129,0,0,0,0,0,0,0,0
15007,-0.20,3380,0,0,0,0,0,0,0,0
15043,-0.06,3377,0,0,0,0,0,0,0,0
15079,-0.16,3222,0,0,0,0,0,0,0,0
15115,-0.18,3000,0,0,0,0,0,0,0,0
15151,-0.25,2766,0,0,0,0,0,0,0,0
15187,-0.17,2551,0,0,0,0,0,0,0,0
15223,-0.16,2362,0,0,0,0,0,0,0,0
15259,-0.19,2191,0,0,0,0,0,0,0,0
15295,-0.16,2002,0,0,0,0,0,0,0,0
15331,-0.17,1766,0,0,0,0,0,0,0,0
15367,-0.19,1495,0,0,0,0,0,0,0,0
15403,-0.15,1234,0,0,0,0,0,0,0,0
15439,-0.22,1016,0,0,0,0,0,0,0,0
15475,-0.17,851,0,0,0,0,0,0,0,0
15511,-0.16,727,0,0,0,0,0,0,0,0
15547,-0.14,635,0,0,0,0,0,0,0,0
15583,-0.19,568,0,0,0,0,0,0,0,0
15619,-0.11,524,0,0,0,0,0,0,0,0
15655,-0.17,503,0,0,0,0,0,0,0,0
15691,-0.17,489,0,0,0,0,0,0,0,0
15727,-0.19,452,0,0,0,0,0,0,0,0
15763,-0.08,391,0,0,0,0,0,0,0,0
15799,-0.16,363,0,0,0,0,0,0,0,0
15835,-0.10,422,0,0,0,0,0,0,0,0
15871,-0.20,522,0,0,0,0,0,0,0,0
15907,-0.19,574,0,0,0,0,0,0,0,0
15943,-0.10,541,0,0,0,0,0,0,0,0
15979,-0.14,452,0,0,0,0,0,0,0,0
16015,-0.13,343,0,0,0,0,0,0,0,0
16051,-0.18,239,0,0,0,0,0,0,0,0
16087,-0.13,146,0,0,0,0,0,0,0,0
16123,-0.11,44,0,0,0,0,0,0,0,0
16159,-0.20,-124,0,0,0,0,0,0,0,0
16195,-0.15,-406,0,0,0,0,0,0,0,0
16231,-0.11,-710,0,0,0,0,0,0,0,0
16267,-0.14,-742,0,0,0,0,0,0,0,0
16303,-0.15,-346,0,0,0,0,0,0,0,0
16339,-0.05,235,0,0,0,0,0,0,0,0
16375,-0.23,712,0,0,0,0,0,0,0,0
16411,-0.13,939,0,0,0,0,0,0,0,0
16447,-0.17,872,0,0,0,0,0,0,0,0
16483,-0.15,691,0,0,0,0,0,0,0,0
16519,-0.18,628,0,0,0,0,0,0,0,0
16555,-0.07,683,0,0,0,0,0,0,0,0
16591,-0.18,757,0,0,0,0,0,0,0,0
16627,-0.16,804,0,0,0,0,0,0,0,0
16663,-0.13,814,0,0,0,0,0,0,0,0
16699,-0.17,794,0,0,0,0,0,0,0,0
16735,-0.16,754,0,0,0,0,0,0,0,0
16771,-0.15,706,0,0,0,0,0,0,0,0
16807,-0.16,657,0,0,0,0,0,0,0,0
16843,-0.17,611,0,0,0,0,0,0,0,0
16879,-0.17,432,0,0,0,0,0,0,0,0
16915,-0.15,-157,0,0,0,0,0,0,0,0
16951,-0.22,-1133,0,0,0,0,0,0,0,0
16987,-0.05,-2087,0,0,0,0,0,0,0,0
17023,-0.20,-2724,0,0,0,0,0,0,0,0
17059,-0.18,-3008,0,0,0,0,0,0,0,0
17095,-0.21,-3024,0,0,0,0,0,0,0,0
17131,-0.20,-2882,0,0,0,0,0,0,0,0
17167,-0.23,-2672,0,0,0,0,0,0,0,0
17203,-0.18,-2453,0,0,0,0,0,0,0,0
17239,-0.17,-2253,0,0,0,0,0,0,0,0
17275,-0.12,-2082,0,0,0,0,0,0,0,0
17311,-0.13,-1936,0,0,0,0,0,0,0,0
17347,-0.16,-1812,0,0,0,0,0,0,0,0
17383,-0.23,-1701,0,0,0,0,0,0,0,0
17419,-0.19,-1600,0,0,0,0,0,0,0,0
17455,-0.16,-1505,0,0,0,0,0,0,0,0
17491,-0.14,-1416,0,0,0,0,0,0,0,0
17527,-0.15,-1331,0,0,0,0,0,0,0,0
17563,-0.11,-1251,0,0,0,0,0,0,0,0
17599,-0.21,-1175,0,0,0,0,0,0,0,0
17635,-0.14,-1103,0,0,0,0,0,0,0,0
17671,-0.12,-1036,0,0,0,0,0,0,0,0
17707,-0.17,-973,0,0,0,0,0,0,0,0
17743,-0.20,-913,0,0,0,0,0,0,0,0
17779,-0.16,-858,0,0,0,0,0,0,0,0
17815,-0.13,-805,0,0,0,0,0,0,0,0
17851,-0.11,-756,0,0,0,0,0,0,0,0
17887,-0.16,-710,0,0,0,0,0,0,0,0
17923,-0.20,-667,0,0,0,0,0,0,0,0
17959,-0.21,-626,0,0,0,0,0,0,0,0
17995,-0.21,-588,0,0,0,0,0,0,0,0
18031,-0.19,-552,0,0,0,0,0,0,0,0
18067,-0.07,-519,0,0,0,0,0,0,0,0
18103,-0.15,-487,0,0,0,0,0,0,0,0
18139,-0.22,-457,0,0,0,0,0,0,0,0
18175,-0.22,-429,0,0,0,0,0,0,0,0
18211,-0.12,-403,0,0,0,0,0,0,0,0
18247,-0.16,-379,0,0,0,0,0,0,0,0
18283,-0.11,-356,0,0,0,0,0,0,0,0
18319,-0.03,-334,0,0,0,0,0,0,0,0
18355,-0.10,-313,0,0,0,0,0,0,0,0
18391,-0.12,-294,0,0,0,0,0,0,0,0
18427,-0.19,-276,0,0,0,0,0,0,0,0
18463,-0.12,-260,0,0,0,0,0,0,0,0
18499,-0.17,-244,0,0,0,0,0,0,0,0
18535,-0.19,-229,0,0,0,0,0,0,0,0
18571,-0.16,-215,0,0,0,0,0,0,0,0
18607,-0.14,-202,0,0,0,0,0,0,0,0
18643,-0.15,-189,0,0,0,0,0,0,0,0
18679,-0.19,-178,0,0,0,0,0,0,0,0
18715,-0.16,-167,0,0,0,0,0,0,0,0
18751,-0.17,-157,0,0,0,0,0,0,0,0
18787,-0.21,-147,0,0,0,0,0,0,0,0
18823,-0.14,-138,0,0,0,0,0,0,0,0
18859,-0.16,-130,0,0,0,0,0,0,0,0
18895,-0.15,-122,0,0,0,0,0,0,0,0
18931,-0.20,-114,0,0,0,0,0,0,0,0
18967,-0.24,-107,0,0,0,0,0,0,0,0
19003,-0.17,-101,0,0,0,0,0,0,0,0
19039,-0.16,-95,0,0,0,0,0,0,0,0
19075,-0.10,-89,0,0,0,0,0,0,0,0
19111,-0.16,-83,0,0,0,0,0,0,0,0
19147,-0.12,-78,0,0,0,0,0,0,0,0
19183,-0.11,-74,0,0,0,0,0,0,0,0
19219,-0.06,-69,0,0,0,0,0,0,0,0
19255,-0.18,-65,0,0,0,0,0,0,0,0
19291,-0.13,-61,0,0,0,0,0,0,0,0
19327,-0.18,-57,0,0,0,0,0,0,0,0
19363,-0.20,-54,0,0,0,0,0,0,0,0
19399,-0.15,-50,0,0,0,0,0,0,0,0
19435,-0.19,-47,0,0,0,0,0,0,0,0
19471,-0.12,-44,0,0,0,0,0,0,0,0
19507,-0.17,-42,0,0,0,0,0,0,0,0
19543,-0.11,-39,0,0,0,0,0,0,0,0
19579,-0.20,-37,0,0,0,0,0,0,0,0
19615,-0.16,-34,0,0,0,0,0,0,0,0
19651,-0.17,-32,0,0,0,0,0,0,0,0
19687,-0.18,-30,0,0,0,0,0,0,0,0
19723,-0.15,-28,0,0,0,0,0,0,0,0
19759,-0.15,-27,0,0,0,0,0,0,0,0
19795,-0.16,-25,0,0,0,0,0,0,0,0
19831,-0.17,-23,0,0,0,0,0,0,0,0
19867,-0.11,-22,0,0,0,0,0,0,0,0
19903,-0.21,-21,0,0,0,0,0,0,0,0
19939,-0.13,-19,0,0,0,0,0,0,0,0
19975,-0.15,-18,0,0,0,0,0,0,0,0
20011,-0.19,-17,0,0,0,0,0,0,0,0
20047,-0.11,-16,0,0,0,0,0,0,0,0
20083,-0.17,-15,0,0,0,0,0,0,0,0
20119,-0.17,-14,0,0,0,0,0,0,0,0
20155,-0.15,-13,0,0,0,0,0,0,0,0
20191,-0.13,-12,0,0,0,0,0,0,0,0
20227,-0.19,-11,0,0,0,0,0,0,0,0
20263,-0.09,-11,0,0,0,0,0,0,0,0
20299,-0.09,-10,0,0,0,0,0,0,0,0
20335,-0.22,-9,0,0,0,0,0,0,0,0
20371,-0.17,-9,0,0,0,0,0,0,0,0
20407,-0.14,-8,0,0,0,0,0,0,0,0
20443,-0.17,-8,0,0,0,0,0,0,0,0
20479,-0.14,-7,0,0,0,0,0,0,0,0
20515,-0.14,-7,0,0,0,0,0,0,0,0
20551,-0.14,-6,0,0,0,0,0,0,0,0
20587,-0.15,-6,0,0,0,0,0,0,0,0
20623,-0.20,-5,0,0,0,0,0,0,0,0
20659,-0.14,-5,0,0,0,0,0,0,0,0
20695,-0.23,-5,0,0,0,0,0,0,0,0
20731,-0.20,-4,0,0,0,0,0,0,0,0
20767,-0.20,-4,0,0,0,0,0,0,0,0
