Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.21,201,3095,0,0,0,0,0,0,0,0,0
14863,-0.24,823,3071,0,0,0,0,0,0,0,0,0
14899,-0.24,1607,2937,0,0,0,0,0,0,0,0,0
14935,-0.24,2173,2826,0,0,0,0,0,0,0,0,0
14971,-0.18,2429,2778,0,0,0,0,0,0,0,0,0
15007,-0.23,2442,2848,0,0,0,0,0,0,0,0,0
15043,-0.18,2359,3418,0,0,0,0,0,0,0,0,0
15079,-0.17,2347,4095,0,0,0,0,0,0,0,0,0
15115,-0.20,2454,4095,0,0,0,0,0,0,0,0,0
15151,-0.26,2537,3430,0,0,0,0,0,0,0,0,0
15187,-0.25,2417,2800,0,0,0,0,0,0,0,0,0
15223,-0.25,2067,2480,0,0,0,0,0,0,0,0,0
15259,-0.21,1610,2466,0,0,0,0,0,0,0,0,0
15295,-0.19,1210,2687,0,0,0,0,0,0,0,0,0
15331,-0.22,973,2959,0,0,0,0,0,0,0,0,0
15367,-0.21,913,3125,0,0,0,0,0,0,0,0,0
15403,-0.18,962,3117,0,0,0,0,0,0,0,0,0
15439,-0.26,1027,2995,0,0,0,0,0,0,0,0,0
15475,-0.34,1038,2871,0,0,0,0,0,0,0,0,0
15511,-0.28,978,2793,0,0,0,0,0,0,0,0,0
15547,-0.18,876,2831,0,0,0,0,0,0,0,0,0
15583,-0.21,797,3226,0,0,0,0,0,0,0,0,0
15619,-0.13,849,4095,0,0,0,0,0,0,0,0,0
15655,-0.26,1061,4095,0,0,0,0,0,0,0,0,0
15691,-0.16,1296,3813,0,0,0,0,0,0,0,0,0
15727,-0.20,1360,2998,0,0,0,0,0,0,0,0,0
15763,-0.10,1167,2603,0,0,0,0,0,0,0,0,0
15799,-0.22,798,2486,0,0,0,0,0,0,0,0,0
15835,-0.11,421,2624,0,0,0,0,0,0,0,0,0
15871,-0.16,171,2883,0,0,0,0,0,0,0,0,0
15907,-0.15,97,3099,0,0,0,0,0,0,0,0,0
15943,-0.14,159,3136,0,0,0,0,0,0,0,0,0
15979,-0.18,267,3037,0,0,0,0,0,0,0,0,0
16015,-0.20,337,2905,0,0,0,0,0,0,0,0,0
16051,-0.21,336,2813,0,0,0,0,0,0,0,0,0
16087,-0.21,281,2798,0,0,0,0,0,0,0,0,0
16123,-0.17,224,3046,0,0,0,0,0,0,0,0,0
16159,-0.20,272,3984,0,0,0,0,0,0,0,0,0
16195,-0.17,489,4095,0,0,0,0,0,0,0,0,0
16231,-0.18,775,4095,0,0,0,0,0,0,0,0,0
16267,-0.10,943,3207,0,0,0,0,0,0,0,0,0
16303,-0.11,853,2705,0,0,0,0,0,0,0,0,0
16339,-0.16,537,2496,0,0,0,0,0,0,0,0,0
16375,-0.24,159,2544,0,0,0,0,0,0,0,0,0
16411,-0.23,-130,2770,0,0,0,0,0,0,0,0,0
16447,-0.24,-250,3010,0,0,0,0,0,0,0,0,0
16483,-0.22,-211,3134,0,0,0,0,0,0,0,0,0
16519,-0.25,-90,3088,0,0,0,0,0,0,0,0,0
16555,-0.23,21,2945,0,0,0,0,0,0,0,0,0
16591,-0.18,67,2816,0,0,0,0,0,0,0,0,0
16627,-0.23,44,2768,0,0,0,0,0,0,0,0,0
16663,-0.17,-11,2819,0,0,0,0,0,0,0,0,0
16699,-0.22,-25,3333,0,0,0,0,0,0,0,0,0
16735,-0.21,100,4095,0,0,0,0,0,0,0,0,0
16771,-0.23,375,4095,0,0,0,0,0,0,0,0,0
16807,-0.26,655,3809,0,0,0,0,0,0,0,0,0
16843,-0.16,754,2967,0,0,0,0,0,0,0,0,0
16879,-0.22,585,2547,0,0,0,0,0,0,0,0,0
16915,-0.20,232,2431,0,0,0,0,0,0,0,0,0
16951,-0.23,-126,2559,0,0,0,0,0,0,0,0,0
16987,-0.18,-355,2853,0,0,0,0,0,0,0,0,0
17023,-0.20,-401,3059,0,0,0,0,0,0,0,0,0
17059,-0.23,-306,3099,0,0,0,0,0,0,0,0,0
17095,-0.24,-167,2989,0,0,0,0,0,0,0,0,0
17131,-0.29,-69,2863,0,0,0,0,0,0,0,0,0
17167,-0.22,-43,2793,0,0,0,0,0,0,0,0,0
17203,-0.21,-69,2779,0,0,0,0,0,0,0,0,0
17239,-0.14,-110,2821,0,0,0,0,0,0,0,0,0
17275,-0.06,-112,3245,0,0,0,0,0,0,0,0,0
17311,-0.24,16,4095,0,0,0,0,0,0,0,0,0
17347,-0.15,296,4095,0,0,0,0,0,0,0,0,0
