Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.30,178,2765,0,0,0,0,0,0,0,0
14863,-0.28,721,2605,0,0,0,0,0,0,0,0
14899,-0.35,1395,2559,0,0,0,0,0,0,0,0
14935,-0.27,1893,2638,0,0,0,0,0,0,0,0
14971,-0.26,2159,2699,0,0,0,0,0,0,0,0
15007,-0.27,2239,2727,0,0,0,0,0,0,0,0
15043,-0.27,2192,2705,0,0,0,0,0,0,0,0
15079,-0.22,2080,2821,0,0,0,0,0,0,0,0
15115,-0.27,2016,3777,0,0,0,0,0,0,0,0
15151,-0.28,2110,4095,0,0,0,0,0,0,0,0
15187,-0.20,2308,4095,0,0,0,0,0,0,0,0
15223,-0.24,2419,3291,0,0,0,0,0,0,0,0
15259,-0.22,2270,2518,0,0,0,0,0,0,0,0
15295,-0.23,1857,2273,0,0,0,0,0,0,0,0
15331,-0.18,1362,2509,0,0,0,0,0,0,0,0
15367,-0.14,1002,3009,0,0,0,0,0,0,0,0
15403,-0.30,886,3344,0,0,0,0,0,0,0,0
15439,-0.24,950,3202,0,0,0,0,0,0,0,0
15475,-0.25,1030,2855,0,0,0,0,0,0,0,0
15511,-0.27,1008,2631,0,0,0,0,0,0,0,0
15547,-0.19,877,2533,0,0,0,0,0,0,0,0
15583,-0.23,705,2594,0,0,0,0,0,0,0,0
15619,-0.19,564,2703,0,0,0,0,0,0,0,0
15655,-0.15,489,2768,0,0,0,0,0,0,0,0
15691,-0.25,470,2784,0,0,0,0,0,0,0,0
15727,-0.29,479,2830,0,0,0,0,0,0,0,0
15763,-0.21,529,3347,0,0,0,0,0,0,0,0
15799,-0.19,691,4095,0,0,0,0,0,0,0,0
15835,-0.21,970,4095,0,0,0,0,0,0,0,0
15871,-0.29,1215,3604,0,0,0,0,0,0,0,0
15907,-0.20,1237,2781,0,0,0,0,0,0,0,0
15943,-0.24,984,2426,0,0,0,0,0,0,0,0
15979,-0.21,586,2496,0,0,0,0,0,0,0,0
16015,-0.20,246,2873,0,0,0,0,0,0,0,0
16051,-0.18,99,3197,0,0,0,0,0,0,0,0
16087,-0.17,135,3221,0,0,0,0,0,0,0,0
16123,-0.27,239,2967,0,0,0,0,0,0,0,0
16159,-0.22,290,2745,0,0,0,0,0,0,0,0
16195,-0.18,246,2602,0,0,0,0,0,0,0,0
16231,-0.27,137,2559,0,0,0,0,0,0,0,0
16267,-0.17,23,2651,0,0,0,0,0,0,0,0
16303,-0.20,-45,2736,0,0,0,0,0,0,0,0
16339,-0.15,-56,2783,0,0,0,0,0,0,0,0
16375,-0.09,-28,2783,0,0,0,0,0,0,0,0
16411,-0.24,17,2922,0,0,0,0,0,0,0,0
16447,-0.26,140,3895,0,0,0,0,0,0,0,0
16483,-0.16,404,4095,0,0,0,0,0,0,0,0
16519,-0.22,730,4095,0,0,0,0,0,0,0,0
16555,-0.16,946,3490,0,0,0,0,0,0,0,0
16591,-0.27,914,2727,0,0,0,0,0,0,0,0
16627,-0.26,622,2461,0,0,0,0,0,0,0,0
16663,-0.24,233,2669,0,0,0,0,0,0,0,0
16699,-0.27,-46,3117,0,0,0,0,0,0,0,0
16735,-0.24,-109,3423,0,0,0,0,0,0,0,0
16771,-0.26,-9,3267,0,0,0,0,0,0,0,0
16807,-0.26,105,2974,0,0,0,0,0,0,0,0
16843,-0.25,127,2734,0,0,0,0,0,0,0,0
16879,-0.28,46,2625,0,0,0,0,0,0,0,0
16915,-0.24,-77,2672,0,0,0,0,0,0,0,0
16951,-0.25,-177,2743,0,0,0,0,0,0,0,0
16987,-0.20,-221,2800,0,0,0,0,0,0,0,0
17023,-0.18,-212,2832,0,0,0,0,0,0,0,0
17059,-0.16,-176,2811,0,0,0,0,0,0,0,0
17095,-0.26,-129,2927,0,0,0,0,0,0,0,0
17131,-0.19,-3,4032,0,0,0,0,0,0,0,0
17167,-0.12,271,4095,0,0,0,0,0,0,0,0
17203,-0.26,601,4095,0,0,0,0,0,0,0,0
17239,-0.25,822,3639,0,0,0,0,0,0,0,0
17275,-0.26,805,2742,0,0,0,0,0,0,0,0
17311,-0.22,521,2448,0,0,0,0,0,0,0,0
17347,-0.21,127,2701,0,0,0,0,0,0,0,0
17383,-0.13,-149,3244,0,0,0,0,0,0,0,0
17419,-0.24,-187,3583,0,0,0,0,0,0,0,0
17455,-0.26,-50,3389,0,0,0,0,0,0,0,0
17491,-0.18,87,3005,0,0,0,0,0,0,0,0
17527,-0.25,101,2715,0,0,0,0,0,0,0,0
17563,-0.25,-8,2619,0,0,0,0,0,0,0,0
17599,-0.23,-165,2633,0,0,0,0,0,0,0,0
17635,-0.28,-290,2737,0,0,0,0,0,0,0,0
17671,-0.24,-341,2813,0,0,0,0,0,0,0,0
17707,-0.16,-325,2849,0,0,0,0,0,0,0,0
17743,-0.20,-273,2827,0,0,0,0,0,0,0,0
17779,-0.16,-213,2913,0,0,0,0,0,0,0,0
17815,-0.22,-78,4085,0,0,0,0,0,0,0,0
17851,-0.23,205,4095,0,0,0,0,0,0,0,0
17887,-0.17,541,4095,0,0,0,0,0,0,0,0
17923,-0.21,772,3770,0,0,0,0,0,0,0,0
17959,-0.20,770,2678,0,0,0,0,0,0,0,0
17995,-0.19,477,2315,0,0,0,0,0,0,0,0
18031,-0.21,43,2546,0,0,0,0,0,0,0,0
18067,-0.09,-274,3141,0,0,0,0,0,0,0,0
18103,-0.23,-330,3578,0,0,0,0,0,0,0,0
18139,-0.26,-177,3421,0,0,0,0,0,0,0,0
18175,-0.18,-2,3023,0,0,0,0,0,0,0,0
18211,-0.18,45,2657,0,0,0,0,0,0,0,0
18247,-0.20,-53,2530,0,0,0,0,0,0,0,0
18283,-0.32,-214,2622,0,0,0,0,0,0,0,0
18319,-0.24,-336,2759,0,0,0,0,0,0,0,0
18355,-0.16,-371,2875,0,0,0,0,0,0,0,0
18391,-0.18,-333,2868,0,0,0,0,0,0,0,0
