Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.31,194,2992,0,0,0,0,0,0,0,0
14863,-0.16,797,3022,0,0,0,0,0,0,0,0
14899,-0.28,1571,3013,0,0,0,0,0,0,0,0
14935,-0.15,2163,3006,0,0,0,0,0,0,0,0
14971,-0.18,2475,2992,0,0,0,0,0,0,0,0
15007,-0.26,2546,2992,0,0,0,0,0,0,0,0
15043,-0.16,2461,3002,0,0,0,0,0,0,0,0
15079,-0.21,2302,3014,0,0,0,0,0,0,0,0
15115,-0.18,2123,3014,0,0,0,0,0,0,0,0
15151,-0.18,1955,3010,0,0,0,0,0,0,0,0
15187,-0.10,1807,3015,0,0,0,0,0,0,0,0
15223,-0.20,1681,3015,0,0,0,0,0,0,0,0
15259,-0.22,1574,3027,0,0,0,0,0,0,0,0
15295,-0.17,1481,3024,0,0,0,0,0,0,0,0
15331,-0.12,1395,3022,0,0,0,0,0,0,0,0
15367,-0.11,1313,3022,0,0,0,0,0,0,0,0
15403,-0.16,1234,3015,0,0,0,0,0,0,0,0
15439,-0.20,1164,3086,0,0,0,0,0,0,0,0
15475,-0.24,1121,3312,0,0,0,0,0,0,0,0
15511,-0.21,1122,3410,0,0,0,0,0,0,0,0
15547,-0.15,1141,3281,0,0,0,0,0,0,0,0
15583,-0.17,1122,3107,0,0,0,0,0,0,0,0
15619,-0.15,1036,3004,0,0,0,0,0,0,0,0
15655,-0.11,907,2981,0,0,0,0,0,0,0,0
15691,-0.19,774,2973,0,0,0,0,0,0,0,0
15727,-0.24,664,3010,0,0,0,0,0,0,0,0
15763,-0.18,590,3034,0,0,0,0,0,0,0,0
15799,-0.21,546,3039,0,0,0,0,0,0,0,0
15835,-0.12,520,3026,0,0,0,0,0,0,0,0
15871,-0.19,496,2991,0,0,0,0,0,0,0,0
15907,-0.21,466,2987,0,0,0,0,0,0,0,0
