Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.22,242,3709,0,0,0,0,0,0,0,0
14863,-0.14,955,3197,0,0,0,0,0,0,0,0
14899,-0.18,1768,2624,0,0,0,0,0,0,0,0
14935,-0.24,2228,2320,0,0,0,0,0,0,0,0
14971,-0.19,2300,2256,0,0,0,0,0,0,0,0
15007,-0.24,2144,2391,0,0,0,0,0,0,0,0
15043,-0.20,1933,2555,0,0,0,0,0,0,0,0
15079,-0.21,1768,2682,0,0,0,0,0,0,0,0
15115,-0.20,1667,2679,0,0,0,0,0,0,0,0
15151,-0.12,1598,2646,0,0,0,0,0,0,0,0
15187,-0.17,1532,2661,0,0,0,0,0,0,0,0
15223,-0.17,1461,2675,0,0,0,0,0,0,0,0
15259,-0.17,1386,2627,0,0,0,0,0,0,0,0
15295,-0.14,1297,2559,0,0,0,0,0,0,0,0
15331,-0.25,1199,2610,0,0,0,0,0,0,0,0
15367,0.05,1116,2749,0,0,0,0,0,0,0,0
15403,-0.18,1132,3755,0,0,0,0,0,0,0,0
15439,0.02,1326,4095,0,0,0,0,0,0,0,0
15475,0.00,1621,4095,0,0,0,0,0,0,0,0
15511,-0.16,1867,4095,0,0,0,0,0,0,0,0
15547,-0.17,1992,4095,0,0,0,0,0,0,0,0
15583,-0.29,2001,4095,0,0,0,0,0,0,0,0
15619,-0.14,1930,4095,0,0,0,0,0,0,0,0
15655,-0.17,1816,4095,0,0,0,0,0,0,0,0
15691,-0.08,1690,4095,0,0,0,0,0,0,0,0
15727,-0.03,1458,2433,0,0,0,0,0,0,0,0
15763,-0.19,1078,3465,0,0,0,0,0,0,0,0
15799,-0.26,799,4095,0,0,0,0,0,0,0,0
15835,-0.27,778,4095,0,0,0,0,0,0,0,0
15871,-0.08,892,4095,0,0,0,0,0,0,0,0
15907,-0.13,1010,4095,0,0,0,0,0,0,0,0
15943,-0.20,812,0,0,0,0,0,0,0,0,0
15979,-0.24,0,0,0,0,0,0,0,0,0,0
16015,-0.24,-1084,0,0,0,0,0,0,0,0,0
16051,-0.23,-1942,0,0,0,0,0,0,0,0,0
16087,-0.32,-2370,955,0,0,0,0,0,0,0,0
16123,-0.39,-2238,2602,0,0,0,0,0,0,0,0
16159,-0.33,-1581,3057,0,0,0,0,0,0,0,0
16195,-0.22,-737,2751,0,0,0,0,0,0,0,0
16231,-0.20,-94,2261,0,0,0,0,0,0,0,0
16267,-0.19,183,1976,0,0,0,0,0,0,0,0
16303,-0.22,170,2025,0,0,0,0,0,0,0,0
16339,-0.32,49,2281,0,0,0,0,0,0,0,0
16375,-0.16,-26,2511,0,0,0,0,0,0,0,0
16411,-0.25,-10,2603,0,0,0,0,0,0,0,0
16447,-0.19,62,2587,0,0,0,0,0,0,0,0
16483,-0.16,133,2512,0,0,0,0,0,0,0,0
16519,-0.11,181,2671,0,0,0,0,0,0,0,0
16555,-0.20,313,4095,0,0,0,0,0,0,0,0
16591,-0.21,631,4095,0,0,0,0,0,0,0,0
16627,-0.21,1011,4095,0,0,0,0,0,0,0,0
16663,-0.21,1289,4095,0,0,0,0,0,0,0,0
16699,-0.17,1426,4095,0,0,0,0,0,0,0,0
16735,-0.12,1445,4095,0,0,0,0,0,0,0,0
16771,-0.18,1274,2323,0,0,0,0,0,0,0,0
16807,-0.13,736,919,0,0,0,0,0,0,0,0
16843,-0.22,-76,1303,0,0,0,0,0,0,0,0
16879,-0.16,-734,2347,0,0,0,0,0,0,0,0
16915,-0.22,-918,3102,0,0,0,0,0,0,0,0
16951,-0.17,-677,3184,0,0,0,0,0,0,0,0
16987,-0.14,-293,2830,0,0,0,0,0,0,0,0
17023,-0.20,-28,2410,0,0,0,0,0,0,0,0
17059,-0.11,20,2159,0,0,0,0,0,0,0,0
17095,-0.18,-95,2067,0,0,0,0,0,0,0,0
17131,-0.24,-267,2089,0,0,0,0,0,0,0,0
17167,-0.18,-406,2167,0,0,0,0,0,0,0,0
17203,-0.30,-468,2263,0,0,0,0,0,0,0,0
17239,-0.24,-445,2433,0,0,0,0,0,0,0,0
17275,-0.29,-348,2599,0,0,0,0,0,0,0,0
17311,-0.20,-203,2727,0,0,0,0,0,0,0,0
17347,-0.16,-48,2768,0,0,0,0,0,0,0,0
17383,-0.21,73,2673,0,0,0,0,0,0,0,0
17419,-0.20,128,2557,0,0,0,0,0,0,0,0
17455,-0.22,112,2480,0,0,0,0,0,0,0,0
17491,-0.16,54,2471,0,0,0,0,0,0,0,0
17527,-0.21,-10,2466,0,0,0,0,0,0,0,0
17563,-0.31,-59,2474,0,0,0,0,0,0,0,0
17599,-0.26,-85,2510,0,0,0,0,0,0,0,0
17635,-0.23,-73,2718,0,0,0,0,0,0,0,0
17671,-0.26,69,4095,0,0,0,0,0,0,0,0
17707,-0.24,415,4095,0,0,0,0,0,0,0,0
17743,-0.21,822,4095,0,0,0,0,0,0,0,0
17779,-0.23,1122,4095,0,0,0,0,0,0,0,0
17815,-0.22,1275,4095,0,0,0,0,0,0,0,0
17851,-0.19,1222,2798,0,0,0,0,0,0,0,0
17887,-0.22,795,957,0,0,0,0,0,0,0,0
17923,-0.28,16,1089,0,0,0,0,0,0,0,0
17959,-0.22,-715,2043,0,0,0,0,0,0,0,0
17995,-0.24,-1011,2975,0,0,0,0,0,0,0,0
18031,-0.24,-823,3408,0,0,0,0,0,0,0,0
18067,-0.25,-384,3211,0,0,0,0,0,0,0,0
18103,-0.19,4,2751,0,0,0,0,0,0,0,0
18139,-0.23,164,2384,0,0,0,0,0,0,0,0
18175,-0.24,98,2243,0,0,0,0,0,0,0,0
18211,-0.34,-75,2300,0,0,0,0,0,0,0,0
18247,-0.19,-234,2418,0,0,0,0,0,0,0,0
18283,-0.26,-312,2511,0,0,0,0,0,0,0,0
18319,-0.17,-306,2593,0,0,0,0,0,0,0,0
18355,-0.27,-246,2618,0,0,0,0,0,0,0,0
18391,-0.24,-171,2586,0,0,0,0,0,0,0,0
18427,-0.27,-115,2527,0,0,0,0,0,0,0,0
18463,-0.11,-90,2539,0,0,0,0,0,0,0,0
18499,-0.28,-86,2543,0,0,0,0,0,0,0,0
18535,-0.36,-89,2519,0,0,0,0,0,0,0,0
18571,-0.25,-98,2494,0,0,0,0,0,0,0,0
18607,-0.28,-109,2485,0,0,0,0,0,0,0,0
