Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.28,159,2471,0,0,0,0,0,0,0,0,0
14863,-0.19,672,2745,0,0,0,0,0,0,0,0,0
14899,-0.23,1382,3058,0,0,0,0,0,0,0,0,0
14935,-0.20,2011,3197,0,0,0,0,0,0,0,0,0
14971,-0.19,2426,3094,0,0,0,0,0,0,0,0,0
15007,-0.26,2580,2893,0,0,0,0,0,0,0,0,0
15043,-0.19,2505,2755,0,0,0,0,0,0,0,0,0
15079,-0.16,2288,2735,0,0,0,0,0,0,0,0,0
15115,-0.20,2033,2800,0,0,0,0,0,0,0,0,0
15151,-0.22,1814,2835,0,0,0,0,0,0,0,0,0
15187,-0.26,1653,2883,0,0,0,0,0,0,0,0,0
15223,-0.25,1543,2896,0,0,0,0,0,0,0,0,0
15259,-0.29,1464,2877,0,0,0,0,0,0,0,0,0
15295,-0.18,1392,2851,0,0,0,0,0,0,0,0,0
15331,-0.16,1327,3010,0,0,0,0,0,0,0,0,0
15367,-0.17,1342,3958,0,0,0,0,0,0,0,0,0
15403,-0.14,1505,4095,0,0,0,0,0,0,0,0,0
15439,-0.22,1733,4095,0,0,0,0,0,0,0,0,0
15475,-0.24,1860,3446,0,0,0,0,0,0,0,0,0
15511,-0.19,1752,2767,0,0,0,0,0,0,0,0,0
15547,-0.26,1406,2521,0,0,0,0,0,0,0,0,0
15583,-0.23,974,2608,0,0,0,0,0,0,0,0,0
15619,-0.27,632,2907,0,0,0,0,0,0,0,0,0
15655,-0.16,474,3152,0,0,0,0,0,0,0,0,0
15691,-0.21,479,3149,0,0,0,0,0,0,0,0,0
15727,-0.28,540,2961,0,0,0,0,0,0,0,0,0
15763,-0.14,562,2800,0,0,0,0,0,0,0,0,0
15799,-0.18,515,2727,0,0,0,0,0,0,0,0,0
15835,-0.23,428,2768,0,0,0,0,0,0,0,0,0
15871,-0.19,350,2847,0,0,0,0,0,0,0,0,0
15907,-0.24,307,2885,0,0,0,0,0,0,0,0,0
15943,-0.18,298,2902,0,0,0,0,0,0,0,0,0
15979,-0.26,304,2911,0,0,0,0,0,0,0,0,0
16015,-0.09,312,2907,0,0,0,0,0,0,0,0,0
16051,-0.23,313,2927,0,0,0,0,0,0,0,0,0
16087,-0.07,310,2931,0,0,0,0,0,0,0,0,0
16123,-0.12,305,2963,0,0,0,0,0,0,0,0,0
16159,-0.17,344,3653,0,0,0,0,0,0,0,0,0
16195,-0.29,504,4095,0,0,0,0,0,0,0,0,0
16231,-0.20,759,4095,0,0,0,0,0,0,0,0,0
16267,-0.21,993,4067,0,0,0,0,0,0,0,0,0
16303,-0.26,1065,3024,0,0,0,0,0,0,0,0,0
16339,-0.20,874,2683,0,0,0,0,0,0,0,0,0
16375,-0.18,504,2629,0,0,0,0,0,0,0,0,0
16411,-0.12,148,2813,0,0,0,0,0,0,0,0,0
16447,-0.19,-66,3054,0,0,0,0,0,0,0,0,0
16483,-0.10,-115,3132,0,0,0,0,0,0,0,0,0
16519,-0.19,-63,3047,0,0,0,0,0,0,0,0,0
16555,-0.14,0,2927,0,0,0,0,0,0,0,0,0
16591,-0.21,21,2817,0,0,0,0,0,0,0,0,0
16627,-0.22,-4,2785,0,0,0,0,0,0,0,0,0
16663,-0.19,-51,2807,0,0,0,0,0,0,0,0,0
16699,-0.20,-88,2843,0,0,0,0,0,0,0,0,0
16735,-0.24,-105,2814,0,0,0,0,0,0,0,0,0
16771,-0.11,-113,2777,0,0,0,0,0,0,0,0,0
16807,-0.25,-117,2805,0,0,0,0,0,0,0,0,0
16843,-0.18,-112,2846,0,0,0,0,0,0,0,0,0
16879,-0.24,-95,2870,0,0,0,0,0,0,0,0,0
16915,-0.12,-68,2915,0,0,0,0,0,0,0,0,0
16951,-0.27,1,3505,0,0,0,0,0,0,0,0,0
16987,-0.19,186,4095,0,0,0,0,0,0,0,0,0
17023,-0.25,474,4095,0,0,0,0,0,0,0,0,0
17059,-0.19,727,3723,0,0,0,0,0,0,0,0,0
17095,-0.14,783,2977,0,0,0,0,0,0,0,0,0
17131,-0.22,595,2691,0,0,0,0,0,0,0,0,0
17167,-0.20,267,2659,0,0,0,0,0,0,0,0,0
17203,-0.17,-37,2795,0,0,0,0,0,0,0,0,0
17239,-0.16,-219,2951,0,0,0,0,0,0,0,0,0
17275,-0.18,-264,3022,0,0,0,0,0,0,0,0,0
17311,-0.19,-222,2966,0,0,0,0,0,0,0,0,0
17347,-0.17,-164,2869,0,0,0,0,0,0,0,0,0
17383,-0.16,-137,2759,0,0,0,0,0,0,0,0,0
17419,-0.22,-152,2719,0,0,0,0,0,0,0,0,0
17455,-0.23,-188,2711,0,0,0,0,0,0,0,0,0
17491,-0.26,-218,2770,0,0,0,0,0,0,0,0,0
17527,-0.16,-225,2807,0,0,0,0,0,0,0,0,0
17563,-0.26,-206,2848,0,0,0,0,0,0,0,0,0
17599,-0.20,-170,2850,0,0,0,0,0,0,0,0,0
17635,-0.25,-132,2864,0,0,0,0,0,0,0,0,0
17671,-0.26,-104,2818,0,0,0,0,0,0,0,0,0
17707,-0.19,-93,2795,0,0,0,0,0,0,0,0,0
17743,-0.21,-77,3082,0,0,0,0,0,0,0,0,0
17779,-0.29,39,4095,0,0,0,0,0,0,0,0,0
17815,-0.15,312,4095,0,0,0,0,0,0,0,0,0
17851,-0.10,627,4095,0,0,0,0,0,0,0,0,0
17887,-0.15,800,3202,0,0,0,0,0,0,0,0,0
