Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.18,193,2989,0,0,0,0,0,0,0,0,0
14863,-0.22,864,4095,0,0,0,0,0,0,0,0,0
14899,-0.18,1853,4095,0,0,0,0,0,0,0,0,0
14935,-0.22,2725,4095,0,0,0,0,0,0,0,0,0
14971,-0.17,3254,4095,0,0,0,0,0,0,0,0,0
15007,-0.21,3365,2882,0,0,0,0,0,0,0,0,0
15043,-0.13,2927,710,0,0,0,0,0,0,0,0,0
15079,-0.21,2006,941,0,0,0,0,0,0,0,0,0
15115,-0.22,1098,2167,0,0,0,0,0,0,0,0,0
15151,-0.10,679,3157,0,0,0,0,0,0,0,0,0
15187,-0.12,798,3565,0,0,0,0,0,0,0,0,0
15223,-0.13,1176,3248,0,0,0,0,0,0,0,0,0
15259,-0.19,1487,2875,0,0,0,0,0,0,0,0,0
15295,-0.17,1574,2672,0,0,0,0,0,0,0,0,0
15331,-0.12,1470,2663,0,0,0,0,0,0,0,0,0
15367,-0.13,1286,2698,0,0,0,0,0,0,0,0,0
15403,-0.14,1113,2800,0,0,0,0,0,0,0,0,0
15439,-0.04,998,2865,0,0,0,0,0,0,0,0,0
15475,-0.16,938,2895,0,0,0,0,0,0,0,0,0
15511,-0.16,907,2862,0,0,0,0,0,0,0,0,0
15547,-0.16,876,2820,0,0,0,0,0,0,0,0,0
15583,-0.19,833,2817,0,0,0,0,0,0,0,0,0
15619,-0.13,815,3351,0,0,0,0,0,0,0,0,0
15655,-0.15,917,4095,0,0,0,0,0,0,0,0,0
15691,-0.17,1152,4095,0,0,0,0,0,0,0,0,0
15727,-0.11,1402,4095,0,0,0,0,0,0,0,0,0
15763,-0.24,1487,2955,0,0,0,0,0,0,0,0,0
15799,-0.09,1261,2204,0,0,0,0,0,0,0,0,0
15835,-0.15,786,2192,0,0,0,0,0,0,0,0,0
15871,-0.17,319,2672,0,0,0,0,0,0,0,0,0
15907,-0.31,80,3188,0,0,0,0,0,0,0,0,0
15943,-0.29,109,3376,0,0,0,0,0,0,0,0,0
15979,-0.26,276,3155,0,0,0,0,0,0,0,0,0
16015,-0.21,409,2851,0,0,0,0,0,0,0,0,0
16051,-0.17,418,2689,0,0,0,0,0,0,0,0,0
16087,-0.15,326,2655,0,0,0,0,0,0,0,0,0
16123,-0.17,206,2730,0,0,0,0,0,0,0,0,0
16159,-0.19,118,2806,0,0,0,0,0,0,0,0,0
16195,-0.15,83,2835,0,0,0,0,0,0,0,0,0
16231,-0.20,87,2849,0,0,0,0,0,0,0,0,0
16267,-0.11,106,2831,0,0,0,0,0,0,0,0,0
16303,-0.14,127,2900,0,0,0,0,0,0,0,0,0
16339,-0.21,218,3965,0,0,0,0,0,0,0,0,0
16375,-0.17,458,4095,0,0,0,0,0,0,0,0,0
16411,-0.07,765,4095,0,0,0,0,0,0,0,0,0
16447,-0.11,1005,4095,0,0,0,0,0,0,0,0,0
16483,-0.14,1045,2731,0,0,0,0,0,0,0,0,0
16519,-0.17,768,2250,0,0,0,0,0,0,0,0,0
16555,-0.17,290,2325,0,0,0,0,0,0,0,0,0
16591,-0.10,-130,2704,0,0,0,0,0,0,0,0,0
16627,-0.25,-325,3088,0,0,0,0,0,0,0,0,0
16663,-0.14,-290,3182,0,0,0,0,0,0,0,0,0
16699,-0.19,-144,3024,0,0,0,0,0,0,0,0,0
16735,-0.21,-24,2794,0,0,0,0,0,0,0,0,0
16771,-0.20,2,2663,0,0,0,0,0,0,0,0,0
16807,-0.24,-45,2672,0,0,0,0,0,0,0,0,0
16843,-0.16,-111,2741,0,0,0,0,0,0,0,0,0
16879,-0.15,-149,2802,0,0,0,0,0,0,0,0,0
16915,-0.16,-150,2821,0,0,0,0,0,0,0,0,0
16951,-0.21,-127,2818,0,0,0,0,0,0,0,0,0
16987,-0.16,-98,2816,0,0,0,0,0,0,0,0,0
17023,-0.22,-75,2809,0,0,0,0,0,0,0,0,0
17059,-0.18,-57,2867,0,0,0,0,0,0,0,0,0
17095,-0.20,22,3806,0,0,0,0,0,0,0,0,0
17131,-0.22,248,4095,0,0,0,0,0,0,0,0,0
17167,-0.16,561,4095,0,0,0,0,0,0,0,0,0
17203,-0.16,826,4095,0,0,0,0,0,0,0,0,0
17239,-0.16,897,2779,0,0,0,0,0,0,0,0,0
17275,-0.17,653,2273,0,0,0,0,0,0,0,0,0
17311,-0.19,196,2300,0,0,0,0,0,0,0,0,0
17347,-0.16,-219,2663,0,0,0,0,0,0,0,0,0
17383,-0.18,-426,3001,0,0,0,0,0,0,0,0,0
17419,-0.19,-407,3136,0,0,0,0,0,0,0,0,0
17455,-0.14,-269,3006,0,0,0,0,0,0,0,0,0
17491,-0.11,-140,2815,0,0,0,0,0,0,0,0,0
17527,-0.23,-92,2685,0,0,0,0,0,0,0,0,0
17563,-0.15,-118,2671,0,0,0,0,0,0,0,0,0
17599,-0.15,-171,2715,0,0,0,0,0,0,0,0,0
17635,-0.17,-205,2790,0,0,0,0,0,0,0,0,0
17671,-0.21,-208,2794,0,0,0,0,0,0,0,0,0
17707,-0.16,-188,2800,0,0,0,0,0,0,0,0,0
17743,-0.21,-158,2832,0,0,0,0,0,0,0,0,0
17779,-0.15,-126,2829,0,0,0,0,0,0,0,0,0
17815,-0.23,-100,2818,0,0,0,0,0,0,0,0,0
17851,-0.16,-86,2782,0,0,0,0,0,0,0,0,0
17887,-0.19,-74,2968,0,0,0,0,0,0,0,0,0
17923,-0.12,31,4095,0,0,0,0,0,0,0,0,0
17959,-0.26,302,4095,0,0,0,0,0,0,0,0,0
17995,-0.13,627,4095,0,0,0,0,0,0,0,0,0
18031,-0.14,834,3552,0,0,0,0,0,0,0,0,0
18067,-0.19,787,2559,0,0,0,0,0,0,0,0,0
18103,-0.11,457,2265,0,0,0,0,0,0,0,0,0
18139,-0.11,13,2447,0,0,0,0,0,0,0,0,0
18175,-0.14,-316,2835,0,0,0,0,0,0,0,0,0
18211,-0.13,-419,3136,0,0,0,0,0,0,0,0,0
18247,-0.13,-333,3143,0,0,0,0,0,0,0,0,0
