Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.30,196,3020,0,0,0,0,0,0,0,0
14863,-0.26,812,3184,0,0,0,0,0,0,0,0
14899,-0.21,1603,2916,0,0,0,0,0,0,0,0
14935,-0.22,2165,2614,0,0,0,0,0,0,0,0
14971,-0.30,2371,2428,0,0,0,0,0,0,0,0
15007,-0.14,2294,2409,0,0,0,0,0,0,0,0
15043,-0.19,2086,2543,0,0,0,0,0,0,0,0
15079,-0.15,1879,2691,0,0,0,0,0,0,0,0
15115,-0.19,1730,2717,0,0,0,0,0,0,0,0
15151,-0.18,1631,2691,0,0,0,0,0,0,0,0
15187,-0.19,1549,2657,0,0,0,0,0,0,0,0
15223,-0.18,1463,2623,0,0,0,0,0,0,0,0
15259,-0.19,1368,2591,0,0,0,0,0,0,0,0
15295,-0.23,1270,2624,0,0,0,0,0,0,0,0
15331,-0.15,1183,2650,0,0,0,0,0,0,0,0
15367,-0.19,1110,2631,0,0,0,0,0,0,0,0
15403,-0.17,1066,2962,0,0,0,0,0,0,0,0
15439,-0.12,1145,4095,0,0,0,0,0,0,0,0
15475,-0.17,1399,4095,0,0,0,0,0,0,0,0
15511,-0.29,1699,4095,0,0,0,0,0,0,0,0
15547,-0.16,1902,4095,0,0,0,0,0,0,0,0
15583,-0.19,1977,4095,0,0,0,0,0,0,0,0
15619,-0.24,1849,2551,0,0,0,0,0,0,0,0
15655,-0.22,1352,1103,0,0,0,0,0,0,0,0
15691,-0.17,573,1568,0,0,0,0,0,0,0,0
15727,-0.19,-66,2608,0,0,0,0,0,0,0,0
15763,-0.21,-253,3295,0,0,0,0,0,0,0,0
15799,-0.15,-51,3264,0,0,0,0,0,0,0,0
15835,-0.16,261,2894,0,0,0,0,0,0,0,0
15871,-0.18,457,2671,0,0,0,0,0,0,0,0
15907,-0.26,491,2691,0,0,0,0,0,0,0,0
15943,-0.23,445,2875,0,0,0,0,0,0,0,0
15979,-0.16,413,3101,0,0,0,0,0,0,0,0
16015,-0.18,441,3261,0,0,0,0,0,0,0,0
16051,-0.23,509,3216,0,0,0,0,0,0,0,0
16087,-0.17,563,3119,0,0,0,0,0,0,0,0
16123,-0.27,567,3040,0,0,0,0,0,0,0,0
16159,-0.21,525,3070,0,0,0,0,0,0,0,0
16195,-0.18,471,3121,0,0,0,0,0,0,0,0
16231,-0.16,424,3056,0,0,0,0,0,0,0,0
16267,-0.15,377,2973,0,0,0,0,0,0,0,0
16303,-0.21,336,3182,0,0,0,0,0,0,0,0
16339,-0.28,384,4095,0,0,0,0,0,0,0,0
16375,-0.20,580,4095,0,0,0,0,0,0,0,0
16411,-0.26,828,4095,0,0,0,0,0,0,0,0
16447,-0.14,1010,4095,0,0,0,0,0,0,0,0
16483,-0.15,1097,4095,0,0,0,0,0,0,0,0
16519,-0.18,1105,4095,0,0,0,0,0,0,0,0
16555,-0.16,991,3018,0,0,0,0,0,0,0,0
16591,-0.18,619,1679,0,0,0,0,0,0,0,0
16627,-0.26,18,1994,0,0,0,0,0,0,0,0
16663,-0.19,-490,2800,0,0,0,0,0,0,0,0
16699,-0.17,-650,3296,0,0,0,0,0,0,0,0
16735,-0.22,-504,3219,0,0,0,0,0,0,0,0
16771,-0.17,-271,2939,0,0,0,0,0,0,0,0
16807,-0.22,-119,2767,0,0,0,0,0,0,0,0
16843,-0.19,-86,2710,0,0,0,0,0,0,0,0
16879,-0.21,-123,2749,0,0,0,0,0,0,0,0
16915,-0.27,-177,2689,0,0,0,0,0,0,0,0
16951,-0.21,-228,2637,0,0,0,0,0,0,0,0
16987,-0.27,-272,2623,0,0,0,0,0,0,0,0
17023,-0.13,-299,2645,0,0,0,0,0,0,0,0
17059,-0.26,-302,2692,0,0,0,0,0,0,0,0
17095,-0.21,-279,2747,0,0,0,0,0,0,0,0
17131,-0.24,-241,2691,0,0,0,0,0,0,0,0
17167,-0.24,-204,2743,0,0,0,0,0,0,0,0
17203,-0.26,-82,4095,0,0,0,0,0,0,0,0
17239,-0.21,217,4095,0,0,0,0,0,0,0,0
17275,-0.22,584,4095,0,0,0,0,0,0,0,0
17311,-0.28,861,4095,0,0,0,0,0,0,0,0
17347,-0.25,1010,4095,0,0,0,0,0,0,0,0
17383,-0.22,1049,4095,0,0,0,0,0,0,0,0
17419,-0.31,863,1747,0,0,0,0,0,0,0,0
17455,-0.30,281,1090,0,0,0,0,0,0,0,0
17491,-0.16,-493,1663,0,0,0,0,0,0,0,0
17527,-0.26,-1028,2442,0,0,0,0,0,0,0,0
17563,-0.24,-1134,2831,0,0,0,0,0,0,0,0
17599,-0.18,-925,2782,0,0,0,0,0,0,0,0
17635,-0.15,-636,2559,0,0,0,0,0,0,0,0
17671,-0.27,-428,2443,0,0,0,0,0,0,0,0
17707,-0.24,-335,2438,0,0,0,0,0,0,0,0
17743,-0.23,-314,2463,0,0,0,0,0,0,0,0
17779,-0.21,-313,2541,0,0,0,0,0,0,0,0
17815,-0.25,-299,2623,0,0,0,0,0,0,0,0
17851,-0.26,-261,2649,0,0,0,0,0,0,0,0
17887,-0.21,-215,2605,0,0,0,0,0,0,0,0
17923,-0.26,-186,2526,0,0,0,0,0,0,0,0
17959,-0.22,-141,3159,0,0,0,0,0,0,0,0
17995,-0.19,39,4095,0,0,0,0,0,0,0,0
18031,-0.25,383,4095,0,0,0,0,0,0,0,0
18067,-0.27,746,4095,0,0,0,0,0,0,0,0
18103,-0.31,1000,4095,0,0,0,0,0,0,0,0
18139,-0.25,1046,2932,0,0,0,0,0,0,0,0
18175,-0.29,742,1595,0,0,0,0,0,0,0,0
18211,-0.25,121,1498,0,0,0,0,0,0,0,0
18247,-0.28,-508,2089,0,0,0,0,0,0,0,0
18283,-0.28,-839,2694,0,0,0,0,0,0,0,0
18319,-0.27,-810,2960,0,0,0,0,0,0,0,0
18355,-0.25,-574,2785,0,0,0,0,0,0,0,0
18391,-0.22,-347,2399,0,0,0,0,0,0,0,0
