Time,Pressure,PPGSignal,rawPPGSignal
37518,167.54,107,1657
37526,167.35,433,1655
37533,167.38,842,1663
37540,167.41,1139,1660
37547,167.37,1275,1670
37554,167.48,1276,1665
37560,167.44,1189,1665
37567,167.46,1061,1669
37574,167.45,921,1665
37581,167.37,789,1671
37588,167.35,671,1667
37595,167.37,567,1678
37602,167.30,477,1678
37609,167.35,396,1671
37616,167.34,323,1677
37622,167.31,255,1670
37629,167.33,191,1677
37636,167.18,130,1670
37643,167.18,73,1677
37650,167.13,22,1676
37657,167.15,-24,1677
37664,167.11,-67,1680
37671,167.10,-107,1673
37678,167.04,-145,1673
37685,167.00,-178,1671
37692,167.01,-208,1666
37698,167.00,-234,1675
37705,166.95,-256,1666
37712,166.94,-276,1671
37719,166.79,-292,1677
37726,166.83,-305,1681
37733,166.80,-315,1689
37740,166.77,-322,1690
37747,166.81,-327,1696
37754,166.74,-329,1687
37761,166.61,-330,1709
37768,166.59,-330,1702
37775,166.50,-330,1703
37782,166.45,-329,1699
37789,166.40,-329,1693
37796,166.41,-329,1695
37802,166.40,-329,1687
37809,166.31,-329,1680
37816,166.31,-329,1679
37823,166.35,-328,1664
37830,166.40,-326,1664
37837,166.25,-323,1655
37844,166.25,-318,1658
37851,166.32,-312,1661
37858,166.22,-303,1653
37865,166.31,-294,1651
37872,166.22,-284,1648
37879,166.22,-274,1653
37886,166.15,-263,1658
37893,166.09,-252,1662
37900,166.09,-239,1666
37906,166.15,-223,1675
37913,166.13,-206,1690
37920,166.01,-187,1694
37927,166.03,-167,1712
37934,165.96,-147,1717
37941,166.02,-130,1727
37948,166.04,-114,1729
37955,166.07,-101,1729
37962,165.96,-92,1739
37969,165.91,-85,1730
37976,166.02,-79,1731
37983,165.93,-73,1731
37990,165.90,-68,1725
37997,165.95,-66,1726
38004,165.88,-65,1719
38010,165.85,-64,1715
38017,165.81,-64,1712
38024,165.80,-63,1712
38031,165.77,-62,1707
38038,165.74,-62,1700
38045,165.64,-62,1705
38052,165.76,-61,1696
38059,165.74,-58,1699
38066,165.69,-53,1711
38073,165.73,-48,1712
38080,165.69,-41,1707
38087,165.73,-35,1698
38094,165.81,-30,1703
38101,165.75,-27,1698
38108,165.79,-25,1696
38114,165.84,-23,1699
38121,165.86,-21,1698
38128,165.90,-17,1701
38135,165.96,-14,1699
38142,165.91,-10,1706
38149,165.81,-7,1707
38156,165.92,-3,1707
38163,165.75,0,1715
38170,165.71,3,1709
38177,165.70,7,1718
38184,165.72,11,1714
38191,165.60,14,1715
38197,165.56,15,1721
38204,165.59,16,1723
38211,165.51,17,1722
38218,165.46,17,1718
38225,165.40,17,1714
38232,165.43,14,1715
38239,165.38,12,1708
38246,165.42,9,1708
38252,165.40,7,1693
38259,165.32,4,1695
38266,165.18,0,1693
38273,165.33,-2,1687
38280,165.22,-5,1693
38287,165.21,-5,1691
38294,165.14,-4,1697
38301,165.07,-2,1698
38308,165.16,0,1698
38315,164.96,2,1697
38322,165.04,4,1687
38328,165.02,5,1695
38335,165.00,5,1694
38342,164.99,4,1699
38349,164.96,3,1698
38356,164.90,4,1695
38363,165.01,5,1705
38370,164.96,8,1705
38377,164.97,10,1711
38384,164.88,14,1715
38390,164.93,18,1715
38397,164.90,22,1728
38404,164.90,27,1730
38411,164.84,31,1742
38418,164.78,34,1744
38425,164.87,38,1754
38432,164.76,41,1761
38439,164.69,45,1767
38446,164.73,46,1773
38452,164.72,46,1766
38459,164.69,44,1760
38466,164.69,39,1761
38473,164.71,32,1744
38480,164.62,23,1747
38487,164.64,14,1731
38494,164.56,4,1726
38501,164.65,-5,1717
38508,164.63,-14,1706
38515,164.58,-22,1705
38521,164.52,-28,1691
38528,164.58,-33,1695
38535,164.53,-37,1708
38542,164.53,-40,1686
38549,164.50,-40,1691
38556,164.49,-38,1686
38563,164.49,-36,1691
38570,164.54,-32,1689
38577,164.44,-28,1693
38584,164.49,-23,1701
38591,164.33,-18,1698
38598,164.39,-12,1712
38605,164.27,-6,1715
38612,164.38,0,1728
38619,164.34,6,1732
38625,164.45,13,1743
38632,164.34,20,1751
38639,164.25,26,1754
38646,164.36,33,1776
38653,164.35,40,1776
38660,164.34,46,1790
38667,164.32,52,1797
38674,164.32,57,1808
38681,164.28,60,1815
38687,164.26,62,1819
38694,164.23,62,1827
38701,164.22,61,1831
38708,164.18,59,1832
38715,164.21,56,1837
38722,164.12,52,1835
38729,164.17,48,1840
38736,164.09,43,1840
38742,164.14,38,1838
38749,164.15,33,1840
38756,164.11,27,1841
38763,164.07,23,1853
38770,164.02,19,1850
38777,164.16,18,1858
38784,164.09,19,1867
38791,164.04,20,1866
38798,164.04,21,1879
38804,164.09,21,1878
38811,164.09,20,1891
38818,164.04,18,1877
38825,164.21,15,1879
38832,164.24,11,1883
38839,164.31,6,1875
38846,164.26,0,1877
38853,164.28,-5,1871
38860,164.24,-12,1866
38866,164.33,-18,1866
38873,164.22,-24,1855
38880,164.23,-31,1847
38887,164.17,-38,1842
38894,164.18,-44,1841
38901,164.10,-49,1838
38908,164.06,-52,1829
38915,164.10,-54,1819
38922,164.07,-57,1806
38929,163.96,-60,1808
38936,163.93,-65,1794
38943,163.90,-69,1780
38950,163.90,-74,1777
38957,163.84,-78,1771
38963,163.83,-79,1775
38970,163.86,-78,1763
38977,163.89,-76,1770
38984,163.80,-72,1765
38991,163.81,-68,1769
38998,163.86,-62,1776
39005,163.83,-54,1776
39012,163.86,-45,1791
39019,163.81,-35,1797
39026,163.85,-23,1806
39033,163.81,-12,1815
39040,163.78,-1,1819
39047,163.86,7,1831
39054,163.82,15,1827
39060,163.78,22,1840
39067,163.87,28,1849
39074,163.83,32,1845
39081,163.78,35,1853
39088,163.86,37,1856
39095,163.85,37,1868
39102,163.93,39,1866
39109,163.96,40,1875
39116,163.81,42,1882
39122,163.90,43,1882
39129,163.79,43,1890
39136,163.89,43,1891
39143,163.86,44,1893
39150,163.82,45,1900
39157,163.90,44,1895
39164,163.91,42,1898
39171,163.81,37,1888
39178,163.84,30,1881
39184,163.74,21,1873
39191,163.72,11,1857
39198,163.73,1,1859
39205,163.70,-8,1846
39212,163.65,-16,1845
39219,163.65,-23,1840
39226,163.60,-28,1839
39233,163.52,-32,1834
39240,163.52,-34,1825
39247,163.56,-34,1834
39254,163.43,-33,1829
39261,163.40,-31,1837
39267,163.40,-28,1838
39274,163.49,-25,1840
39281,163.49,-21,1844
39288,163.40,-18,1840
39295,163.41,-15,1846
39302,163.48,-12,1845
39309,163.39,-10,1845
39316,163.39,-9,1845
39323,163.36,-8,1840
39330,163.42,-7,1846
39337,163.32,-7,1840
39344,163.29,-7,1837
39351,163.34,-8,1840
39358,163.34,-8,1840
39364,163.36,-8,1846
39371,163.30,-7,1841
39378,163.30,-6,1852
39385,163.34,-5,1850
39392,163.41,-2,1859
39399,163.35,1,1859
39406,163.27,6,1860
39413,163.26,10,1869
39420,163.32,14,1872
39427,163.20,17,1863
39434,163.32,19,1872
39441,163.24,19,1872
39447,163.32,17,1872
39454,163.33,15,1863
39461,163.27,13,1868
39468,163.16,11,1872
39475,163.27,10,1872
39482,163.25,9,1876
39489,163.19,8,1872
39496,163.22,7,1874
39503,163.19,6,1871
39509,163.22,4,1867
39516,163.16,2,1866
39523,163.27,0,1856
39530,163.35,-4,1854
39537,163.31,-10,1840
39544,163.36,-16,1840
39551,163.43,-21,1834
39558,163.35,-26,1823
39565,163.54,-30,1821
39572,163.49,-34,1809
39579,163.54,-38,1808
39585,163.53,-40,1800
39592,163.39,-42,1794
39599,163.40,-43,1791
39606,163.41,-43,1789
39613,163.33,-43,1790
39620,163.24,-42,1787
39627,163.23,-39,1792
39634,163.29,-34,1791
39641,163.10,-29,1795
39648,163.18,-23,1808
39655,163.10,-15,1808
39662,163.09,-7,1815
39669,163.12,0,1824
39676,163.14,9,1826
39682,163.09,16,1834
39689,163.11,22,1831
39696,163.12,25,1838
39703,163.08,27,1831
39710,163.19,28,1840
39717,163.09,28,1839
39724,163.16,28,1840
39731,163.15,27,1843
39738,163.02,27,1842
39744,163.08,26,1847
39751,163.00,26,1850
39758,163.18,27,1849
39765,162.95,28,1856
39772,163.11,28,1851
39779,163.16,28,1856
39786,163.03,28,1856
39793,163.13,27,1863
39800,162.99,27,1868
39806,163.05,28,1863
39813,163.04,28,1866
39820,162.98,26,1863
39827,163.02,22,1860
39834,163.00,18,1863
39841,163.05,14,1865
39848,162.97,11,1866
39855,163.00,9,1858
39862,163.01,7,1866
39868,163.03,5,1858
39875,162.94,4,1861
39882,162.94,2,1855
39889,163.03,-1,1840
39896,162.92,-5,1841
39903,162.92,-11,1837
39910,162.82,-16,1829
39917,162.82,-20,1834
39924,162.77,-24,1826
39931,162.78,-25,1825
39938,162.85,-26,1824
39944,162.86,-26,1826
39951,162.78,-24,1823
39958,162.81,-22,1827
39965,162.70,-20,1822
39972,162.74,-18,1811
39979,162.76,-17,1823
39986,162.69,-15,1823
39993,162.81,-14,1825
40000,162.77,-13,1826
40007,162.77,-11,1821
40014,162.68,-9,1831
40021,162.75,-8,1828
40028,162.76,-6,1831
40035,162.63,-4,1835
40042,162.77,-1,1838
40048,162.67,1,1845
40055,162.72,5,1845
40062,162.65,10,1856
40069,162.71,14,1858
40076,162.66,19,1862
40083,162.72,24,1867
40090,162.66,28,1873
40097,162.60,31,1878
40104,162.75,32,1872
40110,162.69,30,1872
40117,162.73,27,1870
40124,162.66,23,1866
40131,162.64,19,1865
40138,162.63,14,1859
40145,162.73,10,1866
40152,162.64,6,1861
40159,162.66,3,1863
40166,162.66,0,1865
40172,162.52,-1,1857
40179,162.52,-2,1865
40186,162.51,-2,1859
40193,162.46,-1,1861
40200,162.53,-1,1859
40207,162.52,-1,1860
40214,162.49,-1,1871
40221,162.46,0,1869
40228,162.55,2,1876
40235,162.53,4,1875
40242,162.44,6,1884
40249,162.44,8,1889
40255,162.55,11,1895
40262,162.57,16,1915
40269,162.61,22,1917
40276,162.68,28,1930
40283,162.77,34,1939
40290,162.82,39,1945
40297,162.80,43,1955
40304,162.88,45,1949
40310,162.86,46,1956
40317,162.82,45,1959
40324,162.80,43,1959
40331,162.81,40,1964
40338,162.82,36,1961
40345,162.77,30,1965
40352,162.62,25,1953
40359,162.68,18,1951
40366,162.51,11,1947
40372,162.64,2,1927
40379,162.51,-9,1922
40386,162.53,-21,1902
40393,162.48,-34,1901
40400,162.47,-45,1891
40407,162.47,-53,1887
40414,162.47,-59,1876
40421,162.35,-63,1867
40428,162.46,-67,1859
40435,162.51,-70,1854
40442,162.36,-71,1854
40449,162.40,-70,1856
40456,162.38,-67,1845
40463,162.43,-64,1853
40469,162.42,-59,1847
40476,162.37,-54,1855
40483,162.43,-49,1858
40490,162.22,-42,1859
40497,162.33,-35,1869
40504,162.27,-28,1869
40511,162.29,-20,1893
40518,162.24,-9,1910
40525,162.29,2,1920
40532,162.30,15,1929
40539,162.32,27,1935
40546,162.35,37,1955
40552,162.38,46,1957
40559,162.30,52,1959
40566,162.35,57,1970
40573,162.23,59,1971
40580,162.28,59,1973
40587,162.30,57,1970
40594,162.21,53,1972
40601,162.25,47,1968
40608,162.22,40,1952
40614,162.20,31,1945
40621,162.20,20,1931
40628,162.24,8,1925
40635,162.30,-3,1916
40642,162.09,-13,1906
40649,162.09,-22,1903
40656,162.13,-30,1883
40663,162.12,-38,1874
40670,162.14,-46,1856
40677,162.18,-53,1859
40684,162.15,-60,1849
40690,162.23,-64,1840
40697,162.16,-67,1840
40704,162.12,-68,1823
40711,162.06,-68,1821
40718,162.03,-69,1808
40725,162.11,-70,1795
40732,162.05,-72,1789
40739,162.13,-74,1776
40746,161.99,-75,1776
40753,161.93,-75,1775
40760,162.04,-71,1775
40767,162.03,-65,1775
40774,161.96,-58,1774
40781,162.03,-50,1776
40788,161.97,-42,1776
40794,161.99,-34,1786
40801,162.01,-25,1790
40808,162.01,-14,1801
40815,161.96,-2,1809
40822,161.87,9,1811
40829,161.91,19,1825
40836,161.99,28,1829
40843,161.96,36,1837
40850,161.87,42,1834
40857,161.81,47,1840
40864,161.88,50,1845
40870,161.85,52,1849
40877,161.87,54,1853
40884,161.81,56,1856
40891,161.78,57,1862
40898,161.87,57,1859
40905,161.82,57,1859
40912,161.84,56,1863
40919,161.76,54,1858
40926,161.77,51,1858
40932,161.71,47,1857
40939,161.71,42,1853
40946,161.62,38,1858
40953,161.62,33,1853
40960,161.60,28,1851
40967,161.62,25,1849
40974,161.60,21,1842
40981,161.61,17,1850
40987,161.51,14,1845
40994,161.45,11,1856
41001,161.60,10,1850
41008,161.61,11,1856
41015,161.55,12,1859
41022,161.52,14,1854
41029,161.59,16,1867
41036,161.68,17,1861
41043,161.71,19,1872
41049,161.66,19,1879
41056,161.68,20,1877
41063,161.70,22,1897
41070,161.70,26,1894
41077,161.62,30,1904
41084,161.72,34,1910
41091,161.63,36,1914
41098,161.60,36,1919
41105,161.55,35,1913
41111,161.46,33,1913
41118,161.43,29,1911
41125,161.37,23,1904
41132,161.29,16,1899
41139,161.29,9,1886
41146,161.19,1,1882
41153,161.25,-7,1872
41160,161.11,-16,1872
41167,161.02,-24,1862
41174,161.12,-31,1856
41181,160.98,-36,1858
41187,160.95,-39,1855
41194,160.92,-41,1857
41201,160.90,-40,1856
41208,160.79,-39,1855
41215,160.75,-37,1854
41222,160.72,-34,1847
41229,160.75,-31,1857
41236,160.58,-27,1857
41243,160.63,-24,1868
41250,160.56,-19,1872
41257,160.52,-13,1876
41264,160.56,-7,1885
41271,160.56,-1,1888
41278,160.56,3,1897
41284,160.52,8,1895
41291,160.50,12,1896
41298,160.52,14,1894
41305,160.45,13,1885
41312,160.32,11,1897
41319,160.29,9,1891
41326,160.24,8,1901
41333,160.24,8,1904
41340,160.25,10,1909
41346,160.16,13,1922
41353,160.10,16,1922
41360,160.14,20,1936
41367,160.09,23,1936
41374,160.07,26,1936
41381,160.06,28,1942
41388,159.87,30,1937
41395,159.88,30,1942
41402,159.76,28,1939
41408,159.84,24,1938
41415,159.73,19,1941
41422,159.73,14,1935
