Time,Pressure,PPGSignal,rawPPGSignal
26057,126.02,118,1842
26065,125.11,482,1839
26072,125.76,935,1845
26079,126.46,1265,1854
26086,127.30,1418,1859
26093,128.32,1420,1857
26100,128.94,1326,1861
26106,129.73,1185,1867
26113,130.68,1032,1866
26120,131.10,888,1872
26127,131.24,758,1881
26134,131.41,645,1890
26141,131.28,547,1895
26148,130.91,459,1890
26155,130.90,378,1894
26162,130.39,301,1891
26168,129.57,227,1888
26175,128.57,157,1889
26182,128.09,92,1885
26189,127.44,31,1875
26196,126.25,-25,1873
26203,126.06,-79,1869
26210,126.50,-129,1857
26217,127.00,-177,1841
26224,128.06,-221,1839
26231,128.70,-261,1829
26238,129.58,-296,1818
26244,130.38,-326,1813
26251,131.01,-351,1815
26258,131.79,-370,1819
26265,132.62,-384,1818
26272,133.26,-392,1821
26279,134.10,-397,1822
26286,134.90,-399,1826
26293,135.52,-400,1828
26300,135.83,-400,1822
26307,136.27,-400,1825
26314,136.07,-398,1825
26321,135.86,-395,1829
26328,136.12,-391,1834
26335,135.83,-384,1827
26342,135.19,-376,1835
26348,134.55,-368,1826
26355,133.81,-362,1827
26362,133.22,-356,1825
26369,132.46,-349,1825
26376,131.78,-340,1820
26383,131.49,-331,1815
26390,131.25,-322,1821
26397,132.01,-312,1823
26404,132.87,-300,1823
26411,133.88,-287,1828
26418,134.69,-274,1826
26425,135.49,-261,1830
26432,136.34,-249,1824
26439,137.19,-238,1825
26446,137.80,-228,1825
26452,138.67,-218,1816
26459,139.84,-209,1815
26466,140.37,-200,1819
26473,140.84,-191,1815
26480,141.25,-181,1808
26487,141.08,-171,1818
26494,140.94,-161,1818
26501,140.90,-149,1818
26508,140.49,-136,1822
26515,139.56,-124,1819
26522,138.42,-113,1820
26529,137.95,-103,1823
26536,137.40,-93,1831
26543,136.35,-83,1834
26549,135.72,-73,1831
26556,135.99,-64,1839
26563,136.30,-56,1834
26570,137.34,-49,1835
26577,138.27,-43,1840
26584,139.24,-38,1838
26591,139.96,-34,1835
26598,140.68,-30,1840
26605,141.60,-24,1840
26612,142.55,-19,1844
26619,143.14,-13,1842
26626,144.02,-8,1846
26633,145.03,-4,1846
26640,145.61,-2,1843
26647,145.75,0,1846
26653,146.02,0,1845
26660,145.83,2,1842
26667,145.44,4,1840
26674,145.05,6,1843
26681,144.00,8,1840
26688,143.03,8,1841
26695,141.98,7,1839
26702,141.21,6,1838
26709,140.74,6,1837
26715,140.45,5,1831
26722,141.63,4,1830
26729,142.73,3,1829
26736,143.75,1,1825
26743,144.72,0,1818
26750,145.52,-1,1811
26757,146.47,-3,1817
26764,147.40,-4,1811
26771,147.99,-5,1813
26778,148.78,-4,1811
26784,149.67,-2,1810
26791,149.82,0,1820
26798,149.65,2,1817
26805,149.56,4,1817
26812,149.21,5,1821
26819,148.28,7,1823
26826,146.95,9,1826
26833,146.12,10,1826
26840,145.35,11,1822
26847,143.94,14,1831
26853,143.82,16,1835
26860,144.70,18,1829
26867,145.88,20,1823
26874,146.92,21,1829
26881,147.82,21,1824
26888,149.03,21,1823
26895,150.14,20,1829
26902,150.99,19,1831
26909,152.02,18,1824
26915,153.05,17,1828
26922,153.16,16,1830
26929,153.10,15,1838
26936,152.92,16,1837
26943,152.66,17,1834
26950,151.34,18,1826
26957,150.05,17,1837
26964,149.29,15,1824
26970,148.22,13,1828
26977,146.79,11,1823
26984,150.33,8,1821
26991,154.99,5,1828
26998,148.94,3,1827
27005,150.34,2,1834
27012,152.15,2,1831
27019,151.50,3,1833
27026,151.41,6,1838
27032,150.46,8,1831
27039,151.37,9,1837
27046,150.47,9,1833
27053,150.81,7,1833
27060,150.53,5,1831
27067,150.61,4,1829
27074,150.49,2,1831
27081,150.40,2,1822
27088,150.31,2,1826
27094,150.19,0,1825
27101,150.09,-1,1819
27108,150.04,-3,1815
27115,149.99,-5,1815
27122,149.90,-9,1817
27129,149.88,-12,1815
27136,149.86,-14,1819
27143,149.76,-13,1819
27150,149.64,-11,1819
27157,149.59,-8,1814
27164,149.53,-4,1819
27171,149.47,-1,1824
27178,149.49,0,1822
27184,149.39,2,1826
27191,149.46,3,1835
27198,149.28,6,1837
27205,149.27,8,1835
27212,149.22,8,1835
27219,149.21,9,1839
27226,149.19,9,1834
27233,149.10,8,1827
27240,149.06,7,1835
27247,149.04,5,1827
27253,148.97,4,1839
27260,148.87,4,1837
27267,148.90,4,1840
27274,148.82,5,1842
27281,148.82,7,1843
27288,148.74,8,1857
27295,148.63,11,1859
27302,148.63,15,1866
27308,148.65,19,1866
27315,148.65,22,1869
27322,148.55,24,1863
27329,148.47,22,1864
27336,148.56,19,1859
27343,148.42,15,1856
27350,148.46,10,1846
27357,148.40,5,1842
27364,148.47,0,1833
27370,148.29,-7,1839
27377,148.26,-13,1833
27384,148.24,-18,1829
27391,148.18,-21,1821
27398,148.19,-24,1818
27405,148.15,-28,1808
27412,148.21,-32,1805
27419,148.15,-35,1805
27426,148.11,-37,1799
27433,148.00,-37,1797
27440,147.92,-35,1805
27447,147.95,-33,1803
27454,147.89,-29,1803
27461,147.91,-25,1807
27467,147.90,-20,1808
27474,147.92,-16,1814
27481,147.88,-11,1817
27488,147.84,-4,1831
27495,147.72,2,1835
27502,147.73,8,1833
27509,147.82,14,1845
27516,147.76,18,1845
27523,147.70,21,1845
27530,147.68,23,1851
27537,147.63,24,1850
27543,147.66,24,1847
27550,147.75,22,1843
27557,147.82,19,1840
27564,147.83,15,1838
27571,147.72,10,1840
27578,147.76,5,1831
27585,147.78,1,1825
27592,147.78,-1,1822
27599,147.73,-3,1825
27605,147.71,-5,1827
27612,147.74,-5,1827
27619,147.69,-5,1827
27626,147.64,-5,1818
27633,147.66,-5,1821
27640,147.49,-7,1813
27647,147.47,-10,1807
27654,147.45,-13,1807
27661,147.34,-15,1805
27668,147.40,-15,1808
27675,147.27,-14,1814
27682,147.23,-11,1813
27689,147.16,-6,1824
27696,147.18,0,1820
27702,147.26,3,1824
27709,147.23,5,1825
27716,147.21,6,1823
27723,147.14,7,1825
27730,147.16,7,1823
27737,147.10,6,1822
27744,147.01,4,1822
27751,147.01,3,1808
27758,147.06,3,1827
27764,146.97,4,1827
27771,146.92,6,1836
27778,147.02,9,1838
27785,146.97,13,1842
27792,146.91,15,1844
27799,146.92,17,1847
27806,146.91,18,1849
27813,146.96,18,1840
27820,146.87,16,1834
27826,146.92,11,1827
27833,146.90,4,1820
27840,146.83,-4,1808
27847,146.85,-13,1799
27854,146.93,-20,1798
27861,146.82,-24,1801
27868,146.75,-26,1792
27875,146.76,-27,1791
27882,146.77,-27,1791
27889,146.71,-28,1790
27896,146.77,-27,1791
27903,146.74,-25,1793
27909,146.66,-21,1789
27916,146.71,-17,1785
27923,146.65,-14,1790
27930,146.70,-13,1779
27937,146.63,-14,1782
27944,146.53,-14,1778
27951,146.53,-13,1778
27958,146.64,-12,1779
27965,146.53,-10,1781
27972,146.56,-9,1777
27979,146.35,-8,1779
27986,146.35,-6,1781
27993,146.47,-5,1777
28000,146.41,-3,1781
28007,146.37,0,1786
28013,146.40,1,1778
28020,146.42,2,1778
28027,146.38,3,1778
28034,146.48,5,1784
28041,146.43,7,1789
28048,146.33,9,1783
28055,146.28,12,1794
28062,146.30,15,1795
28069,146.35,18,1802
28075,146.27,20,1806
28082,146.17,22,1808
28089,146.28,24,1808
28096,146.28,25,1810
28103,146.17,26,1814
28110,146.23,26,1808
28117,146.28,25,1808
28124,146.25,23,1809
28131,146.21,20,1809
28137,146.22,18,1811
28144,146.18,16,1808
28151,146.22,14,1806
28158,146.11,13,1808
28165,146.20,11,1807
28172,146.19,9,1802
28179,146.15,7,1797
28186,146.04,5,1807
28193,146.07,5,1808
28199,146.12,5,1808
28206,146.03,5,1808
28213,146.09,5,1805
28220,146.09,5,1806
28227,146.06,3,1804
28234,145.96,2,1804
28241,146.01,0,1808
28248,146.01,0,1805
28254,145.99,-1,1808
28261,146.03,-1,1806
28268,145.91,0,1808
28275,145.95,0,1809
28282,145.98,1,1813
28289,145.94,1,1818
28296,145.97,3,1820
28303,145.79,7,1826
28310,145.91,10,1831
28317,145.86,12,1829
28323,145.86,14,1830
28330,145.83,15,1827
28337,145.83,13,1839
28344,145.81,12,1833
28351,145.82,12,1839
28358,145.83,13,1840
28365,145.74,13,1836
28372,145.77,12,1847
28379,145.75,11,1838
28385,145.78,8,1837
28392,145.82,5,1835
28399,145.86,2,1834
28406,145.78,-1,1834
28413,145.82,-4,1833
28420,145.85,-6,1828
28427,145.94,-7,1829
28434,145.86,-8,1827
28441,146.03,-8,1831
28448,146.09,-8,1827
28455,146.08,-8,1827
28461,146.09,-9,1827
28468,146.03,-10,1825
28475,145.97,-11,1824
28482,145.95,-11,1815
28489,145.96,-11,1823
28496,145.92,-10,1823
28503,145.85,-10,1826
28510,145.92,-9,1830
28517,145.76,-8,1827
28524,145.73,-7,1833
28531,145.76,-6,1833
28538,145.66,-5,1840
28545,145.63,-5,1830
28552,145.63,-5,1825
28559,145.60,-4,1827
28565,145.64,-4,1825
28572,145.60,-5,1828
28579,145.65,-5,1827
28586,145.54,-6,1831
28593,145.45,-5,1828
28600,145.49,-4,1831
28607,145.43,-4,1831
28614,145.50,-3,1829
28621,145.50,-2,1838
28628,145.47,0,1840
28635,145.43,1,1839
28642,145.44,3,1841
28649,145.39,4,1843
28655,145.45,5,1843
28662,145.46,6,1849
28669,145.43,8,1844
28676,145.38,9,1850
28683,145.33,9,1837
28690,145.32,7,1847
28697,145.34,5,1846
28704,145.31,5,1847
28711,145.32,5,1851
28717,145.34,5,1849
28724,145.35,6,1861
28731,145.34,6,1859
28738,145.28,8,1862
28745,145.41,10,1866
28752,145.27,12,1868
28759,145.25,13,1859
28766,145.33,11,1856
28773,145.28,7,1853
28779,145.30,1,1843
28786,145.25,-4,1843
28793,145.20,-9,1835
28800,145.23,-14,1827
28807,145.16,-20,1825
28814,145.27,-24,1824
28821,145.26,-28,1813
28828,145.26,-31,1811
28835,145.10,-33,1805
28842,145.16,-33,1806
28849,145.10,-32,1805
28856,145.15,-30,1806
28863,145.05,-29,1806
28869,145.16,-27,1803
28876,145.08,-25,1808
28883,145.08,-23,1808
28890,145.08,-21,1808
28897,145.10,-18,1808
28904,144.97,-14,1808
28911,145.00,-11,1805
28918,144.88,-8,1790
28925,144.90,-7,1803
28932,144.89,-7,1797
28939,144.85,-9,1789
28946,144.98,-12,1791
28953,144.90,-13,1789
28960,144.95,-13,1789
28966,144.91,-11,1794
28973,144.81,-8,1799
28980,144.96,-4,1794
28987,144.85,0,1806
28994,144.88,4,1804
29001,144.80,8,1810
29008,144.73,12,1822
29015,144.88,16,1822
29022,144.81,22,1838
29029,144.84,28,1843
29036,144.88,33,1845
29042,144.81,37,1849
29049,144.84,40,1847
29056,144.78,42,1848
29063,144.81,42,1851
29070,144.86,38,1851
29077,144.84,33,1846
29084,144.79,28,1842
29091,144.69,23,1841
29097,144.70,18,1837
29104,144.75,13,1834
29111,144.76,9,1832
29118,144.77,6,1837
29125,144.76,3,1829
29132,144.66,0,1827
29139,144.62,-1,1825
29146,144.64,-3,1830
29153,144.64,-3,1829
29160,144.69,-2,1829
29166,144.65,0,1830
29173,144.61,0,1830
29180,144.60,-1,1831
29187,144.54,-2,1828
29194,144.61,-2,1824
29201,144.49,-3,1831
29208,144.56,-4,1823
29215,144.50,-5,1826
29222,144.48,-5,1826
29229,144.57,-5,1835
29236,144.58,-4,1824
29243,144.60,-4,1827
29250,144.59,-4,1827
29257,144.55,-4,1822
29263,144.56,-4,1823
29270,144.47,-4,1830
29277,144.48,-4,1835
29284,144.55,-2,1831
29291,144.51,0,1839
29298,144.54,0,1827
29305,144.55,1,1827
29312,144.58,1,1829
29319,144.57,0,1829
29326,144.69,-2,1829
29333,144.71,-3,1834
29340,144.68,-4,1837
29346,144.75,-3,1834
29353,144.74,0,1838
29360,144.85,1,1840
29367,144.95,3,1837
29374,144.90,4,1841
29381,144.84,5,1840
29388,144.84,5,1841
29395,144.86,6,1846
29402,144.83,6,1842
29408,144.78,7,1845
29415,144.74,6,1845
29422,144.63,5,1840
29429,144.68,4,1852
29436,144.61,4,1850
29443,144.62,6,1855
29450,144.50,7,1859
29457,144.49,10,1861
29464,144.47,11,1857
29470,144.50,12,1866
29477,144.57,11,1862
29484,144.46,10,1870
29491,144.40,9,1871
29498,144.40,9,1869
29505,144.51,10,1870
29512,144.40,10,1870
29519,144.40,10,1870
29526,144.42,9,1867
29532,144.37,7,1866
29539,144.36,3,1867
29546,144.41,1,1865
29553,144.28,0,1866
