Time,Pressure,PPGSignal,rawPPGSignal
25137,139.09,105,1640
25145,138.10,427,1622
25152,138.84,827,1616
25159,139.61,1113,1615
25166,140.42,1239,1600
25173,141.49,1231,1590
25180,142.17,1138,1575
25186,142.80,1004,1564
25193,143.46,859,1558
25200,143.38,719,1535
25207,142.95,595,1530
25214,143.10,488,1519
25221,142.80,396,1509
25228,141.68,315,1501
25235,140.88,240,1487
25241,140.17,172,1485
25248,139.50,109,1477
25255,138.32,53,1473
25262,137.79,1,1474
25269,138.48,-44,1478
25276,139.06,-86,1464
25283,140.04,-123,1459
25290,140.97,-158,1456
25297,141.88,-189,1451
25304,142.64,-216,1453
25311,143.37,-239,1443
25318,144.26,-259,1445
25324,145.23,-277,1438
25331,145.91,-293,1434
25338,146.52,-306,1434
25345,147.32,-317,1430
25352,147.64,-326,1424
25359,147.51,-333,1423
25366,147.59,-338,1413
25373,147.47,-342,1413
25380,146.72,-344,1407
25387,146.46,-345,1408
25394,145.60,-344,1396
25401,144.59,-341,1394
25408,143.82,-337,1394
25415,143.18,-333,1389
25422,142.71,-327,1389
25428,141.98,-321,1378
25435,142.68,-313,1383
25442,143.70,-305,1391
25449,144.69,-295,1381
25456,145.59,-284,1386
25463,146.38,-272,1378
25470,147.42,-259,1390
25477,148.26,-246,1380
25484,149.06,-234,1382
25491,149.92,-221,1393
25498,150.86,-209,1393
25505,151.52,-196,1395
25512,151.73,-184,1407
25519,152.13,-171,1403
25526,151.87,-160,1394
25532,151.56,-150,1392
25539,151.69,-142,1393
25546,151.10,-136,1375
25553,150.23,-131,1379
25560,149.26,-127,1364
25567,148.79,-124,1360
25574,148.07,-123,1344
25581,147.00,-122,1333
25588,146.29,-122,1317
25595,146.89,-123,1307
25602,147.38,-124,1299
25609,148.65,-124,1291
25616,149.41,-122,1282
25623,150.32,-119,1267
25630,151.15,-116,1264
25636,152.00,-111,1264
25643,152.97,-105,1251
25650,153.87,-97,1253
25657,154.66,-87,1264
25664,155.31,-75,1264
25671,156.20,-63,1267
25678,156.40,-50,1271
25685,156.19,-36,1271
25692,156.35,-22,1279
25699,156.27,-10,1277
25706,155.56,-1,1280
25713,154.92,5,1279
25720,154.11,10,1280
25726,153.36,14,1282
25733,152.18,17,1282
25740,151.24,21,1282
25747,151.66,27,1287
25754,152.26,33,1286
25761,153.50,37,1295
