Time,Pressure,PPGSignal,rawPPGSignal
8438,-0.13,1861,120,1
8465,-0.22,1895,489,1
8492,-0.11,1891,954,1
8519,-0.14,1889,1293,1
8546,-0.17,1904,1451,1
8573,-0.19,1888,1455,1
8600,-0.14,1903,1357,1
8627,-0.21,1897,1210,1
8654,-0.19,1930,1052,1
8681,-0.14,1999,911,1
8708,-0.11,2013,799,1
8735,0.00,1984,704,1
8762,-0.13,1949,610,1
8789,-0.23,1899,507,1
8816,-0.12,1907,398,1
8843,-0.08,1919,296,1
8870,-0.13,1904,205,1
8897,-0.15,1930,127,1
8924,-0.18,1901,59,1
8951,-0.11,1879,-1,1
8978,-0.11,1898,-59,1
9005,-0.11,1885,-110,1
9032,-0.15,1913,-155,1
9059,-0.17,1913,-191,1
9086,-0.11,1918,-221,1
9113,-0.15,1909,-247,1
9140,-0.13,1886,-273,1
9167,-0.13,1891,-302,1
9194,-0.09,1875,-330,1
9221,-0.13,1872,-356,1
9248,-0.15,1899,-375,1
9275,-0.15,1887,-387,1
9302,-0.15,1885,-395,1
9329,-0.16,1897,-399,1
9356,-0.14,1882,-401,1
9383,-0.18,1907,-402,1
9410,-0.18,1904,-400,1
9437,-0.12,1893,-397,1
9464,-0.11,1967,-390,1
9491,-0.17,2011,-370,1
9518,-0.09,2032,-339,1
9545,-0.14,2035,-307,1
9572,-0.09,1968,-286,1
9599,-0.14,1936,-287,1
9626,-0.09,1903,-305,1
9653,-0.19,1904,-331,1
9680,-0.07,1924,-349,1
9707,-0.11,1919,-354,1
9734,-0.11,1918,-350,1
9761,-0.18,1904,-342,1
9788,-0.05,1898,-333,1
9815,-0.13,1933,-323,1
9842,-0.09,1936,-306,1
9869,-0.19,1937,-287,1
9896,-0.12,1929,-268,1
9923,-0.19,1887,-255,1
9950,-0.18,1882,-250,1
9977,-0.25,1872,-252,1
10004,-0.10,1872,-254,1
10031,-0.10,1894,-250,1
10058,-0.12,1884,-238,1
10085,-0.09,1904,-221,1
10112,-0.09,1934,-200,1
10139,-0.14,1899,-177,1
10166,-0.13,1903,-158,1
10193,-0.15,1891,-147,1
10220,-0.10,1892,-140,1
10247,-0.17,1906,-134,1
10274,-0.14,1873,-128,1
10301,-0.14,1873,-124,1
10328,-0.11,1904,-119,1
10355,-0.19,1968,-104,1
10382,-0.15,2057,-71,1
10409,-0.12,2042,-25,1
10436,-0.08,1997,13,1
10463,-0.26,1947,29,1
10490,-0.10,1921,19,1
10517,-0.17,1930,-3,1
10544,-0.15,1924,-25,1
10571,-0.12,1923,-40,1
10598,-0.11,1942,-45,1
10625,-0.21,1929,-42,1
10652,-0.13,1923,-37,1
10679,-0.17,1930,-32,1
10706,-0.18,1902,-29,1
10733,-0.16,1914,-29,1
10760,-0.08,1908,-29,1
