Time,Pressure,PPGSignal,rawPPGSignal
29958,142.97,119,1852
29966,141.51,484,1860
29973,142.09,942,1872
29980,142.55,1277,1882
29987,143.05,1434,1886
29994,143.83,1439,1893
30001,144.15,1347,1894
30007,144.92,1208,1902
30014,145.35,1056,1909
30021,145.70,910,1909
30028,146.37,779,1917
30035,147.08,664,1911
30042,147.39,561,1910
30049,148.15,468,1917
30056,148.94,381,1906
30063,150.76,298,1910
30069,150.23,220,1904
30076,143.64,148,1902
30083,151.44,80,1891
30090,145.59,18,1885
30097,150.04,-39,1890
30104,146.55,-91,1886
30111,147.68,-138,1889
30118,147.61,-179,1887
30125,147.06,-217,1874
30132,147.58,-252,1874
30138,147.05,-284,1861
30145,147.17,-311,1872
30152,147.09,-335,1859
30159,146.99,-355,1858
30166,147.01,-374,1846
30173,146.77,-389,1844
30180,146.79,-402,1842
30187,146.79,-411,1843
30194,146.64,-417,1852
30201,146.54,-418,1851
30208,146.53,-414,1851
30215,146.45,-409,1856
30222,146.42,-403,1856
30229,146.40,-396,1871
30236,146.35,-387,1872
30242,146.25,-377,1872
30249,146.27,-367,1872
30256,146.12,-358,1872
30263,146.05,-349,1871
30270,146.01,-340,1874
30277,146.04,-330,1879
30284,145.96,-320,1881
30291,145.94,-310,1879
30298,145.93,-300,1883
30305,145.92,-290,1875
30312,145.91,-281,1879
30319,145.83,-271,1872
30326,145.77,-261,1874
30333,145.78,-252,1875
30340,145.71,-242,1872
30346,145.55,-231,1875
30353,145.55,-220,1874
30360,145.53,-209,1872
30367,145.45,-198,1873
30374,145.42,-188,1873
30381,145.35,-178,1877
30388,145.36,-167,1877
30395,145.37,-156,1885
30402,145.26,-144,1884
30409,145.28,-132,1889
30416,145.26,-120,1897
30423,145.23,-109,1890
30430,145.09,-99,1897
30437,145.16,-91,1888
30444,145.07,-84,1886
30450,145.14,-79,1883
30457,145.04,-73,1879
30464,145.00,-69,1885
30471,144.93,-65,1875
30478,144.91,-62,1875
30485,144.86,-59,1871
30492,144.81,-56,1869
30499,144.87,-54,1866
30506,144.79,-51,1862
30513,144.85,-49,1867
30520,144.77,-45,1867
30527,144.62,-40,1862
30534,144.63,-35,1863
30541,144.68,-30,1866
30548,144.68,-25,1869
30554,144.60,-19,1869
30561,144.60,-13,1872
30568,144.68,-9,1870
30575,144.63,-4,1870
30582,144.62,-1,1872
30589,144.65,1,1871
30596,144.66,2,1876
30603,144.65,5,1874
30610,144.65,8,1882
30617,144.58,12,1882
30624,144.54,15,1881
30630,144.54,18,1891
30637,144.48,21,1893
30644,144.49,23,1894
30651,144.42,26,1897
30658,144.41,29,1893
30665,144.31,32,1900
30672,144.27,33,1893
30679,144.31,32,1904
30686,144.31,33,1901
30692,144.26,33,1898
30699,144.21,33,1904
30706,144.16,32,1899
30713,144.06,29,1904
30720,144.08,26,1900
30727,144.05,23,1890
30734,144.00,20,1890
30741,144.02,16,1883
30748,143.98,12,1877
30754,144.04,9,1878
30761,143.94,5,1888
30768,144.02,2,1881
30775,143.92,1,1874
30782,144.00,1,1888
30789,143.93,1,1877
30796,143.85,2,1890
30803,143.93,4,1883
30809,143.81,5,1888
30816,143.77,6,1886
30823,143.74,6,1879
30830,143.70,6,1879
30837,143.81,5,1886
30844,143.84,4,1889
30851,143.75,4,1883
30858,143.75,5,1890
30865,143.67,7,1893
30871,143.75,8,1904
30878,143.64,11,1904
30885,143.68,13,1905
30892,143.65,14,1904
30899,143.57,16,1908
30906,143.57,16,1904
30913,143.50,15,1904
30920,143.48,12,1904
30927,143.63,10,1904
30933,143.49,8,1898
30940,143.47,6,1904
30947,143.50,4,1903
30954,143.48,2,1903
30961,143.36,1,1906
30968,143.37,2,1904
30975,143.34,2,1906
30982,143.38,2,1909
30989,143.26,1,1903
30995,143.29,1,1907
31002,143.29,1,1905
31009,143.32,2,1915
31016,143.30,4,1908
31023,143.33,6,1910
31030,143.21,6,1913
31037,143.20,5,1907
31044,143.19,4,1910
31051,143.23,3,1906
31057,143.18,2,1905
31064,143.14,0,1905
31071,143.05,-1,1901
31078,143.11,-4,1904
31085,143.09,-6,1901
31092,143.12,-8,1900
31099,143.02,-10,1901
31106,143.02,-12,1898
31113,143.04,-12,1905
31120,142.98,-11,1894
31127,142.95,-10,1899
31134,142.93,-10,1900
31141,142.91,-9,1902
31147,142.89,-8,1904
31154,142.91,-8,1894
31161,142.78,-8,1901
31168,142.82,-8,1890
31175,142.72,-8,1896
31182,142.76,-9,1894
31189,142.71,-9,1891
31196,142.60,-8,1899
31203,142.69,-6,1897
31210,142.73,-6,1894
31217,142.74,-6,1890
31224,142.68,-7,1886
31231,142.62,-8,1889
31238,142.54,-8,1891
31245,142.62,-7,1895
31251,142.57,-5,1893
31258,142.66,-2,1898
31265,142.58,0,1902
31272,142.63,3,1894
31279,142.59,4,1897
31286,142.59,4,1902
31293,142.59,3,1902
31300,142.55,3,1903
31307,142.49,4,1903
31314,142.55,4,1904
31320,142.55,5,1907
31327,142.50,6,1907
31334,142.45,7,1906
31341,142.49,8,1914
31348,142.43,9,1914
31355,142.57,9,1902
31362,142.61,8,1907
31369,142.59,6,1904
31376,142.59,4,1903
31382,142.63,2,1903
31389,142.61,0,1902
31396,142.59,0,1905
31403,142.61,-1,1904
31410,142.60,0,1914
31417,142.51,1,1919
31424,142.55,4,1919
31431,142.45,7,1921
31438,142.53,10,1917
31445,142.39,11,1920
31451,142.42,11,1917
31458,142.49,10,1910
31465,142.41,8,1915
31472,142.34,5,1904
31479,142.32,1,1908
31486,142.35,-1,1905
31493,142.27,-3,1908
31500,142.40,-6,1902
31507,142.33,-8,1900
31514,142.34,-9,1910
31520,142.27,-9,1907
31527,142.27,-8,1906
31534,142.28,-7,1906
31541,142.20,-5,1907
31548,142.16,-4,1906
31555,142.19,-4,1906
31562,142.10,-3,1913
31569,142.15,-1,1911
31576,142.06,0,1907
31583,142.04,2,1919
31590,141.99,3,1918
31597,142.09,4,1913
31603,142.03,4,1918
31610,142.00,4,1922
31617,141.98,4,1915
31624,141.99,4,1909
31631,142.02,2,1913
31638,142.02,1,1909
31645,141.88,-1,1909
31652,141.88,-4,1905
31659,141.94,-7,1904
31666,141.93,-8,1905
31672,141.88,-10,1900
31679,141.91,-11,1906
31686,141.92,-10,1900
31693,141.87,-9,1905
31700,141.79,-8,1909
31707,141.80,-6,1911
31714,141.82,-4,1914
31721,141.88,-1,1911
31728,141.77,1,1910
31735,141.81,1,1909
31742,141.67,1,1917
31749,141.66,1,1913
31756,141.72,1,1917
31762,141.73,2,1919
31769,141.68,4,1916
31776,141.64,7,1922
31783,141.65,9,1921
31790,141.68,9,1916
31797,141.61,8,1919
31804,141.61,7,1920
31811,141.63,5,1919
31817,141.56,3,1911
31824,141.55,1,1911
31831,141.60,-1,1915
31838,141.57,-4,1907
31845,141.50,-4,1914
31852,141.40,-3,1911
31859,141.61,-1,1919
31866,141.50,0,1919
31873,141.56,1,1914
31880,141.32,2,1919
31887,141.40,2,1919
31893,141.44,1,1917
31900,141.39,1,1914
31907,141.35,0,1909
31914,141.34,0,1909
31921,141.36,-3,1910
31928,141.33,-6,1910
31935,141.30,-8,1901
31942,141.31,-10,1901
31949,141.25,-11,1899
31956,141.30,-12,1891
31963,141.23,-12,1903
31970,141.28,-11,1902
31976,141.26,-10,1900
31983,141.24,-10,1899
31990,141.27,-10,1897
31997,141.18,-8,1900
32004,141.10,-6,1902
32011,141.15,-3,1904
32018,141.17,-1,1907
32025,141.17,0,1913
32032,141.16,4,1917
32039,141.03,7,1919
32046,141.09,11,1933
32053,141.15,15,1936
32059,141.06,19,1936
32066,141.20,22,1936
32073,141.20,23,1926
32080,141.18,22,1922
32087,141.13,19,1930
32094,141.12,15,1931
32101,141.12,12,1926
32108,141.15,9,1922
32115,141.13,7,1924
32121,141.19,4,1923
32128,141.04,1,1925
32135,141.09,0,1922
32142,141.04,-1,1925
32149,141.13,-1,1923
32156,140.87,-2,1917
32163,141.05,-4,1917
32170,141.02,-5,1911
32177,140.84,-8,1904
32184,140.89,-11,1903
32191,140.88,-13,1901
32198,140.92,-15,1903
32204,140.80,-16,1899
32211,140.84,-16,1899
32218,140.76,-16,1904
32225,140.76,-14,1904
32232,140.69,-12,1907
32239,140.74,-10,1899
32246,140.74,-9,1907
32253,140.87,-7,1903
32260,140.70,-5,1901
32267,140.73,-6,1895
32274,140.85,-7,1895
32281,140.62,-9,1893
32288,140.66,-11,1894
32295,140.69,-11,1899
32302,140.60,-10,1897
32308,140.59,-7,1901
32315,140.65,-4,1904
32322,140.70,-1,1906
32329,140.67,2,1915
32336,140.72,6,1914
32343,140.56,9,1914
32350,140.60,12,1918
32357,140.53,15,1919
32364,140.49,16,1926
32371,140.48,17,1926
32378,140.42,17,1923
32384,140.48,17,1923
32391,140.57,16,1925
32398,140.51,15,1930
32405,140.47,13,1933
32412,140.44,12,1935
32419,140.38,11,1927
32426,140.39,10,1919
32433,140.38,9,1921
32439,140.38,6,1914
32446,140.40,2,1911
32453,140.35,-1,1906
32460,140.35,-5,1909
32467,140.32,-8,1904
32474,140.19,-9,1903
32481,140.25,-9,1908
32488,140.28,-10,1907
32495,140.30,-10,1913
32502,140.18,-9,1909
32509,140.18,-7,1911
32516,140.26,-4,1919
32523,140.13,0,1917
32529,140.22,1,1922
32536,140.18,3,1910
32543,140.22,3,1910
32550,140.20,2,1915
32557,140.10,2,1914
32564,140.09,1,1921
32571,140.10,1,1918
32578,140.19,2,1920
32585,140.07,3,1920
32591,140.13,4,1921
32598,140.01,5,1929
32605,139.99,6,1922
32612,140.02,6,1930
32619,140.06,6,1920
32626,139.98,6,1920
32633,140.01,4,1920
32640,139.98,2,1920
32647,140.04,1,1920
32653,139.88,0,1921
32660,139.90,0,1923
32667,139.89,-1,1925
32674,139.91,-1,1926
32681,139.86,-2,1922
32688,139.86,-3,1917
32695,139.90,-4,1919
32702,139.82,-4,1913
32709,139.87,-4,1915
32716,139.83,-5,1911
32723,139.78,-8,1906
32730,139.78,-10,1907
32737,139.75,-11,1910
32743,139.81,-11,1911
32750,139.86,-9,1907
32757,139.87,-7,1904
32764,139.90,-6,1911
32771,139.93,-6,1905
32778,139.95,-6,1904
32785,139.93,-7,1905
32792,139.93,-7,1903
32799,139.89,-8,1905
32806,139.90,-8,1903
32813,139.91,-8,1904
32820,139.89,-8,1902
32827,139.93,-7,1898
32834,139.86,-5,1901
32841,139.91,-4,1904
32847,139.86,-4,1906
32854,139.89,-2,1902
32861,139.78,-1,1904
32868,139.83,0,1905
32875,139.70,1,1912
32882,139.69,2,1911
32889,139.72,4,1906
32896,139.72,6,1922
32903,139.72,10,1920
32910,139.78,14,1934
32916,139.73,17,1934
32923,139.76,20,1931
32930,139.71,21,1936
32937,139.66,22,1936
32944,139.71,21,1931
32951,139.71,19,1933
32958,139.70,16,1934
32965,139.75,12,1930
32972,139.64,9,1919
32978,139.60,6,1921
32985,139.59,2,1907
32992,139.71,-2,1909
32999,139.56,-8,1909
33006,139.56,-11,1905
33013,139.54,-13,1913
33020,139.55,-13,1909
33027,139.49,-11,1909
33034,139.60,-9,1904
33041,139.49,-7,1905
33048,139.46,-7,1909
33055,139.46,-8,1902
33062,139.48,-9,1910
33068,139.55,-8,1906
33075,139.36,-6,1904
33082,139.48,-4,1910
33089,139.43,-3,1907
33096,139.31,-3,1909
33103,139.45,-3,1904
33110,139.28,-2,1909
33117,139.29,-1,1914
33124,139.28,1,1913
33131,139.31,3,1915
33138,139.26,5,1919
33145,139.30,7,1927
33152,139.28,8,1921
33158,139.32,9,1933
33165,139.32,11,1927
33172,139.36,13,1925
33179,139.35,14,1936
33186,139.26,16,1938
33193,139.19,17,1947
33200,139.23,17,1938
33207,139.21,15,1936
33213,139.11,13,1936
33220,139.10,9,1926
33227,139.20,4,1923
33234,139.12,0,1920
33241,139.20,-3,1914
33248,139.14,-7,1913
33255,139.14,-11,1900
33262,139.07,-14,1904
33269,139.04,-18,1893
33276,139.10,-21,1891
33283,139.08,-25,1891
33290,139.07,-27,1889
33297,139.15,-27,1893
33303,139.07,-23,1899
33310,139.03,-18,1905
33317,139.01,-13,1903
33324,138.98,-8,1904
33331,139.04,-4,1904
33338,138.94,-2,1904
33345,139.05,-1,1915
33352,139.09,0,1913
33359,139.00,3,1909
33366,139.15,4,1914
33373,139.05,5,1905
33380,138.96,4,1913
33386,138.97,3,1916
33393,138.89,4,1921
33400,138.95,5,1920
33407,138.90,7,1920
33414,138.84,9,1922
33421,138.82,10,1919
33428,138.82,11,1921
33435,138.79,10,1919
33442,138.75,8,1916
33448,138.78,6,1913
33455,138.76,4,1909
33462,138.82,2,1917
33469,138.75,0,1918
33476,138.80,0,1921
33483,138.82,1,1919
33490,138.87,2,1922
33497,138.90,3,1921
33503,138.90,3,1918
33510,138.91,2,1922
33517,138.86,3,1920
33524,138.90,4,1926
33531,138.95,7,1931
33538,138.96,9,1925
33545,138.80,10,1932
33552,138.87,11,1925
33559,138.83,11,1932
33565,138.85,10,1935
33572,138.89,10,1927
33579,138.95,9,1936
33586,138.82,8,1927
33593,138.78,7,1927
33600,138.73,5,1932
33607,138.67,3,1926
33614,138.74,1,1927
33621,138.83,0,1919
33627,138.86,0,1923
33634,138.81,-3,1913
33641,138.70,-6,1918
33648,138.72,-10,1917
33655,138.64,-12,1905
33662,138.81,-13,1919
33669,138.68,-12,1916
33676,138.69,-11,1920
33683,138.73,-9,1921
33690,138.62,-8,1909
33697,138.71,-8,1920
33704,138.66,-9,1911
33711,138.63,-9,1914
33717,138.63,-9,1914
33724,138.64,-9,1912
33731,138.67,-9,1917
33738,138.58,-7,1918
33745,138.60,-5,1920
33752,138.52,-3,1920
33759,138.53,-1,1921
33766,138.56,0,1927
33773,138.63,2,1918
33780,138.54,2,1923
33787,138.43,2,1913
33794,138.44,1,1920
33800,138.51,1,1915
33807,138.52,0,1917
33814,138.53,0,1919
33821,138.50,0,1920
33828,138.53,-1,1924
33835,138.54,-1,1915
33842,138.42,0,1914
33849,138.48,0,1919
33856,138.47,0,1919
33863,138.38,0,1919
33869,138.45,1,1916
33876,138.44,1,1923
33883,138.51,2,1927
33890,138.33,4,1927
33897,138.38,7,1930
33904,138.41,8,1930
33911,138.34,9,1934
33918,138.28,10,1931
33925,138.40,10,1932
33931,138.26,9,1927
33938,138.35,6,1920
33945,138.32,3,1924
33952,138.39,0,1922
33959,138.33,-1,1917
33966,138.28,-2,1919
33973,138.32,-3,1913
33980,138.30,-3,1911
33987,138.18,-4,1914
33994,138.23,-6,1917
34001,138.31,-7,1914
34008,138.19,-7,1908
34014,138.22,-7,1916
34021,138.21,-5,1905
34028,138.32,-5,1917
34035,138.23,-4,1909
34042,138.29,-4,1915
34049,138.18,-4,1914
34056,138.21,-5,1909
34063,138.14,-5,1905
34070,138.22,-6,1914
34077,138.21,-7,1919
34084,138.23,-6,1913
34091,138.15,-5,1905
34098,138.10,-3,1916
34105,138.10,-1,1910
34112,138.23,0,1920
34118,138.14,2,1920
34125,138.13,5,1924
34132,138.09,6,1924
34139,138.03,7,1922
34146,138.03,7,1926
34153,138.05,7,1925
34160,138.00,7,1926
34167,138.11,6,1911
34174,137.98,4,1913
34180,137.98,2,1909
34187,137.99,0,1904
34194,138.03,-4,1905
34201,138.00,-7,1904
34208,137.89,-9,1904
34215,137.91,-9,1907
34222,138.02,-8,1905
34229,138.02,-5,1921
34236,137.97,-1,1923
34243,138.10,2,1917
34250,138.10,5,1921
34257,138.13,7,1921
34263,138.17,7,1924
34270,138.21,8,1930
34277,138.18,10,1935
34284,138.09,13,1927
34291,138.11,14,1934
34298,138.11,13,1929
34305,138.14,12,1922
34312,138.01,9,1930
34319,138.05,7,1923
34325,138.00,4,1931
34332,137.98,1,1931
34339,137.85,0,1926
34346,137.91,0,1927
34353,137.88,0,1925
34360,137.89,0,1927
34367,137.88,0,1927
