Timestamp,PPG,Pressure,Systolic
1762819206.529226,0.0,-0.03,0.0
1762819206.5782552,226.0,-0.04,0.0
1762819206.628625,635.0,0.05,0.0
1762819206.678262,1178.0,0.02,0.0
1762819206.7281,1682.0,0.04,0.0
1762819206.828382,1997.0,-0.03,0.0
1762819206.878376,2150.0,0.09,0.0
1762819206.928067,2057.0,0.08,0.0
1762819206.977917,1969.0,0.05,0.0
1762819207.028266,1931.0,-0.14,0.0
1762819207.07812,1903.0,-0.09,0.0
1762819207.128057,1853.0,-0.1,0.0
1762819207.228075,1766.0,-0.05,0.0
1762819207.27823,1726.0,-0.18,0.0
1762819207.327913,1904.0,-0.07,0.0
1762819207.377389,2230.0,-0.05,0.0
1762819207.427743,2478.0,-0.01,0.0
1762819207.4775639,2500.0,0.01,0.0
1762819207.528109,2453.0,-0.05,0.0
1762819207.627826,2599.0,-0.01,0.0
1762819207.6777668,2798.0,-0.03,0.0
1762819207.7276402,2838.0,-0.03,0.0
1762819207.777463,2704.0,-0.01,0.0
1762819207.827688,2500.0,-0.08,0.0
1762819207.877364,2281.0,-0.07,0.0
1762819207.9274151,2046.0,0.01,0.0
1762819208.027444,1804.0,-0.05,0.0
1762819208.07743,1772.0,0.01,0.0
1762819208.127421,2264.0,-0.04,0.0
1762819208.1776488,3090.0,-0.1,0.0
1762819208.2275999,3712.0,0.01,0.0
1762819208.277833,3556.0,-0.07,0.0
1762819208.328022,2959.0,0.01,0.0
1762819208.4287229,2452.0,-0.04,0.0
1762819208.477856,2259.0,0.07,0.0
1762819208.528161,2158.0,-0.05,0.0
1762819208.578636,2024.0,-0.01,0.0
1762819208.627845,1878.0,0.05,0.0
1762819208.6785998,1815.0,0.05,0.0
1762819208.727521,1841.0,0.06,0.0
1762819208.827635,1862.0,0.01,0.0
1762819208.877675,2050.0,0.02,0.0
1762819208.927861,2589.0,-0.04,0.0
1762819208.9778628,2963.0,-0.01,0.0
1762819209.027431,2824.0,-0.0,0.0
1762819209.078232,2179.0,0.03,0.0
1762819209.128265,1846.0,0.02,0.0
1762819209.228302,1913.0,-0.11,0.0
1762819209.2777689,2062.0,-0.01,0.0
1762819209.3279092,2053.0,-0.08,0.0
1762819209.37796,1987.0,3.06,0.0
1762819209.428292,1979.0,4.68,0.0
1762819209.47861,1985.0,6.54,0.0
1762819209.528524,2059.0,7.79,0.0
1762819209.6276321,2743.0,9.93,0.0
1762819209.678582,3457.0,11.92,0.0
1762819209.7278779,4095.0,13.29,0.0
1762819209.7780359,3884.0,13.34,0.0
1762819209.8285718,3372.0,11.6,0.0
1762819209.8780348,2807.0,10.55,0.0
1762819209.928583,2412.0,10.09,0.0
1762819209.977835,2199.0,9.84,0.0
1762819210.078013,1949.0,9.64,0.0
1762819210.128237,1729.0,9.41,0.0
1762819210.178272,1631.0,11.77,0.0
1762819210.227999,1614.0,16.84,0.0
1762819210.277913,1643.0,22.12,0.0
1762819210.3278651,2226.0,26.76,0.0
1762819210.377793,3058.0,28.16,0.0
1762819210.478026,3855.0,25.76,0.0
1762819210.5279942,4095.0,24.63,0.0
1762819210.577887,3685.0,23.99,0.0
1762819210.627871,2918.0,23.6,0.0
1762819210.677972,2166.0,23.12,0.0
1762819210.727851,1813.0,22.98,0.0
1762819210.777832,1725.0,28.07,0.0
1762819210.878676,1582.0,37.78,0.0
1762819210.9286342,1473.0,45.98,0.0
1762819210.978258,1465.0,49.39,0.0
1762819211.027426,1468.0,46.16,0.0
1762819211.078429,1449.0,44.2,0.0
1762819211.1274822,1824.0,42.77,0.0
1762819211.178241,2717.0,41.99,0.0
1762819211.2782001,3607.0,41.49,0.0
1762819211.3280451,3695.0,41.06,0.0
1762819211.377961,2932.0,47.48,0.0
1762819211.4285219,2145.0,59.34,0.0
1762819211.4786072,1855.0,71.29,0.0
1762819211.528769,1863.0,77.71,0.0
1762819211.577802,1751.0,74.04,0.0
1762819211.678059,1493.0,70.59,0.0
1762819211.727903,1294.0,68.92,0.0
1762819211.7779598,1252.0,68.25,0.0
1762819211.8279822,1317.0,68.58,0.0
1762819211.877982,1553.0,68.09,0.0
1762819211.92855,2275.0,72.56,0.0
1762819212.027492,2975.0,87.33,0.0
1762819212.0775528,3135.0,105.12,0.0
1762819212.127483,2678.0,108.83,0.0
1762819212.177964,2161.0,103.79,0.0
1762819212.227869,1956.0,101.18,0.0
1762819212.278432,1771.0,99.37,0.0
1762819212.377318,1566.0,97.91,0.0
1762819212.4269152,1454.0,96.86,0.0
1762819212.4778209,1462.0,96.36,0.0
1762819212.527811,1524.0,103.93,0.0
1762819212.577981,1594.0,123.05,0.0
1762819212.627779,2044.0,140.92,0.0
1762819212.678039,2886.0,147.27,0.0
1762819212.727707,3691.0,142.86,0.0
1762819212.8279629,3947.0,139.84,0.0
1762819212.877203,3487.0,138.06,0.0
1762819212.927779,2868.0,136.37,0.0
1762819212.977758,2341.0,135.18,0.0
1762819213.02738,2061.0,134.12,0.0
1762819213.07809,1892.0,134.79,0.0
1762819213.127411,1729.0,153.93,0.0
1762819213.228128,1712.0,175.73,0.0
1762819213.327838,1797.0,185.6,0.0
1762819213.426944,1781.0,180.37,0.0
1762819213.4777632,1627.0,177.48,0.0
1762819213.578515,1431.0,175.44,0.0
1762819213.6788821,1419.0,173.49,0.0
1762819213.778274,1477.0,196.28,0.0
1762819213.8772,1507.0,225.67,0.0
1762819213.977176,1466.0,231.36,0.0
1762819214.078061,1406.0,227.37,0.0
1762819214.126762,1406.0,224.51,0.0
1762819214.228069,1466.0,222.55,0.0
1762819214.327928,1526.0,220.93,0.0
1762819214.427114,1573.0,219.8,0.0
1762819214.5278609,1545.0,218.74,0.0
1762819214.62713,1529.0,217.93,0.0
1762819214.727561,1530.0,217.42,0.0
1762819214.776709,1593.0,216.61,0.0
1762819214.877857,1647.0,216.03,0.0
1762819214.977765,1663.0,215.61,0.0
1762819215.078007,1672.0,214.87,0.0
1762819215.178103,1763.0,214.39,0.0
1762819215.277817,1790.0,214.03,0.0
1762819215.3771038,1805.0,213.71,0.0
1762819215.426843,1794.0,213.42,0.0
1762819215.5278249,1757.0,212.95,0.0
1762819215.626963,1727.0,212.55,0.0
1762819215.727712,1621.0,212.14,0.0
1762819215.828398,1662.0,211.89,0.0
1762819215.9277902,1698.0,211.47,0.0
1762819216.027349,1754.0,211.21,0.0
1762819216.0780642,1791.0,211.26,0.0
1762819216.178037,1817.0,210.91,0.0
1762819216.2781,1841.0,210.58,0.0
1762819216.377093,1783.0,210.32,0.0
1762819216.4776902,1721.0,210.0,0.0
1762819216.577795,1698.0,209.75,0.0
1762819216.677741,1755.0,209.4,0.0
1762819216.727642,1796.0,209.29,0.0
1762819216.827754,1836.0,208.99,0.0
1762819216.927764,1834.0,209.0,0.0
1762819217.0277061,1862.0,208.75,0.0
1762819217.126457,1839.0,208.08,0.0
1762819217.2279959,1832.0,203.57,0.0
1762819217.3277252,1841.0,193.54,0.0
1762819217.426902,1868.0,185.68,0.0
1762819217.4773,1887.0,179.14,0.0
1762819217.577706,1918.0,173.26,0.0
1762819217.67773,1905.0,167.77,0.0
1762819217.777539,1905.0,163.14,0.0
1762819217.877574,1905.0,157.98,0.0
1762819217.9773471,1931.0,153.73,0.0
1762819218.077864,1953.0,149.49,0.0
1762819218.127189,1917.0,145.35,0.0
1762819218.2273989,1915.0,141.57,0.0
1762819218.3276749,1889.0,137.96,0.0
1762819218.4268422,1909.0,134.38,0.0
1762819218.528029,1926.0,130.98,0.0
1762819218.626896,1934.0,127.92,0.0
1762819218.727645,1957.0,125.26,0.0
1762819218.777515,1921.0,122.3,0.0
1762819218.8769438,1906.0,120.23,0.0
1762819218.977049,1900.0,118.2,0.0
1762819219.0777931,1931.0,115.96,0.0
1762819219.177784,1964.0,114.06,0.0
1762819219.277619,1988.0,112.02,0.0
1762819219.376894,1982.0,110.12,0.0
1762819219.426659,1946.0,108.91,0.0
1762819219.527648,1925.0,107.9,0.0
1762819219.62675,1911.0,105.11,0.0
1762819219.726766,1951.0,102.26,0.0
1762819219.827449,1952.0,99.62,0.0
1762819219.9274921,1992.0,97.49,0.0
1762819220.027034,2002.0,96.28,0.0
1762819220.07757,2011.0,95.91,0.0
1762819220.177551,2027.0,95.68,0.0
1762819220.277581,2030.0,95.5,0.0
1762819220.376817,2027.0,97.06,0.0
1762819220.4765708,2016.0,96.41,0.0
1762819220.5781682,2135.0,95.34,0.0
1762819220.6774678,2357.0,94.78,94.78
1762819220.727359,2552.0,93.74,94.78
1762819220.7785192,2600.0,93.3,94.78
1762819220.87698,2511.0,92.81,94.78
1762819220.927541,2365.0,92.41,94.78
1762819221.027057,2240.0,91.98,94.78
1762819221.07774,2137.0,91.67,94.78
1762819221.12709,2110.0,91.19,94.78
1762819221.227712,2058.0,92.47,94.78
1762819221.277518,1977.0,92.69,94.78
1762819221.377019,1988.0,92.12,94.78
1762819221.426708,2377.0,91.49,94.78
1762819221.476914,2943.0,91.03,94.78
1762819221.577539,3280.0,90.44,94.78
1762819221.626976,3193.0,89.74,94.78
1762819221.727514,2938.0,89.12,94.78
1762819221.777492,2742.0,88.7,94.78
1762819221.8767989,2565.0,88.19,94.78
1762819221.927489,2397.0,87.9,94.78
1762819221.977608,2266.0,87.47,94.78
1762819222.077636,2178.0,88.55,94.78
1762819222.12696,2101.0,88.83,94.78
1762819222.2273831,2290.0,88.3,94.78
1762819222.277656,2951.0,87.61,94.78
1762819222.327685,3614.0,87.25,94.78
1762819222.426843,3822.0,86.56,94.78
1762819222.477462,3497.0,85.71,94.78
1762819222.577618,3040.0,85.03,94.78
1762819222.626734,2691.0,84.49,94.78
1762819222.727637,2360.0,84.02,94.78
1762819222.776737,2150.0,83.53,94.78
1762819222.827445,2035.0,83.85,94.78
1762819222.927649,1980.0,85.07,94.78
1762819222.977505,2145.0,85.12,94.78
1762819223.077903,2857.0,84.55,94.78
1762819223.126956,3569.0,84.26,94.78
1762819223.227755,4095.0,84.07,94.78
1762819223.277555,3915.0,83.7,94.78
1762819223.3275971,3493.0,83.29,94.78
1762819223.426833,2971.0,82.91,94.78
1762819223.477651,2552.0,82.71,94.78
1762819223.577475,2310.0,82.28,94.78
1762819223.626692,2136.0,81.93,94.78
1762819223.677611,2004.0,82.49,94.78
1762819223.777409,1881.0,84.22,94.78
1762819223.827444,2077.0,84.4,94.78
1762819223.9276211,2807.0,84.15,94.78
1762819223.977456,3594.0,83.77,94.78
1762819224.077499,4015.0,83.62,94.78
1762819224.126909,3481.0,83.14,94.78
1762819224.177759,2917.0,82.85,94.78
1762819224.2776508,2374.0,82.4,94.78
1762819224.32739,2219.0,81.98,94.78
1762819224.426571,2107.0,81.36,94.78
1762819224.4773571,1999.0,80.75,94.78
1762819224.5775309,1890.0,80.38,94.78
1762819224.626673,1745.0,81.92,94.78
1762819224.6775239,1861.0,81.74,94.78
1762819224.777529,2659.0,81.18,94.78
1762819224.827329,3481.0,80.24,94.78
1762819224.927526,3949.0,79.81,94.78
1762819224.9766212,3322.0,79.06,94.78
1762819225.026867,2713.0,78.46,94.78
1762819225.126739,2167.0,77.91,94.78
1762819225.177629,1991.0,77.26,94.78
1762819225.277575,1755.0,76.97,94.78
1762819225.327528,1635.0,76.55,94.78
1762819225.4265249,1654.0,77.62,94.78
1762819225.47732,1769.0,77.96,94.78
1762819225.527318,2581.0,77.75,94.78
1762819225.627488,3364.0,77.11,94.78
1762819225.6775491,4095.0,76.4,94.78
1762819225.777355,4095.0,76.47,94.78
1762819225.8275342,3483.0,76.22,94.78
1762819225.927487,2772.0,76.17,94.78
1762819225.977289,1982.0,76.13,94.78
1762819226.026827,1771.0,76.01,94.78
1762819226.1268108,1673.0,76.01,94.78
1762819226.177189,1628.0,75.92,94.78
1762819226.277289,1621.0,76.88,94.78
1762819226.327456,1620.0,77.76,94.78
1762819226.377314,2455.0,77.83,94.78
1762819226.477283,3285.0,77.65,94.78
1762819226.527495,4095.0,77.56,94.78
1762819226.6265442,3759.0,77.51,94.78
1762819226.6774368,3031.0,77.39,94.78
1762819226.777441,2248.0,77.17,94.78
1762819226.8275032,1702.0,77.03,94.78
1762819226.876516,1531.0,76.83,94.78
1762819226.9773388,1479.0,76.8,94.78
1762819227.026779,1459.0,76.87,94.78
1762819227.1268349,1406.0,78.51,94.78
1762819227.17758,1873.0,78.73,94.78
1762819227.2272289,2774.0,78.45,94.78
1762819227.327461,3727.0,78.04,94.78
1762819227.37728,4095.0,78.3,94.78
1762819227.477303,3460.0,78.13,94.78
1762819227.5272489,2824.0,77.94,94.78
1762819227.6265101,2116.0,77.75,94.78
1762819227.677452,1945.0,77.61,94.78
1762819227.727185,1715.0,77.46,94.78
1762819227.8278558,1541.0,78.21,94.78
1762819227.8766952,1556.0,79.02,94.78
1762819227.977366,2423.0,78.41,94.78
1762819228.02673,3305.0,77.38,94.78
1762819228.126766,4095.0,76.43,94.78
1762819228.177494,3634.0,75.13,94.78
1762819228.227009,3051.0,72.85,94.78
1762819228.3273668,2561.0,70.41,94.78
1762819228.376451,2430.0,67.83,94.78
1762819228.4775062,2351.0,65.06,94.78
1762819228.527166,2170.0,62.3,94.78
1762819228.577159,2102.0,60.24,94.78
1762819228.676207,2128.0,57.39,94.78
1762819228.726593,2799.0,54.1,94.78
1762819228.82775,3459.0,50.44,94.78
1762819228.876533,4095.0,47.11,94.78
1762819228.977188,3640.0,44.04,94.78
1762819229.025818,2877.0,41.38,94.78
1762819229.077583,2134.0,39.02,94.78
1762819229.1775649,1773.0,36.99,94.78
1762819229.227267,1658.0,34.93,94.78
