Timestamp,PPG,Pressure,Systolic
1762818764.379636,1943.0,0.17,0.0
1762818764.429667,1985.0,0.08,0.0
1762818764.479522,2019.0,0.11,0.0
1762818764.5803132,1992.0,0.05,0.0
1762818764.6297002,1943.0,0.13,0.0
1762818764.680167,1918.0,0.16,0.0
1762818764.72958,1936.0,0.2,0.0
1762818764.780391,2037.0,0.08,0.0
1762818764.830356,2133.0,0.17,0.0
1762818764.8799202,2123.0,0.09,0.0
1762818764.979092,1989.0,0.06,0.0
1762818765.029439,1909.0,0.03,0.0
1762818765.079218,1973.0,0.01,0.0
1762818765.130055,2088.0,-0.1,0.0
1762818765.18024,2134.0,-0.02,0.0
1762818765.229727,2097.0,-0.14,0.0
1762818765.2795908,1993.0,-0.05,0.0
1762818765.379277,1846.0,-0.05,0.0
1762818765.429054,1832.0,-0.06,0.0
1762818765.479059,1878.0,0.02,0.0
1762818765.529191,1955.0,0.06,0.0
1762818765.579204,1899.0,0.03,0.0
1762818765.629271,1932.0,0.07,0.0
1762818765.679421,2040.0,0.1,0.0
1762818765.779524,2159.0,0.02,0.0
1762818765.829698,2200.0,0.09,0.0
1762818765.879339,2168.0,-0.0,0.0
1762818765.929783,2150.0,0.04,0.0
1762818765.980099,2116.0,0.04,0.0
1762818766.030294,2147.0,-0.06,0.0
1762818766.0798469,2251.0,-0.05,0.0
1762818766.1796732,2304.0,-0.02,0.0
1762818766.2302358,2249.0,-0.06,0.0
1762818766.279754,2126.0,-0.09,0.0
1762818766.330217,2106.0,-0.13,0.0
1762818766.379704,2159.0,-0.23,0.0
1762818766.429697,2175.0,-0.18,0.0
1762818766.4797409,2101.0,-0.16,0.0
1762818766.530211,1997.0,-0.11,0.0
1762818766.62972,1916.0,0.02,0.0
1762818766.679668,1965.0,-0.1,0.0
1762818766.729503,2118.0,-0.08,0.0
1762818766.7791219,2243.0,-0.13,0.0
1762818766.829178,2220.0,-0.18,0.0
1762818766.879103,2101.0,-0.16,0.0
1762818766.929069,2068.0,-0.28,0.0
1762818767.029551,2106.0,-0.2,0.0
1762818767.0798552,2122.0,-0.33,0.0
1762818767.129683,2088.0,-0.29,0.0
1762818767.179671,2035.0,-0.1,0.0
1762818767.229643,2024.0,-0.12,0.0
1762818767.280215,2079.0,-0.2,0.0
1762818767.3295412,2246.0,-0.11,0.0
1762818767.430169,2342.0,-0.22,0.0
1762818767.480146,2306.0,-0.16,0.0
1762818767.529662,2179.0,-0.31,0.0
1762818767.5796611,2144.0,-0.19,0.0
1762818767.6297028,2170.0,-0.22,0.0
1762818767.680265,2154.0,-0.18,0.0
1762818767.729685,2076.0,-0.2,0.0
1762818767.830286,2022.0,0.0,0.0
1762818767.879402,1991.0,-0.08,0.0
1762818767.9297652,2066.0,-0.09,0.0
1762818767.980087,2275.0,-0.01,0.0
1762818768.029236,2454.0,-0.05,0.0
1762818768.079372,2487.0,0.28,0.0
1762818768.129774,2391.0,0.52,0.0
1762818768.229769,2390.0,0.42,0.0
1762818768.279695,2460.0,0.4,0.0
1762818768.330112,2428.0,0.36,0.0
1762818768.379634,2293.0,0.16,0.0
1762818768.429588,2133.0,0.3,0.0
1762818768.479467,2057.0,0.61,0.0
1762818768.5302348,2026.0,1.18,0.0
1762818768.630173,1999.0,0.96,0.0
1762818768.679592,2130.0,0.48,0.0
1762818768.730179,2298.0,-0.07,0.0
1762818768.780138,2403.0,-0.27,0.0
1762818768.829246,2256.0,-0.42,0.0
1762818768.879272,2109.0,-0.43,0.0
1762818768.929674,2060.0,-0.29,0.0
1762818769.0297222,2077.0,-0.32,0.0
1762818769.0797591,2041.0,-0.18,0.0
1762818769.1301491,2013.0,-0.14,0.0
1762818769.180129,2042.0,-0.09,0.0
1762818769.229711,2082.0,-0.08,0.0
1762818769.279846,2091.0,0.3,0.0
1762818769.329545,2055.0,0.32,0.0
1762818769.379672,2160.0,0.58,0.0
1762818769.479598,2304.0,0.63,0.0
1762818769.529088,2366.0,0.64,0.0
1762818769.579526,2301.0,0.74,0.0
1762818769.630047,2217.0,0.72,0.0
1762818769.680126,2228.0,0.4,0.0
1762818769.729491,2179.0,0.52,0.0
1762818769.779999,2114.0,0.66,0.0
1762818769.878979,2084.0,0.28,0.0
1762818769.9296262,2082.0,-0.13,0.0
1762818769.9799821,2066.0,-0.32,0.0
1762818770.0295901,2020.0,-0.38,0.0
1762818770.079654,2035.0,-0.45,0.0
1762818770.129575,2186.0,-0.41,0.0
1762818770.179532,2306.0,-0.36,0.0
1762818770.279535,2301.0,-0.36,0.0
1762818770.329964,2151.0,-0.41,0.0
1762818770.3795462,2075.0,-0.44,0.0
1762818770.429495,2115.0,-0.42,0.0
1762818770.4794948,2127.0,-0.51,0.0
1762818770.5294888,2078.0,-0.44,0.0
1762818770.58004,2020.0,-0.29,0.0
1762818770.679522,2012.0,-0.39,0.0
1762818770.729533,1997.0,-0.45,0.0
1762818770.779881,1979.0,-0.39,0.0
1762818770.830152,2077.0,-0.44,0.0
1762818770.879254,2239.0,-0.35,0.0
1762818770.928735,2276.0,-0.29,0.0
1762818770.9798982,2141.0,-0.37,0.0
1762818771.0797691,2018.0,-0.07,0.0
1762818771.129933,2071.0,-0.08,0.0
1762818771.17951,2135.0,-0.04,0.0
1762818771.229456,2088.0,0.35,0.0
1762818771.279479,1971.0,0.1,0.0
1762818771.32999,1915.0,0.07,0.0
1762818771.379958,1941.0,-0.22,0.0
1762818771.4799418,1965.0,-0.28,0.0
1762818771.529354,2043.0,-0.33,0.0
1762818771.5793211,2207.0,-0.35,0.0
1762818771.629977,2321.0,-0.28,0.0
1762818771.679473,2267.0,-0.32,0.0
1762818771.729971,2108.0,-0.35,0.0
1762818771.779521,2097.0,-0.36,0.0
1762818771.879191,2183.0,-0.4,0.0
1762818771.928648,2181.0,-0.36,0.0
1762818771.979945,2065.0,-0.45,0.0
1762818772.02929,1970.0,-0.35,0.0
1762818772.079623,1969.0,-0.44,0.0
1762818772.129407,2010.0,-0.33,0.0
1762818772.179261,2150.0,-0.42,0.0
1762818772.2794082,2305.0,-0.53,0.0
1762818772.329396,2346.0,-0.38,0.0
1762818772.379413,2218.0,-0.5,0.0
1762818772.429387,2086.0,-0.36,0.0
1762818772.479865,2088.0,-0.37,0.0
1762818772.5299032,2124.0,-0.4,0.0
1762818772.57994,2095.0,-0.41,0.0
1762818772.629453,2017.0,-0.38,0.0
1762818772.729236,1965.0,-0.32,0.0
1762818772.779357,1961.0,-0.44,0.0
1762818772.8294132,2029.0,-0.37,0.0
1762818772.8798022,2179.0,-0.38,0.0
1762818772.928721,2267.0,-0.4,0.0
1762818772.9797928,2205.0,-0.36,0.0
1762818773.029711,2058.0,-0.36,0.0
1762818773.1294389,2014.0,-0.45,0.0
1762818773.1799092,2079.0,-0.35,0.0
1762818773.229387,2099.0,-0.35,0.0
1762818773.2785459,2037.0,-0.4,0.0
1762818773.329354,1955.0,-0.42,0.0
1762818773.379169,1934.0,-0.44,0.0
1762818773.4293299,1992.0,-0.36,0.0
1762818773.529374,2152.0,-0.3,0.0
1762818773.578348,2262.0,-0.33,0.0
1762818773.629327,2232.0,-0.42,0.0
1762818773.679183,2072.0,-0.44,0.0
1762818773.729308,1992.0,-0.33,0.0
1762818773.779333,2045.0,-0.45,0.0
1762818773.829182,2106.0,-0.42,0.0
1762818773.928718,2088.0,-0.42,0.0
1762818773.97985,1992.0,-0.4,0.0
1762818774.029482,1874.0,-0.38,0.0
1762818774.079548,1840.0,-0.34,0.0
1762818774.1298518,1941.0,-0.33,0.0
1762818774.17938,2005.0,-0.35,0.0
1762818774.229142,1940.0,-0.41,0.0
1762818774.329299,1783.0,-0.37,0.0
1762818774.379895,1792.0,-0.33,0.0
1762818774.429376,1906.0,-0.32,0.0
1762818774.479291,1978.0,-0.4,0.0
1762818774.529133,1956.0,-0.33,0.0
1762818774.579287,1929.0,-0.41,0.0
1762818774.62918,1997.0,-0.43,0.0
1762818774.729632,2209.0,-0.47,0.0
1762818774.778676,2374.0,-0.41,0.0
1762818774.829313,2365.0,-0.4,0.0
1762818774.8790941,2183.0,-0.39,0.0
1762818774.928695,2073.0,-0.4,0.0
1762818774.979541,2112.0,-0.32,0.0
1762818775.029532,2147.0,-0.46,0.0
1762818775.129247,2098.0,-0.31,0.0
1762818775.179274,1993.0,-0.35,0.0
1762818775.228797,1950.0,-0.36,0.0
1762818775.279763,2130.0,-0.41,0.0
1762818775.329291,2405.0,-0.28,0.0
1762818775.3791602,2526.0,-0.41,0.0
1762818775.429251,2412.0,-0.37,0.0
1762818775.479102,2242.0,-0.31,0.0
1762818775.5789812,2231.0,-0.32,0.0
1762818775.629762,2254.0,-0.42,0.0
