Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.42,181,2800,0,0,0,0,0,0,0,0
14863,-0.45,746,2849,0,0,0,0,0,0,0,0
14899,-0.50,1473,2831,0,0,0,0,0,0,0,0
14935,-0.49,2034,2869,0,0,0,0,0,0,0,0
14971,-0.52,2344,2942,0,0,0,0,0,0,0,0
15007,-0.54,2443,2977,0,0,0,0,0,0,0,0
15043,-0.52,2399,2978,0,0,0,0,0,0,0,0
15079,-0.60,2279,3002,0,0,0,0,0,0,0,0
15115,-0.75,2130,3006,0,0,0,0,0,0,0,0
15151,-0.90,2001,3342,0,0,0,0,0,0,0,0
15187,-0.98,1971,3967,0,0,0,0,0,0,0,0
15223,-1.00,2068,4095,0,0,0,0,0,0,0,0
15259,-0.88,2202,3993,0,0,0,0,0,0,0,0
15295,-0.90,2246,3607,0,0,0,0,0,0,0,0
15331,-0.93,2127,3293,0,0,0,0,0,0,0,0
15367,-0.89,1866,3120,0,0,0,0,0,0,0,0
15403,-1.07,1548,3071,0,0,0,0,0,0,0,0
15439,-1.32,1256,3061,0,0,0,0,0,0,0,0
15475,-1.48,1035,3069,0,0,0,0,0,0,0,0
15511,-1.37,887,3055,0,0,0,0,0,0,0,0
15547,-1.39,787,2945,0,0,0,0,0,0,0,0
15583,-1.38,700,2851,0,0,0,0,0,0,0,0
15619,-1.32,604,2736,0,0,0,0,0,0,0,0
15655,-1.24,497,2647,0,0,0,0,0,0,0,0
15691,-1.39,387,2617,0,0,0,0,0,0,0,0
15727,-1.15,288,2559,0,0,0,0,0,0,0,0
15763,-1.09,205,2529,0,0,0,0,0,0,0,0
15799,-1.05,144,2559,0,0,0,0,0,0,0,0
15835,-0.99,108,2559,0,0,0,0,0,0,0,0
15871,-1.22,91,2543,0,0,0,0,0,0,0,0
15907,-1.02,78,2477,0,0,0,0,0,0,0,0
15943,-1.08,56,2405,0,0,0,0,0,0,0,0
15979,-0.98,16,2327,0,0,0,0,0,0,0,0
16015,-1.03,-35,2307,0,0,0,0,0,0,0,0
16051,-1.02,-75,2433,0,0,0,0,0,0,0,0
16087,-1.15,-61,2753,0,0,0,0,0,0,0,0
16123,-1.10,41,3103,0,0,0,0,0,0,0,0
16159,-1.12,223,3187,0,0,0,0,0,0,0,0
16195,-1.17,400,2992,0,0,0,0,0,0,0,0
16231,-1.18,479,2726,0,0,0,0,0,0,0,0
16267,-1.12,429,2528,0,0,0,0,0,0,0,0
16303,-1.13,284,2391,0,0,0,0,0,0,0,0
16339,-1.09,106,2369,0,0,0,0,0,0,0,0
16375,-1.15,-41,2431,0,0,0,0,0,0,0,0
16411,-1.12,-122,2514,0,0,0,0,0,0,0,0
16447,-1.17,-138,2493,0,0,0,0,0,0,0,0
16483,-1.12,-116,2543,0,0,0,0,0,0,0,0
16519,-1.10,-74,2608,0,0,0,0,0,0,0,0
16555,-1.11,-19,2684,0,0,0,0,0,0,0,0
16591,-1.13,48,2814,0,0,0,0,0,0,0,0
16627,-1.07,122,2804,0,0,0,0,0,0,0,0
16663,-1.23,174,2679,0,0,0,0,0,0,0,0
16699,-1.16,174,2550,0,0,0,0,0,0,0,0
16735,-1.11,126,2539,0,0,0,0,0,0,0,0
16771,-1.27,68,2654,0,0,0,0,0,0,0,0
16807,-1.32,50,2876,0,0,0,0,0,0,0,0
16843,-1.38,97,3018,0,0,0,0,0,0,0,0
16879,-1.44,184,2967,0,0,0,0,0,0,0,0
16915,-1.57,252,2815,0,0,0,0,0,0,0,0
16951,-1.50,264,2800,0,0,0,0,0,0,0,0
16987,-1.62,254,3071,0,0,0,0,0,0,0,0
