Timestamp,PPG,Pressure,Systolic
1762819761.567961,1798.0,0.1,0.0
1762819761.617446,1895.0,0.01,0.0
1762819761.6674051,1945.0,0.02,0.0
1762819761.7174258,1954.0,0.01,0.0
1762819761.7679842,1962.0,-0.06,0.0
1762819761.818053,1975.0,-0.01,0.0
1762819761.867424,1978.0,-0.05,0.0
1762819761.967934,1978.0,0.03,0.0
1762819762.017877,1989.0,-0.02,0.0
1762819762.067776,1992.0,-0.03,0.0
1762819762.117356,1978.0,0.02,0.0
1762819762.167244,1932.0,0.09,0.0
1762819762.21759,1823.0,0.04,0.0
1762819762.267468,1735.0,0.03,0.0
1762819762.3681011,1740.0,0.04,0.0
1762819762.417452,1875.0,-0.02,0.0
1762819762.4680681,1984.0,0.01,0.0
1762819762.517268,1999.0,0.04,0.0
1762819762.566837,1972.0,0.02,0.0
1762819762.6170728,1958.0,-0.04,0.0
1762819762.666772,1945.0,0.03,0.0
1762819762.7668538,1919.0,0.06,0.0
1762819762.816847,1924.0,0.05,0.0
1762819762.86694,1956.0,-0.05,0.0
1762819762.916996,1989.0,0.06,0.0
1762819762.9670038,1975.0,0.04,0.0
1762819763.0168252,1904.0,0.0,0.0
1762819763.066816,1834.0,-0.02,0.0
1762819763.166995,1821.0,-0.03,0.0
1762819763.217269,1890.0,-0.04,0.0
1762819763.267402,1964.0,-0.08,0.0
1762819763.3174021,1978.0,-0.01,0.0
1762819763.368021,1985.0,0.04,0.0
1762819763.417265,1999.0,0.08,0.0
1762819763.46809,2022.0,-0.05,0.0
1762819763.567412,2037.0,-0.01,0.0
1762819763.6178958,2034.0,0.01,0.0
1762819763.667414,2019.0,-0.01,0.0
1762819763.716928,1962.0,0.05,0.0
1762819763.766937,1865.0,0.01,0.0
1762819763.81696,1796.0,0.08,0.0
1762819763.866879,1809.0,0.01,0.0
1762819763.9672298,1906.0,0.02,0.0
1762819764.0172071,2020.0,-0.04,0.0
1762819764.0669131,2063.0,0.04,0.0
1762819764.117573,2065.0,0.04,0.0
1762819764.1675708,2087.0,0.07,0.0
1762819764.21786,2196.0,0.04,0.0
1762819764.2674098,2347.0,-0.03,0.0
1762819764.3681011,2383.0,-0.02,0.0
1762819764.417293,2269.0,0.01,0.0
1762819764.4674299,2011.0,0.03,0.0
1762819764.517374,1776.0,-0.07,0.0
1762819764.567372,1687.0,0.16,0.0
1762819764.617989,1788.0,0.02,0.0
1762819764.667864,1965.0,0.06,0.0
1762819764.71796,2060.0,0.01,0.0
1762819764.817312,2056.0,0.07,0.0
1762819764.867379,2056.0,0.09,0.0
1762819764.917386,2062.0,0.03,0.0
1762819764.9679182,2053.0,0.09,0.0
1762819765.0173519,2017.0,0.1,0.0
1762819765.067415,1973.0,0.1,0.0
1762819765.117541,1948.0,0.06,0.0
1762819765.2170172,1866.0,0.1,0.0
1762819765.268159,1797.0,0.07,0.0
1762819765.3178198,1823.0,0.09,0.0
1762819765.367842,1935.0,0.08,0.0
1762819765.418144,2026.0,0.11,0.0
1762819765.4678888,2027.0,0.1,0.0
1762819765.51783,2001.0,0.1,0.0
1762819765.617976,2011.0,0.05,0.0
1762819765.667949,2063.0,0.07,0.0
1762819765.7179022,2163.0,0.01,0.0
1762819765.7677271,2267.0,0.01,0.0
1762819765.817921,2251.0,0.09,0.0
1762819765.868053,2012.0,0.08,0.0
1762819765.91785,1789.0,0.13,0.0
1762819766.0177221,1719.0,0.1,0.0
1762819766.067416,1853.0,0.07,0.0
1762819766.117577,1963.0,0.12,0.0
1762819766.167799,2000.0,0.12,0.0
1762819766.2171788,2002.0,0.08,0.0
1762819766.267303,2019.0,0.07,0.0
1762819766.318027,2023.0,-0.03,0.0
1762819766.417876,2009.0,0.03,0.0
1762819766.467427,1966.0,0.07,0.0
1762819766.517859,1906.0,0.03,0.0
1762819766.56728,1789.0,0.03,0.0
1762819766.617416,1762.0,0.1,0.0
1762819766.667239,1839.0,0.11,0.0
1762819766.71714,1983.0,-0.01,0.0
1762819766.817358,2016.0,0.05,0.0
1762819766.8673952,1979.0,0.14,0.0
1762819766.917993,1960.0,0.07,0.0
1762819766.967424,1959.0,0.06,0.0
1762819767.017223,1982.0,0.01,0.0
1762819767.067422,2003.0,0.03,0.0
1762819767.1175392,2038.0,0.01,0.0
1762819767.217379,1965.0,0.1,0.0
1762819767.267383,1867.0,0.03,0.0
1762819767.317395,1868.0,0.07,0.0
1762819767.367231,2000.0,0.07,0.0
1762819767.417347,2109.0,0.07,0.0
1762819767.4679492,2055.0,-0.04,0.0
1762819767.5173938,1978.0,-0.06,0.0
1762819767.5674188,1969.0,0.01,0.0
1762819767.66742,1989.0,-0.08,0.0
1762819767.717371,1972.0,0.03,0.0
1762819767.768002,1928.0,-0.01,0.0
1762819767.817264,1871.0,-0.02,0.0
1762819767.867378,1879.0,-0.03,0.0
1762819767.917409,1949.0,0.03,0.0
1762819767.9673998,2083.0,0.04,0.0
1762819768.067334,2137.0,0.01,0.0
1762819768.117837,2081.0,0.01,0.0
1762819768.1673229,2007.0,0.0,0.0
1762819768.217279,1979.0,0.02,0.0
1762819768.267991,2005.0,-0.04,0.0
1762819768.317282,2013.0,-0.03,0.0
1762819768.3673449,1974.0,0.01,0.0
1762819768.467387,1893.0,-0.02,0.0
1762819768.5179021,1914.0,0.11,0.0
1762819768.567403,2027.0,-0.01,0.0
1762819768.6178648,2160.0,0.0,0.0
1762819768.667768,2179.0,0.06,0.0
1762819768.717797,2109.0,0.03,0.0
1762819768.767662,2072.0,-0.01,0.0
1762819768.868109,2074.0,0.03,0.0
1762819768.917452,2082.0,-0.02,0.0
1762819768.96744,2066.0,-0.03,0.0
1762819769.017877,2030.0,0.05,0.0
1762819769.06746,1958.0,-0.03,0.0
1762819769.117645,1864.0,0.04,0.0
1762819769.167613,1985.0,0.02,0.0
1762819769.267894,2202.0,0.03,0.0
1762819769.317483,2320.0,-0.01,0.0
1762819769.36743,2213.0,0.02,0.0
1762819769.417365,2175.0,-0.03,0.0
1762819769.4673622,2394.0,0.04,0.0
1762819769.51739,2623.0,0.02,0.0
1762819769.5673752,2607.0,0.03,0.0
1762819769.668043,2371.0,0.02,0.0
1762819769.71737,2127.0,0.1,0.0
1762819769.767334,2019.0,0.07,0.0
1762819769.81736,1917.0,0.14,0.0
1762819769.867323,1670.0,0.04,0.0
1762819769.9171982,1316.0,0.11,0.0
1762819769.9673758,1312.0,0.18,0.0
1762819770.067359,1684.0,0.13,0.0
1762819770.117567,2238.0,0.08,0.0
1762819770.1671731,2510.0,0.16,0.0
1762819770.21733,2672.0,0.12,0.0
1762819770.267375,2985.0,0.18,0.0
1762819770.317207,3447.0,0.14,0.0
1762819770.367334,3858.0,0.1,0.0
1762819770.417362,3951.0,0.15,0.0
1762819770.517938,3624.0,0.16,0.0
1762819770.5672178,2639.0,0.06,0.0
1762819770.617381,1362.0,-0.07,0.0
1762819770.667358,379.0,-0.04,0.0
1762819770.717928,143.0,-0.03,0.0
1762819770.767196,1508.0,0.07,0.0
1762819770.8171961,2873.0,0.2,0.0
1762819770.917381,4095.0,0.13,0.0
1762819770.967212,4095.0,0.13,0.0
1762819771.017675,4095.0,0.16,0.0
1762819771.0668318,4095.0,0.15,0.0
1762819771.1175628,4095.0,0.07,0.0
1762819771.1674418,4095.0,0.08,0.0
1762819771.217369,4095.0,0.13,0.0
1762819771.317935,4095.0,0.14,0.0
1762819771.3673759,4095.0,0.1,0.0
1762819771.417375,4095.0,0.13,0.0
1762819771.4673018,4095.0,0.11,0.0
1762819771.5180538,4095.0,0.11,0.0
1762819771.567339,4095.0,0.07,0.0
1762819771.617375,4095.0,0.18,0.0
1762819771.717334,4095.0,0.12,0.0
1762819771.767901,4095.0,0.2,0.0
1762819771.817409,4095.0,0.11,0.0
1762819771.8672252,4095.0,0.12,0.0
1762819771.917399,4095.0,0.05,0.0
1762819771.967198,4095.0,-0.0,0.0
1762819772.017654,4095.0,0.05,0.0
1762819772.117622,4095.0,0.09,0.0
1762819772.1673868,2730.0,0.11,0.0
1762819772.217619,1365.0,0.0,0.0
1762819772.267444,0.0,-0.03,0.0
1762819772.3174028,0.0,-0.02,0.0
1762819772.367362,0.0,-0.02,0.0
1762819772.417349,303.0,-0.06,0.0
1762819772.517386,1668.0,-0.09,0.0
1762819772.5673652,3033.0,-0.11,0.0
1762819772.617366,4095.0,-0.03,0.0
1762819772.6672251,4095.0,-0.05,0.0
1762819772.717341,3789.0,0.02,0.0
1762819772.76738,3789.0,0.06,0.0
1762819772.8173702,3789.0,0.04,0.0
1762819772.917384,4095.0,0.16,0.0
1762819772.967255,4095.0,0.11,0.0
1762819773.017847,4095.0,0.05,0.0
1762819773.066837,4095.0,0.08,0.0
1762819773.117472,2730.0,-0.0,0.0
1762819773.167267,1365.0,0.03,0.0
1762819773.217217,0.0,-0.09,0.0
1762819773.26735,0.0,-0.02,0.0
1762819773.367189,0.0,-0.01,0.0
1762819773.417382,1365.0,0.03,0.0
1762819773.467967,2730.0,0.01,0.0
1762819773.517416,4095.0,-0.01,0.0
1762819773.567374,4095.0,0.01,0.0
1762819773.6173701,4095.0,0.13,0.0
1762819773.667966,4095.0,0.12,0.0
1762819773.7678459,4095.0,0.18,0.0
1762819773.817249,4095.0,0.12,0.0
1762819773.867434,4095.0,0.19,0.0
1762819773.9173682,4095.0,0.08,0.0
1762819773.967247,4095.0,0.08,0.0
1762819774.017885,4095.0,0.15,0.0
1762819774.066933,4095.0,0.2,0.0
1762819774.16749,4095.0,0.21,0.0
1762819774.217525,4095.0,0.1,0.0
1762819774.2678232,4095.0,0.16,0.0
1762819774.317226,4095.0,0.15,0.0
1762819774.3668191,4095.0,0.11,0.0
1762819774.417839,4095.0,0.19,0.0
1762819774.467444,4095.0,0.13,0.0
1762819774.567934,4095.0,0.15,0.0
1762819774.617858,4095.0,0.04,0.0
1762819774.667389,4095.0,0.13,0.0
1762819774.717978,4095.0,0.09,0.0
1762819774.767395,4095.0,0.21,0.0
1762819774.817475,4095.0,0.16,0.0
1762819774.8670862,4095.0,0.11,0.0
1762819774.967422,4095.0,0.25,0.0
1762819775.017357,3753.0,0.12,0.0
1762819775.0668192,3191.0,0.17,0.0
1762819775.1174002,2527.0,0.14,0.0
1762819775.167426,2197.0,0.18,0.0
1762819775.217321,2108.0,0.13,0.0
1762819775.267244,2124.0,0.1,0.0
1762819775.367879,2139.0,0.14,0.0
1762819775.4173849,2102.0,0.12,0.0
1762819775.467155,2044.0,0.14,0.0
1762819775.517317,1984.0,0.21,0.0
1762819775.567298,1935.0,0.13,0.0
1762819775.617187,1881.0,0.18,0.0
1762819775.667915,1913.0,0.13,0.0
