Time,Pressure,PPGSignal,rawPPGSignal,AUS_PULSE_HEARD,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2,
17131,-0.24,31,2967,0,0,0,0,0,0,0,0,0
17167,-0.2,26,2971,0,0,0,0,0,0,0,0,0
17203,-0.19,25,3019,0,0,0,0,0,0,0,0,0
17239,-0.22,41,3152,0,0,0,0,0,0,0,0,0
17275,-0.15,88,3297,0,0,0,0,0,0,0,0,0
17311,-0.23,159,3282,0,0,0,0,0,0,0,0,0
17347,-0.18,216,3173,0,0,0,0,0,0,0,0,0
17383,-0.25,226,3083,0,0,0,0,0,0,0,0,0
17419,-0.25,187,3029,0,0,0,0,0,0,0,0,0
17455,-0.21,124,3019,0,0,0,0,0,0,0,0,0
17491,-0.18,63,3003,0,0,0,0,0,0,0,0,0
17527,-0.18,19,3019,0,0,0,0,0,0,0,0,0
17563,-0.23,-2,3045,0,0,0,0,0,0,0,0,0
17599,-0.15,-5,3051,0,0,0,0,0,0,0,0,0
17635,-0.16,2,3041,0,0,0,0,0,0,0,0,0
17671,-0.23,9,3013,0,0,0,0,0,0,0,0,0
17707,-0.27,7,2992,0,0,0,0,0,0,0,0,0
17743,-0.2,-3,2974,0,0,0,0,0,0,0,0,0
17779,-0.29,-16,2983,0,0,0,0,0,0,0,0,0
17815,-0.2,-28,2979,0,0,0,0,0,0,0,0,0
17851,-0.21,-33,3007,0,0,0,0,0,0,0,0,0
17887,-0.29,-29,3008,0,0,0,0,0,0,0,0,0
17923,-0.29,-21,2999,0,0,0,0,0,0,0,0,0
17959,-0.24,-16,2992,0,0,0,0,0,0,0,0,0
17995,-0.24,-13,2992,0,0,0,0,0,0,0,0,0
18031,-0.33,-14,2969,0,0,0,0,0,0,0,0,0
18067,-0.16,-19,2975,0,0,0,0,0,0,0,0,0
18103,-0.17,-25,2960,0,0,0,0,0,0,0,0,0
18139,-0.19,-29,2993,0,0,0,0,0,0,0,0,0
18175,-0.22,-19,3115,0,0,0,0,0,0,0,0,0
18211,-0.15,23,3297,0,0,0,0,0,0,0,0,0
18247,-0.22,101,3349,0,0,0,0,0,0,0,0,0
18283,-0.09,179,3239,0,0,0,0,0,0,0,0,0
18319,-0.15,213,3094,0,0,0,0,0,0,0,0,0
18355,-0.14,185,3031,0,0,0,0,0,0,0,0,0
18391,-0.12,120,3018,0,0,0,0,0,0,0,0,0
18427,-0.13,53,3030,0,0,0,0,0,0,0,0,0
18463,-0.18,5,3042,0,0,0,0,0,0,0,0,0
18499,-0.15,-18,3062,0,0,0,0,0,0,0,0,0
18535,-0.22,-21,3071,0,0,0,0,0,0,0,0,0
18571,-0.17,-14,3056,0,0,0,0,0,0,0,0,0
18607,-0.22,-8,3019,0,0,0,0,0,0,0,0,0
18643,-0.21,-11,3007,0,0,0,0,0,0,0,0,0
18679,-0.14,-21,2990,0,0,0,0,0,0,0,0,0
18715,-0.09,-35,2992,0,0,0,0,0,0,0,0,0
18751,-0.13,-46,2983,0,0,0,0,0,0,0,0,0
18787,-0.11,-53,2986,0,0,0,0,0,0,0,0,0
18823,-0.2,-56,2989,0,0,0,0,0,0,0,0,0
18859,-0.2,-54,3007,0,0,0,0,0,0,0,0,0
18895,-0.13,-45,3030,0,0,0,0,0,0,0,0,0
18931,-0.13,-31,3045,0,0,0,0,0,0,0,0,0
18967,-0.22,-16,3015,0,0,0,0,0,0,0,0,0
19003,-0.08,-10,2977,0,0,0,0,0,0,0,0,0
19039,-0.16,-20,2928,0,0,0,0,0,0,0,0,0
19075,-0.2,-41,2935,0,0,0,0,0,0,0,0,0
19111,-0.23,-59,2977,0,0,0,0,0,0,0,0,0
19147,-0.22,-52,3136,0,0,0,0,0,0,0,0,0
19183,-0.19,2,3396,0,0,0,0,0,0,0,0,0
19219,-0.16,112,3520,0,0,0,0,0,0,0,0,0
19255,-0.18,234,3383,0,0,0,0,0,0,0,0,0
19291,-0.03,300,3200,0,0,0,0,0,0,0,0,0
19327,-0.19,282,3120,0,0,0,0,0,0,0,0,0
19363,-0.15,209,3110,0,0,0,0,0,0,0,0,0
19399,-0.16,126,3097,0,0,0,0,0,0,0,0,0
19435,-0.15,57,3095,0,0,0,0,0,0,0,0,0
19471,-0.16,11,3091,0,0,0,0,0,0,0,0,0
19507,-0.21,-14,3059,0,0,0,0,0,0,0,0,0
19543,-0.17,-29,3065,0,0,0,0,0,0,0,0,0
19579,-0.21,-37,3053,0,0,0,0,0,0,0,0,0
19615,-0.18,-43,3028,0,0,0,0,0,0,0,0,0
19651,-0.11,-50,3024,0,0,0,0,0,0,0,0,0
19687,-0.15,-56,3010,0,0,0,0,0,0,0,0,0
19723,-0.14,-63,3003,0,0,0,0,0,0,0,0,0
19759,-0.15,-68,3008,0,0,0,0,0,0,0,0,0
19795,-0.16,-70,3003,0,0,0,0,0,0,0,0,0
19831,-0.08,-69,2997,0,0,0,0,0,0,0,0,0
19867,-0.09,-69,2986,0,0,0,0,0,0,0,0,0
19903,-0.19,-68,2997,0,0,0,0,0,0,0,0,0
19939,-0.11,-65,3008,0,0,0,0,0,0,0,0,0
19975,-0.19,-59,3017,0,0,0,0,0,0,0,0,0
20011,-0.14,-51,3026,0,0,0,0,0,0,0,0,0
20047,-0.15,-42,3013,0,0,0,0,0,0,0,0,0
20083,-0.17,-34,3011,0,0,0,0,0,0,0,0,0
20119,-0.13,-29,3038,0,0,0,0,0,0,0,0,0
20155,-0.18,-9,3237,0,0,0,0,0,0,0,0,0
20191,-0.13,55,3502,0,0,0,0,0,0,0,0,0
20227,-0.16,170,3565,0,0,0,0,0,0,0,0,0
20263,-0.15,281,3390,0,0,0,0,0,0,0,0,0
20299,-0.11,326,3243,0,0,0,0,0,0,0,0,0
20335,-0.12,293,3199,0,0,0,0,0,0,0,0,0
20371,-0.14,219,3184,0,0,0,0,0,0,0,0,0
20407,-0.11,139,3149,0,0,0,0,0,0,0,0,0
20443,-0.17,68,3118,0,0,0,0,0,0,0,0,0
20479,-0.21,15,3100,0,0,0,0,0,0,0,0,0
20515,-0.15,-18,3119,0,0,0,0,0,0,0,0,0
20551,-0.16,-34,3099,0,0,0,0,0,0,0,0,0
20587,-0.15,-42,3056,0,0,0,0,0,0,0,0,0
20623,-0.13,-54,3027,0,0,0,0,0,0,0,0,0
20659,-0.16,-70,3029,0,0,0,0,0,0,0,0,0
20695,-0.18,-84,3015,0,0,0,0,0,0,0,0,0
20731,-0.11,-93,2997,0,0,0,0,0,0,0,0,0
20767,-0.28,-99,3006,0,0,0,0,0,0,0,0,0
20803,-0.17,-101,3007,0,0,0,0,0,0,0,0,0
20839,-0.17,-97,3016,0,0,0,0,0,0,0,0,0
20875,-0.14,-90,3011,0,0,0,0,0,0,0,0,0
20911,-0.17,-82,3003,0,0,0,0,0,0,0,0,0
20947,-0.16,-77,2996,0,0,0,0,0,0,0,0,0
20983,-0.16,-76,2982,0,0,0,0,0,0,0,0,0
21019,-0.22,-77,2992,0,0,0,0,0,0,0,0,0
21055,-0.18,-78,2986,0,0,0,0,0,0,0,0,0
21091,-0.18,-76,3005,0,0,0,0,0,0,0,0,0
21127,-0.17,-73,2992,0,0,0,0,0,0,0,0,0
21163,-0.2,-62,3099,0,0,0,0,0,0,0,0,0
21199,-0.13,-18,3375,0,0,0,0,0,0,0,0,0
21235,-0.17,85,3632,0,0,0,0,0,0,0,0,0
21271,-0.15,226,3527,0,0,0,0,0,0,0,0,0
21307,-0.2,325,3295,0,0,0,0,0,0,0,0,0
21343,-0.09,327,3152,0,0,0,0,0,0,0,0,0
21379,-0.12,249,3110,0,0,0,0,0,0,0,0,0
21415,-0.18,142,3088,0,0,0,0,0,0,0,0,0
21451,-0.2,45,3063,0,0,0,0,0,0,0,0,0
21487,-0.13,-22,3091,0,0,0,0,0,0,0,0,0
21523,-0.17,-54,3111,0,0,0,0,0,0,0,0,0
21559,-0.16,-60,3088,0,0,0,0,0,0,0,0,0
21595,-0.21,-58,3043,0,0,0,0,0,0,0,0,0
21631,-0.18,-63,3007,0,0,0,0,0,0,0,0,0
21667,-0.17,-75,3008,0,0,0,0,0,0,0,0,0
21703,-0.23,-88,3008,0,0,0,0,0,0,0,0,0
21739,-0.25,-96,2994,0,0,0,0,0,0,0,0,0
21775,-0.23,-101,2997,0,0,0,0,0,0,0,0,0
21811,-0.17,-102,2997,0,0,0,0,0,0,0,0,0
21847,-0.22,-99,2993,0,0,0,0,0,0,0,0,0
21883,-0.2,-95,2992,0,0,0,0,0,0,0,0,0
21919,-0.23,-91,2975,0,0,0,0,0,0,0,0,0
21955,-0.05,-90,2977,0,0,0,0,0,0,0,0,0
21991,-0.17,-89,2974,0,0,0,0,0,0,0,0,0
22027,-0.2,-86,2991,0,0,0,0,0,0,0,0,0
22063,-0.14,-80,2980,0,0,0,0,0,0,0,0,0
22099,-0.23,-73,2978,0,0,0,0,0,0,0,0,0
22135,-0.15,-67,2992,0,0,0,0,0,0,0,0,0
22171,-0.18,-62,2977,0,0,0,0,0,0,0,0,0
22207,-0.22,-58,2987,0,0,0,0,0,0,0,0,0
22243,-0.15,-48,3101,0,0,0,0,0,0,0,0,0
22279,-0.16,-4,3362,0,0,0,0,0,0,0,0,0
22315,-0.1,93,3546,0,0,0,0,0,0,0,0,0
22351,-0.07,216,3440,0,0,0,0,0,0,0,0,0
22387,-0.13,294,3229,0,0,0,0,0,0,0,0,0
22423,-0.14,285,3110,0,0,0,0,0,0,0,0,0
22459,-0.19,208,3061,0,0,0,0,0,0,0,0,0
22495,-0.19,107,3050,0,0,0,0,0,0,0,0,0
22531,-0.17,19,3034,0,0,0,0,0,0,0,0,0
22567,-0.23,-40,3052,0,0,0,0,0,0,0,0,0
22603,-0.09,-69,3071,0,0,0,0,0,0,0,0,0
22639,-0.13,-70,3086,0,0,0,0,0,0,0,0,0
22675,-0.22,-58,3062,0,0,0,0,0,0,0,0,0
22711,-0.12,-47,3027,0,0,0,0,0,0,0,0,0
22747,-0.13,-49,2988,0,0,0,0,0,0,0,0,0
22783,-0.11,-62,2967,0,0,0,0,0,0,0,0,0
22819,-0.14,-80,2976,0,0,0,0,0,0,0,0,0
22855,-0.18,-93,2986,0,0,0,0,0,0,0,0,0
22891,-0.19,-95,2999,0,0,0,0,0,0,0,0,0
22927,-0.16,-89,2995,0,0,0,0,0,0,0,0,0
22963,-0.19,-79,2990,0,0,0,0,0,0,0,0,0
22999,-0.15,-72,2966,0,0,0,0,0,0,0,0,0
23035,-0.13,-72,2948,0,0,0,0,0,0,0,0,0
23071,-0.2,-75,2966,0,0,0,0,0,0,0,0,0
23107,-0.21,-76,2977,0,0,0,0,0,0,0,0,0
23143,-0.17,-72,2983,0,0,0,0,0,0,0,0,0
23179,0.01,-64,2983,0,0,0,0,0,0,0,0,0
23215,-0.14,-56,2979,0,0,0,0,0,0,0,0,0
23251,-0.16,-49,2995,0,0,0,0,0,0,0,0,0
23287,-0.15,-34,3120,0,0,0,0,0,0,0,0,0
23323,-0.1,13,3369,0,0,0,0,0,0,0,0,0
23359,-0.16,108,3474,0,0,0,0,0,0,0,0,0
23395,-0.09,214,3339,0,0,0,0,0,0,0,0,0
23431,-0.17,266,3150,0,0,0,0,0,0,0,0,0
23467,-0.12,237,3051,0,0,0,0,0,0,0,0,0
23503,-0.18,155,3026,0,0,0,0,0,0,0,0,0
23539,-0.14,63,3023,0,0,0,0,0,0,0,0,0
23575,-0.22,-9,3024,0,0,0,0,0,0,0,0,0
23611,-0.17,-51,3045,0,0,0,0,0,0,0,0,0
23647,-0.26,-65,3055,0,0,0,0,0,0,0,0,0
23683,-0.18,-61,3051,0,0,0,0,0,0,0,0,0
23719,-0.26,-51,3030,0,0,0,0,0,0,0,0,0
23755,-0.12,-43,3019,0,0,0,0,0,0,0,0,0
23791,-0.14,-43,2994,0,0,0,0,0,0,0,0,0
23827,-0.21,-50,2978,0,0,0,0,0,0,0,0,0
23863,-0.11,-61,2986,0,0,0,0,0,0,0,0,0
23899,-0.25,-70,2961,0,0,0,0,0,0,0,0,0
23935,-0.23,-78,2957,0,0,0,0,0,0,0,0,0
23971,-0.13,-81,2989,0,0,0,0,0,0,0,0,0
24007,-0.16,-77,2973,0,0,0,0,0,0,0,0,0
24043,-0.12,-71,2972,0,0,0,0,0,0,0,0,0
24079,-0.21,-67,2959,0,0,0,0,0,0,0,0,0
24115,-0.24,-66,2951,0,0,0,0,0,0,0,0,0
24151,-0.19,-68,2944,0,0,0,0,0,0,0,0,0
24187,-0.2,-70,2950,0,0,0,0,0,0,0,0,0
24223,-0.1,-71,2955,0,0,0,0,0,0,0,0,0
24259,-0.2,-68,2951,0,0,0,0,0,0,0,0,0
24295,-0.25,-63,2974,0,0,0,0,0,0,0,0,0
24331,-0.23,-44,3139,0,0,0,0,0,0,0,0,0
24367,-0.18,12,3357,0,0,0,0,0,0,0,0,0
24403,-0.18,110,3378,0,0,0,0,0,0,0,0,0
24439,-0.21,200,3213,0,0,0,0,0,0,0,0,0
24475,-0.11,226,3061,0,0,0,0,0,0,0,0,0
24511,-0.06,181,2995,0,0,0,0,0,0,0,0,0
24547,-0.21,100,2987,0,0,0,0,0,0,0,0,0
24583,-0.15,21,3000,0,0,0,0,0,0,0,0,0
24619,-0.23,-31,3018,0,0,0,0,0,0,0,0,0
24655,-0.18,-52,3063,0,0,0,0,0,0,0,0,0
24691,-0.22,-45,3071,0,0,0,0,0,0,0,0,0
24727,-0.17,-28,3033,0,0,0,0,0,0,0,0,0
24763,-0.14,-17,3009,0,0,0,0,0,0,0,0,0
24799,-0.16,-20,2971,0,0,0,0,0,0,0,0,0
24835,-0.14,-34,2970,0,0,0,0,0,0,0,0,0
24871,-0.21,-49,2960,0,0,0,0,0,0,0,0,0
24907,-0.05,-60,2975,0,0,0,0,0,0,0,0,0
24943,-0.13,-63,2995,0,0,0,0,0,0,0,0,0
24979,-0.18,-59,2989,0,0,0,0,0,0,0,0,0
25015,-0.19,-54,2967,0,0,0,0,0,0,0,0,0
25051,-0.18,-52,2954,0,0,0,0,0,0,0,0,0
25087,-0.2,-54,2957,0,0,0,0,0,0,0,0,0
25123,-0.17,-56,2965,0,0,0,0,0,0,0,0,0
25159,-0.3,-55,2969,0,0,0,0,0,0,0,0,0
25195,-0.13,-47,3041,0,0,0,0,0,0,0,0,0
25231,-0.16,-18,3227,0,0,0,0,0,0,0,0,0
25267,-0.17,52,3386,0,0,0,0,0,0,0,0,0
25303,-0.2,148,3333,0,0,0,0,0,0,0,0,0
25339,-0.15,216,3155,0,0,0,0,0,0,0,0,0
25375,-0.29,215,3031,0,0,0,0,0,0,0,0,0
25411,-0.18,151,2973,0,0,0,0,0,0,0,0,0
25447,-0.21,62,2960,0,0,0,0,0,0,0,0,0
25483,-0.21,-14,3003,0,0,0,0,0,0,0,0,0
25519,-0.16,-56,3055,0,0,0,0,0,0,0,0,0
25555,-0.17,-60,3071,0,0,0,0,0,0,0,0,0
25591,-0.23,-42,3042,0,0,0,0,0,0,0,0,0
25627,-0.23,-26,2998,0,0,0,0,0,0,0,0,0
25663,-0.23,-25,2966,0,0,0,0,0,0,0,0,0
25699,-0.2,-38,2960,0,0,0,0,0,0,0,0,0
25735,-0.2,-54,2963,0,0,0,0,0,0,0,0,0
25771,-0.27,-66,2973,0,0,0,0,0,0,0,0,0
25807,-0.28,-70,2978,0,0,0,0,0,0,0,0,0
25843,-0.14,-66,2987,0,0,0,0,0,0,0,0,0
25879,-0.19,-59,2973,0,0,0,0,0,0,0,0,0
25915,-0.13,-53,2978,0,0,0,0,0,0,0,0,0
25951,-0.12,-49,2975,0,0,0,0,0,0,0,0,0
25987,-0.19,-44,2980,0,0,0,0,0,0,0,0,0
26023,-0.15,-40,2969,0,0,0,0,0,0,0,0,0
26059,-0.09,-34,3052,0,0,0,0,0,0,0,0,0
26095,-0.18,-3,3275,0,0,0,0,0,0,0,0,0
26131,-0.2,76,3459,0,0,0,0,0,0,0,0,0
26167,-0.21,185,3403,0,0,0,0,0,0,0,0,0
26203,-0.29,264,3221,0,0,0,0,0,0,0,0,0
26239,-0.2,268,3109,0,0,0,0,0,0,0,0,0
26275,-0.22,207,3056,0,0,0,0,0,0,0,0,0
26311,-0.19,120,3034,0,0,0,0,0,0,0,0,0
26347,-0.2,39,3023,0,0,0,0,0,0,0,0,0
26383,-0.27,-18,3029,0,0,0,0,0,0,0,0,0
26419,-0.22,-48,3069,0,0,0,0,0,0,0,0,0
26455,-0.23,-52,3063,0,0,0,0,0,0,0,0,0
26491,-0.22,-45,3039,0,0,0,0,0,0,0,0,0
26527,-0.18,-39,3008,0,0,0,0,0,0,0,0,0
26563,-0.19,-43,2981,0,0,0,0,0,0,0,0,0
26599,-0.24,-55,2973,0,0,0,0,0,0,0,0,0
26635,-0.17,-68,2999,0,0,0,0,0,0,0,0,0
26671,-0.2,-74,2985,0,0,0,0,0,0,0,0,0
26707,-0.17,-75,2981,0,0,0,0,0,0,0,0,0
26743,-0.12,-73,2973,0,0,0,0,0,0,0,0,0
26779,-0.22,-71,2974,0,0,0,0,0,0,0,0,0
26815,-0.16,-69,2983,0,0,0,0,0,0,0,0,0
26851,-0.26,-64,2985,0,0,0,0,0,0,0,0,0
26887,-0.18,-57,2979,0,0,0,0,0,0,0,0,0
26923,-0.21,-50,2985,0,0,0,0,0,0,0,0,0
26959,-0.2,-46,2972,0,0,0,0,0,0,0,0,0
26995,-0.26,-40,3037,0,0,0,0,0,0,0,0,0
27031,-0.22,-12,3263,0,0,0,0,0,0,0,0,0
27067,-0.25,66,3520,0,0,0,0,0,0,0,0,0
27103,-0.2,187,3501,0,0,0,0,0,0,0,0,0
27139,-0.19,287,3291,0,0,0,0,0,0,0,0,0
27175,-0.2,307,3135,0,0,0,0,0,0,0,0,0
27211,-0.25,248,3085,0,0,0,0,0,0,0,0,0
27247,-0.24,151,3056,0,0,0,0,0,0,0,0,0
27283,-0.16,58,3040,0,0,0,0,0,0,0,0,0
27319,-0.26,-9,3059,0,0,0,0,0,0,0,0,0
27355,-0.1,-46,3071,0,0,0,0,0,0,0,0,0
27391,-0.12,-57,3047,0,0,0,0,0,0,0,0,0
27427,-0.14,-57,3037,0,0,0,0,0,0,0,0,0
27463,-0.2,-58,2997,0,0,0,0,0,0,0,0,0
27499,-0.13,-64,2978,0,0,0,0,0,0,0,0,0
27535,-0.16,-75,2981,0,0,0,0,0,0,0,0,0
27571,-0.14,-84,2983,0,0,0,0,0,0,0,0,0
27607,-0.2,-87,2992,0,0,0,0,0,0,0,0,0
27643,-0.23,-82,2994,0,0,0,0,0,0,0,0,0
27679,-0.2,-75,2977,0,0,0,0,0,0,0,0,0
27715,-0.12,-70,2974,0,0,0,0,0,0,0,0,0
27751,-0.18,-69,2973,0,0,0,0,0,0,0,0,0
27787,-0.18,-69,2971,0,0,0,0,0,0,0,0,0
27823,-0.21,-68,2975,0,0,0,0,0,0,0,0,0
27859,-0.23,-67,2971,0,0,0,0,0,0,0,0,0
27895,-0.13,-66,2965,0,0,0,0,0,0,0,0,0
27931,-0.16,-64,2963,0,0,0,0,0,0,0,0,0
27967,-0.21,-63,2946,0,0,0,0,0,0,0,0,0
28003,-0.16,-61,3003,0,0,0,0,0,0,0,0,0
28039,-0.2,-37,3222,0,0,0,0,0,0,0,0,0
28075,-0.21,36,3469,0,0,0,0,0,0,0,0,0
28111,-0.17,154,3470,0,0,0,0,0,0,0,0,0
28147,-0.2,257,3265,0,0,0,0,0,0,0,0,0
28183,-0.16,283,3107,0,0,0,0,0,0,0,0,0
28219,-0.26,228,3027,0,0,0,0,0,0,0,0,0
28255,-0.15,131,3021,0,0,0,0,0,0,0,0,0
28291,-0.19,38,3018,0,0,0,0,0,0,0,0,0
28327,-0.16,-28,3013,0,0,0,0,0,0,0,0,0
28363,-0.15,-64,3047,0,0,0,0,0,0,0,0,0
28399,-0.2,-72,3045,0,0,0,0,0,0,0,0,0
28435,-0.11,-64,3041,0,0,0,0,0,0,0,0,0
28471,-0.19,-53,3013,0,0,0,0,0,0,0,0,0
28507,-0.22,-49,2983,0,0,0,0,0,0,0,0,0
28543,-0.19,-55,2965,0,0,0,0,0,0,0,0,0
28579,-0.16,-67,2967,0,0,0,0,0,0,0,0,0
28615,-0.18,-79,2960,0,0,0,0,0,0,0,0,0
28651,-0.19,-84,2989,0,0,0,0,0,0,0,0,0
28687,-0.16,-80,3003,0,0,0,0,0,0,0,0,0
28723,-0.21,-70,2992,0,0,0,0,0,0,0,0,0
28759,-0.15,-59,2995,0,0,0,0,0,0,0,0,0
28795,-0.07,-51,2994,0,0,0,0,0,0,0,0,0
28831,-0.2,-45,2989,0,0,0,0,0,0,0,0,0
28867,-0.18,-43,2960,0,0,0,0,0,0,0,0,0
28903,-0.19,-49,2931,0,0,0,0,0,0,0,0,0
28939,-0.2,-60,2935,0,0,0,0,0,0,0,0,0
28975,-0.2,-63,3037,0,0,0,0,0,0,0,0,0
29011,-0.22,-29,3306,0,0,0,0,0,0,0,0,0
29047,-0.21,62,3504,0,0,0,0,0,0,0,0,0
29083,-0.2,186,3381,0,0,0,0,0,0,0,0,0
29119,-0.17,267,3170,0,0,0,0,0,0,0,0,0
29155,-0.17,259,3038,0,0,0,0,0,0,0,0,0
29191,-0.19,179,3007,0,0,0,0,0,0,0,0,0
29227,-0.13,78,2999,0,0,0,0,0,0,0,0,0
29263,-0.2,-3,3029,0,0,0,0,0,0,0,0,0
29299,-0.17,-46,3087,0,0,0,0,0,0,0,0,0
29335,-0.08,-52,3088,0,0,0,0,0,0,0,0,0
29371,-0.19,-40,3035,0,0,0,0,0,0,0,0,0
29407,-0.15,-34,2991,0,0,0,0,0,0,0,0,0
29443,-0.24,-43,2962,0,0,0,0,0,0,0,0,0
29479,-0.18,-61,2960,0,0,0,0,0,0,0,0,0
29515,-0.19,-78,2970,0,0,0,0,0,0,0,0,0
29551,-0.12,-88,2972,0,0,0,0,0,0,0,0,0
29587,-0.14,-87,2992,0,0,0,0,0,0,0,0,0
29623,-0.17,-77,3003,0,0,0,0,0,0,0,0,0
29659,-0.17,-63,2997,0,0,0,0,0,0,0,0,0
29695,-0.24,-51,2992,0,0,0,0,0,0,0,0,0
29731,-0.2,-45,2973,0,0,0,0,0,0,0,0,0
29767,-0.24,-46,2953,0,0,0,0,0,0,0,0,0
29803,-0.28,-53,2945,0,0,0,0,0,0,0,0,0
29839,-0.2,-61,2954,0,0,0,0,0,0,0,0,0
29875,-0.21,-64,2971,0,0,0,0,0,0,0,0,0
29911,-0.22,-59,2976,0,0,0,0,0,0,0,0,0
29947,-0.13,-50,2999,0,0,0,0,0,0,0,0,0
29983,-0.24,-24,3200,0,0,0,0,0,0,0,0,0
30019,-0.22,44,3456,0,0,0,0,0,0,0,0,0
30055,-0.15,158,3501,0,0,0,0,0,0,0,0,0
30091,-0.11,266,3323,0,0,0,0,0,0,0,0,0
30127,-0.1,304,3152,0,0,0,0,0,0,0,0,0
30163,-0.09,260,3082,0,0,0,0,0,0,0,0,0
30199,-0.16,170,3067,0,0,0,0,0,0,0,0,0
30235,-0.19,79,3050,0,0,0,0,0,0,0,0,0
30271,-0.16,10,3041,0,0,0,0,0,0,0,0,0
30307,-0.21,-32,3054,0,0,0,0,0,0,0,0,0
30343,-0.16,-51,3045,0,0,0,0,0,0,0,0,0
