Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.25,182,2807,0,0,0,0,0,0,0,0
14863,-0.28,745,2825,0,0,0,0,0,0,0,0
14899,-0.14,1472,2868,0,0,0,0,0,0,0,0
14935,-0.21,2038,2879,0,0,0,0,0,0,0,0
14971,-0.23,2324,2506,0,0,0,0,0,0,0,0
15007,-0.18,2320,2321,0,0,0,0,0,0,0,0
15043,-0.11,2131,2523,0,0,0,0,0,0,0,0
15079,-0.21,1923,2829,0,0,0,0,0,0,0,0
15115,-0.19,1806,3071,0,0,0,0,0,0,0,0
15151,-0.21,1785,3130,0,0,0,0,0,0,0,0
15187,-0.25,1794,3046,0,0,0,0,0,0,0,0
15223,-0.22,1767,2894,0,0,0,0,0,0,0,0
15259,-0.24,1672,2786,0,0,0,0,0,0,0,0
15295,-0.24,1527,2797,0,0,0,0,0,0,0,0
15331,-0.14,1379,2860,0,0,0,0,0,0,0,0
15367,-0.18,1265,2965,0,0,0,0,0,0,0,0
15403,-0.24,1199,3044,0,0,0,0,0,0,0,0
15439,-0.19,1170,3039,0,0,0,0,0,0,0,0
15475,-0.25,1137,2895,0,0,0,0,0,0,0,0
15511,-0.27,1067,2768,0,0,0,0,0,0,0,0
15547,-0.22,954,2690,0,0,0,0,0,0,0,0
15583,-0.15,824,2712,0,0,0,0,0,0,0,0
15619,-0.12,720,2864,0,0,0,0,0,0,0,0
15655,-0.20,677,3044,0,0,0,0,0,0,0,0
15691,-0.14,677,2798,0,0,0,0,0,0,0,0
15727,-0.20,638,2416,0,0,0,0,0,0,0,0
15763,-0.19,513,2362,0,0,0,0,0,0,0,0
15799,-0.21,366,2587,0,0,0,0,0,0,0,0
15835,-0.18,290,2866,0,0,0,0,0,0,0,0
15871,-0.22,327,3107,0,0,0,0,0,0,0,0
15907,-0.19,447,3184,0,0,0,0,0,0,0,0
15943,-0.21,577,3111,0,0,0,0,0,0,0,0
15979,-0.19,649,2951,0,0,0,0,0,0,0,0
16015,-0.27,632,2787,0,0,0,0,0,0,0,0
16051,-0.14,535,2691,0,0,0,0,0,0,0,0
16087,-0.16,408,2765,0,0,0,0,0,0,0,0
16123,-0.12,312,2903,0,0,0,0,0,0,0,0
16159,-0.08,280,3001,0,0,0,0,0,0,0,0
16195,-0.18,300,3024,0,0,0,0,0,0,0,0
16231,-0.17,335,2942,0,0,0,0,0,0,0,0
16267,-0.17,342,2819,0,0,0,0,0,0,0,0
16303,-0.11,307,2777,0,0,0,0,0,0,0,0
16339,-0.12,251,2839,0,0,0,0,0,0,0,0
16375,-0.17,196,2707,0,0,0,0,0,0,0,0
16411,-0.15,126,2468,0,0,0,0,0,0,0,0
16447,-0.23,31,2514,0,0,0,0,0,0,0,0
16483,-0.12,-44,2683,0,0,0,0,0,0,0,0
16519,-0.23,-58,2800,0,0,0,0,0,0,0,0
16555,-0.18,-13,2864,0,0,0,0,0,0,0,0
16591,-0.16,60,2903,0,0,0,0,0,0,0,0
16627,-0.16,132,2896,0,0,0,0,0,0,0,0
16663,-0.20,178,2864,0,0,0,0,0,0,0,0
16699,-0.13,194,2862,0,0,0,0,0,0,0,0
16735,-0.18,187,2867,0,0,0,0,0,0,0,0
16771,-0.18,172,2875,0,0,0,0,0,0,0,0
16807,-0.19,160,2905,0,0,0,0,0,0,0,0
16843,-0.13,154,2904,0,0,0,0,0,0,0,0
16879,-0.18,151,2896,0,0,0,0,0,0,0,0
16915,-0.15,145,2878,0,0,0,0,0,0,0,0
16951,-0.22,134,2864,0,0,0,0,0,0,0,0
16987,-0.23,124,2953,0,0,0,0,0,0,0,0
17023,-0.20,116,2798,0,0,0,0,0,0,0,0
17059,-0.19,66,2365,0,0,0,0,0,0,0,0
17095,-0.19,-54,2342,0,0,0,0,0,0,0,0
17131,-0.19,-179,2634,0,0,0,0,0,0,0,0
17167,-0.14,-211,2931,0,0,0,0,0,0,0,0
17203,-0.16,-128,3038,0,0,0,0,0,0,0,0
17239,-0.09,10,3049,0,0,0,0,0,0,0,0
