Time,Pressure,PPGSignal,BL_W20_T2.50_D5_C2,BL_W40_T2.50_D5_C2,BL_W60_T2.50_D5_C2,BL_W10_T2.50_D5_C2,BL_W20_T1.00_D5_C2,BL_W20_T1.50_D5_C1,BL_W10_T1.00_D5_C1,BL_W20_T2.50_D5_C1
14828,-0.16,141,0,0,0,0,0,0,0,0
14863,-0.11,582,0,0,0,0,0,0,0,0
14899,-0.17,1154,0,0,0,0,0,0,0,0
14935,-0.18,1601,0,0,0,0,0,0,0,0
14971,-0.12,1844,0,0,0,0,0,0,0,0
15007,-0.20,1905,0,0,0,0,0,0,0,0
15043,-0.18,1841,0,0,0,0,0,0,0,0
15079,-0.10,1719,0,0,0,0,0,0,0,0
15115,-0.11,1590,0,0,0,0,0,0,0,0
15151,-0.04,1491,0,0,0,0,0,0,0,0
15187,-0.10,1530,0,0,0,0,0,0,0,0
15223,-0.05,1799,0,0,0,0,0,0,0,0
15259,-0.13,2165,0,0,0,0,0,0,0,0
15295,-0.11,2434,0,0,0,0,0,0,0,0
15331,-0.12,2547,0,0,0,0,0,0,0,0
15367,-0.11,2526,0,0,0,0,0,0,0,0
15403,-0.15,2345,0,0,0,0,0,0,0,0
15439,-0.05,1907,0,0,0,0,0,0,0,0
15475,-0.19,1262,0,0,0,0,0,0,0,0
15511,-0.13,648,0,0,0,0,0,0,0,0
15547,-0.20,256,0,0,0,0,0,0,0,0
15583,-0.10,99,0,0,0,0,0,0,0,0
15619,-0.14,86,0,0,0,0,0,0,0,0
15655,-0.01,123,0,0,0,0,0,0,0,0
15691,-0.12,164,0,0,0,0,0,0,0,0
15727,-0.06,192,0,0,0,0,0,0,0,0
15763,-0.17,200,0,0,0,0,0,0,0,0
15799,-0.06,188,0,0,0,0,0,0,0,0
15835,-0.17,157,0,0,0,0,0,0,0,0
15871,-0.14,110,0,0,0,0,0,0,0,0
15907,-0.14,60,0,0,0,0,0,0,0,0
15943,-0.18,25,0,0,0,0,0,0,0,0
15979,-0.15,11,0,0,0,0,0,0,0,0
16015,-0.16,10,0,0,0,0,0,0,0,0
16051,-0.04,13,0,0,0,0,0,0,0,0
16087,-0.07,28,0,0,0,0,0,0,0,0
16123,-0.10,120,0,0,0,0,0,0,0,0
16159,-0.06,391,0,0,0,0,0,0,0,0
16195,-0.10,817,0,0,0,0,0,0,0,0
16231,-0.04,1224,0,0,0,0,0,0,0,0
16267,-0.20,1486,0,0,0,0,0,0,0,0
16303,-0.09,1592,0,0,0,0,0,0,0,0
16339,-0.12,1533,0,0,0,0,0,0,0,0
16375,-0.11,1244,0,0,0,0,0,0,0,0
16411,-0.11,760,0,0,0,0,0,0,0,0
16447,-0.03,295,0,0,0,0,0,0,0,0
16483,-0.13,25,0,0,0,0,0,0,0,0
16519,-0.01,-62,0,0,0,0,0,0,0,0
16555,-0.02,-76,0,0,0,0,0,0,0,0
16591,-0.05,-109,0,0,0,0,0,0,0,0
16627,-0.07,-195,0,0,0,0,0,0,0,0
16663,-0.06,-319,0,0,0,0,0,0,0,0
16699,-0.17,-429,0,0,0,0,0,0,0,0
16735,-0.10,-476,0,0,0,0,0,0,0,0
16771,-0.16,-451,0,0,0,0,0,0,0,0
16807,-0.01,-376,0,0,0,0,0,0,0,0
16843,-0.13,-283,0,0,0,0,0,0,0,0
16879,-0.09,-203,0,0,0,0,0,0,0,0
16915,-0.04,-150,0,0,0,0,0,0,0,0
16951,-0.07,-106,0,0,0,0,0,0,0,0
16987,-0.07,-57,0,0,0,0,0,0,0,0
17023,-0.08,35,0,0,0,0,0,0,0,0
17059,-0.10,259,0,0,0,0,0,0,0,0
17095,-0.05,613,0,0,0,0,0,0,0,0
17131,-0.20,956,0,0,0,0,0,0,0,0
17167,-0.12,1180,0,0,0,0,0,0,0,0
17203,-0.07,1247,0,0,0,0,0,0,0,0
17239,-0.08,1052,0,0,0,0,0,0,0,0
17275,-0.08,533,0,0,0,0,0,0,0,0
17311,-0.00,-96,0,0,0,0,0,0,0,0
17347,-0.03,-530,0,0,0,0,0,0,0,0
17383,-0.10,-652,0,0,0,0,0,0,0,0
17419,-0.12,-550,0,0,0,0,0,0,0,0
17455,-0.11,-392,0,0,0,0,0,0,0,0
17491,-0.21,-302,0,0,0,0,0,0,0,0
17527,-0.17,-309,0,0,0,0,0,0,0,0
17563,-0.21,-367,0,0,0,0,0,0,0,0
17599,-0.14,-423,0,0,0,0,0,0,0,0
17635,-0.07,-450,0,0,0,0,0,0,0,0
17671,-0.04,-445,0,0,0,0,0,0,0,0
17707,-0.21,-413,0,0,0,0,0,0,0,0
17743,-0.14,-365,0,0,0,0,0,0,0,0
17779,-0.22,-316,0,0,0,0,0,0,0,0
17815,-0.15,-279,0,0,0,0,0,0,0,0
17851,-0.18,-252,0,0,0,0,0,0,0,0
17887,-0.12,-231,0,0,0,0,0,0,0,0
17923,-0.13,-198,0,0,0,0,0,0,0,0
17959,-0.13,-37,0,0,0,0,0,0,0,0
17995,-0.06,344,0,0,0,0,0,0,0,0
18031,-0.12,797,0,0,0,0,0,0,0,0
18067,-0.26,1134,0,0,0,0,0,0,0,0
18103,-0.12,1310,0,0,0,0,0,0,0,0
18139,-0.19,1350,0,0,0,0,0,0,0,0
18175,-0.12,1215,0,0,0,0,0,0,0,0
18211,-0.07,780,0,0,0,0,0,0,0,0
18247,-0.13,115,0,0,0,0,0,0,0,0
