Time,Pressure,PPGSignal,BL_W20_T2.50_D5_C2,BL_W40_T2.50_D5_C2,BL_W60_T2.50_D5_C2,BL_W10_T2.50_D5_C2,BL_W20_T1.00_D5_C2,BL_W20_T1.50_D5_C1,BL_W10_T1.00_D5_C1,BL_W20_T2.50_D5_C1
14828,-0.25,72,0,0,0,0,0,0,0,0
14863,-0.21,370,0,0,0,0,0,0,0,0
14899,-0.17,929,0,0,0,0,0,0,0,0
14935,-0.20,1592,0,0,0,0,0,0,0,0
14971,-0.23,2120,0,0,0,0,0,0,0,0
15007,-0.11,2338,0,0,0,0,0,0,0,0
15043,-0.21,2229,0,0,0,0,0,0,0,0
15079,-0.22,1913,0,0,0,0,0,0,0,0
15115,-0.18,1556,0,0,0,0,0,0,0,0
15151,-0.20,1288,0,0,0,0,0,0,0,0
15187,-0.22,1196,0,0,0,0,0,0,0,0
15223,-0.11,1359,0,0,0,0,0,0,0,0
15259,-0.13,1747,0,0,0,0,0,0,0,0
15295,-0.18,2156,0,0,0,0,0,0,0,0
15331,-0.22,2419,0,0,0,0,0,0,0,0
15367,-0.14,2357,0,0,0,0,0,0,0,0
15403,-0.23,1787,0,0,0,0,0,0,0,0
15439,-0.12,935,0,0,0,0,0,0,0,0
15475,-0.16,294,0,0,0,0,0,0,0,0
15511,-0.12,123,0,0,0,0,0,0,0,0
15547,-0.19,325,0,0,0,0,0,0,0,0
15583,-0.08,622,0,0,0,0,0,0,0,0
15619,-0.23,784,0,0,0,0,0,0,0,0
15655,-0.20,745,0,0,0,0,0,0,0,0
15691,-0.22,570,0,0,0,0,0,0,0,0
15727,-0.14,373,0,0,0,0,0,0,0,0
15763,-0.11,249,0,0,0,0,0,0,0,0
15799,-0.18,285,0,0,0,0,0,0,0,0
15835,-0.16,549,0,0,0,0,0,0,0,0
15871,-0.19,970,0,0,0,0,0,0,0,0
15907,-0.16,1361,0,0,0,0,0,0,0,0
15943,-0.17,1581,0,0,0,0,0,0,0,0
15979,-0.14,1458,0,0,0,0,0,0,0,0
16015,-0.11,889,0,0,0,0,0,0,0,0
16051,-0.17,156,0,0,0,0,0,0,0,0
16087,-0.08,-321,0,0,0,0,0,0,0,0
16123,-0.14,-392,0,0,0,0,0,0,0,0
16159,-0.17,-186,0,0,0,0,0,0,0,0
16195,-0.17,66,0,0,0,0,0,0,0,0
16231,-0.19,202,0,0,0,0,0,0,0,0
16267,-0.16,181,0,0,0,0,0,0,0,0
16303,-0.20,62,0,0,0,0,0,0,0,0
16339,-0.15,-58,0,0,0,0,0,0,0,0
16375,-0.12,-103,0,0,0,0,0,0,0,0
16411,-0.12,32,0,0,0,0,0,0,0,0
16447,-0.21,399,0,0,0,0,0,0,0,0
16483,-0.14,841,0,0,0,0,0,0,0,0
16519,-0.16,1176,0,0,0,0,0,0,0,0
16555,-0.18,1273,0,0,0,0,0,0,0,0
16591,-0.10,966,0,0,0,0,0,0,0,0
16627,-0.17,297,0,0,0,0,0,0,0,0
16663,-0.13,-361,0,0,0,0,0,0,0,0
16699,-0.14,-655,0,0,0,0,0,0,0,0
16735,-0.12,-536,0,0,0,0,0,0,0,0
16771,-0.12,-204,0,0,0,0,0,0,0,0
16807,-0.16,89,0,0,0,0,0,0,0,0
16843,-0.06,204,0,0,0,0,0,0,0,0
16879,-0.21,147,0,0,0,0,0,0,0,0
16915,-0.05,-8,0,0,0,0,0,0,0,0
16951,-0.12,-179,0,0,0,0,0,0,0,0
16987,-0.13,-271,0,0,0,0,0,0,0,0
17023,-0.15,-143,0,0,0,0,0,0,0,0
17059,-0.16,239,0,0,0,0,0,0,0,0
17095,-0.18,692,0,0,0,0,0,0,0,0
17131,-0.17,1030,0,0,0,0,0,0,0,0
17167,-0.18,1061,0,0,0,0,0,0,0,0
17203,-0.17,613,0,0,0,0,0,0,0,0
17239,-0.17,-91,0,0,0,0,0,0,0,0
17275,-0.22,-605,0,0,0,0,0,0,0,0
17311,-0.14,-706,0,0,0,0,0,0,0,0
17347,-0.13,-482,0,0,0,0,0,0,0,0
17383,-0.16,-175,0,0,0,0,0,0,0,0
17419,-0.11,15,0,0,0,0,0,0,0,0
17455,-0.15,36,0,0,0,0,0,0,0,0
17491,-0.21,-61,0,0,0,0,0,0,0,0
17527,-0.16,-181,0,0,0,0,0,0,0,0
17563,-0.17,-238,0,0,0,0,0,0,0,0
17599,-0.15,-113,0,0,0,0,0,0,0,0
17635,-0.12,241,0,0,0,0,0,0,0,0
17671,-0.15,665,0,0,0,0,0,0,0,0
17707,-0.13,983,0,0,0,0,0,0,0,0
17743,-0.17,1151,0,0,0,0,0,0,0,0
17779,-0.17,1009,0,0,0,0,0,0,0,0
17815,-0.16,372,0,0,0,0,0,0,0,0
17851,-0.16,-454,0,0,0,0,0,0,0,0
17887,-0.17,-943,0,0,0,0,0,0,0,0
17923,-0.13,-915,0,0,0,0,0,0,0,0
17959,-0.20,-553,0,0,0,0,0,0,0,0
17995,-0.20,-165,0,0,0,0,0,0,0,0
18031,-0.16,54,0,0,0,0,0,0,0,0
18067,-0.12,78,0,0,0,0,0,0,0,0
18103,-0.19,-18,0,0,0,0,0,0,0,0
18139,-0.19,-143,0,0,0,0,0,0,0,0
18175,-0.20,-190,0,0,0,0,0,0,0,0
18211,-0.16,-39,0,0,0,0,0,0,0,0
18247,-0.10,310,0,0,0,0,0,0,0,0
18283,-0.16,693,0,0,0,0,0,0,0,0
18319,-0.18,966,0,0,0,0,0,0,0,0
18355,-0.23,1006,0,0,0,0,0,0,0,0
18391,-0.12,621,0,0,0,0,0,0,0,0
18427,-0.18,-130,0,0,0,0,0,0,0,0
18463,-0.16,-802,0,0,0,0,0,0,0,0
18499,-0.29,-1007,0,0,0,0,0,0,0,0
18535,-0.11,-750,0,0,0,0,0,0,0,0
18571,-0.13,-327,0,0,0,0,0,0,0,0
