Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.17,192,2975,0,0,0,0,0,0,0,0
14863,-0.14,793,3058,0,0,0,0,0,0,0,0
14899,-0.14,1577,3099,0,0,0,0,0,0,0,0
14935,-0.11,2189,3071,0,0,0,0,0,0,0,0
14971,-0.05,2520,3065,0,0,0,0,0,0,0,0
15007,-0.02,2601,3031,0,0,0,0,0,0,0,0
15043,-0.08,2512,3003,0,0,0,0,0,0,0,0
15079,-0.04,2336,3010,0,0,0,0,0,0,0,0
15115,-0.06,2141,3051,0,0,0,0,0,0,0,0
15151,-0.03,1965,3056,0,0,0,0,0,0,0,0
15187,-0.06,1818,3041,0,0,0,0,0,0,0,0
15223,-0.05,1692,3025,0,0,0,0,0,0,0,0
15259,-0.09,1579,3022,0,0,0,0,0,0,0,0
15295,-0.06,1477,3026,0,0,0,0,0,0,0,0
15331,-0.04,1385,3024,0,0,0,0,0,0,0,0
15367,-0.07,1303,3034,0,0,0,0,0,0,0,0
15403,-0.11,1227,3025,0,0,0,0,0,0,0,0
15439,-0.02,1152,3005,0,0,0,0,0,0,0,0
15475,-0.08,1078,2994,0,0,0,0,0,0,0,0
15511,-0.01,1003,2986,0,0,0,0,0,0,0,0
15547,-0.03,931,2993,0,0,0,0,0,0,0,0
15583,-0.01,867,2995,0,0,0,0,0,0,0,0
15619,-0.05,810,2987,0,0,0,0,0,0,0,0
15655,-0.08,759,2997,0,0,0,0,0,0,0,0
15691,-0.08,711,2975,0,0,0,0,0,0,0,0
15727,-0.09,665,2975,0,0,0,0,0,0,0,0
15763,-0.08,621,2981,0,0,0,0,0,0,0,0
15799,-0.09,583,3013,0,0,0,0,0,0,0,0
15835,-0.06,553,3002,0,0,0,0,0,0,0,0
15871,-0.02,528,3027,0,0,0,0,0,0,0,0
15907,-0.06,511,3088,0,0,0,0,0,0,0,0
15943,0.00,502,3089,0,0,0,0,0,0,0,0
15979,-0.01,493,3063,0,0,0,0,0,0,0,0
16015,0.03,473,3040,0,0,0,0,0,0,0,0
16051,0.01,442,3024,0,0,0,0,0,0,0,0
16087,0.12,405,3025,0,0,0,0,0,0,0,0
16123,0.04,369,3027,0,0,0,0,0,0,0,0
16159,0.16,337,3021,0,0,0,0,0,0,0,0
16195,0.16,310,3021,0,0,0,0,0,0,0,0
16231,0.15,287,3029,0,0,0,0,0,0,0,0
16267,0.13,267,3011,0,0,0,0,0,0,0,0
16303,0.10,248,3002,0,0,0,0,0,0,0,0
16339,0.08,227,2993,0,0,0,0,0,0,0,0
16375,0.05,206,3005,0,0,0,0,0,0,0,0
16411,0.07,191,3022,0,0,0,0,0,0,0,0
16447,0.11,182,3023,0,0,0,0,0,0,0,0
16483,0.16,176,3011,0,0,0,0,0,0,0,0
16519,0.09,168,2992,0,0,0,0,0,0,0,0
16555,0.03,155,2992,0,0,0,0,0,0,0,0
16591,0.07,140,2992,0,0,0,0,0,0,0,0
16627,0.10,127,2994,0,0,0,0,0,0,0,0
16663,0.08,117,2999,0,0,0,0,0,0,0,0
16699,0.11,110,3009,0,0,0,0,0,0,0,0
16735,0.09,105,3007,0,0,0,0,0,0,0,0
16771,0.08,101,2989,0,0,0,0,0,0,0,0
16807,0.05,93,2983,0,0,0,0,0,0,0,0
16843,0.09,84,2996,0,0,0,0,0,0,0,0
16879,-0.05,81,3047,0,0,0,0,0,0,0,0
16915,0.12,90,3095,0,0,0,0,0,0,0,0
16951,0.03,107,3066,0,0,0,0,0,0,0,0
16987,-0.06,118,3034,0,0,0,0,0,0,0,0
17023,0.05,115,3023,0,0,0,0,0,0,0,0
17059,0.01,99,2992,0,0,0,0,0,0,0,0
17095,0.06,76,2994,0,0,0,0,0,0,0,0
17131,-0.01,54,2997,0,0,0,0,0,0,0,0
17167,-0.01,40,3024,0,0,0,0,0,0,0,0
17203,0.01,37,3027,0,0,0,0,0,0,0,0
17239,0.05,41,3024,0,0,0,0,0,0,0,0
17275,-0.07,45,3015,0,0,0,0,0,0,0,0
17311,0.04,46,3018,0,0,0,0,0,0,0,0
17347,-0.01,45,3013,0,0,0,0,0,0,0,0
17383,-0.07,40,3002,0,0,0,0,0,0,0,0
17419,-0.07,31,2992,0,0,0,0,0,0,0,0
17455,0.02,22,2997,0,0,0,0,0,0,0,0
17491,-0.05,16,2992,0,0,0,0,0,0,0,0
17527,-0.13,11,3005,0,0,0,0,0,0,0,0
17563,-0.14,10,3002,0,0,0,0,0,0,0,0
17599,-0.02,11,3003,0,0,0,0,0,0,0,0
17635,-0.13,11,2995,0,0,0,0,0,0,0,0
17671,-0.14,12,3010,0,0,0,0,0,0,0,0
17707,-0.15,15,3022,0,0,0,0,0,0,0,0
17743,-0.11,22,3058,0,0,0,0,0,0,0,0
17779,-0.03,36,3091,0,0,0,0,0,0,0,0
17815,-0.11,56,3097,0,0,0,0,0,0,0,0
17851,-0.03,72,3082,0,0,0,0,0,0,0,0
17887,-0.06,79,3057,0,0,0,0,0,0,0,0
17923,-0.13,73,3045,0,0,0,0,0,0,0,0
17959,-0.01,60,3061,0,0,0,0,0,0,0,0
17995,-0.07,49,3060,0,0,0,0,0,0,0,0
18031,-0.02,40,3041,0,0,0,0,0,0,0,0
18067,-0.07,33,3031,0,0,0,0,0,0,0,0
18103,-0.07,25,3043,0,0,0,0,0,0,0,0
18139,-0.05,20,3046,0,0,0,0,0,0,0,0
18175,-0.09,19,3044,0,0,0,0,0,0,0,0
18211,-0.07,17,3027,0,0,0,0,0,0,0,0
18247,-0.03,14,3024,0,0,0,0,0,0,0,0
18283,-0.09,9,3030,0,0,0,0,0,0,0,0
18319,-0.12,5,3026,0,0,0,0,0,0,0,0
18355,-0.11,1,3021,0,0,0,0,0,0,0,0
18391,-0.10,-1,3014,0,0,0,0,0,0,0,0
18427,-0.03,-6,3009,0,0,0,0,0,0,0,0
18463,-0.09,-9,3013,0,0,0,0,0,0,0,0
18499,-0.12,-12,3011,0,0,0,0,0,0,0,0
18535,0.01,-15,2992,0,0,0,0,0,0,0,0
18571,-0.13,-18,2999,0,0,0,0,0,0,0,0
18607,0.02,-21,2992,0,0,0,0,0,0,0,0
18643,-0.12,-20,3046,0,0,0,0,0,0,0,0
18679,-0.02,-5,3127,0,0,0,0,0,0,0,0
18715,-0.06,26,3159,0,0,0,0,0,0,0,0
18751,-0.11,63,3133,0,0,0,0,0,0,0,0
18787,-0.05,88,3115,0,0,0,0,0,0,0,0
18823,0.04,95,3118,0,0,0,0,0,0,0,0
18859,-0.12,92,3139,0,0,0,0,0,0,0,0
18895,-0.03,88,3156,0,0,0,0,0,0,0,0
18931,-0.06,86,3135,0,0,0,0,0,0,0,0
18967,-0.08,79,3084,0,0,0,0,0,0,0,0
19003,-0.09,63,3083,0,0,0,0,0,0,0,0
19039,0.01,45,3120,0,0,0,0,0,0,0,0
19075,-0.03,37,3136,0,0,0,0,0,0,0,0
19111,-0.01,37,3104,0,0,0,0,0,0,0,0
19147,-0.01,31,3049,0,0,0,0,0,0,0,0
19183,-0.02,15,3031,0,0,0,0,0,0,0,0
19219,-0.03,-3,3050,0,0,0,0,0,0,0,0
19255,0.02,-16,3046,0,0,0,0,0,0,0,0
19291,-0.11,-23,3040,0,0,0,0,0,0,0,0
19327,-0.08,-29,3003,0,0,0,0,0,0,0,0
19363,-0.03,-36,3008,0,0,0,0,0,0,0,0
19399,-0.02,-43,3008,0,0,0,0,0,0,0,0
19435,-0.18,-46,3030,0,0,0,0,0,0,0,0
19471,-0.03,-44,3029,0,0,0,0,0,0,0,0
19507,-0.08,-40,3007,0,0,0,0,0,0,0,0
19543,-0.05,-39,3001,0,0,0,0,0,0,0,0
19579,-0.09,-36,3071,0,0,0,0,0,0,0,0
19615,-0.05,-16,3185,0,0,0,0,0,0,0,0
19651,0.03,25,3218,0,0,0,0,0,0,0,0
19687,-0.07,75,3216,0,0,0,0,0,0,0,0
19723,-0.02,110,3140,0,0,0,0,0,0,0,0
19759,-0.03,116,3120,0,0,0,0,0,0,0,0
19795,-0.01,98,3103,0,0,0,0,0,0,0,0
19831,0.03,69,3082,0,0,0,0,0,0,0,0
19867,-0.04,39,3085,0,0,0,0,0,0,0,0
19903,0.01,17,3095,0,0,0,0,0,0,0,0
19939,0.09,5,3099,0,0,0,0,0,0,0,0
19975,0.06,2,3094,0,0,0,0,0,0,0,0
20011,0.05,1,3071,0,0,0,0,0,0,0,0
20047,0.02,-1,3054,0,0,0,0,0,0,0,0
20083,0.07,-10,3033,0,0,0,0,0,0,0,0
20119,0.16,-23,3031,0,0,0,0,0,0,0,0
20155,0.11,-35,3038,0,0,0,0,0,0,0,0
20191,0.07,-41,3040,0,0,0,0,0,0,0,0
20227,0.04,-42,3042,0,0,0,0,0,0,0,0
20263,0.12,-38,3057,0,0,0,0,0,0,0,0
20299,-0.01,-32,3039,0,0,0,0,0,0,0,0
20335,0.07,-28,3022,0,0,0,0,0,0,0,0
20371,0.06,-31,3007,0,0,0,0,0,0,0,0
20407,0.01,-38,3010,0,0,0,0,0,0,0,0
20443,0.08,-41,3047,0,0,0,0,0,0,0,0
20479,0.09,-37,3047,0,0,0,0,0,0,0,0
20515,0.08,-25,3090,0,0,0,0,0,0,0,0
20551,0.09,-3,3157,0,0,0,0,0,0,0,0
20587,0.13,30,3181,0,0,0,0,0,0,0,0
20623,0.09,62,3152,0,0,0,0,0,0,0,0
20659,0.12,80,3117,0,0,0,0,0,0,0,0
20695,0.18,78,3107,0,0,0,0,0,0,0,0
20731,0.13,63,3101,0,0,0,0,0,0,0,0
20767,0.19,45,3087,0,0,0,0,0,0,0,0
20803,0.11,26,3071,0,0,0,0,0,0,0,0
20839,0.07,9,3071,0,0,0,0,0,0,0,0
20875,0.10,-2,3071,0,0,0,0,0,0,0,0
20911,0.08,-8,3071,0,0,0,0,0,0,0,0
20947,0.03,-11,3059,0,0,0,0,0,0,0,0
20983,0.08,-16,3024,0,0,0,0,0,0,0,0
21019,0.08,-26,3020,0,0,0,0,0,0,0,0
21055,0.06,-37,3023,0,0,0,0,0,0,0,0
21091,0.07,-45,3024,0,0,0,0,0,0,0,0
21127,0.08,-48,3029,0,0,0,0,0,0,0,0
21163,0.05,-48,3029,0,0,0,0,0,0,0,0
21199,0.00,-45,3029,0,0,0,0,0,0,0,0
21235,0.02,-42,3010,0,0,0,0,0,0,0,0
21271,0.07,-41,2997,0,0,0,0,0,0,0,0
21307,-0.09,-43,3018,0,0,0,0,0,0,0,0
21343,0.01,-43,3015,0,0,0,0,0,0,0,0
21379,0.04,-39,3024,0,0,0,0,0,0,0,0
21415,0.01,-29,3101,0,0,0,0,0,0,0,0
21451,0.02,-5,3155,0,0,0,0,0,0,0,0
21487,0.13,29,3153,0,0,0,0,0,0,0,0
21523,0.04,58,3127,0,0,0,0,0,0,0,0
21559,0.04,71,3103,0,0,0,0,0,0,0,0
21595,0.04,67,3090,0,0,0,0,0,0,0,0
21631,0.07,53,3085,0,0,0,0,0,0,0,0
21667,0.06,37,3091,0,0,0,0,0,0,0,0
21703,0.02,25,3090,0,0,0,0,0,0,0,0
21739,0.05,16,3051,0,0,0,0,0,0,0,0
21775,-0.01,6,3056,0,0,0,0,0,0,0,0
21811,0.05,-3,3062,0,0,0,0,0,0,0,0
21847,-0.03,-8,3062,0,0,0,0,0,0,0,0
21883,0.07,-11,3037,0,0,0,0,0,0,0,0
21919,0.05,-16,3037,0,0,0,0,0,0,0,0
21955,0.10,-23,3030,0,0,0,0,0,0,0,0
21991,0.10,-28,3036,0,0,0,0,0,0,0,0
22027,0.00,-29,3053,0,0,0,0,0,0,0,0
22063,0.02,-26,3036,0,0,0,0,0,0,0,0
22099,0.00,-24,3025,0,0,0,0,0,0,0,0
22135,0.06,-24,3026,0,0,0,0,0,0,0,0
22171,0.04,-27,3018,0,0,0,0,0,0,0,0
22207,0.03,-30,3024,0,0,0,0,0,0,0,0
22243,0.03,-32,3023,0,0,0,0,0,0,0,0
22279,-0.04,-31,3038,0,0,0,0,0,0,0,0
22315,0.03,-26,3045,0,0,0,0,0,0,0,0
22351,-0.01,-18,3047,0,0,0,0,0,0,0,0
22387,0.11,-7,3102,0,0,0,0,0,0,0,0
22423,0.10,11,3141,0,0,0,0,0,0,0,0
22459,0.13,36,3143,0,0,0,0,0,0,0,0
22495,0.12,56,3105,0,0,0,0,0,0,0,0
