Time,Pressure,PPGSignal,rawPPGSignal
8438,-0.12,2057,132,1
8465,-0.15,2016,535,1
8492,-0.09,1939,1029,1
8519,-0.21,1867,1365,1
8546,-0.16,1867,1492,1
8573,-0.19,1822,1455,1
8600,-0.16,1823,1320,1
8627,-0.23,1840,1146,1
8654,-0.17,1839,974,1
8681,-0.23,1859,824,1
8708,-0.14,1851,698,1
8735,-0.11,1844,591,1
8762,-0.10,1854,496,1
8789,-0.12,1823,409,1
8816,-0.07,1823,325,1
8843,-0.14,1811,244,1
8870,-0.10,1793,166,1
8897,-0.10,1828,93,1
8924,-0.11,1826,33,1
8951,-0.13,1819,-17,1
8978,-0.11,1830,-64,1
9005,-0.16,1798,-110,1
9032,-0.12,1827,-152,1
9059,-0.14,1862,-185,1
9086,-0.11,1925,-202,1
9113,-0.11,2026,-200,1
9140,-0.13,2017,-181,1
9167,-0.18,1975,-168,1
9194,-0.07,1926,-179,1
9221,-0.18,1858,-216,1
9248,-0.09,1842,-272,1
9275,-0.13,1812,-333,1
9302,-0.08,1808,-387,1
9329,-0.07,1857,-423,1
9356,-0.09,1871,-434,1
9383,-0.07,1885,-426,1
9410,-0.09,1901,-407,1
9437,-0.21,1852,-389,1
9464,-0.07,1869,-381,1
9491,-0.17,1834,-383,1
9518,-0.15,1808,-393,1
9545,-0.22,1808,-405,1
9572,-0.20,1796,-413,1
9599,-0.27,1843,-412,1
9626,-0.13,1869,-398,1
9653,-0.11,1856,-374,1
9680,-0.06,1855,-350,1
9707,-0.15,1840,-332,1
9734,-0.16,1838,-322,1
9761,-0.15,1903,-311,1
9788,-0.17,1978,-285,1
9815,-0.10,2061,-241,1
9842,-0.12,2026,-185,1
9869,-0.15,1958,-141,1
9896,-0.12,1907,-130,1
9923,-0.18,1863,-150,1
9950,-0.17,1835,-187,1
9977,-0.15,1821,-224,1
10004,-0.13,1846,-249,1
10031,-0.25,1911,-253,1
10058,-0.14,1906,-237,1
10085,-0.18,1899,-210,1
10112,-0.11,1904,-184,1
10139,-0.15,1856,-165,1
10166,-0.06,1842,-159,1
10193,-0.05,1835,-162,1
10220,-0.09,1813,-166,1
10247,-0.17,1861,-164,1
10274,-0.08,1850,-155,1
10301,-0.17,1840,-143,1
10328,-0.17,1867,-131,1
10355,-0.13,1842,-117,1
10382,-0.09,1885,-104,1
10409,-0.14,1936,-86,1
10436,-0.09,2002,-54,1
10463,-0.19,2071,-6,1
10490,-0.12,2022,42,1
10517,-0.16,1959,67,1
10544,-0.13,1907,58,1
10571,-0.11,1866,25,1
10598,-0.13,1872,-14,1
10625,-0.13,1841,-49,1
10652,-0.10,1825,-74,1
10679,-0.16,1861,-86,1
10706,-0.15,1845,-86,1
10733,-0.18,1877,-76,1
10760,-0.23,1882,-59,1
10787,-0.21,1869,-42,1
10814,-0.08,1890,-29,1
10841,-0.19,1867,-21,1
10868,-0.14,1843,-18,1
10895,-0.20,1857,-19,1
10922,-0.20,1837,-20,1
10949,-0.20,1845,-22,1
