Time,Pressure,PPGSignal,rawPPGSignal
8925,-0.73,2970,192,1
8952,-0.67,3505,813,1
8979,0.47,3441,1647,1
9006,0.34,2858,2256,1
9033,1.02,2187,2416,1
9060,0.98,1574,2129,1
9087,1.07,1185,1552,1
9114,1.50,1072,891,1
9141,1.23,1130,325,1
9168,1.51,1296,-45,1
9195,2.11,1497,-202,1
9222,1.74,1680,-192,1
9249,2.50,1856,-80,1
9276,2.47,1925,64,1
9303,2.51,1895,184,1
9330,3.07,1831,239,1
9357,2.74,1742,218,1
9384,3.43,1692,137,1
9411,3.13,1677,27,1
9438,3.24,1702,-75,1
9465,3.69,2110,-126,1
9492,3.41,2839,-49,1
9519,3.97,3470,201,1
9546,3.78,3498,551,1
9573,4.00,2909,814,1
9600,4.40,2200,810,1
9627,3.92,1535,503,1
9654,4.39,1119,-13,1
9681,4.41,993,-574,1
9708,4.39,1104,-1019,1
9735,5.08,1312,-1257,1
9762,4.64,1517,-1283,1
9789,5.19,1707,-1147,1
9816,5.27,1865,-927,1
9843,5.04,1910,-692,1
9870,5.73,1886,-497,1
9897,5.47,1827,-374,1
9924,5.70,1739,-328,1
9951,6.06,1691,-344,1
9978,5.71,1682,-390,1
10005,6.33,1703,-434,1
10032,6.11,1750,-455,1
10059,6.31,2103,-425,1
10086,6.69,2722,-291,1
10113,6.44,3121,-25,1
10140,6.77,3011,288,1
10167,6.87,2558,496,1
10194,6.59,1942,478,1
10221,7.28,1387,218,1
10248,7.04,1072,-195,1
10275,7.23,1015,-625,1
10302,7.58,1181,-942,1
10329,7.33,1389,-1072,1
10356,7.77,1577,-1020,1
10383,7.78,1755,-844,1
10410,7.58,1873,-611,1
10437,8.18,1905,-384,1
10464,7.88,1872,-208,1
10491,8.10,1804,-107,1
10518,8.34,1722,-79,1
10545,8.16,1682,-102,1
10572,8.65,1671,-147,1
10599,8.66,1680,-185,1
10626,8.66,1729,-200,1
10653,9.20,2096,-165,1
10680,8.85,2559,-37,1
10707,9.29,2767,184,1
10734,9.45,2612,418,1
10761,9.25,2219,545,1
10788,9.70,1769,491,1
10815,9.61,1390,264,1
10842,9.58,1183,-58,1
10869,10.06,1179,-371,1
10896,9.68,1283,-589,1
10923,10.05,1445,-668,1
10950,10.23,1655,-612,1
10977,10.00,1817,-459,1
11004,10.37,1911,-260,1
11031,10.42,1913,-73,1
11058,10.31,1834,58,1
11085,10.77,1744,115,1
11112,10.54,1667,104,1
11139,10.81,1639,51,1
11166,11.01,1664,-8,1
11193,10.69,1675,-49,1
11220,11.13,1862,-51,1
11247,11.13,2227,14,1
11274,10.93,2449,159,1
11301,11.61,2460,340,1
11328,11.22,2226,474,1
11355,11.41,1899,490,1
11382,11.78,1613,370,1
11409,11.44,1390,152,1
11436,11.87,1318,-94,1
11463,12.00,1358,-296,1
11490,11.86,1453,-407,1
11517,12.37,1642,-412,1
11544,12.15,1789,-324,1
11571,12.23,1879,-182,1
11598,12.74,1927,-32,1
11625,12.51,1872,87,1
11652,12.54,1803,149,1
11679,13.01,1745,154,1
11706,12.70,1680,115,1
11733,13.22,1666,56,1
11760,13.27,1677,2,1
11787,13.06,1849,-19,1
11814,13.63,2165,22,1
11841,13.55,2375,140,1
11868,13.44,2353,295,1
11895,13.81,2162,408,1
11922,13.66,1899,420,1
11949,13.79,1638,315,1
11976,14.15,1455,127,1
12003,13.80,1392,-83,1
12030,14.13,1443,-255,1
12057,14.36,1571,-345,1
12084,14.10,1732,-340,1
12111,14.54,1871,-254,1
12138,14.55,1938,-123,1
12165,14.38,1937,5,1
12192,15.04,1867,96,1
12219,14.82,1791,128,1
12246,14.82,1718,106,1
12273,15.40,1671,51,1
12300,15.10,1671,-10,1
12327,15.26,1729,-56,1
12354,15.57,1957,-56,1
12381,15.30,2250,14,1
12408,15.62,2373,150,1
12435,15.71,2317,298,1
12462,15.46,2106,385,1
12489,15.94,1839,367,1
12516,15.99,1634,243,1
12543,15.84,1470,55,1
12570,16.34,1413,-140,1
12597,16.23,1488,-292,1
12624,16.19,1638,-362,1
12651,16.76,1823,-336,1
12678,16.50,1949,-230,1
12705,16.61,1971,-90,1
12732,17.00,1951,33,1
12759,16.78,1870,106,1
12786,16.83,1792,119,1
12813,17.42,1737,84,1
12840,17.09,1697,23,1
12867,17.40,1698,-37,1
12894,17.75,1791,-74,1
12921,17.42,2115,-56,1
12948,17.79,2463,49,1
12975,18.21,2529,224,1
13002,17.73,2368,388,1
13029,18.11,2069,452,1
13056,18.38,1778,380,1
13083,17.93,1579,197,1
13110,18.34,1459,-31,1
13137,18.68,1456,-240,1
13164,18.25,1554,-375,1
13191,18.77,1713,-410,1
13218,18.95,1872,-352,1
13245,18.58,1968,-231,1
13272,19.00,1974,-93,1
13299,19.14,1932,16,1
13326,18.77,1856,69,1
13353,19.13,1795,64,1
13380,19.29,1758,24,1
13407,18.89,1712,-26,1
13434,19.44,1701,-73,1
13461,19.70,1750,-105,1
13488,19.32,1961,-97,1
13515,19.83,2320,-19,1
13542,19.89,2478,129,1
13569,19.62,2435,298,1
13596,20.12,2227,407,1
13623,20.25,1942,404,1
13650,19.79,1723,284,1
13677,20.37,1535,90,1
13704,20.50,1488,-117,1
13731,20.09,1563,-280,1
13758,20.38,1681,-359,1
13785,20.57,1837,-345,1
13812,20.05,1949,-258,1
13839,20.50,1985,-137,1
13866,20.74,1970,-24,1
13893,20.48,1883,47,1
13920,20.82,1795,63,1
13947,21.20,1743,31,1
13974,20.81,1711,-24,1
14001,21.20,1712,-80,1
14028,21.52,1718,-118,1
14055,21.11,1730,-133,1
14082,21.70,1717,-127,1
14109,22.08,1802,-104,1
14136,21.74,2034,-56,1
14163,22.02,2361,42,1
14190,22.53,2551,200,1
14217,22.22,2538,373,1
14244,22.25,2331,488,1
14271,22.88,2026,488,1
14298,22.72,1765,362,1
14325,22.84,1594,151,1
14352,23.48,1520,-77,1
14379,23.36,1579,-261,1
14406,23.29,1701,-356,1
14433,23.97,1843,-353,1
14460,23.96,1969,-269,1
14487,23.71,2026,-144,1
14514,24.38,2003,-25,1
14541,24.63,1910,50,1
14568,24.25,1814,66,1
14595,24.82,1739,30,1
14622,25.26,1689,-34,1
14649,24.93,1685,-101,1
14676,25.06,1694,-149,1
14703,25.86,1734,-168,1
14730,25.65,1755,-161,1
14757,25.57,1775,-135,1
14784,26.28,1810,-99,1
14811,26.36,1797,-61,1
14838,26.10,1809,-31,1
14865,26.68,1862,-8,1
14892,27.09,2079,28,1
14919,26.72,2442,114,1
14946,26.89,2701,270,1
14973,27.60,2737,458,1
15000,27.34,2559,602,1
15027,27.28,2239,629,1
15054,27.72,1927,515,1
15081,28.11,1689,290,1
15108,28.08,1535,19,1
15135,27.99,1535,-225,1
15162,28.71,1673,-385,1
15189,28.94,1877,-424,1
15216,28.62,2057,-350,1
15243,28.88,2145,-205,1
15270,29.51,2142,-51,1
15297,29.55,2069,61,1
15324,29.29,1947,104,1
15351,29.86,1853,79,1
15378,30.21,1773,9,1
15405,29.98,1727,-76,1
15432,30.05,1728,-152,1
15459,30.88,1761,-201,1
15486,30.94,1801,-213,1
15513,30.71,1835,-193,1
15540,31.00,1843,-155,1
15567,31.66,1845,-113,1
15594,31.70,1821,-79,1
15621,31.56,1821,-59,1
15648,31.98,1826,-50,1
15675,32.55,1956,-38,1
15702,32.50,2304,12,1
15729,32.38,2655,140,1
15756,32.81,2847,335,1
15783,33.33,2788,532,1
15810,33.05,2507,646,1
15837,33.01,2147,615,1
15864,33.46,1780,432,1
15891,34.10,1502,145,1
15918,34.09,1411,-167,1
15945,33.93,1482,-419,1
15972,34.40,1689,-545,1
15999,34.92,1946,-526,1
16026,34.83,2103,-389,1
16053,34.66,2143,-199,1
16080,35.12,2091,-28,1
16107,35.78,1943,69,1
16134,35.51,1837,79,1
16161,35.43,1732,19,1
16188,35.98,1685,-71,1
16215,36.61,1687,-159,1
16242,36.60,1691,-218,1
16269,36.35,1721,-241,1
16296,36.63,1747,-230,1
16323,37.46,1775,-196,1
16350,37.55,1808,-151,1
16377,37.53,1844,-101,1
16404,37.63,2112,-36,1
16431,38.39,2503,77,1
16458,38.61,2837,265,1
16485,38.40,2949,495,1
16512,38.30,2768,685,1
16539,38.80,2375,744,1
16566,39.40,1945,628,1
16593,39.59,1554,356,1
16620,39.49,1315,1,1
16647,39.57,1307,-335,1
16674,39.95,1492,-563,1
16701,40.63,1767,-627,1
16728,40.74,1994,-532,1
16755,40.71,2121,-338,1
16782,40.60,2121,-125,1
16809,41.36,2011,35,1
16836,41.78,1886,105,1
16863,41.83,1778,87,1
16890,41.67,1680,12,1
16917,41.97,1654,-83,1
16944,42.47,1668,-163,1
16971,43.06,1716,-207,1
16998,43.22,1744,-210,1
17025,43.28,1666,-183,1
17052,43.40,1797,-142,1
17079,43.99,2025,-81,1
17106,44.51,2519,37,1
17133,44.72,3017,254,1
17160,44.49,3266,550,1
17187,44.55,3119,829,1
17214,44.91,2690,964,1
17241,45.57,2160,882,1
17268,45.98,1686,593,1
17295,45.89,1338,178,1
17322,45.84,1235,-249,1
