Time,Pressure,PPGSignal,BL_W20_T2.5_D10_C2,BL_W40_T2.5_D10_C2,BL_W60_T2.5_D10_C2,BL_W80_T2.5_D10_C2
15316,-0.13,2846,0,0,0,0
15351,-0.33,2925,0,0,0,0
15387,-0.26,2928,0,0,0,0
15423,-0.25,2941,0,0,0,0
15459,-0.33,2929,0,0,0,0
15495,-0.21,2926,0,0,0,0
15531,-0.22,2903,0,0,0,0
15567,-0.20,2946,0,0,0,0
15603,-0.25,2941,0,0,0,0
15639,-0.30,2920,0,0,0,0
15675,-0.26,2874,0,0,0,0
15711,-0.30,2862,0,0,0,0
15747,-0.33,2869,0,0,0,0
15783,-0.19,2896,0,0,0,0
15819,-0.29,2907,0,0,0,0
15855,-0.17,2927,0,0,0,0
15891,-0.25,2893,0,0,0,0
15927,-0.27,2928,0,0,0,0
15963,-0.24,2848,0,0,0,0
15999,-0.21,2899,0,0,0,0
16035,-0.16,3024,0,0,0,0
16071,-0.23,3152,0,0,0,0
16107,-0.29,3090,0,0,0,0
16143,-0.26,2960,0,0,0,0
16179,-0.18,2887,0,0,0,0
16215,-0.22,2881,0,0,0,0
16251,-0.28,2917,0,0,0,0
16287,-0.19,2891,0,0,0,0
16323,-0.22,2909,0,0,0,0
16359,-0.25,2961,0,0,0,0
16395,-0.27,2958,0,0,0,0
16431,-0.21,2933,0,0,0,0
16467,-0.17,2870,0,0,0,0
16503,-0.21,2814,0,0,0,0
16539,-0.29,2839,0,0,0,0
16575,-0.29,2864,0,0,0,0
16611,-0.15,2923,0,0,0,0
16647,-0.19,2934,0,0,0,0
16683,-0.18,2947,0,0,0,0
16719,-0.17,2941,0,0,0,0
16755,-0.16,2938,0,0,0,0
16791,-0.26,2944,0,0,0,0
16827,-0.19,2926,0,0,0,0
16863,-0.23,2940,0,0,0,0
16899,-0.18,2900,0,0,0,0
16935,-0.23,2909,0,0,0,0
16971,-0.27,2896,0,0,0,0
17007,-0.23,2885,0,0,0,0
17043,-0.20,2911,0,0,0,0
17079,-0.23,2913,0,0,0,0
17115,-0.17,3023,0,0,0,0
17151,-0.19,3175,0,0,0,0
17187,-0.25,3190,0,0,0,0
17223,-0.16,3007,0,0,0,0
17259,-0.19,2831,0,0,0,0
17295,-0.14,2832,0,0,0,0
17331,-0.15,2880,0,0,0,0
17367,-0.10,2928,0,0,0,0
17403,-0.19,2983,0,0,0,0
17439,-0.14,2967,0,0,0,0
17475,-0.22,2956,0,0,0,0
17511,-0.09,2902,0,0,0,0
17547,-0.21,2897,0,0,0,0
17583,-0.19,2897,0,0,0,0
17619,-0.23,2912,0,0,0,0
17655,-0.24,2933,0,0,0,0
17691,-0.18,2932,0,0,0,0
17727,-0.24,2956,0,0,0,0
17763,-0.25,2928,0,0,0,0
17799,-0.19,2929,0,0,0,0
17835,-0.27,2895,0,0,0,0
17871,-0.24,2896,0,0,0,0
17907,-0.28,2923,0,0,0,0
17943,-0.26,2881,0,0,0,0
17979,-0.29,2896,0,0,0,0
18015,-0.20,2882,0,0,0,0
18051,-0.21,2875,0,0,0,0
18087,-0.26,2868,0,0,0,0
18123,-0.28,2898,0,0,0,0
18159,-0.11,2903,0,0,0,0
18195,-0.18,3071,0,0,0,0
18231,-0.29,3203,0,0,0,0
18267,-0.20,3132,0,0,0,0
18303,-0.11,2953,0,0,0,0
18339,-0.21,2873,0,0,0,0
18375,-0.19,2891,0,0,0,0
18411,-0.17,2913,0,0,0,0
18447,-0.09,2905,0,0,0,0
18483,-0.09,2912,0,0,0,0
18519,-0.14,2954,0,0,0,0
18555,-0.17,2957,0,0,0,0
18591,-0.18,2931,0,0,0,0
18627,-0.19,2927,0,0,0,0
18663,-0.24,2957,0,0,0,0
18699,-0.19,2926,0,0,0,0
18735,-0.23,2907,0,0,0,0
18771,-0.18,2912,0,0,0,0
18807,-0.19,2929,0,0,0,0
18843,-0.21,2908,0,0,0,0
