Time,Pressure,PPGSignal,BL_W20_T2.5_D10_C2,BL_W40_T2.5_D10_C2,BL_W60_T2.5_D10_C2,BL_W80_T2.5_D10_C2
18879,-0.09,2895,0,0,0,0
18915,-0.16,2876,0,0,0,0
18951,-0.25,2883,0,0,0,0
18987,-0.20,2894,0,0,0,0
19023,-0.11,2947,0,0,0,0
19059,-0.20,2960,0,0,0,0
19095,-0.20,2939,0,0,0,0
19131,-0.19,2926,0,0,0,0
19167,-0.13,2910,0,0,0,0
19203,-0.15,3088,0,0,0,0
19239,-0.22,3163,0,0,0,0
19275,-0.23,3088,0,0,0,0
19311,-0.22,2927,0,0,0,0
19347,-0.21,2849,0,0,0,0
19383,-0.16,2894,0,0,0,0
19419,-0.19,2933,0,0,0,0
19455,-0.18,2977,0,0,0,0
19491,-0.21,2982,0,0,0,0
19527,-0.12,2994,0,0,0,0
19563,-0.26,2960,0,0,0,0
19599,-0.17,2909,0,0,0,0
19635,-0.25,2847,0,0,0,0
19671,-0.16,2854,0,0,0,0
19707,-0.20,2902,0,0,0,0
19743,-0.18,2953,0,0,0,0
19779,-0.17,2935,0,0,0,0
19815,-0.21,2935,0,0,0,0
19851,-0.17,2928,0,0,0,0
19887,-0.24,2919,0,0,0,0
19923,-0.17,2928,0,0,0,0
19959,-0.20,2912,0,0,0,0
19995,-0.20,2927,0,0,0,0
20031,-0.22,2909,0,0,0,0
20067,-0.14,2943,0,0,0,0
20103,-0.21,3056,0,0,0,0
20139,-0.25,3200,0,0,0,0
20175,-0.23,3122,0,0,0,0
20211,-0.18,2961,0,0,0,0
20247,-0.27,2879,0,0,0,0
20283,-0.13,2899,0,0,0,0
20319,-0.24,2952,0,0,0,0
20355,-0.18,2965,0,0,0,0
20391,-0.15,2959,0,0,0,0
20427,-0.27,2969,0,0,0,0
20463,-0.18,2978,0,0,0,0
20499,-0.15,2952,0,0,0,0
20535,-0.19,2902,0,0,0,0
20571,-0.23,2885,0,0,0,0
20607,-0.18,2926,0,0,0,0
20643,-0.22,2939,0,0,0,0
20679,-0.16,2939,0,0,0,0
20715,-0.15,2928,0,0,0,0
20751,-0.24,2942,0,0,0,0
20787,-0.19,2909,0,0,0,0
20823,-0.09,2922,0,0,0,0
20859,-0.22,2928,0,0,0,0
20895,-0.14,2928,0,0,0,0
20931,-0.20,2929,0,0,0,0
20967,-0.19,2907,0,0,0,0
21003,-0.16,2908,0,0,0,0
21039,-0.19,2947,0,0,0,0
21075,-0.13,3088,0,0,0,0
21111,-0.16,3229,0,0,0,0
21147,-0.13,3165,0,0,0,0
21183,-0.24,2969,0,0,0,0
21219,-0.20,2862,0,0,0,0
21255,-0.11,2903,0,0,0,0
21291,-0.15,2990,0,0,0,0
21327,-0.17,2989,0,0,0,0
21363,-0.18,2973,0,0,0,0
21399,-0.17,2928,0,0,0,0
21435,-0.15,2941,0,0,0,0
21471,-0.18,2926,0,0,0,0
21507,-0.19,2937,0,0,0,0
21543,-0.12,2958,0,0,0,0
21579,-0.21,2971,0,0,0,0
21615,-0.14,2969,0,0,0,0
21651,-0.15,2935,0,0,0,0
21687,-0.15,2941,0,0,0,0
21723,-0.25,2918,0,0,0,0
21759,-0.21,2913,0,0,0,0
21795,-0.16,2930,0,0,0,0
21831,-0.20,2898,0,0,0,0
21867,-0.22,2901,0,0,0,0
21903,-0.16,2899,0,0,0,0
21939,-0.18,2934,0,0,0,0
21975,-0.20,2903,0,0,0,0
22011,-0.25,2919,0,0,0,0
22047,-0.20,3020,0,0,0,0
22083,-0.26,2939,0,0,0,0
22119,-0.25,3053,0,0,0,0
22155,-0.19,3205,0,0,0,0
22191,-0.20,3131,0,0,0,0
22227,-0.27,2976,0,0,0,0
22263,-0.27,2886,0,0,0,0
22299,-0.30,2899,0,0,0,0
22335,-0.34,2978,0,0,0,0
22371,-0.28,2960,0,0,0,0
22407,-0.25,2931,0,0,0,0
22443,-0.37,2927,0,0,0,0
22479,-0.32,3122,0,0,0,0
22515,-0.31,3035,0,0,0,0
22551,-0.34,2961,0,0,0,0
22587,-0.26,2898,0,0,0,0
22623,-0.29,2877,0,0,0,0
22659,-0.28,2940,0,0,0,0
22695,-0.30,2960,0,0,0,0
22731,-0.28,2960,0,0,0,0
22767,-0.26,2944,0,0,0,0
22803,-0.25,2906,0,0,0,0
22839,-0.25,2900,0,0,0,0
22875,-0.29,2895,0,0,0,0
22911,-0.22,2926,0,0,0,0
22947,-0.17,2903,0,0,0,0
22983,-0.29,2909,0,0,0,0
23019,-0.27,2888,0,0,0,0
23055,-0.22,2899,0,0,0,0
23091,-0.25,2927,0,0,0,0
23127,-0.13,2896,0,0,0,0
23163,-0.22,3009,0,0,0,0
23199,-0.22,3198,0,0,0,0
23235,-0.30,3239,0,0,0,0
23271,-0.24,3101,0,0,0,0
23307,-0.31,2943,0,0,0,0
23343,-0.21,2896,0,0,0,0
23379,-0.33,2926,0,0,0,0
23415,-0.25,2979,0,0,0,0
23451,-0.21,2990,0,0,0,0
23487,-0.25,2989,0,0,0,0
23523,-0.27,2999,0,0,0,0
23559,-0.24,2958,0,0,0,0
23595,-0.33,2933,0,0,0,0
23631,-0.26,2896,0,0,0,0
23667,-0.28,2880,0,0,0,0
23703,-0.21,2917,0,0,0,0
23739,-0.23,2935,0,0,0,0
23775,-0.26,2967,0,0,0,0
23811,-0.20,2943,0,0,0,0
23847,-0.20,2903,0,0,0,0
23883,-0.15,2917,0,0,0,0
23919,-0.23,2896,0,0,0,0
23955,-0.15,2913,0,0,0,0
23991,-0.15,2917,0,0,0,0
24027,-0.18,2941,0,0,0,0
24063,-0.20,2957,0,0,0,0
24099,-0.17,3024,0,0,0,0
24135,-0.27,3166,0,0,0,0
24171,-0.14,3199,0,0,0,0
24207,-0.15,3105,0,0,0,0
24243,-0.13,2944,0,0,0,0
24279,-0.18,2897,0,0,0,0
24315,-0.19,2910,0,0,0,0
24351,-0.04,2950,0,0,0,0
24387,-0.13,2969,0,0,0,0
24423,-0.20,2982,0,0,0,0
24459,-0.19,2971,0,0,0,0
24495,-0.14,2930,0,0,0,0
24531,-0.11,2890,0,0,0,0
24567,-0.21,2857,0,0,0,0
24603,-0.12,2890,0,0,0,0
24639,-0.13,2939,0,0,0,0
24675,-0.10,2945,0,0,0,0
24711,-0.18,2959,0,0,0,0
24747,-0.03,2965,0,0,0,0
24783,-0.14,2940,0,0,0,0
24819,-0.07,2890,0,0,0,0
24855,-0.06,2917,0,0,0,0
24891,-0.14,2933,0,0,0,0
24927,-0.14,2964,0,0,0,0
24963,-0.18,2944,0,0,0,0
24999,-0.16,2913,0,0,0,0
25035,-0.18,2916,0,0,0,0
25071,-0.06,3029,0,0,0,0
25107,-0.07,3171,0,0,0,0
25143,-0.18,3102,0,0,0,0
25179,-0.14,2960,0,0,0,0
25215,-0.20,2894,0,0,0,0
25251,-0.17,2924,0,0,0,0
25287,-0.19,2975,0,0,0,0
25323,-0.16,3013,0,0,0,0
25359,-0.18,2989,0,0,0,0
25395,-0.20,2973,0,0,0,0
25431,-0.18,2947,0,0,0,0
25467,-0.16,2933,0,0,0,0
25503,-0.15,2935,0,0,0,0
25539,-0.17,2907,0,0,0,0
25575,-0.16,2910,0,0,0,0
25611,-0.14,2928,0,0,0,0
25647,-0.06,2951,0,0,0,0
25683,-0.13,2927,0,0,0,0
25719,-0.16,2882,0,0,0,0
25755,-0.16,2905,0,0,0,0
25791,-0.14,2896,0,0,0,0
25827,-0.14,2905,0,0,0,0
25863,-0.19,2940,0,0,0,0
25899,-0.15,2927,0,0,0,0
25935,-0.05,2919,0,0,0,0
25971,-0.07,2895,0,0,0,0
26007,-0.18,2904,0,0,0,0
26043,-0.13,2919,0,0,0,0
26079,-0.07,2933,0,0,0,0
26115,-0.17,3050,0,0,0,0
26151,-0.17,3159,0,0,0,0
26187,-0.17,3111,0,0,0,0
26223,-0.17,2960,0,0,0,0
26259,-0.14,2886,0,0,0,0
26295,-0.22,2921,0,0,0,0
26331,-0.18,2933,0,0,0,0
26367,-0.24,2939,0,0,0,0
26403,-0.24,2944,0,0,0,0
26439,-0.19,2962,0,0,0,0
26475,-0.17,2955,0,0,0,0
26511,-0.12,2945,0,0,0,0
26547,-0.11,2885,0,0,0,0
26583,-0.20,2887,0,0,0,0
26619,-0.24,2896,0,0,0,0
26655,-0.22,2918,0,0,0,0
26691,-0.18,2936,0,0,0,0
26727,-0.18,2951,0,0,0,0
26763,-0.13,2942,0,0,0,0
26799,-0.18,2938,0,0,0,0
26835,-0.22,2918,0,0,0,0
26871,-0.17,2913,0,0,0,0
26907,-0.11,2877,0,0,0,0
26943,-0.15,2872,0,0,0,0
26979,-0.19,2898,0,0,0,0
27015,-0.18,2922,0,0,0,0
27051,-0.14,2917,0,0,0,0
27087,-0.10,2913,0,0,0,0
27123,-0.17,2943,0,0,0,0
27159,-0.16,3024,0,0,0,0
27195,-0.24,3161,0,0,0,0
27231,0.05,3124,0,0,0,0
27267,0.48,2970,0,0,0,0
27303,0.95,2886,0,0,0,0
27339,1.36,2883,0,0,0,0
27375,2.04,2912,0,0,0,0
27411,2.61,2981,0,0,0,0
27447,3.29,2955,0,0,0,0
27483,3.73,2960,0,0,0,0
27519,3.94,2913,0,0,0,0
27555,3.89,2940,0,0,0,0
27591,3.47,2903,0,0,0,0
27627,3.13,2890,0,0,0,0
27663,2.93,2896,0,0,0,0
27699,2.77,2916,0,0,0,0
27735,2.65,2951,0,0,0,0
27771,2.54,2932,0,0,0,0
27807,2.32,2928,0,0,0,0
27843,2.17,2935,0,0,0,0
27879,2.26,2924,0,0,0,0
27915,2.12,2930,0,0,0,0
27951,2.06,2906,0,0,0,0
27987,2.43,2901,0,0,0,0
28023,3.17,2863,0,0,0,0
28059,3.88,2896,0,0,0,0
28095,4.95,2918,0,0,0,0
28131,5.85,2905,0,0,0,0
28167,6.79,2929,0,0,0,0
28203,7.15,3039,0,0,0,0
28239,7.13,3147,0,0,0,0
28275,6.73,3138,0,0,0,0
28311,6.38,2945,0,0,0,0
28347,6.25,2837,0,0,0,0
28383,6.16,2855,0,0,0,0
28419,6.06,2935,0,0,0,0
28455,5.85,2973,0,0,0,0
28491,5.82,2933,0,0,0,0
28527,5.72,2957,0,0,0,0
28563,5.74,2944,0,0,0,0
28599,5.86,2909,0,0,0,0
28635,6.67,2914,0,0,0,0
28671,8.12,2896,0,0,0,0
28707,9.97,2928,0,0,0,0
28743,11.66,2914,0,0,0,0
28779,12.70,2928,0,0,0,0
28815,12.81,2959,0,0,0,0
28851,12.36,2947,0,0,0,0
28887,11.83,2943,0,0,0,0
28923,11.49,2913,0,0,0,0
28959,11.26,2903,0,0,0,0
28995,11.08,2910,0,0,0,0
29031,10.99,2923,0,0,0,0
29067,10.77,2930,0,0,0,0
29103,10.65,2915,0,0,0,0
29139,10.61,2912,0,0,0,0
29175,10.44,2893,0,0,0,0
29211,11.25,2965,0,0,0,0
29247,13.37,3071,0,0,0,0
29283,15.84,3167,0,0,0,0
29319,18.21,3110,0,0,0,0
29355,19.71,2979,0,0,0,0
29391,20.24,2896,0,0,0,0
29427,19.64,2901,0,0,0,0
29463,18.83,2943,0,0,0,0
29499,18.33,2967,0,0,0,0
29535,17.99,2967,0,0,0,0
29571,17.73,2870,0,0,0,0
29607,17.45,2911,0,0,0,0
29643,17.24,2945,0,0,0,0
29679,17.10,2954,0,0,0,0
29715,17.04,2923,0,0,0,0
29751,16.79,2915,0,0,0,0
29787,16.78,2900,0,0,0,0
29823,19.39,2929,0,0,0,0
29859,22.93,2941,0,0,0,0
29895,26.88,2926,0,0,0,0
29931,29.58,2911,0,0,0,0
29967,30.48,2911,0,0,0,0
30003,29.60,2915,0,0,0,0
30039,28.26,2919,0,0,0,0
30075,27.40,2944,0,0,0,0
30111,27.06,2917,0,0,0,0
30147,26.64,2937,0,0,0,0
30183,26.23,3014,0,0,0,0
30219,25.82,3155,0,0,0,0
30255,25.63,3144,0,0,0,0
30291,25.31,3002,0,0,0,0
30327,25.15,2915,0,0,0,0
30363,25.47,2910,0,0,0,0
30399,29.03,2929,0,0,0,0
30435,33.66,2943,0,0,0,0
30471,38.83,2928,0,0,0,0
30507,42.84,2965,0,0,0,0
30543,44.84,2957,0,0,0,0
30579,44.60,2944,0,0,0,0
30615,43.37,2939,0,0,0,0
30651,42.59,2945,0,0,0,0
30687,41.92,2946,0,0,0,0
30723,41.17,2925,0,0,0,0
30759,40.53,2944,0,0,0,0
30795,39.92,2939,0,0,0,0
30831,39.50,2947,0,0,0,0
30867,38.94,2912,0,0,0,0
30903,38.72,2917,0,0,0,0
30939,43.40,2937,0,0,0,0
30975,49.90,2934,0,0,0,0
31011,57.08,2909,0,0,0,0
31047,63.04,2905,0,0,0,0
31083,65.73,2942,0,0,0,0
31119,65.22,3117,0,0,0,0
31155,63.24,3183,0,0,0,0
31191,62.07,3092,0,0,0,0
31227,61.21,2955,0,0,0,0
31263,60.68,2911,0,0,0,0
31299,60.00,2928,0,0,0,0
31335,59.50,2947,0,0,0,0
31371,58.69,2959,0,0,0,0
31407,58.32,2931,0,0,0,0
31443,57.98,2946,0,0,0,0
31479,57.58,2944,0,0,0,0
31515,59.84,2935,0,0,0,0
31551,67.51,2930,0,0,0,0
31587,76.52,2915,0,0,0,0
31623,85.58,2947,0,0,0,0
31673,92.17,2917,0,0,0,0
31722,94.66,2905,0,0,0,0
31771,92.54,2931,0,0,0,0
31820,91.17,2964,0,0,0,0
31869,90.03,2949,0,0,0,0
31918,89.03,2911,0,0,0,0
31967,88.94,2927,0,0,0,0
32016,89.02,2958,0,0,0,0
32065,88.22,3169,0,0,0,0
32114,88.83,3184,0,0,0,0
32163,100.82,2975,0,0,0,0
32212,116.78,2871,0,0,0,0
32261,128.46,2915,0,0,0,0
32310,131.49,2948,0,0,0,0
32359,129.13,2981,0,0,0,0
32408,127.23,2998,0,0,0,0
32457,125.77,2966,0,0,0,0
32506,124.58,2962,0,0,0,0
32555,123.48,2923,0,0,0,0
32604,122.53,2950,0,0,0,0
32653,121.62,3024,0,0,0,0
32702,120.88,2997,0,0,0,0
32751,120.22,2925,0,0,0,0
32800,130.39,2939,0,0,0,0
32849,148.87,2999,0,0,0,0
32898,164.12,3041,0,0,0,0
32947,170.26,3034,0,0,0,0
32996,170.90,3069,0,0,0,0
33045,168.88,3026,0,0,0,0
33094,166.99,2977,0,0,0,0
33143,165.63,2951,0,0,0,0
33192,164.43,2979,0,0,0,0
33241,163.51,2985,0,0,0,0
33290,162.55,2959,0,0,0,0
33339,161.79,2980,0,0,0,0
33388,161.20,2957,0,0,0,0
33437,160.55,2962,0,0,0,0
33486,159.99,2947,0,0,0,0
33535,159.46,2970,0,0,0,0
33584,159.05,2949,0,0,0,0
33633,158.56,2947,0,0,0,0
33682,158.18,2960,0,0,0,0
33731,159.86,2947,0,0,0,0
33780,170.85,2991,0,0,0,0
33829,184.18,2987,0,0,0,0
33878,195.35,2960,0,0,0,0
33927,202.07,2960,0,0,0,0
33976,204.49,2951,0,0,0,0
34025,204.40,3006,0,0,0,0
34074,203.03,3007,0,0,0,0
34123,201.84,2922,0,0,0,0
34172,200.89,2951,0,0,0,0
34221,200.04,2983,0,0,0,0
34270,199.35,2992,0,0,0,0
34319,198.72,2957,0,0,0,0
34368,198.09,2969,0,0,0,0
34417,197.58,2986,0,0,0,0
34466,197.06,2890,0,0,0,0
34515,196.58,2924,0,0,0,0
34564,196.17,2969,0,0,0,0
34613,195.72,2967,0,0,0,0
34662,195.53,2963,0,0,0,0
34711,195.28,2943,0,0,0,0
34760,194.75,2957,0,0,0,0
34809,194.34,2941,0,0,0,0
34858,194.15,2947,0,0,0,0
34907,193.87,2959,0,0,0,0
34956,193.46,2933,0,0,0,0
35005,193.18,2917,0,0,0,0
35054,192.95,2941,0,0,0,0
35103,192.72,2969,0,0,0,0
35152,192.43,2970,0,0,0,0
35201,192.12,2962,0,0,0,0
35250,191.82,2971,0,0,0,0
35299,191.60,2980,0,0,0,0
35348,191.42,2997,0,0,0,0
35397,191.15,2960,0,0,0,0
35446,190.90,2939,0,0,0,0
35495,190.73,2939,0,0,0,0
35544,190.56,2948,0,0,0,0
35593,190.43,2933,0,0,0,0
35642,190.37,2945,0,0,0,0
35691,190.37,2961,0,0,0,0
35740,190.11,2960,0,0,0,0
35789,189.86,2951,0,0,0,0
35838,189.69,2935,0,0,0,0
35887,189.58,2959,0,0,0,0
35936,189.42,2956,0,0,0,0
35985,189.36,2939,0,0,0,0
36034,189.25,2959,0,0,0,0
36083,189.06,2964,0,0,0,0
36132,188.93,2945,0,0,0,0
36181,188.70,2941,0,0,0,0
36230,188.59,2944,0,0,0,0
36279,188.48,2960,0,0,0,0
36328,188.40,2916,0,0,0,0
36377,188.29,2884,0,0,0,0
36426,188.39,2992,0,0,0,0
36475,188.30,2990,0,0,0,0
36524,188.08,2957,0,0,0,0
36573,188.02,2942,0,0,0,0
36622,187.85,2921,0,0,0,0
36671,188.10,2924,0,0,0,0
36720,188.01,3022,0,0,0,0
36769,187.80,2911,0,0,0,0
36819,187.54,2960,0,0,0,0
36868,187.52,2923,0,0,0,0
36918,187.39,2966,0,0,0,0
36967,187.20,2996,0,0,0,0
37017,187.17,3009,0,0,0,0
37066,187.01,2947,0,0,0,0
37116,186.89,3024,0,0,0,0
37165,186.79,2910,0,0,0,0
37215,186.75,2881,0,0,0,0
37264,186.72,2948,0,0,0,0
37314,186.66,2929,0,0,0,0
37363,186.49,2990,0,0,0,0
37413,186.42,2915,0,0,0,0
37462,186.28,2960,0,0,0,0
37512,186.13,2912,0,0,0,0
37561,186.19,2943,0,0,0,0
37611,186.11,2903,0,0,0,0
37660,186.06,2925,0,0,0,0
37710,185.85,3004,0,0,0,0
37760,186.21,2944,0,0,0,0
37810,186.13,2871,0,0,0,0
37860,185.95,2928,0,0,0,0
37910,185.83,3008,0,0,0,0
37960,185.92,2982,0,0,0,0
38010,185.68,2967,0,0,0,0
38060,185.66,2959,0,0,0,0
38110,185.61,2991,0,0,0,0
38160,185.49,2975,0,0,0,0
38210,185.48,2913,0,0,0,0
38260,185.39,2886,0,0,0,0
38310,185.35,2895,0,0,0,0
38360,185.27,2855,0,0,0,0
38410,185.19,2907,0,0,0,0
38460,185.09,2992,0,0,0,0
38510,185.09,3025,0,0,0,0
38560,185.04,2954,0,0,0,0
38610,184.96,2917,0,0,0,0
38660,184.92,2960,0,0,0,0
38710,184.74,2977,0,0,0,0
38760,184.67,2944,0,0,0,0
38810,184.71,2929,0,0,0,0
38860,184.86,3010,0,0,0,0
38910,184.92,2931,0,0,0,0
38960,184.60,2917,0,0,0,0
39010,184.47,2941,0,0,0,0
39060,184.54,2933,0,0,0,0
39110,184.56,2968,0,0,0,0
39160,184.46,2928,0,0,0,0
39210,184.42,2898,0,0,0,0
39260,184.32,2960,0,0,0,0
39310,184.25,2918,0,0,0,0
39360,184.10,2935,0,0,0,0
39410,184.00,2992,0,0,0,0
39460,183.75,2965,0,0,0,0
39510,183.31,2851,0,0,0,0
39560,182.85,2803,0,0,0,0
39610,182.54,2918,0,0,0,0
39660,182.06,2926,0,0,0,0
39710,181.74,3016,0,0,0,0
39760,181.30,2961,0,0,0,0
39810,180.96,2922,0,0,0,0
39860,180.66,2933,0,0,0,0
39910,180.57,3025,0,0,0,0
39960,180.05,2982,0,0,0,0
40010,179.52,3032,0,0,0,0
40060,179.19,2935,0,0,0,0
40110,178.98,2923,0,0,0,0
40160,178.51,2935,0,0,0,0
40210,178.18,2931,0,0,0,0
40260,177.83,2927,0,0,0,0
40310,177.44,2875,0,0,0,0
40360,177.07,2891,0,0,0,0
40410,176.83,3016,0,0,0,0
40460,176.49,2991,0,0,0,0
40510,176.11,3007,0,0,0,0
40560,175.74,2996,0,0,0,0
40610,175.34,2939,0,0,0,0
40660,175.13,2967,0,0,0,0
40710,174.83,2927,0,0,0,0
40760,174.54,2950,0,0,0,0
40810,174.13,2928,0,0,0,0
40860,173.86,2899,0,0,0,0
40910,173.53,2961,0,0,0,0
40960,173.57,2919,0,0,0,0
41010,173.19,2896,0,0,0,0
41060,172.71,2965,0,0,0,0
41110,172.45,2946,0,0,0,0
41160,172.07,2931,0,0,0,0
41210,171.72,2895,0,0,0,0
41260,171.35,2971,0,0,0,0
41310,170.94,2992,0,0,0,0
41360,170.47,3001,0,0,0,0
41410,170.06,2961,0,0,0,0
41460,169.54,2972,0,0,0,0
41510,169.12,2891,0,0,0,0
41560,168.60,3007,0,0,0,0
41610,168.08,2931,0,0,0,0
41660,167.58,2943,0,0,0,0
41710,167.10,2988,0,0,0,0
41760,166.73,2951,0,0,0,0
41810,166.16,2791,0,0,0,0
41860,165.71,2933,0,0,0,0
41910,165.24,2954,0,0,0,0
41960,164.66,2975,0,0,0,0
42010,164.48,2957,0,0,0,0
42060,164.16,2939,0,0,0,0
42110,163.66,2937,0,0,0,0
42160,163.12,2929,0,0,0,0
42210,162.67,2928,0,0,0,0
42260,162.26,2933,0,0,0,0
42310,161.91,2937,0,0,0,0
42360,161.49,2939,0,0,0,0
42410,160.91,2933,0,0,0,0
42460,160.48,2928,0,0,0,0
42510,159.91,2943,0,0,0,0
42560,159.54,2960,0,0,0,0
42610,159.12,2960,0,0,0,0
42660,158.64,2955,0,0,0,0
42710,158.01,2937,0,0,0,0
42760,157.49,2951,0,0,0,0
42810,156.99,2917,0,0,0,0
42860,156.23,2937,0,0,0,0
42910,155.77,2930,0,0,0,0
42960,155.14,2975,0,0,0,0
43010,154.98,2973,0,0,0,0
43060,154.47,2967,0,0,0,0
43110,153.66,2939,0,0,0,0
43160,153.11,2915,0,0,0,0
43210,152.73,2931,0,0,0,0
43260,152.13,2960,0,0,0,0
43310,151.60,2942,0,0,0,0
43360,151.09,2935,0,0,0,0
43410,150.57,2928,0,0,0,0
43460,149.93,2909,0,0,0,0
43510,149.43,2928,0,0,0,0
43560,148.97,2985,0,0,0,0
43610,148.35,2978,0,0,0,0
43660,147.91,2955,0,0,0,0
43710,147.40,2896,0,0,0,0
43760,146.87,2956,0,0,0,0
43810,146.31,2943,0,0,0,0
43860,145.84,2931,0,0,0,0
43910,145.28,2936,0,0,0,0
43960,144.75,2946,0,0,0,0
44010,144.48,2939,0,0,0,0
44060,144.46,2938,0,0,0,0
44110,143.84,2950,0,0,0,0
44160,143.05,2959,0,0,0,0
44210,142.59,2922,0,0,0,0
44260,142.17,2928,0,0,0,0
44310,141.57,2946,0,0,0,0
44360,141.12,2947,0,0,0,0
44410,140.63,2973,0,0,0,0
44460,140.28,2970,0,0,0,0
44510,139.70,2942,0,0,0,0
44560,139.27,2925,0,0,0,0
44610,138.80,2918,0,0,0,0
44660,138.46,2951,0,0,0,0
44710,137.99,2992,0,0,0,0
44760,137.64,2963,0,0,0,0
44810,137.23,2903,0,0,0,0
44860,136.74,2901,0,0,0,0
44910,136.37,2991,0,0,0,0
44960,135.99,2994,0,0,0,0
45010,135.76,2955,0,0,0,0
45060,135.94,2944,0,0,0,0
45110,135.53,2942,0,0,0,0
45160,134.89,2957,0,0,0,0
45210,134.52,2982,0,0,0,0
45260,134.13,2986,0,0,0,0
45310,133.75,2960,0,0,0,0
45360,133.36,2957,0,0,0,0
45410,132.97,2973,0,0,0,0
45460,132.49,2965,0,0,0,0
45510,132.15,2948,0,0,0,0
45560,131.74,2960,0,0,0,0
45610,131.38,2944,0,0,0,0
45660,131.11,2961,0,0,0,0
45710,130.85,2965,0,0,0,0
45760,130.55,2944,0,0,0,0
45810,130.28,2943,0,0,0,0
45860,130.04,2931,0,0,0,0
45910,129.57,2945,0,0,0,0
45960,129.42,2979,0,0,0,0
46010,129.65,2939,0,0,0,0
46060,129.87,2961,0,0,0,0
46110,129.40,2991,0,0,0,0
46160,129.19,3054,0,0,0,0
46210,129.00,3035,0,129,129,129
46260,128.56,3009,0,129,129,129
46310,128.34,3013,0,129,129,129
