Timestamp,PPG,Pressure,Systolic
1762822191.071334,1725.0,0.19,0.0
1762822191.120223,1664.0,0.1,0.0
1762822191.170154,1654.0,0.0,0.0
1762822191.2200189,1663.0,-0.08,0.0
1762822191.270124,1976.0,-0.06,0.0
1762822191.321356,2606.0,0.03,0.0
1762822191.4211378,2953.0,-0.02,0.0
1762822191.4702342,2799.0,-0.07,0.0
1762822191.5213928,2251.0,-0.09,0.0
1762822191.569367,1985.0,-0.15,0.0
1762822191.6203442,1934.0,-0.11,0.0
1762822191.6713479,1921.0,-0.1,0.0
1762822191.721209,1823.0,-0.17,0.0
1762822191.8214452,1695.0,-0.11,0.0
1762822191.871378,1613.0,-0.17,0.0
1762822191.920274,1613.0,-0.05,0.0
1762822191.9708118,1620.0,-0.05,0.0
1762822192.0210629,1843.0,0.02,0.0
1762822192.070894,2419.0,0.02,0.0
1762822192.121341,2794.0,0.07,0.0
1762822192.221364,2710.0,0.07,0.0
1762822192.269043,2173.0,0.09,0.0
1762822192.321047,1880.0,0.05,0.0
1762822192.369693,1848.0,0.11,0.0
1762822192.4205382,1840.0,0.08,0.0
1762822192.471342,1743.0,0.08,0.0
1762822192.521363,1611.0,0.06,0.0
1762822192.619346,1557.0,0.09,0.0
1762822192.670063,1546.0,0.08,0.0
1762822192.720051,1537.0,0.02,0.0
1762822192.7693481,1746.0,0.07,0.0
1762822192.8214211,2306.0,0.04,0.0
1762822192.871253,2686.0,0.11,0.0
1762822192.92128,2604.0,0.21,0.0
1762822193.02126,2122.0,0.15,0.0
1762822193.0714052,1844.0,0.2,0.0
1762822193.120235,1812.0,0.21,0.0
1762822193.170458,1796.0,0.16,0.0
1762822193.220138,1713.0,0.17,0.0
1762822193.270006,1605.0,0.11,0.0
1762822193.3212621,1542.0,0.1,0.0
1762822193.421312,1540.0,0.14,0.0
1762822193.471293,1541.0,0.01,0.0
1762822193.5202482,1663.0,0.0,0.0
1762822193.571379,2124.0,-0.14,0.0
1762822193.6214468,2504.0,-0.15,0.0
1762822193.67115,2531.0,-0.19,0.0
1762822193.721437,2123.0,-0.17,0.0
1762822193.821314,1818.0,-0.18,0.0
1762822193.871306,1776.0,-0.2,0.0
1762822193.9212742,1791.0,-0.21,0.0
1762822193.970776,1743.0,-0.28,0.0
1762822194.02086,1630.0,-0.24,0.0
1762822194.071469,1554.0,-0.3,0.0
1762822194.121309,1537.0,-0.28,0.0
1762822194.171078,1578.0,-0.29,0.0
1762822194.269838,1874.0,-0.29,0.0
1762822194.3212008,2265.0,-0.27,0.0
1762822194.371283,2447.0,-0.25,0.0
1762822194.421321,2252.0,-0.24,0.0
1762822194.471384,1926.0,-0.25,0.0
1762822194.521125,1818.0,-0.23,0.0
1762822194.571266,1808.0,-0.26,0.0
1762822194.669945,1775.0,-0.19,0.0
1762822194.719936,1692.0,-0.25,0.0
1762822194.7688901,1627.0,-0.18,0.0
1762822194.820223,1622.0,-0.15,0.0
1762822194.871229,1750.0,-0.08,0.0
