Time,Pressure,PPGSignal,rawPPGSignal,BL_W20_T2.5_D5_C2,BL_W40_T2.5_D5_C2,BL_W60_T2.5_D5_C2,BL_W10_T2.5_D5_C2,BL_W20_T1.0_D5_C2,BL_W20_T1.5_D5_C1,BL_W10_T1.0_D5_C1,BL_W20_T2.5_D5_C1,DRV_W5_T20,DRV_W10_T20,DRV_W5_T30,DRV_W5_T1
27823,26.56,-97,2987,0,0,0,0,0,0,0,0,0,0,0,0
27859,31.13,-88,2975,0,0,0,0,0,0,0,0,0,0,0,0
27895,32.12,-80,3001,0,0,0,0,0,0,0,0,0,0,0,0
27931,29.62,-62,3148,0,0,0,0,0,0,0,0,0,0,0,0
27967,28.16,-8,3361,0,0,0,0,0,0,0,0,0,0,0,0
28003,27.29,83,3387,0,0,0,0,0,0,0,0,0,0,0,0
28039,26.74,170,3261,0,0,0,0,0,0,0,0,0,0,0,0
28075,25.98,204,3121,0,0,0,0,0,0,0,0,0,0,0,0
28111,25.73,174,3070,0,0,0,0,0,0,0,0,0,0,0,0
28147,25.25,108,3055,0,0,0,0,0,0,0,0,0,0,0,0
28183,25.01,37,3024,0,0,0,0,0,0,0,0,0,0,0,0
28219,24.80,-19,3033,0,0,0,0,0,0,0,0,0,0,0,0
28255,24.33,-53,3051,0,0,0,0,0,0,0,0,0,0,0,0
28291,24.11,-66,3047,0,0,0,0,0,0,0,0,0,0,0,0
28327,31.11,-66,3024,0,0,0,0,0,0,0,0,0,0,0,0
28363,40.24,-67,2970,0,0,0,0,0,0,0,0,0,0,0,0
28399,49.09,-77,2939,0,0,0,0,0,0,0,0,0,0,0,0
28435,58.63,-94,2958,0,0,0,0,0,0,0,0,0,0,0,0
28471,64.95,-105,2963,0,0,0,0,0,0,0,0,0,0,0,0
28507,64.37,-107,2973,0,0,0,0,0,0,0,0,0,0,0,0
28543,61.39,-99,3002,0,0,0,0,0,0,0,0,0,0,0,0
28579,59.85,-85,2992,0,0,0,0,0,0,0,0,0,0,0,0
28615,58.73,-72,2966,0,0,0,0,0,0,0,0,0,0,0,0
28651,58.48,-67,2951,0,0,0,0,0,0,0,0,0,0,0,0
28687,57.97,-69,2967,0,0,0,0,0,0,0,0,0,0,0,0
28723,57.48,-64,3050,0,0,0,0,0,0,0,0,0,0,0,0
28759,56.86,-29,3294,0,0,0,0,0,0,0,0,0,0,0,0
28795,56.27,53,3413,0,0,0,0,0,0,0,0,0,0,0,0
28831,55.99,154,3301,0,0,0,0,0,0,0,0,0,0,0,0
28867,55.61,210,3115,0,0,0,0,0,0,0,0,0,0,0,0
28903,68.12,192,3024,0,0,0,0,0,0,0,0,0,0,0,0
28939,82.07,122,3014,0,0,0,0,0,0,0,0,0,0,0,0
28989,94.95,43,3026,0,0,0,0,0,0,0,0,0,0,0,0
29038,106.45,-10,3098,0,0,0,0,0,0,0,0,0,0,0,0
29088,101.49,-27,3121,0,0,0,0,0,0,0,0,0,0,0,0
29138,98.66,-17,3115,0,0,0,0,0,0,0,0,0,0,0,0
29187,96.89,-2,3056,0,0,0,0,0,0,0,0,0,0,0,0
29236,95.76,2,3049,0,0,0,0,0,0,0,0,0,0,0,0
29285,94.71,-4,3039,0,0,0,0,0,0,0,0,0,0,0,0
29334,93.89,-16,3017,0,0,0,0,0,0,0,0,0,0,0,0
29383,93.10,-30,3024,0,0,0,0,0,0,0,0,0,0,0,0
29432,92.72,-41,3019,0,0,0,0,0,0,0,0,0,0,0,0
29481,101.60,-47,3013,0,0,0,0,0,0,0,0,0,0,0,0
29531,120.58,-52,2991,0,0,0,0,0,0,0,0,0,0,0,0
29581,137.87,-50,3113,0,0,0,0,0,0,0,0,0,0,0,0
29631,141.47,-20,3261,0,0,0,0,0,0,0,0,0,0,0,0
29681,136.90,39,3280,0,0,0,0,0,0,0,0,0,0,0,0
29731,134.50,104,3244,0,0,0,0,0,0,0,0,0,0,0,0
29781,133.09,142,3177,0,0,0,0,0,0,0,0,0,0,0,0
29831,131.81,142,3122,0,0,0,0,0,0,0,0,0,0,0,0
29881,130.96,110,3086,0,0,0,0,0,0,0,0,0,0,0,0
29931,130.12,63,3063,0,0,0,0,0,0,0,0,0,0,0,0
29981,129.41,19,3088,0,0,0,0,0,0,0,0,0,0,0,0
30031,129.08,-10,3057,0,0,0,0,0,0,0,0,0,0,0,0
30081,147.59,-29,3051,0,0,0,0,0,0,0,0,0,0,0,0
30131,163.19,-39,3053,0,0,0,0,0,0,0,0,0,0,0,0
30181,166.96,-43,3057,0,0,0,0,0,0,0,0,0,0,0,0
30231,163.19,-44,3046,0,0,0,0,0,0,0,0,0,0,0,0
30281,161.07,-45,2997,0,0,0,0,0,0,0,0,0,0,0,0
30331,159.72,-51,3025,0,0,0,0,0,0,0,0,0,0,0,0
30381,158.39,-54,3019,0,0,0,0,0,0,0,0,0,0,0,0
30431,157.58,-58,2978,0,0,0,0,0,0,0,0,0,0,0,0
30481,156.78,-67,2955,0,0,0,0,0,0,0,0,0,0,0,0
30531,155.77,-82,2931,0,0,0,0,0,0,0,0,0,0,0,0
30581,155.12,-96,2966,0,0,0,0,0,0,0,0,0,0,0,0
30631,154.53,-101,2971,0,0,0,0,0,0,0,0,0,0,0,0
30681,171.27,-97,2946,0,0,0,0,0,0,0,0,0,0,0,0
30731,183.67,-91,2950,0,0,0,0,0,0,0,0,0,0,0,0
30781,181.22,-85,2982,0,0,0,0,0,0,0,0,0,0,0,0
30831,179.27,-77,2960,0,0,0,0,0,0,0,0,0,0,0,0
30881,178.15,-69,2970,0,0,0,0,0,0,0,0,0,0,0,0
30931,177.31,-63,2959,0,0,0,0,0,0,0,0,0,0,0,0
30981,176.28,-59,2943,0,0,0,0,0,0,0,0,0,0,0,0
31031,175.51,-60,2940,0,0,0,0,0,0,0,0,0,0,0,0
31081,174.91,-62,2942,0,0,0,0,0,0,0,0,0,0,0,0
31131,174.35,-64,2931,0,0,0,0,0,0,0,0,0,0,0,0
31181,173.72,-64,2939,0,0,0,0,0,0,0,0,0,0,0,0
31231,173.30,-62,2951,0,0,0,0,0,0,0,0,0,0,0,0
31281,172.80,-57,2945,0,0,0,0,0,0,0,0,0,0,0,0
31331,172.44,-51,2970,0,0,0,0,0,0,0,0,0,0,0,0
31381,171.93,-43,2953,0,0,0,0,0,0,0,0,0,0,0,0
31431,171.61,-37,2938,0,0,0,0,0,0,0,0,0,0,0,0
31481,170.69,-38,2925,0,0,0,0,0,0,0,0,0,0,0,170
31531,170.19,-42,2927,0,0,0,0,0,0,0,0,0,0,0,170
31581,169.84,-45,2958,0,0,0,0,0,0,0,0,0,0,0,170
31631,169.52,-43,2927,0,0,0,0,0,0,0,0,0,0,0,170
31681,169.40,-41,2928,0,0,0,0,0,0,0,0,0,0,0,170
31731,169.20,-40,2938,0,0,0,0,0,0,0,0,0,0,0,170
31781,168.91,-40,2923,0,0,0,0,0,0,0,0,0,0,0,170
31831,168.58,-41,2901,0,0,0,0,0,0,0,0,0,0,0,170
31881,168.44,-43,2925,0,0,0,0,0,0,0,0,0,0,0,170
31931,168.21,-42,2942,0,0,0,0,0,0,0,0,0,0,0,170
31981,168.04,-36,2938,0,0,0,0,0,0,0,0,0,0,0,170
32031,167.72,-28,2954,0,0,0,0,0,0,0,0,0,0,0,170
32081,167.47,-19,2951,0,0,0,0,0,0,0,0,167,167,0,170
32131,167.28,-14,2924,0,0,0,0,0,0,0,0,167,167,0,170
32181,166.92,-13,2934,0,0,0,0,0,0,0,0,167,167,0,170
32231,166.81,-14,2947,0,0,0,0,0,0,0,0,167,167,0,170
32281,166.63,-12,2949,0,0,0,0,0,0,0,0,167,167,0,170
32331,166.56,-12,2909,0,0,0,0,0,0,0,0,167,167,0,170
32381,166.18,-18,2913,0,0,0,0,0,0,0,0,167,167,0,170
32431,166.05,-26,2926,0,0,0,0,0,0,0,0,167,167,0,170
32481,166.10,-28,2931,0,0,0,0,0,0,0,0,167,167,0,170
32531,165.91,-25,2927,0,0,0,0,0,0,0,0,167,167,0,170
32581,165.75,-20,2939,0,0,0,0,0,0,0,0,167,167,0,170
32631,165.61,-14,2938,0,0,0,0,0,0,0,0,167,167,0,170
32681,165.31,-7,2960,0,0,0,0,0,0,0,0,167,167,0,170
32731,165.30,-2,2911,0,0,0,0,0,0,0,0,167,167,0,170
32781,164.94,-6,2896,0,0,0,0,0,0,0,0,167,167,0,170
32831,164.78,-15,2928,0,0,0,0,0,0,0,0,167,167,0,170
32881,164.66,-19,2944,0,0,0,0,0,0,0,0,167,167,0,170
32931,164.41,-15,2947,0,0,0,0,0,0,0,0,167,167,0,170
32981,164.34,-8,2941,0,0,0,0,0,0,0,0,167,167,0,170
33031,164.15,-3,2943,0,0,0,0,0,0,0,0,167,167,0,170
33081,164.05,0,2947,0,0,0,0,0,0,0,0,167,167,0,170
33131,163.96,0,2928,0,0,0,0,0,0,0,0,167,167,0,170
33181,163.80,-1,2926,0,0,0,0,0,0,0,0,167,167,0,170
33231,163.65,-5,2934,0,0,0,0,0,0,0,0,167,167,0,170
33281,163.64,-7,2933,0,0,0,0,0,0,0,0,167,167,0,170
33331,163.70,-8,2912,0,0,0,0,0,0,0,0,167,167,0,170
33381,163.61,-10,2929,0,0,0,0,0,0,0,0,167,167,0,170
33431,163.37,-10,2951,0,0,0,0,0,0,0,0,167,167,0,170
33481,163.34,-5,2937,0,0,0,0,0,0,0,0,167,167,0,170
33531,163.14,0,2938,0,0,0,0,0,0,0,0,167,167,0,170
33581,162.99,3,2959,0,0,0,0,0,0,0,0,167,167,0,170
33631,162.77,7,2933,0,0,0,0,0,0,0,0,167,167,0,170
33681,162.85,7,2939,0,0,0,0,0,0,0,0,167,167,0,170
33731,162.74,4,2917,0,0,0,0,0,0,0,0,167,167,0,170
33781,162.46,0,2945,0,0,0,0,0,0,0,0,167,167,0,170
33831,162.33,0,2953,0,0,0,0,0,0,0,0,167,167,0,170
33881,162.19,3,2960,0,0,0,0,0,0,0,0,167,167,0,170
33931,161.98,7,2935,0,0,0,0,0,0,0,0,167,167,0,170
33981,161.82,7,2938,0,0,0,0,0,0,0,0,167,167,0,170
34031,161.66,2,2912,0,0,0,0,0,0,0,0,167,167,0,170
34081,161.49,-5,2914,0,0,0,0,0,0,0,0,167,167,0,170
34131,161.38,-13,2917,0,0,0,0,0,0,0,0,167,167,0,170
34181,161.40,-18,2915,0,0,0,0,0,0,0,0,167,167,0,170
34231,161.25,-18,2939,0,0,0,0,0,0,0,0,167,167,0,170
34281,161.03,-14,2939,0,0,0,0,0,0,0,0,167,167,0,170
34331,160.74,-7,2961,0,0,0,0,0,0,0,0,167,167,0,170
34381,160.64,1,2938,0,0,0,0,0,0,0,0,167,167,0,170
34431,160.36,5,2917,0,0,0,0,0,0,0,0,167,167,0,170
34481,160.24,2,2928,0,0,0,0,0,0,0,0,167,167,0,170
34531,160.11,0,2954,0,0,0,0,0,0,0,0,167,167,0,170
34581,159.89,1,2949,0,0,0,0,0,0,0,0,167,167,0,170
34631,159.56,4,2930,0,0,0,0,0,0,0,0,167,167,0,170
34681,159.37,4,2928,0,0,0,0,0,0,0,0,167,167,0,170
34731,159.23,0,2933,0,0,0,0,0,0,0,0,167,167,0,170
34781,159.09,1,2982,0,0,0,0,0,0,0,0,167,167,0,170
34831,158.83,7,2942,0,0,0,0,0,0,0,0,167,167,0,170
34881,158.69,10,2918,0,0,0,0,0,0,0,0,167,167,0,170
34931,158.67,5,2929,0,0,0,0,0,0,0,0,167,167,0,170
34981,158.51,0,2944,0,0,0,0,0,0,0,0,167,167,0,170
35031,158.19,-2,2932,0,0,0,0,0,0,0,0,167,167,0,170
35081,158.03,-2,2943,0,0,0,0,0,0,0,0,167,167,0,170
35131,157.76,0,2945,0,0,0,0,0,0,0,0,167,167,0,170
35181,157.61,1,2919,0,0,0,0,0,0,0,0,167,167,0,170
35231,157.46,0,2926,0,0,0,0,0,0,0,0,167,167,0,170
35281,157.11,-3,2931,0,0,0,0,0,0,0,0,167,167,0,170
35331,156.82,-5,2934,0,0,0,0,0,0,0,0,167,167,0,170
35381,156.44,-6,2927,0,0,0,0,0,0,0,0,167,167,0,170
35431,156.13,-8,2919,0,0,0,0,0,0,0,0,167,167,0,170
35481,155.53,-9,2928,0,0,0,0,0,0,0,0,167,167,0,170
35531,155.10,-10,2925,0,0,0,0,0,0,0,0,167,167,0,170
35581,154.63,-9,2922,0,0,0,0,0,0,0,0,167,167,0,170
35631,154.41,-6,2960,0,0,0,0,0,0,0,0,167,167,0,170
35681,154.11,2,2977,0,0,0,0,0,0,0,0,167,167,0,170
35731,153.57,13,2945,0,0,0,0,0,0,0,0,167,167,0,170
35781,153.00,16,2927,0,0,0,0,0,0,0,0,167,167,0,170
35831,152.59,11,2927,0,0,0,0,0,0,0,0,167,167,0,170
35881,152.35,6,2959,0,0,0,0,0,0,0,0,167,167,0,170
35931,151.75,5,2944,0,0,0,0,0,0,0,0,167,167,0,170
35981,151.25,5,2935,0,0,0,0,0,0,0,0,167,167,0,170
36031,150.91,7,2989,0,0,0,0,0,0,0,0,167,167,0,170
36081,150.47,15,2974,0,0,0,0,0,0,0,0,167,167,0,170
36131,150.19,26,2986,0,0,0,0,0,0,0,0,167,167,0,170
36181,149.63,32,2960,0,0,0,0,0,0,0,0,167,167,0,170
36231,149.34,32,2950,0,0,0,0,0,0,0,0,167,167,0,170
36281,148.96,25,2959,0,0,0,0,0,0,0,0,167,167,0,170
36331,148.90,17,2962,0,0,0,0,0,0,0,0,167,167,0,170
36381,148.52,11,2953,0,0,0,0,0,0,0,0,167,167,0,170
36431,147.99,7,2945,0,0,0,0,0,0,0,0,167,167,0,170
36481,147.60,2,2935,0,0,0,0,0,0,0,0,167,167,0,170
36531,147.27,-2,2947,0,0,0,0,0,0,0,0,167,167,0,170
36581,147.07,-3,2976,0,0,0,0,0,0,0,0,167,167,0,170
36631,146.62,3,2978,0,0,0,0,0,0,0,0,167,167,0,170
36681,146.17,12,2960,0,0,0,0,0,0,0,0,167,167,0,170
36731,145.84,14,2933,0,0,0,0,0,0,0,0,167,167,0,170
36781,145.42,9,2960,0,0,0,0,0,0,0,0,167,167,0,170
36831,145.14,4,2949,0,0,0,0,0,0,0,0,167,167,0,170
36881,144.81,2,2951,0,0,0,0,0,0,0,0,167,167,0,170
36931,144.16,1,2956,0,0,0,0,0,0,0,0,167,167,0,170
36981,143.88,2,2960,0,0,0,0,0,0,0,0,167,167,0,170
37031,143.79,3,2947,0,0,0,0,0,0,0,0,167,167,0,170
37081,143.70,2,2956,0,0,0,0,0,0,0,0,167,167,0,170
37131,143.31,1,2954,0,0,0,0,0,0,0,0,167,167,0,170
37181,142.83,0,2949,0,0,0,0,0,0,0,0,167,167,0,170
37231,142.40,0,2961,0,0,0,0,0,0,0,0,167,167,0,170
37281,142.02,1,2976,0,0,0,0,0,0,0,0,167,167,0,170
37331,141.75,5,2951,0,0,0,0,0,0,0,0,167,167,0,170
37381,141.34,8,2959,0,0,0,0,0,0,0,0,167,167,0,170
37431,140.87,7,2957,0,0,0,0,0,0,0,0,167,167,0,170
37481,140.42,7,2966,0,0,0,0,0,0,0,0,167,167,0,170
37531,140.10,7,2962,0,0,0,0,0,0,0,0,167,167,0,170
37581,139.74,7,2962,0,0,0,0,0,0,0,0,167,167,0,170
37631,139.38,6,2955,0,0,0,0,0,0,0,0,167,167,0,170
37681,139.11,4,2947,0,0,0,0,0,0,0,0,167,167,0,170
37731,138.92,0,2945,0,0,0,0,0,0,0,0,167,167,0,170
37781,138.76,-2,2960,0,0,0,0,0,0,0,0,167,167,0,170
37831,138.22,-1,2973,0,0,0,0,0,0,0,0,167,167,0,170
37881,137.86,1,2946,0,0,0,0,0,0,0,0,167,167,0,170
37931,137.64,2,2966,0,0,0,0,0,0,0,0,167,167,0,170
37981,137.19,4,2977,0,0,0,0,0,0,0,0,167,167,0,170
38031,136.78,8,2974,0,0,0,0,0,0,0,0,167,167,0,170
38081,136.59,10,2963,0,0,0,0,0,0,0,0,167,167,0,170
38131,136.19,11,2966,0,0,0,0,0,0,0,0,167,167,0,170
38181,135.86,11,2967,0,0,0,0,0,0,0,0,167,167,0,170
38231,135.49,11,2969,0,0,0,0,0,0,0,0,167,167,0,170
38281,135.26,10,2957,0,0,0,0,0,0,0,0,167,167,0,170
38331,134.90,7,2970,0,0,0,0,0,0,0,0,167,167,0,170
38381,134.48,6,2972,0,0,0,0,0,0,0,0,167,167,0,170
38431,134.09,5,2963,0,0,0,0,0,0,0,0,167,167,0,170
38481,133.83,6,2981,0,0,0,0,0,0,0,0,167,167,0,170
38531,133.83,9,2985,0,0,0,0,0,0,0,0,167,167,0,170
38581,133.64,12,2975,0,0,0,0,0,0,0,0,167,167,0,170
38631,133.18,13,2979,0,0,0,0,0,0,0,0,167,167,0,170
38681,132.73,13,2977,0,0,0,0,0,0,0,0,167,167,0,170
38731,132.47,11,2961,0,0,0,0,0,0,0,0,167,167,0,170
38781,132.15,5,2941,0,0,0,0,0,0,0,0,167,167,0,170
38831,131.80,-3,2944,0,0,0,0,0,0,0,0,167,167,0,170
38881,131.50,-9,2960,0,0,0,0,0,0,0,0,167,167,0,170
38931,131.09,-8,2991,0,0,0,0,0,0,0,0,167,167,0,170
38981,130.79,-1,2983,0,0,0,0,0,0,0,0,167,167,0,170
39031,130.45,5,2966,0,0,0,0,0,0,0,0,167,167,0,170
39081,130.21,7,2960,0,0,0,0,0,0,0,0,167,167,0,170
39131,129.84,5,2961,0,0,0,0,0,0,0,0,167,167,0,170
39181,129.51,2,2975,0,0,0,0,0,0,0,0,167,167,0,170
39231,129.22,3,2992,0,0,0,0,0,0,0,0,167,167,0,170
39281,128.86,6,2977,0,0,0,0,0,0,0,0,167,167,0,170
39331,128.52,8,2963,0,0,0,0,0,0,0,0,167,167,0,170
39381,128.34,7,2962,0,0,0,0,0,0,0,0,167,167,0,170
39431,128.44,3,2958,0,0,0,0,0,0,0,0,167,167,0,170
39481,128.09,0,2974,0,0,0,0,0,0,0,0,167,167,0,170
39531,127.53,-2,2956,0,0,0,0,0,0,0,0,167,167,0,170
39581,127.36,-2,2977,0,0,0,0,0,0,0,0,167,167,0,170
39631,126.98,-1,2964,0,0,0,0,0,0,0,0,167,167,0,170
39681,126.69,0,2967,0,0,0,0,0,0,0,0,167,167,0,170
39731,126.38,0,2966,0,0,0,0,0,0,0,0,167,167,0,170
39781,126.07,0,2971,0,0,0,0,0,0,0,0,167,167,0,170
39831,125.76,0,2960,0,0,0,0,0,0,0,0,167,167,0,170
39881,125.50,0,2971,0,0,0,0,0,0,0,0,167,167,0,170
39931,125.24,1,2976,0,0,0,0,0,0,0,0,167,167,0,170
39981,124.90,4,2982,0,0,0,0,0,0,0,0,167,167,0,170
40031,124.54,9,2999,0,0,0,0,0,0,0,0,167,167,0,170
40081,124.32,15,2983,0,0,0,0,0,0,0,0,167,167,0,170
40131,123.99,15,2953,0,0,0,0,0,0,0,0,167,167,0,170
40181,123.77,9,2960,0,0,0,0,0,0,0,0,167,167,0,170
40231,123.59,0,2960,0,0,0,0,0,0,0,0,167,167,0,170
40281,123.69,-6,2961,0,0,0,0,0,0,0,0,167,167,0,170
40331,123.41,-8,2982,0,0,0,0,0,0,0,0,167,167,0,170
40381,122.92,-4,2983,0,0,0,0,0,0,0,0,167,167,0,170
40431,122.49,2,2996,0,0,0,0,0,0,0,0,167,167,0,170
40481,122.21,9,2987,0,0,0,0,0,0,0,0,167,167,0,170
40531,121.93,13,2963,0,0,0,0,0,0,0,0,167,167,0,170
40581,121.67,11,2967,0,0,0,0,0,0,0,0,167,167,0,170
40631,121.41,6,2979,0,0,0,0,0,0,0,0,167,167,0,170
40681,121.03,2,2970,0,0,0,0,0,0,0,0,167,167,0,170
40731,120.77,0,2971,0,0,0,0,0,0,0,0,167,167,0,170
40781,120.39,-2,2960,0,0,0,0,0,0,0,0,167,167,0,170
40831,120.11,-5,2973,0,0,0,0,0,0,0,0,167,167,0,170
40881,119.79,-4,2998,0,0,0,0,0,0,0,0,167,167,0,170
40931,119.55,1,2978,0,0,0,0,0,0,0,0,167,167,0,170
40981,119.19,7,2975,0,0,0,0,0,0,0,0,167,167,0,170
41031,119.22,10,2990,0,0,0,0,0,0,0,0,167,167,0,170
41081,119.23,10,2959,0,0,0,0,0,0,0,0,167,167,0,170
41131,118.64,6,2960,0,0,0,0,0,0,0,0,167,167,0,170
41181,118.39,0,2970,0,0,0,0,0,0,0,0,167,167,0,170
41231,118.05,-3,2973,0,0,0,0,0,0,0,0,167,167,0,170
41281,117.65,-2,2993,0,0,0,0,0,0,0,0,167,167,0,170
41331,117.35,3,3003,0,0,0,0,0,0,0,0,167,167,0,170
41381,117.21,10,2991,0,0,0,0,0,0,0,0,167,167,0,170
41431,116.83,15,2975,0,0,0,0,0,0,0,0,167,167,0,170
41481,116.35,13,2969,0,0,0,0,0,0,0,0,167,167,0,170
41531,116.14,8,3001,0,0,0,0,0,0,0,0,167,167,0,170
41581,116.03,7,2995,0,0,0,0,0,0,0,0,167,167,0,170
41631,115.81,7,2970,0,0,0,0,0,0,0,0,167,167,0,170
41681,115.39,2,2960,0,0,0,0,0,0,0,0,167,167,0,170
41731,115.15,-3,2966,0,0,0,0,0,0,0,0,167,167,0,170
41781,114.94,-8,2980,0,0,0,0,0,0,0,0,167,167,0,170
41831,115.17,-8,2961,0,0,0,0,0,0,0,0,167,167,0,170
41881,115.21,-8,2975,0,0,0,0,0,0,0,0,167,167,0,170
41931,114.67,-7,2983,0,0,0,0,0,0,0,0,167,167,0,170
41981,114.29,-2,2975,0,0,0,0,0,0,0,0,167,167,0,170
42031,113.98,0,2983,0,0,0,0,0,0,0,0,167,167,0,170
42081,113.74,3,2991,0,0,0,0,0,0,0,0,167,167,0,170
42131,113.47,5,2993,0,0,0,0,0,0,0,0,167,167,0,170
42181,113.12,8,2992,0,0,0,0,0,0,0,0,167,167,0,170
42231,112.81,10,2981,0,0,0,0,0,0,0,0,167,167,0,170
42281,112.40,11,2994,0,0,0,0,0,0,0,0,167,167,0,170
42331,112.19,13,3018,0,0,0,0,0,0,0,0,167,167,0,170
42381,111.82,17,2995,0,0,0,0,0,0,0,0,167,167,0,170
42431,111.61,20,3007,0,0,0,0,0,111,111,111,167,167,0,170
42481,111.29,21,3003,111,0,0,111,111,111,111,111,167,167,0,170
42531,110.96,19,2993,111,0,0,111,111,111,111,111,167,167,0,170
42581,110.93,15,2974,111,0,0,111,111,111,111,111,167,167,0,170
42631,111.18,6,2951,111,0,0,111,111,111,111,111,167,167,0,170
42681,111.11,-4,2977,111,0,0,111,111,111,111,111,167,167,0,170
42731,110.62,-7,3015,111,0,0,111,111,111,111,111,167,167,0,170
42781,110.18,-1,3011,111,0,0,111,111,111,111,111,167,167,0,170
42831,109.77,7,3010,111,0,0,111,111,111,111,111,167,167,0,170
42881,109.48,13,2977,111,0,0,111,111,111,111,111,167,167,0,170
42931,109.21,10,2959,111,0,0,111,111,111,111,111,167,167,0,170
42981,108.96,2,2992,111,0,0,111,111,111,111,111,167,167,0,170
43031,108.68,-1,2989,111,0,0,111,111,111,111,111,167,167,0,170
43081,108.30,-2,2977,111,0,0,111,111,111,111,111,167,167,0,170
43131,108.00,-2,3009,111,0,0,111,111,111,111,111,167,167,0,170
43181,107.76,1,3004,111,0,0,111,111,111,111,111,167,167,0,170
43231,107.54,8,3015,111,0,0,111,111,111,111,111,167,167,0,170
43281,107.24,14,2992,111,0,0,111,111,111,111,111,167,167,0,170
43331,106.94,15,2989,111,0,0,111,111,111,111,111,167,167,0,170
43381,106.80,11,2991,111,0,0,111,111,111,111,111,167,167,0,170
43431,107.12,6,2993,111,0,0,111,111,111,111,111,167,167,0,170
43481,107.31,4,2986,111,0,0,111,111,111,111,111,167,167,0,170
43531,106.99,2,2995,111,0,0,111,111,111,111,111,167,167,0,170
43581,106.48,4,3024,111,0,0,111,111,111,111,111,167,167,0,170
43631,105.85,8,3003,111,0,0,111,111,111,111,111,167,167,0,170
43681,105.51,12,3013,111,0,0,111,111,111,111,111,167,167,0,170
43731,105.27,14,2991,111,0,0,111,111,111,111,111,167,167,0,170
43781,105.11,11,2997,111,0,0,111,111,111,111,111,167,167,0,170
43831,104.79,9,3014,111,0,0,111,111,111,111,111,167,167,0,170
43881,104.53,9,3014,111,0,0,111,111,111,111,111,167,167,0,170
43931,104.26,10,3010,111,0,0,111,111,111,111,111,167,167,0,170
43981,104.03,10,2992,111,0,0,111,111,111,111,111,167,167,0,170
44031,103.80,9,3003,111,0,0,111,111,111,111,111,167,167,0,170
44081,103.68,8,3017,111,0,0,111,111,111,111,111,167,167,0,170
44131,103.46,8,2997,111,0,0,111,111,111,111,111,167,167,0,170
44181,103.23,6,3007,111,0,0,111,111,111,111,111,167,167,0,170
44231,103.26,5,3011,111,0,0,111,111,111,111,111,167,167,0,170
44281,103.66,4,2990,111,0,0,111,111,111,111,111,167,167,0,170
44331,103.66,2,2999,111,0,0,111,111,111,111,111,167,167,0,170
44381,103.07,0,3003,111,0,0,111,111,111,111,111,167,167,0,170
44431,102.66,-2,2992,111,0,0,111,111,111,111,111,167,167,0,170
44481,102.32,-4,2988,111,0,0,111,111,111,111,111,167,167,0,170
44531,102.02,-5,3013,111,0,0,111,111,111,111,111,167,167,0,170
44581,101.80,-1,3029,111,0,0,111,111,111,111,111,167,167,0,170
44631,101.60,5,3002,111,0,0,111,111,111,111,111,167,167,0,170
44681,101.28,7,2978,111,0,0,111,111,111,111,111,167,167,0,170
44731,101.02,2,2991,111,0,0,111,111,111,111,111,167,167,0,170
44781,100.79,-1,3010,111,0,0,111,111,111,111,111,167,167,0,170
44831,100.56,-2,2985,111,0,0,111,111,111,111,111,167,167,0,170
44881,100.23,-3,3005,111,0,0,111,111,111,111,111,167,167,0,170
44931,100.02,-2,2999,111,0,0,111,111,111,111,111,167,167,0,170
44981,100.06,-1,2999,111,0,0,111,111,111,111,111,167,167,0,170
45031,100.41,0,3008,111,0,0,111,111,111,111,111,167,167,0,170
45081,100.62,0,2983,111,0,0,111,111,111,111,111,167,167,0,170
45131,100.01,-2,2995,111,0,0,111,111,111,111,111,167,167,0,170
45181,99.45,-3,3006,111,0,0,111,111,111,111,111,167,167,0,170
45230,98.99,-1,3005,111,0,0,111,111,111,111,111,167,167,0,170
45279,98.66,1,3021,111,0,0,111,111,111,111,111,167,167,0,170
45328,98.46,6,3019,111,0,0,111,111,111,111,111,167,167,0,170
45377,98.15,10,3019,111,0,0,111,111,111,111,111,167,167,0,170
45426,97.83,12,2995,111,0,0,111,111,111,111,111,167,167,0,170
45475,97.61,10,3014,111,0,0,111,111,111,111,111,167,167,0,170
45524,97.40,10,3041,111,0,0,111,111,111,111,111,167,167,0,170
45573,97.22,12,2997,111,0,0,111,111,111,111,111,167,167,0,170
45622,96.88,10,2991,111,0,0,111,111,111,111,111,167,167,0,170
45671,96.70,4,3003,111,0,0,111,111,111,111,111,167,167,0,170
45720,96.46,0,3015,111,0,0,111,111,111,111,111,167,167,0,170
45769,96.73,1,3024,111,0,0,111,111,111,111,111,167,167,0,170
45818,97.29,4,3007,111,0,0,111,111,111,111,111,167,167,0,170
45867,97.12,6,2992,111,0,0,111,111,111,111,111,167,167,0,170
45916,96.66,3,2992,111,0,0,111,111,111,111,111,167,167,0,170
45965,96.34,0,3018,111,0,0,111,111,111,111,111,167,167,0,170
46014,95.91,2,3038,111,0,0,111,111,111,111,111,167,167,0,170
46063,95.54,12,3050,111,0,0,111,111,111,111,111,167,167,0,170
46112,95.25,24,3049,111,0,0,111,111,111,111,111,167,167,0,170
46161,94.91,32,3024,111,94,0,111,111,111,111,111,167,167,94,170
46210,94.49,32,3023,111,94,0,111,111,111,111,111,167,167,94,170
