Time,Pressure,PPGSignal,BL_W20_T2.5_D10_C2,BL_W40_T2.5_D10_C2,BL_W60_T2.5_D10_C2,BL_W80_T2.5_D10_C2
20247,-0.15,-75,0,0,0,0
20283,-0.20,-79,0,0,0,0
20319,-0.15,-84,0,0,0,0
20355,-0.25,-83,0,0,0,0
20391,-0.21,-77,0,0,0,0
20427,-0.20,-71,0,0,0,0
20463,-0.16,-65,0,0,0,0
20499,-0.28,-61,0,0,0,0
20535,-0.15,-58,0,0,0,0
20571,-0.18,-57,0,0,0,0
20607,-0.23,-59,0,0,0,0
20643,-0.20,-65,0,0,0,0
20679,-0.17,-69,0,0,0,0
20715,-0.15,-71,0,0,0,0
20751,-0.21,-74,0,0,0,0
20787,-0.19,-74,0,0,0,0
20823,-0.15,-71,0,0,0,0
20859,-0.15,-70,0,0,0,0
20895,-0.13,-71,0,0,0,0
20931,-0.19,-73,0,0,0,0
20967,-0.13,-74,0,0,0,0
21003,-0.19,-72,0,0,0,0
21039,-0.15,-72,0,0,0,0
21075,-0.19,-79,0,0,0,0
21111,-0.14,-86,0,0,0,0
21147,-0.22,-88,0,0,0,0
21183,-0.23,-83,0,0,0,0
21219,-0.25,-76,0,0,0,0
21255,-0.16,-74,0,0,0,0
21291,-0.18,-78,0,0,0,0
21327,-0.21,-87,0,0,0,0
21363,-0.20,-94,0,0,0,0
21399,-0.25,-94,0,0,0,0
21435,-0.20,-88,0,0,0,0
21471,-0.21,-82,0,0,0,0
21507,-0.15,-79,0,0,0,0
21543,-0.19,-80,0,0,0,0
21579,-0.19,-79,0,0,0,0
21615,-0.21,-77,0,0,0,0
21651,-0.16,-74,0,0,0,0
21687,-0.13,-71,0,0,0,0
21723,-0.18,-70,0,0,0,0
21759,-0.27,-70,0,0,0,0
21795,-0.18,-72,0,0,0,0
21831,-0.23,-80,0,0,0,0
21867,-0.11,-89,0,0,0,0
21903,-0.18,-96,0,0,0,0
21939,-0.15,-98,0,0,0,0
21975,-0.27,-90,0,0,0,0
22011,-0.20,-77,0,0,0,0
22047,-0.18,-68,0,0,0,0
22083,-0.24,-65,0,0,0,0
22119,-0.24,-67,0,0,0,0
22155,-0.24,-71,0,0,0,0
22191,-0.09,-75,0,0,0,0
22227,-0.19,-73,0,0,0,0
22263,-0.22,-72,0,0,0,0
22299,-0.20,-75,0,0,0,0
22335,-0.27,-78,0,0,0,0
22371,-0.21,-75,0,0,0,0
22407,-0.23,-69,0,0,0,0
22443,-0.22,-66,0,0,0,0
22479,-0.13,-67,0,0,0,0
22515,-0.17,-67,0,0,0,0
22551,-0.18,-67,0,0,0,0
22587,-0.17,-69,0,0,0,0
22623,-0.25,-73,0,0,0,0
22659,-0.14,-77,0,0,0,0
22695,-0.19,-81,0,0,0,0
22731,-0.18,-81,0,0,0,0
22767,-0.30,-80,0,0,0,0
22803,-0.27,-79,0,0,0,0
22839,-0.20,-80,0,0,0,0
22875,-0.18,-83,0,0,0,0
22911,-0.20,-86,0,0,0,0
22947,-0.17,-87,0,0,0,0
22983,-0.19,-88,0,0,0,0
23019,-0.26,-88,0,0,0,0
23055,-0.20,-85,0,0,0,0
23091,-0.23,-79,0,0,0,0
23127,-0.11,-76,0,0,0,0
23163,-0.16,-74,0,0,0,0
23199,-0.22,-72,0,0,0,0
23235,-0.22,-76,0,0,0,0
23271,-0.18,-87,0,0,0,0
23307,-0.22,-93,0,0,0,0
23343,-0.15,-87,0,0,0,0
23379,-0.19,-74,0,0,0,0
23415,-0.20,-66,0,0,0,0
23451,-0.22,-64,0,0,0,0
23487,-0.22,-64,0,0,0,0
23523,-0.21,-68,0,0,0,0
23559,-0.17,-74,0,0,0,0
23595,-0.25,-78,0,0,0,0
23631,-0.15,-80,0,0,0,0
23667,-0.21,-83,0,0,0,0
23703,-0.24,-91,0,0,0,0
23739,-0.18,-98,0,0,0,0
23775,-0.23,-95,0,0,0,0
23811,-0.19,-87,0,0,0,0
23847,-0.21,-81,0,0,0,0
23883,-0.12,-79,0,0,0,0
23919,-0.20,-79,0,0,0,0
23955,-0.24,-78,0,0,0,0
23991,-0.18,-76,0,0,0,0
24027,-0.20,-74,0,0,0,0
24063,-0.20,-71,0,0,0,0
24099,-0.18,-69,0,0,0,0
24135,-0.24,-69,0,0,0,0
24171,-0.18,-70,0,0,0,0
24207,-0.16,-71,0,0,0,0
24243,-0.20,-71,0,0,0,0
24279,-0.15,-72,0,0,0,0
24315,-0.16,-72,0,0,0,0
24351,-0.17,-72,0,0,0,0
24387,-0.08,-71,0,0,0,0
24423,-0.20,-70,0,0,0,0
24459,-0.13,-73,0,0,0,0
24495,-0.21,-79,0,0,0,0
24531,-0.16,-87,0,0,0,0
24567,-0.19,-87,0,0,0,0
24603,-0.22,-77,0,0,0,0
24639,-0.17,-66,0,0,0,0
24675,-0.10,-63,0,0,0,0
24711,-0.15,-67,0,0,0,0
24747,-0.16,-75,0,0,0,0
24783,-0.17,-78,0,0,0,0
24819,-0.10,-76,0,0,0,0
24855,-0.25,-73,0,0,0,0
24891,-0.18,-73,0,0,0,0
24927,-0.23,-76,0,0,0,0
24963,-0.23,-77,0,0,0,0
24999,-0.18,-75,0,0,0,0
25035,-0.12,-73,0,0,0,0
25071,-0.17,-74,0,0,0,0
25107,-0.17,-76,0,0,0,0
25143,-0.18,-80,0,0,0,0
25179,-0.20,-87,0,0,0,0
25215,-0.14,-91,0,0,0,0
25251,-0.21,-88,0,0,0,0
25287,-0.11,-81,0,0,0,0
25323,-0.15,-76,0,0,0,0
25359,-0.13,-74,0,0,0,0
25395,-0.19,-74,0,0,0,0
25431,-0.18,-74,0,0,0,0
25467,-0.18,-73,0,0,0,0
25503,-0.15,-74,0,0,0,0
25539,-0.17,-77,0,0,0,0
25575,-0.23,-82,0,0,0,0
25611,-0.18,-84,0,0,0,0
25647,-0.18,-85,0,0,0,0
25683,-0.12,-84,0,0,0,0
25719,-0.14,-84,0,0,0,0
25755,-0.20,-85,0,0,0,0
25791,-0.20,-84,0,0,0,0
25827,-0.15,-80,0,0,0,0
25863,-0.15,-76,0,0,0,0
25899,-0.19,-76,0,0,0,0
25935,-0.20,-81,0,0,0,0
25971,-0.18,-84,0,0,0,0
26007,-0.13,-84,0,0,0,0
26043,-0.14,-83,0,0,0,0
26079,-0.16,-76,0,0,0,0
26115,-0.15,-67,0,0,0,0
26151,-0.22,-63,0,0,0,0
26187,-0.23,-67,0,0,0,0
26223,-0.25,-71,0,0,0,0
26259,-0.12,-73,0,0,0,0
26295,-0.18,-74,0,0,0,0
26331,-0.13,-74,0,0,0,0
26367,-0.18,-74,0,0,0,0
26403,-0.20,-75,0,0,0,0
26439,-0.20,-76,0,0,0,0
26475,-0.21,-79,0,0,0,0
26511,-0.16,-83,0,0,0,0
26547,-0.11,-86,0,0,0,0
26583,-0.23,-86,0,0,0,0
26619,-0.19,-85,0,0,0,0
26655,-0.20,-82,0,0,0,0
26691,-0.08,-75,0,0,0,0
26727,-0.10,-67,0,0,0,0
26763,-0.15,-61,0,0,0,0
26799,-0.13,-60,0,0,0,0
26835,-0.14,-66,0,0,0,0
26871,-0.11,-73,0,0,0,0
26907,-0.23,-79,0,0,0,0
26943,-0.16,-83,0,0,0,0
26979,-0.16,-86,0,0,0,0
27015,-0.18,-88,0,0,0,0
27051,-0.20,-86,0,0,0,0
27087,-0.17,-84,0,0,0,0
27123,-0.21,-82,0,0,0,0
27159,-0.16,-81,0,0,0,0
27195,-0.15,-81,0,0,0,0
27231,-0.17,-79,0,0,0,0
27267,-0.24,-75,0,0,0,0
27303,-0.22,-73,0,0,0,0
27339,-0.14,-74,0,0,0,0
27375,-0.17,-78,0,0,0,0
27411,-0.08,-79,0,0,0,0
27447,-0.23,-78,0,0,0,0
27483,-0.20,-74,0,0,0,0
27519,-0.16,-72,0,0,0,0
27555,-0.17,-74,0,0,0,0
27591,-0.19,-77,0,0,0,0
27627,-0.15,-80,0,0,0,0
27663,-0.20,-81,0,0,0,0
27699,-0.22,-78,0,0,0,0
27735,-0.14,-70,0,0,0,0
27771,-0.14,-64,0,0,0,0
27807,-0.21,-62,0,0,0,0
27843,-0.13,-66,0,0,0,0
27879,-0.16,-71,0,0,0,0
27915,-0.24,-77,0,0,0,0
27951,-0.21,-82,0,0,0,0
27987,-0.21,-84,0,0,0,0
28023,-0.12,-85,0,0,0,0
28059,-0.21,-88,0,0,0,0
28095,-0.18,-90,0,0,0,0
28131,-0.21,-84,0,0,0,0
28167,-0.20,-74,0,0,0,0
28203,-0.17,-67,0,0,0,0
28239,-0.25,-69,0,0,0,0
28275,-0.24,-74,0,0,0,0
28311,-0.18,-77,0,0,0,0
28347,-0.15,-74,0,0,0,0
28383,-0.13,-71,0,0,0,0
28419,-0.13,-70,0,0,0,0
28455,-0.14,-72,0,0,0,0
28491,-0.13,-77,0,0,0,0
28527,-0.19,-82,0,0,0,0
28563,-0.25,-85,0,0,0,0
28599,-0.20,-84,0,0,0,0
28635,-0.17,-81,0,0,0,0
28671,-0.14,-79,0,0,0,0
28707,-0.21,-79,0,0,0,0
28743,-0.14,-81,0,0,0,0
28779,-0.13,-83,0,0,0,0
28815,-0.13,-84,0,0,0,0
28851,-0.21,-85,0,0,0,0
28887,-0.18,-85,0,0,0,0
28923,-0.25,-82,0,0,0,0
28959,-0.20,-75,0,0,0,0
28995,-0.24,-71,0,0,0,0
29031,-0.15,-72,0,0,0,0
29067,-0.16,-75,0,0,0,0
29103,-0.26,-76,0,0,0,0
29139,-0.16,-76,0,0,0,0
29175,-0.16,-75,0,0,0,0
29211,-0.19,-71,0,0,0,0
29247,-0.16,-66,0,0,0,0
29283,-0.10,-60,0,0,0,0
29319,-0.24,-58,0,0,0,0
29355,-0.18,-61,0,0,0,0
29391,-0.16,-68,0,0,0,0
29427,-0.22,-72,0,0,0,0
29463,-0.22,-72,0,0,0,0
29499,-0.21,-70,0,0,0,0
29535,-0.11,-68,0,0,0,0
29571,-0.12,-59,0,0,0,0
29607,-0.13,-47,0,0,0,0
29643,-0.18,-43,0,0,0,0
29679,-0.00,-53,0,0,0,0
29715,-0.10,-69,0,0,0,0
29751,0.02,-83,0,0,0,0
29787,-0.01,-88,0,0,0,0
29823,-0.12,-85,0,0,0,0
29859,-0.06,-85,0,0,0,0
29895,-0.05,-92,0,0,0,0
29931,-0.06,-95,0,0,0,0
29967,-0.04,-89,0,0,0,0
30003,-0.13,-80,0,0,0,0
30039,-0.18,-73,0,0,0,0
30075,-0.09,-73,0,0,0,0
30111,-0.13,-79,0,0,0,0
30147,-0.10,-89,0,0,0,0
30183,-0.13,-101,0,0,0,0
30219,-0.17,-109,0,0,0,0
30255,-0.13,-110,0,0,0,0
30291,-0.17,-106,0,0,0,0
30327,-0.22,-101,0,0,0,0
30363,-0.15,-100,0,0,0,0
30399,-0.10,-110,0,0,0,0
30435,-0.12,-125,0,0,0,0
30471,-0.09,-133,0,0,0,0
30507,-0.12,-129,0,0,0,0
30543,-0.12,-119,0,0,0,0
30579,-0.13,-103,0,0,0,0
30615,-0.19,-83,0,0,0,0
30651,-0.14,-60,0,0,0,0
30687,-0.24,-37,0,0,0,0
30723,-0.13,-22,0,0,0,0
30759,-0.30,-23,0,0,0,0
30795,-0.33,-37,0,0,0,0
30831,-0.33,-52,0,0,0,0
30867,-0.27,-57,0,0,0,0
30903,-0.26,-55,0,0,0,0
30939,-0.11,-54,0,0,0,0
30975,-0.12,-63,0,0,0,0
31011,-0.12,-77,0,0,0,0
31047,-0.20,-86,0,0,0,0
31083,-0.27,-84,0,0,0,0
31119,-0.17,-77,0,0,0,0
31155,-0.17,-73,0,0,0,0
31191,-0.15,-74,0,0,0,0
31227,0.07,-81,0,0,0,0
31263,0.24,-86,0,0,0,0
31299,0.28,-77,0,0,0,0
31335,0.25,-64,0,0,0,0
31371,0.29,-66,0,0,0,0
31407,0.39,-78,0,0,0,0
31443,0.57,-89,0,0,0,0
31479,0.59,-92,0,0,0,0
31515,0.71,-90,0,0,0,0
31551,1.09,-85,0,0,0,0
31587,1.20,-78,0,0,0,0
31623,1.13,-73,0,0,0,0
31659,0.87,-72,0,0,0,0
31695,1.06,-71,0,0,0,0
31731,1.13,-67,0,0,0,0
31767,1.21,-61,0,0,0,0
31803,1.51,-57,0,0,0,0
31839,1.67,-57,0,0,0,0
31875,1.71,-62,0,0,0,0
31911,1.80,-62,0,0,0,0
31947,1.63,-53,0,0,0,0
31983,1.52,-43,0,0,0,0
32019,1.46,-43,0,0,0,0
32055,1.29,-56,0,0,0,0
32091,1.14,-78,0,0,0,0
32127,0.90,-104,0,0,0,0
32163,0.89,-118,0,0,0,0
32199,0.69,-117,0,0,0,0
32235,0.81,-116,0,0,0,0
32271,0.62,-137,0,0,0,0
32307,0.71,-182,0,0,0,0
32343,0.63,-231,0,0,0,0
32379,0.62,-262,0,0,0,0
32415,0.57,-262,0,0,0,0
32451,0.60,-228,0,0,0,0
32487,0.60,-172,0,0,0,0
32523,0.58,-114,0,0,0,0
32559,0.61,-70,0,0,0,0
32595,0.56,-39,0,0,0,0
32631,0.46,-19,0,0,0,0
32667,0.43,-10,0,0,0,0
32703,0.24,-9,0,0,0,0
32739,0.15,-8,0,0,0,0
32775,0.18,-5,0,0,0,0
32811,0.25,-1,0,0,0,0
32847,0.24,0,0,0,0,0
32883,0.20,-3,0,0,0,0
32919,0.29,-11,0,0,0,0
32955,0.36,-18,0,0,0,0
32991,0.53,-20,0,0,0,0
33027,0.63,-17,0,0,0,0
33063,0.58,-7,0,0,0,0
33099,0.48,-1,0,0,0,0
33135,0.43,-11,0,0,0,0
33171,0.40,-38,0,0,0,0
33207,0.28,-72,0,0,0,0
33243,0.28,-101,0,0,0,0
33279,0.12,-117,0,0,0,0
33315,0.06,-120,0,0,0,0
33351,-0.10,-111,0,0,0,0
33387,-0.03,-101,0,0,0,0
33423,-0.09,-95,0,0,0,0
33459,-0.04,-88,0,0,0,0
33495,-0.07,-79,0,0,0,0
33531,-0.12,-70,0,0,0,0
33567,-0.19,-61,0,0,0,0
33603,-0.10,-56,0,0,0,0
33639,-0.12,-56,0,0,0,0
33675,-0.14,-57,0,0,0,0
33711,-0.06,-56,0,0,0,0
33747,0.03,-55,0,0,0,0
33783,-0.06,-56,0,0,0,0
33819,-0.16,-55,0,0,0,0
33855,-0.16,-52,0,0,0,0
33891,-0.09,-58,0,0,0,0
33927,-0.12,-89,0,0,0,0
33963,-0.11,-146,0,0,0,0
33999,-0.17,-205,0,0,0,0
34035,-0.04,-240,0,0,0,0
34071,-0.23,-228,0,0,0,0
34107,-0.11,-164,0,0,0,0
34143,-0.14,-81,0,0,0,0
34179,-0.11,-22,0,0,0,0
34215,-0.16,6,0,0,0,0
34251,-0.12,23,0,0,0,0
34287,-0.04,30,0,0,0,0
34323,-0.12,23,0,0,0,0
34359,-0.06,0,0,0,0,0
34395,-0.14,-36,0,0,0,0
34431,-0.12,-67,0,0,0,0
34467,-0.12,-87,0,0,0,0
34503,-0.19,-98,0,0,0,0
34539,-0.23,-103,0,0,0,0
34575,-0.20,-106,0,0,0,0
34611,-0.18,-105,0,0,0,0
34647,-0.17,-79,0,0,0,0
34683,-0.18,-16,0,0,0,0
34719,-0.22,61,0,0,0,0
34755,-0.22,111,0,0,0,0
34791,-0.30,99,0,0,0,0
34827,-0.30,27,0,0,0,0
34863,-0.27,-62,0,0,0,0
34899,-0.20,-124,0,0,0,0
34935,-0.15,-145,0,0,0,0
34971,-0.23,-148,0,0,0,0
35007,-0.13,-150,0,0,0,0
35043,-0.10,-148,0,0,0,0
35079,-0.08,-128,0,0,0,0
35115,-0.01,-87,0,0,0,0
35151,0.02,-38,0,0,0,0
35187,0.11,-5,0,0,0,0
35223,0.10,-3,0,0,0,0
35259,0.15,-30,0,0,0,0
35295,-0.05,-69,0,0,0,0
35331,0.01,-105,0,0,0,0
35367,-0.21,-132,0,0,0,0
35403,-0.20,-147,0,0,0,0
35439,-0.22,-148,0,0,0,0
35475,-0.18,-138,0,0,0,0
35511,-0.19,-123,0,0,0,0
35547,-0.14,-109,0,0,0,0
35583,-0.05,-97,0,0,0,0
35619,-0.09,-86,0,0,0,0
35655,-0.03,-77,0,0,0,0
35691,-0.07,-74,0,0,0,0
35727,-0.13,-78,0,0,0,0
35763,-0.06,-82,0,0,0,0
35799,-0.11,-83,0,0,0,0
35835,-0.07,-83,0,0,0,0
35871,-0.18,-84,0,0,0,0
35907,-0.05,-86,0,0,0,0
35943,-0.11,-87,0,0,0,0
35979,-0.12,-90,0,0,0,0
36015,-0.11,-92,0,0,0,0
36051,-0.09,-93,0,0,0,0
36087,-0.14,-93,0,0,0,0
36123,-0.12,-92,0,0,0,0
36159,-0.25,-93,0,0,0,0
36195,-0.11,-95,0,0,0,0
36231,-0.26,-92,0,0,0,0
36267,-0.27,-89,0,0,0,0
36303,-0.23,-86,0,0,0,0
36339,-0.27,-83,0,0,0,0
36375,-0.26,-79,0,0,0,0
36411,-0.20,-75,0,0,0,0
36447,-0.18,-74,0,0,0,0
36483,-0.21,-76,0,0,0,0
36519,-0.11,-76,0,0,0,0
36555,-0.20,-75,0,0,0,0
36591,-0.29,-74,0,0,0,0
36627,-0.24,-76,0,0,0,0
36663,-0.26,-81,0,0,0,0
36699,-0.22,-88,0,0,0,0
36735,-0.18,-92,0,0,0,0
36771,-0.22,-87,0,0,0,0
36807,-0.23,-78,0,0,0,0
36843,-0.20,-72,0,0,0,0
36879,-0.16,-71,0,0,0,0
36915,-0.12,-72,0,0,0,0
36951,-0.20,-75,0,0,0,0
36987,-0.17,-78,0,0,0,0
37023,-0.22,-76,0,0,0,0
37059,-0.29,-73,0,0,0,0
37095,-0.16,-72,0,0,0,0
37131,-0.22,-75,0,0,0,0
37167,-0.17,-78,0,0,0,0
37203,-0.28,-82,0,0,0,0
37239,-0.15,-86,0,0,0,0
37275,-0.27,-87,0,0,0,0
37311,-0.23,-82,0,0,0,0
37347,-0.22,-75,0,0,0,0
37383,-0.27,-71,0,0,0,0
37419,-0.25,-70,0,0,0,0
37455,-0.17,-69,0,0,0,0
37491,-0.27,-69,0,0,0,0
37527,-0.18,-71,0,0,0,0
37563,-0.21,-73,0,0,0,0
37599,-0.19,-74,0,0,0,0
37635,-0.17,-76,0,0,0,0
37671,-0.20,-82,0,0,0,0
37707,-0.20,-87,0,0,0,0
37743,-0.22,-85,0,0,0,0
37779,-0.24,-78,0,0,0,0
37815,-0.25,-70,0,0,0,0
37851,-0.24,-68,0,0,0,0
37887,-0.25,-70,0,0,0,0
37923,-0.29,-73,0,0,0,0
37959,-0.25,-75,0,0,0,0
37995,-0.23,-77,0,0,0,0
38031,-0.22,-80,0,0,0,0
38067,-0.22,-81,0,0,0,0
38103,-0.23,-77,0,0,0,0
38139,-0.17,-71,0,0,0,0
38175,-0.18,-67,0,0,0,0
38211,-0.11,-71,0,0,0,0
38247,-0.19,-79,0,0,0,0
38283,-0.22,-83,0,0,0,0
38319,-0.19,-82,0,0,0,0
38355,-0.17,-79,0,0,0,0
38391,-0.22,-78,0,0,0,0
38427,-0.18,-78,0,0,0,0
38463,-0.22,-77,0,0,0,0
38499,-0.23,-74,0,0,0,0
38535,-0.09,-71,0,0,0,0
38571,-0.08,-73,0,0,0,0
38607,-0.03,-79,0,0,0,0
38643,0.01,-85,0,0,0,0
38679,0.02,-88,0,0,0,0
38715,0.04,-90,0,0,0,0
38751,-0.02,-86,0,0,0,0
38787,-0.09,-78,0,0,0,0
38823,-0.22,-70,0,0,0,0
38859,-0.16,-66,0,0,0,0
38895,-0.17,-63,0,0,0,0
38931,-0.11,-63,0,0,0,0
38967,-0.27,-70,0,0,0,0
39003,-0.23,-78,0,0,0,0
39039,-0.30,-81,0,0,0,0
39075,-0.41,-78,0,0,0,0
39111,-0.40,-73,0,0,0,0
39147,-0.36,-70,0,0,0,0
39183,-0.46,-68,0,0,0,0
39219,-0.49,-67,0,0,0,0
39255,-0.53,-64,0,0,0,0
39291,-0.25,-61,0,0,0,0
39327,-0.35,-55,0,0,0,0
39363,-0.32,-39,0,0,0,0
39399,-0.32,-14,0,0,0,0
39435,-0.47,4,0,0,0,0
39471,-0.42,2,0,0,0,0
39507,-0.48,-21,0,0,0,0
39543,-0.51,-55,0,0,0,0
39579,-0.62,-83,0,0,0,0
39615,-0.53,-97,0,0,0,0
39651,-0.49,-94,0,0,0,0
39687,-0.52,-72,0,0,0,0
39723,-0.60,-39,0,0,0,0
39759,-0.49,9,0,0,0,0
39795,-0.53,78,0,0,0,0
39831,-0.63,133,0,0,0,0
39867,-0.50,139,0,0,0,0
39903,-0.57,90,0,0,0,0
39939,-0.49,6,0,0,0,0
39975,-0.52,-78,0,0,0,0
40011,-0.53,-147,0,0,0,0
40047,-0.47,-187,0,0,0,0
40083,-0.39,-179,0,0,0,0
40119,-0.02,-117,0,0,0,0
40155,-0.07,-31,0,0,0,0
40191,-0.18,36,0,0,0,0
40227,-0.18,58,0,0,0,0
40263,-0.09,35,0,0,0,0
40299,-0.10,-14,0,0,0,0
40335,-0.03,-64,0,0,0,0
40371,-0.15,-94,0,0,0,0
40407,-0.18,-103,0,0,0,0
40443,0.06,-106,0,0,0,0
40479,-0.12,-131,0,0,0,0
40515,-0.27,-189,0,0,0,0
40551,-0.47,-246,0,0,0,0
40587,-0.39,-271,0,0,0,0
40623,-0.52,-272,0,0,0,0
40659,-0.28,-275,0,0,0,0
40695,-0.31,-286,0,0,0,0
40731,0.02,-297,0,0,0,0
40767,0.21,-296,0,0,0,0
40803,0.34,-290,0,0,0,0
40839,0.22,-347,0,0,0,0
40875,0.15,-485,0,0,0,0
40911,0.29,-558,0,0,0,0
40947,0.54,-422,0,0,0,0
40983,0.90,-98,0,0,0,0
41019,1.12,241,0,0,0,0
41055,1.13,436,0,0,0,0
41091,1.16,453,0,0,0,0
41127,1.19,366,0,0,0,0
41163,1.13,281,0,0,0,0
41199,0.93,276,0,0,0,0
41235,0.53,363,0,0,0,0
41271,0.24,480,0,0,0,0
41307,0.23,507,0,0,0,0
41343,0.07,352,0,0,0,0
41379,-0.18,62,0,0,0,0
41415,-0.22,-257,0,0,0,0
41451,-0.10,-559,0,0,0,0
41487,-0.03,-798,0,0,0,0
41523,-0.00,-943,0,0,0,0
41559,0.04,-1045,0,0,0,0
41595,0.20,-1263,0,0,0,0
41631,0.31,-1679,0,0,0,0
41667,0.59,-2109,0,0,0,0
41703,0.89,-2362,0,0,0,0
