Time,Pressure,PPGSignal,BL_W40_T2.5_D10_C2,BL_W60_T2.5_D10_C2,BL_W40_T3.0_D10_C2,BL_W40_T2.0_D10_C2,BL_W40_T2.5_D15_C2,BL_W40_T2.5_D5_C2,BL_W40_T2.5_D10_C3,BL_W40_T2.5_D10_C1,BL_W20_T2.5_D10_C2,BL_W80_T2.5_D10_C2,DRV_W5_T20,DRV_W10_T20,DRV_W5_T30,DRV_W5_T10,THR_100,THR_150,THR_200,ENS_3of5
17919,-0.16,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17955,-0.27,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17991,-0.21,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18027,-0.19,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18063,-0.26,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18099,-0.18,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18135,-0.22,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18171,-0.24,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18207,-0.23,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18243,-0.19,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18279,-0.13,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18315,-0.19,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18351,-0.25,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18387,-0.11,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18423,-0.25,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18459,-0.17,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18495,-0.21,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18531,-0.15,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18567,-0.20,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18603,-0.18,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18639,-0.14,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18675,-0.21,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18711,-0.19,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18747,-0.16,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18783,-0.17,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18819,-0.25,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18855,-0.12,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18891,-0.18,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18927,-0.22,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18963,-0.12,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18999,-0.12,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19035,-0.19,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19071,-0.17,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19107,-0.18,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19143,-0.18,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19179,-0.16,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19215,-0.20,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19251,-0.18,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19287,-0.19,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19323,-0.19,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19359,-0.15,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19395,-0.19,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19431,-0.16,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19467,-0.21,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19503,-0.10,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19539,-0.14,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19575,-0.17,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19611,-0.18,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19647,-0.12,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19683,-0.21,3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19719,-0.17,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19755,-0.08,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19791,-0.21,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19827,-0.23,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19863,-0.18,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19899,-0.29,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19935,-0.23,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19971,-0.24,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20007,-0.19,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20043,-0.28,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20079,-0.22,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20115,-0.25,3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20151,-0.17,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20187,-0.18,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20223,-0.13,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20259,-0.16,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20295,-0.13,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20331,-0.21,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20367,-0.14,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20403,-0.19,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20439,-0.23,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20475,-0.18,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20511,-0.27,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20547,-0.23,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20583,-0.20,3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20619,-0.18,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20655,-0.18,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20691,-0.22,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20727,-0.22,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20763,-0.21,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20799,-0.30,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20835,-0.24,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20871,-0.20,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20907,-0.13,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20943,-0.13,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20979,-0.28,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21015,-0.16,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21051,-0.18,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21087,-0.21,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21123,-0.19,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21159,-0.16,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21195,-0.29,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21231,-0.22,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21267,-0.24,2998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21303,-0.23,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21339,-0.26,3056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21375,-0.28,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21411,-0.16,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21447,-0.22,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21483,-0.22,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21519,-0.21,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21555,-0.17,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21591,-0.23,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21627,-0.20,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21663,-0.27,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21699,-0.23,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21735,-0.18,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21771,-0.23,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21807,-0.15,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21843,-0.18,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21879,-0.19,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21915,-0.21,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21951,-0.21,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21987,-0.23,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22023,-0.22,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22059,-0.11,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22095,-0.24,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22131,-0.23,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22167,-0.19,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22203,-0.17,3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22239,-0.26,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22275,-0.20,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22311,-0.28,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22347,-0.21,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22383,-0.17,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22419,-0.19,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22455,-0.21,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22491,-0.27,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22527,-0.21,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22563,-0.24,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22599,-0.19,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22635,-0.27,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22671,-0.21,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22707,-0.18,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22743,-0.09,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22779,-0.22,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22815,-0.17,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22851,-0.18,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22887,-0.20,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22923,-0.17,3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22959,-0.13,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22995,-0.28,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23031,-0.19,3059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23067,-0.19,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23103,-0.22,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23139,-0.13,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23175,-0.22,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23211,-0.24,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23247,-0.22,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23283,-0.17,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23319,-0.17,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23355,-0.26,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23391,-0.20,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23427,-0.14,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23463,-0.16,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23499,-0.18,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23535,-0.10,3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23571,-0.17,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23607,-0.16,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23643,-0.20,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23679,-0.20,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23715,-0.21,3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23751,-0.22,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23787,-0.19,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23823,-0.16,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23859,-0.17,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23895,-0.12,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23931,-0.21,3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23967,-0.24,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24003,-0.17,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24039,-0.20,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24075,-0.18,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24111,-0.20,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24147,-0.22,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24183,-0.19,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24219,-0.22,3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24255,-0.15,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24291,-0.19,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24327,-0.21,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24363,-0.17,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24399,-0.12,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24435,-0.18,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24471,-0.22,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24507,-0.19,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24543,-0.21,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24579,-0.17,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24615,-0.10,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24651,-0.16,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24687,-0.15,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24723,-0.16,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24759,-0.21,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24795,-0.24,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24831,-0.18,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24867,-0.04,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24903,-0.17,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24939,-0.20,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24975,-0.19,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25011,-0.24,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25047,-0.20,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25083,-0.18,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25119,-0.20,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25155,-0.25,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25191,-0.26,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25227,-0.24,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25263,-0.23,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25299,-0.28,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25335,-0.24,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25371,-0.19,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25407,-0.26,3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25443,-0.17,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25479,-0.29,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25515,-0.28,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25551,-0.19,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25587,-0.26,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25623,-0.22,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
