Time,Pressure,PPGSignal,BL_W40_T2.5_D10_C2,BL_W60_T2.5_D10_C2,BL_W40_T3.0_D10_C2,BL_W40_T2.0_D10_C2,BL_W40_T2.5_D15_C2,BL_W40_T2.5_D5_C2,BL_W40_T2.5_D10_C3,BL_W40_T2.5_D10_C1,BL_W20_T2.5_D10_C2,BL_W80_T2.5_D10_C2,DRV_W5_T20,DRV_W10_T20,DRV_W5_T30,DRV_W5_T10,THR_100,THR_150,THR_200,ENS_3of5
16587,-0.27,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16623,-0.11,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16659,-0.15,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16695,-0.17,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16731,-0.19,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16767,-0.20,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16803,-0.19,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16839,-0.13,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16875,-0.14,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16911,-0.20,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16947,-0.19,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16983,-0.24,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17019,-0.26,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17055,-0.26,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17091,-0.10,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17127,-0.14,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17163,-0.11,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17199,-0.19,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17235,-0.22,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17271,-0.15,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17307,-0.19,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17343,-0.19,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17379,-0.20,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17415,-0.18,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17451,-0.24,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17487,-0.24,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17523,-0.24,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17559,-0.16,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17595,-0.25,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17631,-0.19,3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17667,-0.13,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17703,-0.04,3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17739,-0.18,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17775,-0.22,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17811,-0.20,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17847,-0.14,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17883,-0.16,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17919,-0.20,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17955,-0.26,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17991,-0.27,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18027,-0.19,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18063,-0.17,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18099,-0.14,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18135,-0.17,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18171,-0.15,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18207,-0.15,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18243,-0.17,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18279,-0.21,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18315,-0.21,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18351,-0.18,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18387,-0.24,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18423,-0.32,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18459,-0.21,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18495,-0.24,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18531,-0.21,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18567,-0.24,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18603,-0.21,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18639,-0.27,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18675,-0.25,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18711,-0.18,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18747,-0.28,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18783,-0.21,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18819,-0.20,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18855,-0.16,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18891,-0.15,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18927,-0.25,3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18963,-0.24,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18999,-0.23,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19035,-0.21,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19071,-0.14,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19107,-0.25,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19143,-0.16,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19179,-0.09,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19215,-0.14,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19251,-0.10,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19287,-0.20,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19323,-0.21,3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19359,-0.17,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19395,-0.14,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19431,-0.16,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19467,-0.14,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19503,-0.23,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19539,-0.13,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19575,-0.06,2994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19611,-0.18,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19647,-0.15,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19683,-0.18,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19719,-0.20,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19755,-0.12,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19791,-0.12,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19827,-0.18,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
