Time,Pressure,PPGSignal,BL_W20_T2.5_D10_C2,BL_W40_T2.5_D10_C2,BL_W60_T2.5_D10_C2,BL_W80_T2.5_D10_C2,BL_W40_T2.0_D10_C2,BL_W40_T3.0_D10_C2,BL_W40_T2.5_D15_C2,BL_W40_T2.5_D5_C2
15316,-0.27,192,0,0,0,0,0,0,0,0
15352,-0.19,778,0,0,0,0,0,0,0,0
15388,-0.25,1507,0,0,0,0,0,0,0,0
15424,-0.12,2039,0,0,0,0,0,0,0,0
15460,-0.21,2292,0,0,0,0,0,0,0,0
15496,-0.14,2304,0,0,0,0,0,0,0,0
15532,-0.26,2148,0,0,0,0,0,0,0,0
15568,-0.07,1909,0,0,0,0,0,0,0,0
15604,-0.17,1651,0,0,0,0,0,0,0,0
15640,-0.13,1410,0,0,0,0,0,0,0,0
15676,-0.19,1198,0,0,0,0,0,0,0,0
15712,-0.10,1012,0,0,0,0,0,0,0,0
15748,-0.21,845,0,0,0,0,0,0,0,0
15784,-0.06,691,0,0,0,0,0,0,0,0
15820,-0.25,550,0,0,0,0,0,0,0,0
15856,-0.07,421,0,0,0,0,0,0,0,0
15892,-0.27,303,0,0,0,0,0,0,0,0
15928,-0.12,194,0,0,0,0,0,0,0,0
15964,-0.15,92,0,0,0,0,0,0,0,0
16000,-0.16,-2,0,0,0,0,0,0,0,0
16036,-0.12,-89,0,0,0,0,0,0,0,0
16072,-0.13,-170,0,0,0,0,0,0,0,0
16108,-0.18,-246,0,0,0,0,0,0,0,0
16144,-0.12,-319,0,0,0,0,0,0,0,0
16180,-0.22,-384,0,0,0,0,0,0,0,0
16216,-0.09,-437,0,0,0,0,0,0,0,0
16252,-0.19,-481,0,0,0,0,0,0,0,0
16288,-0.11,-519,0,0,0,0,0,0,0,0
16324,-0.18,-554,0,0,0,0,0,0,0,0
16360,-0.10,-586,0,0,0,0,0,0,0,0
16396,-0.19,-615,0,0,0,0,0,0,0,0
16432,-0.13,-639,0,0,0,0,0,0,0,0
16468,-0.20,-658,0,0,0,0,0,0,0,0
16504,-0.16,-676,0,0,0,0,0,0,0,0
16540,-0.14,-693,0,0,0,0,0,0,0,0
16576,-0.15,-704,0,0,0,0,0,0,0,0
16612,-0.16,-707,0,0,0,0,0,0,0,0
16648,-0.23,-704,0,0,0,0,0,0,0,0
16684,-0.20,-699,0,0,0,0,0,0,0,0
16720,-0.14,-692,0,0,0,0,0,0,0,0
16756,-0.31,-682,0,0,0,0,0,0,0,0
16792,-0.16,-674,0,0,0,0,0,0,0,0
16828,-0.24,-669,0,0,0,0,0,0,0,0
16864,-0.18,-667,0,0,0,0,0,0,0,0
