Time,Pressure,PPGSignal,BL_W20_T2.50_D5_C2,BL_W40_T2.50_D5_C2,BL_W60_T2.50_D5_C2,BL_W10_T2.50_D5_C2,BL_W20_T1.00_D5_C2,BL_W20_T1.50_D5_C1,BL_W10_T1.00_D5_C1,BL_W20_T2.50_D5_C1
15059,-0.04,124,0,0,0,0,0,0,0,0
15086,-0.10,510,0,0,0,0,0,0,0,0
15114,-0.16,1002,0,0,0,0,0,0,0,0
15141,-0.07,1374,0,0,0,0,0,0,0,0
15168,-0.12,1570,0,0,0,0,0,0,0,0
15195,-0.13,1616,0,0,0,0,0,0,0,0
15222,-0.08,1567,0,0,0,0,0,0,0,0
15249,-0.08,1470,0,0,0,0,0,0,0,0
15276,-0.00,1357,0,0,0,0,0,0,0,0
15303,-0.11,1249,0,0,0,0,0,0,0,0
15330,-0.06,1151,0,0,0,0,0,0,0,0
15357,-0.10,1066,0,0,0,0,0,0,0,0
15384,-0.00,992,0,0,0,0,0,0,0,0
15411,-0.05,929,0,0,0,0,0,0,0,0
15438,-0.06,874,0,0,0,0,0,0,0,0
15465,-0.03,825,0,0,0,0,0,0,0,0
15492,-0.01,779,0,0,0,0,0,0,0,0
15519,-0.12,733,0,0,0,0,0,0,0,0
15546,0.04,688,0,0,0,0,0,0,0,0
15573,-0.04,646,0,0,0,0,0,0,0,0
15600,-0.06,606,0,0,0,0,0,0,0,0
15627,-0.08,568,0,0,0,0,0,0,0,0
15654,-0.03,532,0,0,0,0,0,0,0,0
15681,-0.09,498,0,0,0,0,0,0,0,0
15708,-0.04,465,0,0,0,0,0,0,0,0
15735,-0.11,437,0,0,0,0,0,0,0,0
15762,-0.07,412,0,0,0,0,0,0,0,0
15789,-0.10,389,0,0,0,0,0,0,0,0
15816,-0.10,367,0,0,0,0,0,0,0,0
15843,-0.11,344,0,0,0,0,0,0,0,0
15870,0.02,322,0,0,0,0,0,0,0,0
15897,-0.12,302,0,0,0,0,0,0,0,0
15924,-0.11,284,0,0,0,0,0,0,0,0
15951,-0.14,268,0,0,0,0,0,0,0,0
15978,-0.11,254,0,0,0,0,0,0,0,0
16005,-0.14,241,0,0,0,0,0,0,0,0
16032,-0.02,228,0,0,0,0,0,0,0,0
16059,-0.02,215,0,0,0,0,0,0,0,0
16086,-0.03,203,0,0,0,0,0,0,0,0
16113,-0.09,191,0,0,0,0,0,0,0,0
16140,-0.05,177,0,0,0,0,0,0,0,0
16167,-0.08,162,0,0,0,0,0,0,0,0
16194,-0.05,147,0,0,0,0,0,0,0,0
16221,-0.07,133,0,0,0,0,0,0,0,0
16248,-0.09,122,0,0,0,0,0,0,0,0
16275,-0.08,116,0,0,0,0,0,0,0,0
16302,-0.07,113,0,0,0,0,0,0,0,0
16329,0.01,110,0,0,0,0,0,0,0,0
16356,-0.05,108,0,0,0,0,0,0,0,0
16383,-0.03,104,0,0,0,0,0,0,0,0
16410,-0.05,99,0,0,0,0,0,0,0,0
16437,-0.12,94,0,0,0,0,0,0,0,0
16464,-0.12,88,0,0,0,0,0,0,0,0
16491,-0.09,80,0,0,0,0,0,0,0,0
16518,-0.13,73,0,0,0,0,0,0,0,0
16545,-0.13,66,0,0,0,0,0,0,0,0
16572,-0.18,60,0,0,0,0,0,0,0,0
16599,-0.12,57,0,0,0,0,0,0,0,0
16626,-0.12,55,0,0,0,0,0,0,0,0
16653,-0.02,54,0,0,0,0,0,0,0,0
16680,-0.12,51,0,0,0,0,0,0,0,0
16707,-0.19,47,0,0,0,0,0,0,0,0
16734,-0.15,42,0,0,0,0,0,0,0,0
16761,-0.08,37,0,0,0,0,0,0,0,0
16788,-0.05,33,0,0,0,0,0,0,0,0
16815,-0.05,29,0,0,0,0,0,0,0,0
16842,-0.01,27,0,0,0,0,0,0,0,0
16869,-0.11,28,0,0,0,0,0,0,0,0
16896,0.03,28,0,0,0,0,0,0,0,0
16923,0.00,28,0,0,0,0,0,0,0,0
16950,-0.11,26,0,0,0,0,0,0,0,0
16977,-0.06,24,0,0,0,0,0,0,0,0
17004,-0.03,20,0,0,0,0,0,0,0,0
17031,-0.06,17,0,0,0,0,0,0,0,0
17058,-0.05,15,0,0,0,0,0,0,0,0
17085,-0.10,14,0,0,0,0,0,0,0,0
17112,-0.10,14,0,0,0,0,0,0,0,0
17139,-0.07,16,0,0,0,0,0,0,0,0
17166,-0.09,19,0,0,0,0,0,0,0,0
17193,-0.08,21,0,0,0,0,0,0,0,0
17220,-0.11,21,0,0,0,0,0,0,0,0
17247,-0.05,19,0,0,0,0,0,0,0,0
17274,-0.08,15,0,0,0,0,0,0,0,0
17301,-0.05,11,0,0,0,0,0,0,0,0
17328,-0.07,7,0,0,0,0,0,0,0,0
17355,-0.02,4,0,0,0,0,0,0,0,0
17382,-0.15,2,0,0,0,0,0,0,0,0
17409,-0.11,2,0,0,0,0,0,0,0,0
17436,-0.05,3,0,0,0,0,0,0,0,0
17463,-0.11,6,0,0,0,0,0,0,0,0
17490,-0.02,8,0,0,0,0,0,0,0,0
17517,0.01,10,0,0,0,0,0,0,0,0
17544,-0.03,13,0,0,0,0,0,0,0,0
17571,-0.12,15,0,0,0,0,0,0,0,0
17598,-0.00,15,0,0,0,0,0,0,0,0
17625,-0.09,13,0,0,0,0,0,0,0,0
17652,-0.05,10,0,0,0,0,0,0,0,0
17679,-0.06,8,0,0,0,0,0,0,0,0
17706,-0.06,8,0,0,0,0,0,0,0,0
17733,-0.06,9,0,0,0,0,0,0,0,0
17760,-0.10,9,0,0,0,0,0,0,0,0
17787,-0.08,9,0,0,0,0,0,0,0,0
17814,-0.09,8,0,0,0,0,0,0,0,0
17841,-0.08,7,0,0,0,0,0,0,0,0
17868,-0.10,5,0,0,0,0,0,0,0,0
17895,-0.12,4,0,0,0,0,0,0,0,0
17922,-0.06,2,0,0,0,0,0,0,0,0
17949,-0.04,1,0,0,0,0,0,0,0,0
17976,-0.07,1,0,0,0,0,0,0,0,0
18003,-0.05,0,0,0,0,0,0,0,0,0
18030,-0.10,-1,0,0,0,0,0,0,0,0
18057,-0.04,-1,0,0,0,0,0,0,0,0
18084,-0.00,0,0,0,0,0,0,0,0,0
18111,-0.10,0,0,0,0,0,0,0,0,0
18138,-0.01,0,0,0,0,0,0,0,0,0
18165,-0.02,0,0,0,0,0,0,0,0,0
18192,-0.13,0,0,0,0,0,0,0,0,0
18219,-0.10,1,0,0,0,0,0,0,0,0
18246,-0.15,0,0,0,0,0,0,0,0,0
18273,-0.05,0,0,0,0,0,0,0,0,0
18300,-0.03,-1,0,0,0,0,0,0,0,0
18327,-0.08,-2,0,0,0,0,0,0,0,0
18354,-0.04,-4,0,0,0,0,0,0,0,0
18381,-0.07,-4,0,0,0,0,0,0,0,0
18408,-0.02,-2,0,0,0,0,0,0,0,0
18435,-0.07,0,0,0,0,0,0,0,0,0
18462,-0.01,2,0,0,0,0,0,0,0,0
18489,-0.09,2,0,0,0,0,0,0,0,0
18516,-0.11,1,0,0,0,0,0,0,0,0
18543,-0.10,0,0,0,0,0,0,0,0,0
18570,-0.05,-2,0,0,0,0,0,0,0,0
18597,-0.09,-2,0,0,0,0,0,0,0,0
18624,-0.11,-2,0,0,0,0,0,0,0,0
18651,-0.04,-1,0,0,0,0,0,0,0,0
18678,-0.11,-1,0,0,0,0,0,0,0,0
18705,-0.12,-1,0,0,0,0,0,0,0,0
18732,-0.10,-2,0,0,0,0,0,0,0,0
18759,-0.05,-1,0,0,0,0,0,0,0,0
18786,-0.11,0,0,0,0,0,0,0,0,0
18813,-0.11,1,0,0,0,0,0,0,0,0
18840,-0.06,3,0,0,0,0,0,0,0,0
18867,-0.10,4,0,0,0,0,0,0,0,0
18894,-0.09,4,0,0,0,0,0,0,0,0
18921,-0.12,2,0,0,0,0,0,0,0,0
18948,-0.06,0,0,0,0,0,0,0,0,0
18975,0.02,-2,0,0,0,0,0,0,0,0
19002,-0.03,-3,0,0,0,0,0,0,0,0
19029,-0.03,-4,0,0,0,0,0,0,0,0
19056,-0.02,-4,0,0,0,0,0,0,0,0
19083,-0.01,-3,0,0,0,0,0,0,0,0
19110,-0.05,0,0,0,0,0,0,0,0,0
19137,-0.01,1,0,0,0,0,0,0,0,0
19164,-0.10,3,0,0,0,0,0,0,0,0
19191,-0.10,5,0,0,0,0,0,0,0,0
19218,-0.12,5,0,0,0,0,0,0,0,0
19245,-0.11,4,0,0,0,0,0,0,0,0
19272,-0.07,3,0,0,0,0,0,0,0,0
19299,-0.05,2,0,0,0,0,0,0,0,0
19326,-0.11,0,0,0,0,0,0,0,0,0
19353,-0.12,-2,0,0,0,0,0,0,0,0
19380,-0.10,-4,0,0,0,0,0,0,0,0
19407,-0.07,-4,0,0,0,0,0,0,0,0
19434,-0.08,0,0,0,0,0,0,0,0,0
19461,-0.08,2,0,0,0,0,0,0,0,0
19488,0.01,3,0,0,0,0,0,0,0,0
19515,-0.05,2,0,0,0,0,0,0,0,0
19542,-0.05,0,0,0,0,0,0,0,0,0
19569,-0.04,-1,0,0,0,0,0,0,0,0
19596,-0.01,-1,0,0,0,0,0,0,0,0
19623,-0.06,1,0,0,0,0,0,0,0,0
19650,-0.05,2,0,0,0,0,0,0,0,0
19677,0.05,3,0,0,0,0,0,0,0,0
19704,-0.09,2,0,0,0,0,0,0,0,0
19731,-0.08,0,0,0,0,0,0,0,0,0
19758,-0.09,-4,0,0,0,0,0,0,0,0
19785,-0.16,-7,0,0,0,0,0,0,0,0
19812,-0.09,-8,0,0,0,0,0,0,0,0
19839,-0.14,-5,0,0,0,0,0,0,0,0
19866,-0.05,-1,0,0,0,0,0,0,0,0
19893,-0.10,2,0,0,0,0,0,0,0,0
19920,-0.12,5,0,0,0,0,0,0,0,0
19947,-0.04,7,0,0,0,0,0,0,0,0
19974,-0.02,8,0,0,0,0,0,0,0,0
20001,-0.09,6,0,0,0,0,0,0,0,0
20028,-0.08,2,0,0,0,0,0,0,0,0
20055,-0.05,-2,0,0,0,0,0,0,0,0
20082,-0.07,-3,0,0,0,0,0,0,0,0
20109,0.03,-1,0,0,0,0,0,0,0,0
20136,-0.09,0,0,0,0,0,0,0,0,0
20163,-0.05,0,0,0,0,0,0,0,0,0
20190,-0.06,-1,0,0,0,0,0,0,0,0
20217,-0.00,-3,0,0,0,0,0,0,0,0
20244,-0.05,-5,0,0,0,0,0,0,0,0
20271,-0.02,-7,0,0,0,0,0,0,0,0
20298,-0.05,-8,0,0,0,0,0,0,0,0
20325,-0.07,-8,0,0,0,0,0,0,0,0
20352,-0.03,-7,0,0,0,0,0,0,0,0
20379,-0.10,-5,0,0,0,0,0,0,0,0
20406,-0.05,0,0,0,0,0,0,0,0,0
20433,-0.06,4,0,0,0,0,0,0,0,0
20460,-0.06,9,0,0,0,0,0,0,0,0
20487,-0.13,11,0,0,0,0,0,0,0,0
20514,-0.10,11,0,0,0,0,0,0,0,0
20541,-0.07,9,0,0,0,0,0,0,0,0
20568,-0.09,6,0,0,0,0,0,0,0,0
20595,-0.08,3,0,0,0,0,0,0,0,0
20622,-0.12,0,0,0,0,0,0,0,0,0
20649,-0.15,-4,0,0,0,0,0,0,0,0
20676,-0.15,-7,0,0,0,0,0,0,0,0
20703,-0.09,-8,0,0,0,0,0,0,0,0
20730,-0.06,-7,0,0,0,0,0,0,0,0
20757,-0.07,-4,0,0,0,0,0,0,0,0
20784,-0.10,-1,0,0,0,0,0,0,0,0
20811,-0.05,2,0,0,0,0,0,0,0,0
20838,-0.14,5,0,0,0,0,0,0,0,0
20865,-0.07,6,0,0,0,0,0,0,0,0
20892,-0.07,6,0,0,0,0,0,0,0,0
20919,-0.11,3,0,0,0,0,0,0,0,0
20946,0.04,0,0,0,0,0,0,0,0,0
20973,-0.14,-1,0,0,0,0,0,0,0,0
21000,-0.11,-2,0,0,0,0,0,0,0,0
21027,-0.15,-3,0,0,0,0,0,0,0,0
21054,-0.14,-5,0,0,0,0,0,0,0,0
21081,-0.09,-5,0,0,0,0,0,0,0,0
21108,-0.04,-3,0,0,0,0,0,0,0,0
21135,-0.11,0,0,0,0,0,0,0,0,0
21162,-0.11,1,0,0,0,0,0,0,0,0
21189,-0.05,1,0,0,0,0,0,0,0,0
21216,-0.08,0,0,0,0,0,0,0,0,0
21243,-0.04,-3,0,0,0,0,0,0,0,0
21270,-0.12,-5,0,0,0,0,0,0,0,0
21297,-0.06,-5,0,0,0,0,0,0,0,0
21324,-0.07,-4,0,0,0,0,0,0,0,0
21351,-0.10,-3,0,0,0,0,0,0,0,0
21378,-0.10,-3,0,0,0,0,0,0,0,0
21405,-0.08,-2,0,0,0,0,0,0,0,0
21432,-0.14,0,0,0,0,0,0,0,0,0
21459,-0.06,0,0,0,0,0,0,0,0,0
21486,-0.02,2,0,0,0,0,0,0,0,0
21513,-0.13,4,0,0,0,0,0,0,0,0
21540,-0.03,4,0,0,0,0,0,0,0,0
21567,-0.04,3,0,0,0,0,0,0,0,0
21594,-0.04,2,0,0,0,0,0,0,0,0
21621,-0.10,0,0,0,0,0,0,0,0,0
21648,-0.05,0,0,0,0,0,0,0,0,0
21675,-0.04,0,0,0,0,0,0,0,0,0
21702,-0.13,-1,0,0,0,0,0,0,0,0
21729,-0.10,-2,0,0,0,0,0,0,0,0
21756,-0.06,-3,0,0,0,0,0,0,0,0
21783,-0.07,-2,0,0,0,0,0,0,0,0
21810,-0.00,0,0,0,0,0,0,0,0,0
21837,-0.03,4,0,0,0,0,0,0,0,0
21864,-0.06,6,0,0,0,0,0,0,0,0
21891,-0.09,4,0,0,0,0,0,0,0,0
21918,-0.13,1,0,0,0,0,0,0,0,0
21945,-0.08,0,0,0,0,0,0,0,0,0
21972,-0.10,0,0,0,0,0,0,0,0,0
21999,-0.12,0,0,0,0,0,0,0,0,0
22026,-0.02,1,0,0,0,0,0,0,0,0
22053,-0.07,2,0,0,0,0,0,0,0,0
22080,-0.07,2,0,0,0,0,0,0,0,0
22107,-0.16,1,0,0,0,0,0,0,0,0
22134,-0.10,0,0,0,0,0,0,0,0,0
22161,-0.13,0,0,0,0,0,0,0,0,0
22188,-0.17,0,0,0,0,0,0,0,0,0
22215,-0.05,1,0,0,0,0,0,0,0,0
22242,-0.04,1,0,0,0,0,0,0,0,0
22269,-0.10,2,0,0,0,0,0,0,0,0
22296,-0.11,2,0,0,0,0,0,0,0,0
22323,0.03,2,0,0,0,0,0,0,0,0
22350,-0.01,2,0,0,0,0,0,0,0,0
22377,-0.09,1,0,0,0,0,0,0,0,0
22404,-0.09,0,0,0,0,0,0,0,0,0
22431,-0.06,-1,0,0,0,0,0,0,0,0
22458,-0.04,-4,0,0,0,0,0,0,0,0
22485,-0.15,-5,0,0,0,0,0,0,0,0
22512,-0.07,-4,0,0,0,0,0,0,0,0
22539,-0.06,-1,0,0,0,0,0,0,0,0
22566,-0.12,2,0,0,0,0,0,0,0,0
22593,-0.08,5,0,0,0,0,0,0,0,0
22620,0.01,6,0,0,0,0,0,0,0,0
22647,-0.09,5,0,0,0,0,0,0,0,0
22674,-0.06,4,0,0,0,0,0,0,0,0
22701,-0.13,3,0,0,0,0,0,0,0,0
22728,-0.01,2,0,0,0,0,0,0,0,0
22755,-0.09,1,0,0,0,0,0,0,0,0
22782,-0.09,0,0,0,0,0,0,0,0,0
22809,-0.09,-1,0,0,0,0,0,0,0,0
22836,-0.05,-3,0,0,0,0,0,0,0,0
22863,-0.07,-4,0,0,0,0,0,0,0,0
22890,-0.09,-5,0,0,0,0,0,0,0,0
22917,-0.07,-5,0,0,0,0,0,0,0,0
22944,-0.05,-4,0,0,0,0,0,0,0,0
22971,-0.06,-2,0,0,0,0,0,0,0,0
22998,-0.07,0,0,0,0,0,0,0,0,0
23025,-0.10,3,0,0,0,0,0,0,0,0
23052,-0.13,4,0,0,0,0,0,0,0,0
23079,-0.09,5,0,0,0,0,0,0,0,0
23106,-0.07,4,0,0,0,0,0,0,0,0
23133,-0.06,2,0,0,0,0,0,0,0,0
23160,-0.10,0,0,0,0,0,0,0,0,0
23187,-0.14,-3,0,0,0,0,0,0,0,0
23214,-0.13,-3,0,0,0,0,0,0,0,0
23241,-0.10,-2,0,0,0,0,0,0,0,0
23268,-0.03,0,0,0,0,0,0,0,0,0
23295,-0.10,0,0,0,0,0,0,0,0,0
23322,-0.02,0,0,0,0,0,0,0,0,0
23349,-0.07,-1,0,0,0,0,0,0,0,0
23376,-0.16,-2,0,0,0,0,0,0,0,0
23403,-0.08,-2,0,0,0,0,0,0,0,0
23430,-0.07,-2,0,0,0,0,0,0,0,0
23457,-0.05,-2,0,0,0,0,0,0,0,0
23484,0.02,-2,0,0,0,0,0,0,0,0
23511,-0.09,-1,0,0,0,0,0,0,0,0
23538,0.00,0,0,0,0,0,0,0,0,0
23565,-0.09,1,0,0,0,0,0,0,0,0
23592,-0.10,2,0,0,0,0,0,0,0,0
23619,-0.09,3,0,0,0,0,0,0,0,0
23646,-0.08,4,0,0,0,0,0,0,0,0
23673,-0.03,5,0,0,0,0,0,0,0,0
23700,-0.11,5,0,0,0,0,0,0,0,0
23727,-0.04,4,0,0,0,0,0,0,0,0
23754,-0.16,2,0,0,0,0,0,0,0,0
23781,-0.14,0,0,0,0,0,0,0,0,0
23808,-0.07,0,0,0,0,0,0,0,0,0
23835,-0.07,0,0,0,0,0,0,0,0,0
23862,-0.06,0,0,0,0,0,0,0,0,0
23889,-0.10,0,0,0,0,0,0,0,0,0
23916,-0.04,-1,0,0,0,0,0,0,0,0
23943,-0.12,-4,0,0,0,0,0,0,0,0
23970,-0.02,-5,0,0,0,0,0,0,0,0
23997,-0.14,-4,0,0,0,0,0,0,0,0
24024,-0.09,-2,0,0,0,0,0,0,0,0
24051,0.01,0,0,0,0,0,0,0,0,0
24078,-0.09,0,0,0,0,0,0,0,0,0
24105,-0.01,-1,0,0,0,0,0,0,0,0
24132,-0.08,-2,0,0,0,0,0,0,0,0
24159,-0.06,-2,0,0,0,0,0,0,0,0
24186,-0.16,0,0,0,0,0,0,0,0,0
24213,-0.06,1,0,0,0,0,0,0,0,0
24240,-0.08,3,0,0,0,0,0,0,0,0
24267,-0.14,5,0,0,0,0,0,0,0,0
24294,-0.01,4,0,0,0,0,0,0,0,0
24321,-0.09,3,0,0,0,0,0,0,0,0
24348,-0.08,1,0,0,0,0,0,0,0,0
24375,-0.07,-1,0,0,0,0,0,0,0,0
24402,-0.06,-5,0,0,0,0,0,0,0,0
24429,-0.13,-6,0,0,0,0,0,0,0,0
24456,-0.12,-5,0,0,0,0,0,0,0,0
24483,-0.08,-2,0,0,0,0,0,0,0,0
24510,-0.12,0,0,0,0,0,0,0,0,0
24537,-0.08,0,0,0,0,0,0,0,0,0
24564,-0.07,1,0,0,0,0,0,0,0,0
24591,-0.09,0,0,0,0,0,0,0,0,0
24618,-0.09,0,0,0,0,0,0,0,0,0
24645,-0.15,-1,0,0,0,0,0,0,0,0
24672,-0.05,-2,0,0,0,0,0,0,0,0
24699,-0.12,-2,0,0,0,0,0,0,0,0
24726,-0.11,-1,0,0,0,0,0,0,0,0
24753,-0.09,0,0,0,0,0,0,0,0,0
24780,-0.09,0,0,0,0,0,0,0,0,0
24807,-0.12,-1,0,0,0,0,0,0,0,0
24834,-0.04,-1,0,0,0,0,0,0,0,0
24861,-0.07,0,0,0,0,0,0,0,0,0
24888,-0.05,3,0,0,0,0,0,0,0,0
24915,-0.04,4,0,0,0,0,0,0,0,0
24942,-0.08,4,0,0,0,0,0,0,0,0
24969,-0.05,2,0,0,0,0,0,0,0,0
24996,-0.05,-1,0,0,0,0,0,0,0,0
25023,-0.09,-4,0,0,0,0,0,0,0,0
25050,-0.13,-6,0,0,0,0,0,0,0,0
