Time,Pressure,PPGSignal,rawPPGSignal
8872,-0.15,1648,106,1
8899,-0.15,1180,400,1
8926,0.72,997,702,1
8953,1.02,1099,852,1
8980,1.34,1430,899,1
9007,1.52,1769,938,1
9034,2.80,2096,1022,1
9061,1.88,2187,1140,1
9088,3.10,2102,1229,1
9115,2.06,1938,1226,1
9142,3.24,1693,1106,1
9169,2.80,1530,889,1
9196,3.45,1421,626,1
9223,3.62,1360,371,1
9250,3.46,1424,163,1
9277,4.24,1466,27,1
9304,3.55,1513,-39,1
9331,4.62,1587,-59,1
9358,4.14,1575,-54,1
9385,4.83,1637,-45,1
9412,5.01,1764,-32,1
9439,4.74,2317,24,1
9466,5.67,3515,227,1
9493,4.95,4095,634,1
9520,5.96,4095,1120,1
9547,5.30,4095,1486,1
9574,6.15,3490,1605,1
9601,6.05,2288,1381,1
9628,6.20,1374,790,1
9655,6.80,840,-27,1
9682,6.29,843,-829,1
9709,7.26,1216,-1394,1
9736,6.60,1840,-1596,1
9763,7.41,2351,-1441,1
9790,7.32,2530,-1060,1
9817,7.44,2431,-646,1
9844,7.90,2111,-360,1
9871,7.40,1761,-281,1
9898,8.34,1505,-390,1
9925,7.76,1313,-608,1
9952,8.63,1283,-840,1
9979,8.27,1296,-1012,1
10006,8.63,1335,-1088,1
10033,8.94,1442,-1074,1
10060,8.66,1489,-991,1
10087,9.46,1562,-873,1
10114,8.96,1632,-745,1
10141,9.81,1808,-612,1
10168,9.36,2700,-418,1
10195,9.93,4095,-35,1
10222,9.96,4095,540,1
10249,9.91,4095,1090,1
10276,10.48,4095,1436,1
10303,9.97,4095,1562,1
10330,10.94,4095,1522,1
10357,10.37,2431,1278,1
10384,11.14,1267,697,1
10411,10.82,738,-155,1
10438,11.17,944,-992,1
10465,11.47,1646,-1521,1
10492,11.35,2256,-1605,1
10519,11.97,2618,-1315,1
10546,11.51,2546,-863,1
10573,12.35,2169,-479,1
10600,11.83,1783,-307,1
10627,12.56,1397,-359,1
10654,12.34,1189,-560,1
10681,12.68,1141,-801,1
10708,13.02,1142,-987,1
10735,12.69,1264,-1070,1
10762,13.34,1350,-1043,1
10789,12.98,1422,-934,1
10816,13.88,1511,-780,1
10843,13.36,1530,-615,1
10870,14.22,1808,-450,1
10897,13.91,2800,-216,1
10924,14.33,4095,214,1
10951,14.42,4095,820,1
10978,14.48,4095,1377,1
11005,15.00,4095,1719,1
11032,14.69,4095,1836,1
11059,15.57,4095,1788,1
11086,15.09,2373,1534,1
11113,15.95,1058,928,1
11140,15.54,499,26,1
11167,16.18,825,-862,1
11194,16.05,1533,-1410,1
11221,16.43,2243,-1475,1
11248,16.64,2559,-1147,1
11275,16.60,2415,-668,1
11302,17.22,2064,-280,1
11329,16.69,1616,-119,1
11356,17.62,1232,-192,1
11383,17.03,1045,-415,1
11410,17.98,950,-671,1
11437,17.38,1009,-869,1
11464,18.31,1104,-956,1
11491,17.82,1177,-928,1
11518,18.55,1327,-814,1
11545,18.49,1406,-650,1
11572,18.77,1453,-470,1
11599,19.06,1712,-290,1
11626,18.94,2608,-54,1
11653,19.53,4095,368,1
11680,19.22,4095,981,1
11707,19.99,4095,1561,1
11734,19.41,4095,1920,1
11761,20.45,4095,2044,1
11788,19.68,3979,1986,1
11815,20.67,1986,1682,1
11842,20.29,702,983,1
11869,21.13,320,-4,1
11896,20.83,694,-918,1
11923,21.44,1469,-1439,1
11950,21.40,2210,-1453,1
11977,21.82,2482,-1074,1
12004,21.94,2357,-557,1
12031,22.11,1993,-150,1
12058,22.61,1518,11,1
12085,22.41,1200,-74,1
12112,23.20,991,-310,1
12139,22.87,907,-578,1
12166,23.72,989,-781,1
12193,23.31,1051,-870,1
12220,24.34,1188,-842,1
12247,23.74,1296,-725,1
12274,25.06,1352,-560,1
12301,24.56,1406,-388,1
12328,25.82,1562,-227,1
12355,25.22,2291,-36,1
12382,26.38,4066,333,1
12409,25.62,4095,934,1
12436,26.88,4095,1543,1
12463,26.05,4095,1942,1
12490,27.44,4095,2097,1
12517,26.77,3154,2000,1
12544,28.11,1535,1559,1
12571,27.50,511,745,1
12598,28.73,247,-241,1
12625,28.19,657,-1070,1
12652,29.28,1522,-1480,1
12679,28.71,2222,-1394,1
12706,29.99,2516,-950,1
12733,29.24,2425,-404,1
12760,30.60,2014,9,1
12787,30.15,1601,164,1
12814,31.16,1252,70,1
12841,30.72,1013,-181,1
12868,31.68,964,-471,1
12895,31.37,967,-695,1
12922,32.10,1067,-804,1
12949,32.16,1213,-794,1
12976,32.88,1246,-694,1
13003,33.41,1349,-548,1
13030,33.57,1531,-385,1
13057,34.04,2341,-168,1
13084,33.83,4095,244,1
13111,34.70,4095,885,1
13138,34.26,4095,1517,1
13165,35.26,4095,1923,1
13192,34.65,4095,2077,1
13219,35.87,4095,2037,1
13246,35.53,2186,1759,1
13273,36.40,779,1089,1
13300,36.53,255,99,1
13327,36.94,500,-866,1
13354,37.50,1347,-1466,1
13381,37.18,2167,-1539,1
13408,38.36,2514,-1176,1
13435,37.76,2448,-638,1
13462,39.09,2033,-193,1
13489,38.62,1565,0,1
