Time,Pressure,PPGSignal,rawPPGSignal
8897,-0.06,1431,92,1
8924,-0.12,1431,374,1
8951,0.09,1451,728,1
8978,0.92,1440,986,1
9005,1.07,1418,1102,1
9032,1.42,1392,1096,1
9059,1.73,1373,1008,1
9086,1.80,1363,881,1
9113,1.76,1370,748,1
9140,1.92,1392,629,1
9167,2.45,1391,531,1
9194,2.61,1393,450,1
9221,2.56,1408,381,1
9248,2.64,1497,327,1
9275,2.86,1999,322,1
9302,3.24,3019,455,1
9329,3.51,4095,814,1
9356,3.31,4095,1324,1
9383,3.37,4095,1764,1
9410,3.66,4095,1990,1
9437,4.03,3555,1967,1
9464,4.08,2544,1656,1
9491,3.99,1855,1060,1
9518,4.03,1447,308,1
9545,4.15,1376,-410,1
9572,4.47,1584,-934,1
9599,4.80,1872,-1184,1
9626,4.98,2090,-1182,1
9653,5.03,2115,-1026,1
9680,4.99,1982,-842,1
9707,5.14,1755,-727,1
9734,5.16,1535,-722,1
9761,5.55,1415,-807,1
9788,5.81,1360,-929,1
9815,5.95,1357,-1034,1
9842,6.02,1402,-1088,1
9869,6.02,1442,-1084,1
9896,6.06,1467,-1031,1
9923,6.22,1493,-951,1
9950,6.43,1501,-864,1
9977,6.88,1488,-784,1
10004,7.10,1477,-719,1
10031,7.24,1441,-671,1
10058,7.13,1427,-637,1
10085,7.24,1409,-612,1
10112,7.29,1419,-589,1
10139,7.42,1438,-562,1
10166,7.64,1452,-523,1
10193,7.78,1478,-476,1
10220,7.96,1478,-424,1
10247,8.17,1471,-376,1
10274,8.45,1559,-328,1
10301,8.71,2097,-240,1
10328,8.80,3152,-12,1
10355,9.06,4095,432,1
10382,9.18,4095,1005,1
10409,9.38,4095,1490,1
10436,9.50,4095,1759,1
10463,9.56,3970,1811,1
10490,9.70,2735,1619,1
10517,9.65,1989,1131,1
10544,9.77,1562,437,1
10571,9.99,1462,-255,1
10598,10.02,1695,-768,1
10625,10.25,2085,-1002,1
10652,10.52,2400,-956,1
10679,10.85,2513,-729,1
10706,10.97,2448,-458,1
10733,11.27,2247,-259,1
10760,11.30,1997,-192,1
10787,11.48,1780,-254,1
10814,11.58,1620,-398,1
10841,11.63,1557,-563,1
10868,11.82,1535,-695,1
10895,11.83,1574,-767,1
10922,11.90,1601,-772,1
10949,12.09,1605,-727,1
10976,12.21,1615,-656,1
11003,12.33,1637,-576,1
11030,12.52,1643,-499,1
11057,12.79,1641,-430,1
11084,13.01,1616,-374,1
11111,13.30,1591,-332,1
11138,13.44,1555,-306,1
11165,13.69,1517,-293,1
11192,14.01,1513,-283,1
11219,14.26,1535,-267,1
11246,14.29,1744,-228,1
11273,14.51,2420,-109,1
11300,14.58,3714,196,1
11327,14.63,4095,716,1
11354,14.62,4095,1279,1
11381,14.72,4095,1685,1
11408,14.63,4095,1871,1
11435,14.76,4095,1871,1
11462,14.91,4032,1747,1
11489,15.13,2637,1467,1
11516,15.31,1888,937,1
11543,15.62,1665,241,1
11570,15.72,1830,-390,1
11597,15.96,2119,-781,1
11624,16.13,2298,-893,1
11651,16.40,2259,-811,1
11678,16.36,2077,-671,1
11705,16.47,1846,-579,1
11732,16.42,1631,-578,1
11759,16.65,1501,-652,1
