Time,Pressure,PPGSignal,rawPPGSignal
8925,0.29,1301,83,1
8952,0.18,1318,342,1
8979,1.40,1351,669,1
9006,1.55,1338,911,1
9033,1.71,1303,1023,1
9060,1.25,1298,1012,1
9087,1.88,1456,928,1
9114,2.45,1955,874,1
9141,1.59,2761,954,1
9168,2.30,3670,1227,1
9195,2.77,4095,1651,1
9222,1.96,3854,2053,1
9249,2.23,3246,2221,1
9276,3.00,2841,2061,1
9303,2.55,2669,1657,1
9330,2.24,2585,1169,1
9357,3.11,2453,716,1
9384,3.02,2288,343,1
9411,2.40,2094,42,1
9438,3.07,1955,-209,1
9465,3.50,1907,-415,1
9492,2.89,1955,-564,1
9519,3.53,1986,-647,1
9546,4.22,1953,-679,1
9573,3.93,1815,-694,1
9600,4.08,1659,-729,1
9627,5.01,1515,-798,1
9654,4.70,1431,-891,1
9681,4.66,1437,-978,1
9708,5.45,1477,-1027,1
9735,5.62,1557,-1022,1
9762,5.18,1599,-972,1
9789,5.99,1584,-896,1
9816,6.30,1558,-823,1
9843,5.89,1535,-767,1
9870,6.45,1520,-729,1
9897,6.84,1476,-706,1
9924,6.52,1403,-695,1
9951,6.75,1306,-700,1
9978,7.51,1221,-720,1
10005,7.21,1171,-748,1
10032,7.66,1177,-768,1
10059,8.06,1199,-765,1
10086,7.73,1297,-727,1
10113,7.99,1555,-640,1
10140,8.75,2032,-475,1
10167,8.56,2598,-203,1
10194,8.54,2967,158,1
10221,9.44,3007,528,1
10248,8.91,2780,791,1
10275,8.87,2408,866,1
10302,9.82,2063,738,1
10329,9.79,1783,465,1
10356,9.42,1621,134,1
10383,10.06,1634,-163,1
10410,9.91,1771,-360,1
10437,10.05,1917,-426,1
10464,10.75,1969,-384,1
10491,10.61,1907,-295,1
10518,10.47,1812,-221,1
10545,11.00,1706,-195,1
10572,10.36,1630,-215,1
10599,10.24,1599,-262,1
10626,11.34,1602,-309,1
10653,11.25,1605,-336,1
10680,11.21,1572,-342,1
10707,11.96,1513,-337,1
10734,11.56,1485,-334,1
10761,11.79,1510,-328,1
10788,12.29,1564,-309,1
10815,11.95,1613,-270,1
10842,12.45,1615,-217,1
10869,13.24,1597,-167,1
10896,12.62,1535,-132,1
10923,13.21,1461,-122,1
10950,13.71,1430,-134,1
10977,13.29,1432,-153,1
11004,13.77,1438,-164,1
11031,14.25,1509,-156,1
11058,13.94,1759,-112,1
11085,14.90,2176,0,1
11112,14.99,2559,201,1
11139,14.51,2800,470,1
11166,15.21,2797,729,1
11193,15.57,2662,897,1
11220,15.20,2476,929,1
11247,16.01,2336,835,1
11274,15.76,2222,661,1
11301,16.03,2097,462,1
11328,16.84,1982,268,1
11355,16.32,1926,98,1
11382,16.67,1946,-31,1
11409,17.49,2005,-106,1
11436,16.85,2043,-128,1
11463,17.58,2046,-114,1
11490,17.90,1986,-90,1
11517,17.53,1917,-80,1
11544,18.49,1810,-99,1
