Time,Pressure,PPGSignal,rawPPGSignal,AUS_PULSE_HEARD,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2,
21307,-0.2,-40,3001,0,0,0,0,0,0,0,0,0
21343,-0.14,-41,3007,0,0,0,0,0,0,0,0,0
21379,-0.2,-44,3009,0,0,0,0,0,0,0,0,0
21415,-0.14,-46,2997,0,0,0,0,0,0,0,0,0
21451,-0.14,-47,3008,0,0,0,0,0,0,0,0,0
21487,-0.12,-47,2993,0,0,0,0,0,0,0,0,0
21523,-0.09,-43,3029,0,0,0,0,0,0,0,0,0
21559,-0.2,-33,3049,0,0,0,0,0,0,0,0,0
21595,-0.17,-18,3071,0,0,0,0,0,0,0,0,0
21631,-0.18,0,3097,0,0,0,0,0,0,0,0,0
21667,-0.18,22,3121,0,0,0,0,0,0,0,0,0
21703,-0.17,41,3105,0,0,0,0,0,0,0,0,0
21739,-0.21,51,3071,0,0,0,0,0,0,0,0,0
21775,-0.17,46,3061,0,0,0,0,0,0,0,0,0
21811,-0.23,32,3055,0,0,0,0,0,0,0,0,0
21847,-0.2,16,3030,0,0,0,0,0,0,0,0,0
21883,-0.18,0,3039,0,0,0,0,0,0,0,0,0
21919,-0.19,-13,3035,0,0,0,0,0,0,0,0,0
21955,-0.12,-20,3037,0,0,0,0,0,0,0,0,0
21991,-0.22,-23,3024,0,0,0,0,0,0,0,0,0
22027,-0.22,-26,3018,0,0,0,0,0,0,0,0,0
22063,-0.14,-27,3027,0,0,0,0,0,0,0,0,0
22099,-0.17,-26,3033,0,0,0,0,0,0,0,0,0
22135,-0.19,-23,3014,0,0,0,0,0,0,0,0,0
22171,-0.22,-22,3009,0,0,0,0,0,0,0,0,0
22207,-0.16,-24,2997,0,0,0,0,0,0,0,0,0
22243,-0.17,-28,3018,0,0,0,0,0,0,0,0,0
22279,-0.23,-28,3026,0,0,0,0,0,0,0,0,0
22315,-0.2,-23,3019,0,0,0,0,0,0,0,0,0
22351,-0.13,-21,2992,0,0,0,0,0,0,0,0,0
22387,-0.16,-23,3014,0,0,0,0,0,0,0,0,0
22423,-0.19,-20,3094,0,0,0,0,0,0,0,0,0
22459,-0.14,0,3152,0,0,0,0,0,0,0,0,0
22495,-0.19,32,3139,0,0,0,0,0,0,0,0,0
22531,-0.11,59,3087,0,0,0,0,0,0,0,0,0
22567,-0.18,65,3047,0,0,0,0,0,0,0,0,0
22603,-0.19,51,3031,0,0,0,0,0,0,0,0,0
22639,-0.11,28,3017,0,0,0,0,0,0,0,0,0
22675,-0.15,5,3039,0,0,0,0,0,0,0,0,0
22711,-0.18,-8,3037,0,0,0,0,0,0,0,0,0
22747,-0.21,-15,3034,0,0,0,0,0,0,0,0,0
22783,-0.12,-19,3025,0,0,0,0,0,0,0,0,0
22819,-0.12,-20,3035,0,0,0,0,0,0,0,0,0
22855,-0.17,-18,3030,0,0,0,0,0,0,0,0,0
22891,-0.1,-16,3015,0,0,0,0,0,0,0,0,0
22927,-0.11,-16,3001,0,0,0,0,0,0,0,0,0
22963,-0.1,-21,3005,0,0,0,0,0,0,0,0,0
22999,-0.13,-26,3024,0,0,0,0,0,0,0,0,0
23035,-0.09,-25,3043,0,0,0,0,0,0,0,0,0
23071,-0.19,-18,3025,0,0,0,0,0,0,0,0,0
23107,-0.16,-13,3003,0,0,0,0,0,0,0,0,0
23143,-0.14,-14,2993,0,0,0,0,0,0,0,0,0
23179,-0.1,-21,2987,0,0,0,0,0,0,0,0,0
23215,-0.19,-29,2993,0,0,0,0,0,0,0,0,0
23251,-0.18,-30,3047,0,0,0,0,0,0,0,0,0
23287,-0.1,-15,3129,0,0,0,0,0,0,0,0,0
23323,-0.21,16,3149,0,0,0,0,0,0,0,0,0
23359,-0.16,48,3088,0,0,0,0,0,0,0,0,0
23395,-0.21,60,3025,0,0,0,0,0,0,0,0,0
23431,-0.1,47,3006,0,0,0,0,0,0,0,0,0
23467,-0.25,22,3010,0,0,0,0,0,0,0,0,0
23503,-0.16,0,3038,0,0,0,0,0,0,0,0,0
23539,-0.23,-10,3050,0,0,0,0,0,0,0,0,0
23575,-0.27,-12,3007,0,0,0,0,0,0,0,0,0
23611,-0.18,-17,2981,0,0,0,0,0,0,0,0,0
23647,-0.17,-28,2963,0,0,0,0,0,0,0,0,0
23683,-0.21,-45,2928,0,0,0,0,0,0,0,0,0
23719,-0.2,-64,2928,0,0,0,0,0,0,0,0,0
23755,-0.18,-75,2977,0,0,0,0,0,0,0,0,0
23791,-0.22,-73,2999,0,0,0,0,0,0,0,0,0
23827,-0.18,-59,2981,0,0,0,0,0,0,0,0,0
23863,-0.22,-45,2964,0,0,0,0,0,0,0,0,0
23899,-0.24,-37,2977,0,0,0,0,0,0,0,0,0
23935,-0.16,-33,2975,0,0,0,0,0,0,0,0,0
23971,-0.17,-30,2979,0,0,0,0,0,0,0,0,0
24007,-0.24,-27,2993,0,0,0,0,0,0,0,0,0
24043,-0.14,-18,3055,0,0,0,0,0,0,0,0,0
24079,-0.13,6,3169,0,0,0,0,0,0,0,0,0
24115,-0.19,54,3249,0,0,0,0,0,0,0,0,0
24151,-0.25,111,3217,0,0,0,0,0,0,0,0,0
24187,-0.17,145,3056,0,0,0,0,0,0,0,0,0
24223,-0.25,127,2937,0,0,0,0,0,0,0,0,0
24259,-0.05,65,2928,0,0,0,0,0,0,0,0,0
24295,-0.12,0,2992,0,0,0,0,0,0,0,0,0
24331,-0.13,-38,3054,0,0,0,0,0,0,0,0,0
24367,-0.19,-39,3061,0,0,0,0,0,0,0,0,0
24403,-0.17,-21,3053,0,0,0,0,0,0,0,0,0
24439,-0.21,7,3202,0,0,0,0,0,0,0,0,0
24475,-0.17,74,3553,0,0,0,0,0,0,0,0,0
24511,-0.21,227,4095,0,0,0,0,0,0,0,0,0
24547,-0.23,458,4095,0,0,0,0,0,0,0,0,0
24583,-0.24,646,3569,0,0,0,0,0,0,0,0,0
24619,-0.13,629,2725,0,0,0,0,0,0,0,0,0
24655,-0.24,335,2000,0,0,0,0,0,0,0,0,0
24691,-0.18,-96,2615,0,0,0,0,0,0,0,0,0
24727,-0.17,-327,4095,0,0,0,0,0,0,0,0,0
24763,-0.19,-441,0,0,0,0,0,0,0,0,0,0
24799,-0.14,-908,0,0,0,0,0,0,0,0,0,0
24835,-0.19,-1630,0,0,0,0,0,0,0,0,0,0
24871,-0.17,-2215,0,0,0,0,0,0,0,0,0,0
24907,-0.21,-2542,0,0,0,0,0,0,0,0,0,0
24943,-0.21,-2632,0,0,0,0,0,0,0,0,0,0
24979,-0.19,-2504,881,0,0,0,0,0,0,0,0,0
25015,-0.19,-2032,3024,0,0,0,0,0,0,0,0,0
25051,-0.2,-1121,4095,0,0,0,0,0,0,0,0,0
25087,-0.2,-5,4095,0,0,0,0,0,0,0,0,0
25123,-0.16,938,4095,0,0,0,0,0,0,0,0,0
25159,-0.23,1441,2788,0,0,0,0,0,0,0,0,0
25195,-0.26,1388,2073,0,0,0,0,0,0,0,0,0
25231,-0.2,968,2610,0,0,0,0,0,0,0,0,0
25267,-0.14,576,3271,0,0,0,0,0,0,0,0,0
25303,-0.14,433,3446,0,0,0,0,0,0,0,0,0
25339,-0.16,484,3407,0,0,0,0,0,0,0,0,0
25375,-0.25,567,2999,0,0,0,0,0,0,0,0,0
25411,-0.21,567,2896,0,0,0,0,0,0,0,0,0
25447,-0.18,506,3216,0,0,0,0,0,0,0,0,0
25483,-0.24,496,3687,0,0,0,0,0,0,0,0,0
25519,-0.3,608,4061,0,0,0,0,0,0,0,0,0
25555,-0.24,806,4095,0,0,0,0,0,0,0,0,0
25591,-0.25,996,4095,0,0,0,0,0,0,0,0,0
25627,-0.13,1114,4095,0,0,0,0,0,0,0,0,0
25663,-0.2,1151,4095,0,0,0,0,0,0,0,0,0
25699,-0.21,1117,3923,0,0,0,0,0,0,0,0,0
25735,-0.2,1018,3830,0,0,0,0,0,0,0,0,0
25771,-0.12,889,3936,0,0,0,0,0,0,0,0,0
25807,-0.11,791,4095,0,0,0,0,0,0,0,0,0
25843,-0.19,746,4095,0,0,0,0,0,0,0,0,0
25879,-0.12,733,4095,0,0,0,0,0,0,0,0,0
25915,-0.22,724,4095,0,0,0,0,0,0,0,0,0
25951,-0.23,707,4095,0,0,0,0,0,0,0,0,0
25987,-0.22,680,4095,0,0,0,0,0,0,0,0,0
26023,-0.23,646,4095,0,0,0,0,0,0,0,0,0
26059,-0.22,609,4095,0,0,0,0,0,0,0,0,0
26095,-0.18,549,3760,0,0,0,0,0,0,0,0,0
26131,-0.17,444,3745,0,0,0,0,0,0,0,0,0
26167,-0.2,335,3919,0,0,0,0,0,0,0,0,0
26203,-0.24,267,3890,0,0,0,0,0,0,0,0,0
26239,-0.16,245,4002,0,0,0,0,0,0,0,0,0
26275,-0.16,260,4095,0,0,0,0,0,0,0,0,0
26311,-0.25,302,4095,0,0,0,0,0,0,0,0,0
26347,-0.19,343,4095,0,0,0,0,0,0,0,0,0
26383,-0.22,368,4095,0,0,0,0,0,0,0,0,0
26419,-0.12,372,4095,0,0,0,0,0,0,0,0,0
26455,-0.22,361,4095,0,0,0,0,0,0,0,0,0
26491,-0.22,342,4095,0,0,0,0,0,0,0,0,0
26527,-0.18,317,4067,0,0,0,0,0,0,0,0,0
26563,-0.2,261,3647,0,0,0,0,0,0,0,0,0
26599,-0.25,131,3376,0,0,0,0,0,0,0,0,0
26635,-0.23,-52,3403,0,0,0,0,0,0,0,0,0
26671,-0.19,-212,3488,0,0,0,0,0,0,0,0,0
26707,-0.16,-289,3659,0,0,0,0,0,0,0,0,0
26743,-0.11,-280,3648,0,0,0,0,0,0,0,0,0
26779,-0.24,-239,3463,0,0,0,0,0,0,0,0,0
26815,-0.25,-229,3271,0,0,0,0,0,0,0,0,0
26851,-0.22,-270,3221,0,0,0,0,0,0,0,0,0
26887,-0.27,-333,3232,0,0,0,0,0,0,0,0,0
26923,-0.23,-378,3328,0,0,0,0,0,0,0,0,0
26959,-0.15,-378,3413,0,0,0,0,0,0,0,0,0
26995,-0.12,-336,3423,0,0,0,0,0,0,0,0,0
27031,-0.27,-251,3829,0,0,0,0,0,0,0,0,0
27067,-0.17,-99,4095,0,0,0,0,0,0,0,0,0
27103,-0.18,97,4095,0,0,0,0,0,0,0,0,0
27139,-0.23,250,3755,0,0,0,0,0,0,0,0,0
27175,-0.16,275,3470,0,0,0,0,0,0,0,0,0
27211,-0.13,171,3339,0,0,0,0,0,0,0,0,0
27247,-0.21,-1,3200,0,0,0,0,0,0,0,0,0
27283,-0.21,-181,3138,0,0,0,0,0,0,0,0,0
27319,-0.18,-329,3104,0,0,0,0,0,0,0,0,0
27355,-0.17,-422,3163,0,0,0,0,0,0,0,0,0
27391,-0.19,-450,3203,0,0,0,0,0,0,0,0,0
27427,-0.12,-431,3175,0,0,0,0,0,0,0,0,0
27463,-0.23,-397,3102,0,0,0,0,0,0,0,0,0
27499,-0.25,-367,3199,0,0,0,0,0,0,0,0,0
27535,-0.16,-330,3244,0,0,0,0,0,0,0,0,0
27571,-0.28,-291,3122,0,0,0,0,0,0,0,0,0
27607,-0.19,-280,2978,0,0,0,0,0,0,0,0,0
27643,-0.18,-314,2843,0,0,0,0,0,0,0,0,0
27679,-0.25,-382,2781,0,0,0,0,0,0,0,0,0
27715,-0.18,-453,2795,0,0,0,0,0,0,0,0,0
27751,-0.12,-479,3119,0,0,0,0,0,0,0,0,0
27787,-0.15,-392,3678,0,0,0,0,0,0,0,0,0
27823,-0.19,-184,3703,0,0,0,0,0,0,0,0,0
27859,-0.19,24,3239,0,0,0,0,0,0,0,0,0
27895,-0.14,96,2977,0,0,0,0,0,0,0,0,0
27931,-0.14,37,3108,0,0,0,0,0,0,0,0,0
27967,-0.22,-49,3219,0,0,0,0,0,0,0,0,0
28003,-0.25,-103,3126,0,0,0,0,0,0,0,0,0
28039,-0.15,-142,3008,0,0,0,0,0,0,0,0,0
28075,-0.25,-185,2947,0,0,0,0,0,0,0,0,0
28111,-0.26,-234,2896,0,0,0,0,0,0,0,0,0
28147,-0.18,-280,2871,0,0,0,0,0,0,0,0,0
28183,-0.24,-314,2871,0,0,0,0,0,0,0,0,0
28219,-0.17,-325,2943,0,0,0,0,0,0,0,0,0
28255,-0.22,-308,2957,0,0,0,0,0,0,0,0,0
28291,-0.17,-274,2961,0,0,0,0,0,0,0,0,0
28327,-0.19,-234,2982,0,0,0,0,0,0,0,0,0
28363,-0.15,-198,2989,0,0,0,0,0,0,0,0,0
28399,-0.2,-166,3008,0,0,0,0,0,0,0,0,0
28435,-0.11,-137,3047,0,0,0,0,0,0,0,0,0
28471,-0.21,-88,3353,0,0,0,0,0,0,0,0,0
28507,-0.19,25,3791,0,0,0,0,0,0,0,0,0
28543,-0.24,203,3696,0,0,0,0,0,0,0,0,0
28579,-0.11,345,3355,0,0,0,0,0,0,0,0,0
28615,-0.24,356,3067,0,0,0,0,0,0,0,0,0
28651,-0.16,242,2965,0,0,0,0,0,0,0,0,0
28687,-0.14,77,2980,0,0,0,0,0,0,0,0,0
28723,-0.19,-60,3066,0,0,0,0,0,0,0,0,0
28759,-0.14,-129,3167,0,0,0,0,0,0,0,0,0
28795,-0.24,-132,3135,0,0,0,0,0,0,0,0,0
28831,-0.25,-106,3088,0,0,0,0,0,0,0,0,0
28867,-0.18,-88,3004,0,0,0,0,0,0,0,0,0
28903,-0.16,-97,2901,0,0,0,0,0,0,0,0,0
28939,-0.24,-135,2869,0,0,0,0,0,0,0,0,0
28975,-0.06,-179,2910,0,0,0,0,0,0,0,0,0
29011,-0.17,-202,2986,0,0,0,0,0,0,0,0,0
29047,-0.18,-195,2974,0,0,0,0,0,0,0,0,0
29083,-0.12,-174,2946,0,0,0,0,0,0,0,0,0
29119,-0.15,-155,2930,0,0,0,0,0,0,0,0,0
29155,-0.19,-133,3110,0,0,0,0,0,0,0,0,0
29191,-0.13,-74,3376,0,0,0,0,0,0,0,0,0
29227,-0.17,29,3371,0,0,0,0,0,0,0,0,0
29263,-0.22,125,3169,0,0,0,0,0,0,0,0,0
29299,-0.1,150,3015,0,0,0,0,0,0,0,0,0
29335,-0.23,101,2965,0,0,0,0,0,0,0,0,0
29371,-0.1,21,2983,0,0,0,0,0,0,0,0,0
29407,-0.16,-47,3007,0,0,0,0,0,0,0,0,0
29443,-0.16,-84,3056,0,0,0,0,0,0,0,0,0
29479,-0.18,-87,3071,0,0,0,0,0,0,0,0,0
29515,-0.18,-68,3059,0,0,0,0,0,0,0,0,0
29551,-0.21,-50,3007,0,0,0,0,0,0,0,0,0
29587,-0.19,-49,2949,0,0,0,0,0,0,0,0,0
29623,-0.14,-67,2917,0,0,0,0,0,0,0,0,0
29659,-0.18,-95,2891,0,0,0,0,0,0,0,0,0
29695,-0.23,-123,2885,0,0,0,0,0,0,0,0,0
29731,-0.27,-143,2894,0,0,0,0,0,0,0,0,0
29767,-0.24,-152,2898,0,0,0,0,0,0,0,0,0
29803,-0.21,-150,2899,0,0,0,0,0,0,0,0,0
29839,-0.15,-139,2960,0,0,0,0,0,0,0,0,0
29875,-0.18,-103,3170,0,0,0,0,0,0,0,0,0
29911,-0.16,-23,3351,0,0,0,0,0,0,0,0,0
29947,-0.15,86,3312,0,0,0,0,0,0,0,0,0
29983,-0.17,170,3130,0,0,0,0,0,0,0,0,0
30019,-0.13,183,3032,0,0,0,0,0,0,0,0,0
30055,-0.19,135,2992,0,0,0,0,0,0,0,0,0
30091,-0.13,62,2990,0,0,0,0,0,0,0,0,0
30127,-0.22,0,3001,0,0,0,0,0,0,0,0,0
30163,-0.18,-38,3041,0,0,0,0,0,0,0,0,0
30199,-0.21,-48,3037,0,0,0,0,0,0,0,0,0
30235,-0.13,-44,2999,0,0,0,0,0,0,0,0,0
30271,-0.11,-44,2943,0,0,0,0,0,0,0,0,0
30307,-0.15,-55,2946,0,0,0,0,0,0,0,0,0
30343,-0.27,-71,2930,0,0,0,0,0,0,0,0,0
30379,-0.22,-85,2915,0,0,0,0,0,0,0,0,0
