Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.30,241,3712,0,0,0,0,0,0,0,0
14863,-0.28,961,3322,0,0,0,0,0,0,0,0
14899,-0.27,1813,2967,0,0,0,0,0,0,0,0
14935,-0.20,2361,2822,0,0,0,0,0,0,0,0
14971,-0.14,2554,2875,0,0,0,0,0,0,0,0
15007,-0.19,2519,3037,0,0,0,0,0,0,0,0
15043,-0.21,2396,3113,0,0,0,0,0,0,0,0
15079,-0.26,2255,3111,0,0,0,0,0,0,0,0
15115,-0.23,2106,2987,0,0,0,0,0,0,0,0
15151,-0.28,1941,2898,0,0,0,0,0,0,0,0
15187,-0.17,1763,2865,0,0,0,0,0,0,0,0
15223,-0.17,1595,2898,0,0,0,0,0,0,0,0
15259,-0.25,1457,2926,0,0,0,0,0,0,0,0
15295,-0.20,1356,2992,0,0,0,0,0,0,0,0
15331,-0.25,1307,3282,0,0,0,0,0,0,0,0
15367,-0.16,1342,3733,0,0,0,0,0,0,0,0
15403,-0.24,1450,3654,0,0,0,0,0,0,0,0
15439,-0.19,1521,3213,0,0,0,0,0,0,0,0
15475,-0.24,1446,2855,0,0,0,0,0,0,0,0
15511,-0.20,1227,2692,0,0,0,0,0,0,0,0
15547,-0.19,956,2781,0,0,0,0,0,0,0,0
15583,-0.12,741,2977,0,0,0,0,0,0,0,0
15619,-0.16,640,3114,0,0,0,0,0,0,0,0
15655,-0.21,630,3089,0,0,0,0,0,0,0,0
15691,-0.20,645,2977,0,0,0,0,0,0,0,0
15727,-0.17,633,2893,0,0,0,0,0,0,0,0
15763,-0.15,584,2876,0,0,0,0,0,0,0,0
15799,-0.15,519,2892,0,0,0,0,0,0,0,0
15835,-0.21,460,2898,0,0,0,0,0,0,0,0
15871,-0.18,421,2992,0,0,0,0,0,0,0,0
15907,-0.15,423,3234,0,0,0,0,0,0,0,0
15943,-0.19,477,3330,0,0,0,0,0,0,0,0
15979,-0.22,544,3139,0,0,0,0,0,0,0,0
16015,-0.19,554,2902,0,0,0,0,0,0,0,0
16051,-0.17,478,2779,0,0,0,0,0,0,0,0
16087,-0.12,354,2833,0,0,0,0,0,0,0,0
16123,-0.19,251,2992,0,0,0,0,0,0,0,0
16159,-0.20,212,3101,0,0,0,0,0,0,0,0
16195,-0.09,229,3062,0,0,0,0,0,0,0,0
16231,-0.14,255,2981,0,0,0,0,0,0,0,0
16267,-0.26,255,2909,0,0,0,0,0,0,0,0
16303,-0.20,223,2872,0,0,0,0,0,0,0,0
16339,-0.13,177,2890,0,0,0,0,0,0,0,0
16375,-0.15,137,2919,0,0,0,0,0,0,0,0
16411,-0.20,118,2970,0,0,0,0,0,0,0,0
16447,-0.15,133,3168,0,0,0,0,0,0,0,0
16483,-0.18,193,3303,0,0,0,0,0,0,0,0
16519,-0.17,271,3184,0,0,0,0,0,0,0,0
16555,-0.19,308,2959,0,0,0,0,0,0,0,0
16591,-0.29,266,2817,0,0,0,0,0,0,0,0
16627,-0.21,169,2822,0,0,0,0,0,0,0,0
16663,-0.25,75,2943,0,0,0,0,0,0,0,0
16699,-0.18,29,3042,0,0,0,0,0,0,0,0
16735,-0.21,37,3047,0,0,0,0,0,0,0,0
16771,-0.13,64,2979,0,0,0,0,0,0,0,0
16807,-0.20,78,2915,0,0,0,0,0,0,0,0
16843,-0.16,68,2900,0,0,0,0,0,0,0,0
16879,-0.18,45,2919,0,0,0,0,0,0,0,0
16915,-0.15,25,2942,0,0,0,0,0,0,0,0
16951,-0.10,20,2996,0,0,0,0,0,0,0,0
16987,-0.16,41,3151,0,0,0,0,0,0,0,0
