Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.21,155,2406,0,0,0,0,0,0,0,0,0
14863,-0.26,688,3174,0,0,0,0,0,0,0,0,0
14899,-0.26,1472,3344,0,0,0,0,0,0,0,0,0
14935,-0.23,2159,3059,0,0,0,0,0,0,0,0,0
14971,-0.31,2529,2779,0,0,0,0,0,0,0,0,0
15007,-0.25,2565,2661,0,0,0,0,0,0,0,0,0
15043,-0.17,2386,2671,0,0,0,0,0,0,0,0,0
15079,-0.25,2131,2701,0,0,0,0,0,0,0,0,0
15115,-0.15,1892,2741,0,0,0,0,0,0,0,0,0
15151,-0.22,1706,2752,0,0,0,0,0,0,0,0,0
15187,-0.17,1571,2761,0,0,0,0,0,0,0,0,0
15223,-0.28,1472,2797,0,0,0,0,0,0,0,0,0
15259,-0.20,1393,2727,0,0,0,0,0,0,0,0,0
15295,-0.19,1305,2559,0,0,0,0,0,0,0,0,0
15331,-0.21,1209,2811,0,0,0,0,0,0,0,0,0
15367,-0.15,1222,4095,0,0,0,0,0,0,0,0,0
15403,-0.20,1437,4095,0,0,0,0,0,0,0,0,0
15439,-0.28,1727,4095,0,0,0,0,0,0,0,0,0
15475,-0.23,1935,4095,0,0,0,0,0,0,0,0,0
15511,-0.22,1941,2908,0,0,0,0,0,0,0,0,0
15547,-0.22,1627,2074,0,0,0,0,0,0,0,0,0
15583,-0.21,1058,1968,0,0,0,0,0,0,0,0,0
15619,-0.26,497,2399,0,0,0,0,0,0,0,0,0
15655,-0.17,176,2928,0,0,0,0,0,0,0,0,0
15691,-0.19,150,3131,0,0,0,0,0,0,0,0,0
15727,-0.25,296,2989,0,0,0,0,0,0,0,0,0
15763,-0.22,440,2747,0,0,0,0,0,0,0,0,0
15799,-0.24,483,2583,0,0,0,0,0,0,0,0,0
15835,-0.20,426,2557,0,0,0,0,0,0,0,0,0
15871,-0.28,328,2590,0,0,0,0,0,0,0,0,0
15907,-0.23,242,2617,0,0,0,0,0,0,0,0,0
15943,-0.27,189,2630,0,0,0,0,0,0,0,0,0
15979,-0.26,168,2690,0,0,0,0,0,0,0,0,0
16015,-0.28,175,2734,0,0,0,0,0,0,0,0,0
16051,-0.24,195,2701,0,0,0,0,0,0,0,0,0
16087,-0.29,214,2788,0,0,0,0,0,0,0,0,0
16123,-0.20,319,4095,0,0,0,0,0,0,0,0,0
16159,-0.27,597,4095,0,0,0,0,0,0,0,0,0
16195,-0.29,939,4095,0,0,0,0,0,0,0,0,0
16231,-0.21,1190,4095,0,0,0,0,0,0,0,0,0
16267,-0.22,1232,2829,0,0,0,0,0,0,0,0,0
16303,-0.24,953,2191,0,0,0,0,0,0,0,0,0
16339,-0.26,445,2135,0,0,0,0,0,0,0,0,0
16375,-0.22,-35,2509,0,0,0,0,0,0,0,0,0
16411,-0.24,-292,2963,0,0,0,0,0,0,0,0,0
16447,-0.23,-294,3056,0,0,0,0,0,0,0,0,0
16483,-0.21,-157,2932,0,0,0,0,0,0,0,0,0
16519,-0.26,-23,2767,0,0,0,0,0,0,0,0,0
16555,-0.26,30,2628,0,0,0,0,0,0,0,0,0
16591,-0.21,24,2862,0,0,0,0,0,0,0,0,0
16627,-0.19,42,3232,0,0,0,0,0,0,0,0,0
16663,-0.26,137,3394,0,0,0,0,0,0,0,0,0
16699,-0.17,274,3325,0,0,0,0,0,0,0,0,0
16735,-0.14,374,3157,0,0,0,0,0,0,0,0,0
16771,-0.13,387,2996,0,0,0,0,0,0,0,0,0
16807,-0.21,309,2768,0,0,0,0,0,0,0,0,0
16843,-0.22,162,2595,0,0,0,0,0,0,0,0,0
16879,-0.20,32,3239,0,0,0,0,0,0,0,0,0
16915,-0.25,74,4095,0,0,0,0,0,0,0,0,0
16951,-0.26,323,4095,0,0,0,0,0,0,0,0,0
16987,-0.28,631,4095,0,0,0,0,0,0,0,0,0
17023,-0.27,863,4095,0,0,0,0,0,0,0,0,0
17059,-0.20,884,2559,0,0,0,0,0,0,0,0,0
17095,-0.32,561,1943,0,0,0,0,0,0,0,0,0
17131,-0.20,-7,1689,0,0,0,0,0,0,0,0,0
17167,-0.28,-588,1584,0,0,0,0,0,0,0,0,0
17203,-0.16,-1013,1786,0,0,0,0,0,0,0,0,0
17239,-0.29,-1180,2386,0,0,0,0,0,0,0,0,0
17275,-0.19,-1006,3618,0,0,0,0,0,0,0,0,0
17311,-0.23,-504,4095,0,0,0,0,0,0,0,0,0
17347,-0.19,132,4095,0,0,0,0,0,0,0,0,0
17383,-0.19,666,4095,0,0,0,0,0,0,0,0,0
17419,-0.15,995,4095,0,0,0,0,0,0,0,0,0
17455,-0.26,1133,4095,0,0,0,0,0,0,0,0,0
17491,-0.21,1138,4095,0,0,0,0,0,0,0,0,0
17527,-0.21,1072,4095,0,0,0,0,0,0,0,0,0
17563,-0.22,962,3814,0,0,0,0,0,0,0,0,0
17599,-0.20,775,3187,0,0,0,0,0,0,0,0,0
17635,-0.16,486,2989,0,0,0,0,0,0,0,0,0
17671,-0.20,236,4095,0,0,0,0,0,0,0,0,0
17707,-0.19,202,4095,0,0,0,0,0,0,0,0,0
17743,-0.30,329,4095,0,0,0,0,0,0,0,0,0
17779,-0.25,478,4095,0,0,0,0,0,0,0,0,0
17815,-0.19,583,4095,0,0,0,0,0,0,0,0,0
17851,-0.28,599,3598,0,0,0,0,0,0,0,0,0
17887,-0.22,489,3402,0,0,0,0,0,0,0,0,0
17923,-0.16,340,4095,0,0,0,0,0,0,0,0,0
17959,-0.21,292,4095,0,0,0,0,0,0,0,0,0
17995,-0.15,337,4095,0,0,0,0,0,0,0,0,0
18031,-0.24,400,4095,0,0,0,0,0,0,0,0,0
18067,-0.16,423,3753,0,0,0,0,0,0,0,0,0
18103,-0.20,249,1855,0,0,0,0,0,0,0,0,0
18139,-0.20,-271,1149,0,0,0,0,0,0,0,0,0
18175,-0.20,-967,1493,0,0,0,0,0,0,0,0,0
18211,-0.30,-1447,2537,0,0,0,0,0,0,0,0,0
18247,-0.16,-1488,3061,0,0,0,0,0,0,0,0,0
18283,-0.15,-1186,3017,0,0,0,0,0,0,0,0,0
18319,-0.27,-787,3071,0,0,0,0,0,0,0,0,0
18355,-0.22,-449,3061,0,0,0,0,0,0,0,0,0
18391,-0.17,-230,2958,0,0,0,0,0,0,0,0,0
18427,-0.12,-58,4095,0,0,0,0,0,0,0,0,0
18463,-0.22,188,4095,0,0,0,0,0,0,0,0,0
18499,-0.17,465,4095,0,0,0,0,0,0,0,0,0
18535,-0.16,665,4095,0,0,0,0,0,0,0,0,0
18571,-0.22,691,2928,0,0,0,0,0,0,0,0,0
18607,-0.22,413,1926,0,0,0,0,0,0,0,0,0
18643,-0.19,-131,1698,0,0,0,0,0,0,0,0,0
18679,-0.25,-719,1631,0,0,0,0,0,0,0,0,0
18715,-0.21,-1181,1391,0,0,0,0,0,0,0,0,0
18751,-0.27,-1504,1001,0,0,0,0,0,0,0,0,0
18787,-0.25,-1698,1377,0,0,0,0,0,0,0,0,0
18823,-0.28,-1675,2259,0,0,0,0,0,0,0,0,0
18859,-0.18,-1407,2253,0,0,0,0,0,0,0,0,0
18895,-0.24,-1079,1657,0,0,0,0,0,0,0,0,0
18931,-0.25,-898,1441,0,0,0,0,0,0,0,0,0
18967,-0.24,-822,2333,0,0,0,0,0,0,0,0,0
19003,-0.24,-667,2733,0,0,0,0,0,0,0,0,0
19039,-0.25,-420,2478,0,0,0,0,0,0,0,0,0
19075,-0.29,-231,2146,0,0,0,0,0,0,0,0,0
19111,-0.34,-189,1947,0,0,0,0,0,0,0,0,0
19147,-0.17,-241,2237,0,0,0,0,0,0,0,0,0
19183,-0.22,-200,3568,0,0,0,0,0,0,0,0,0
19219,-0.23,94,4095,0,0,0,0,0,0,0,0,0
19255,-0.27,557,4095,0,0,0,0,0,0,0,0,0
19291,-0.17,978,4095,0,0,0,0,0,0,0,0,0
19327,-0.05,1195,3319,0,0,0,0,0,0,0,0,0
19363,-0.14,1018,1303,0,0,0,0,0,0,0,0,0
19399,-0.27,341,272,0,0,0,0,0,0,0,0,0
19435,-0.23,-586,595,0,0,0,0,0,0,0,0,0
19471,-0.21,-1295,1574,0,0,0,0,0,0,0,0,0
19507,-0.17,-1493,2364,0,0,0,0,0,0,0,0,0
19543,-0.19,-1222,2669,0,0,0,0,0,0,0,0,0
19579,-0.23,-739,2637,0,0,0,0,0,0,0,0,0
19615,-0.23,-294,2479,0,0,0,0,0,0,0,0,0
19651,-0.20,-27,2256,0,0,0,0,0,0,0,0,0
19687,-0.17,50,2183,0,0,0,0,0,0,0,0,0
19723,-0.19,18,2375,0,0,0,0,0,0,0,0,0
19759,-0.24,-2,2731,0,0,0,0,0,0,0,0,0
19795,-0.13,63,3003,0,0,0,0,0,0,0,0,0
19831,-0.17,200,2993,0,0,0,0,0,0,0,0,0
19867,-0.24,314,2590,0,0,0,0,0,0,0,0,0
19903,-0.15,307,2288,0,0,0,0,0,0,0,0,0
19939,-0.22,252,3338,0,0,0,0,0,0,0,0,0
19975,-0.21,357,4095,0,0,0,0,0,0,0,0,0
20011,-0.17,656,4095,0,0,0,0,0,0,0,0,0
20047,-0.20,949,3566,0,0,0,0,0,0,0,0,0
20083,-0.23,987,2289,0,0,0,0,0,0,0,0,0
20119,-0.24,663,1734,0,0,0,0,0,0,0,0,0
20155,-0.25,127,1792,0,0,0,0,0,0,0,0,0
20191,-0.23,-335,2257,0,0,0,0,0,0,0,0,0
20227,-0.23,-530,2823,0,0,0,0,0,0,0,0,0
20263,-0.19,-436,3032,0,0,0,0,0,0,0,0,0
20299,-0.28,-196,2893,0,0,0,0,0,0,0,0,0
20335,-0.23,15,2674,0,0,0,0,0,0,0,0,0
20371,-0.24,105,2499,0,0,0,0,0,0,0,0,0
20407,-0.23,76,2400,0,0,0,0,0,0,0,0,0
20443,-0.21,-16,2382,0,0,0,0,0,0,0,0,0
20479,-0.20,-115,2406,0,0,0,0,0,0,0,0,0
20515,-0.20,-182,2454,0,0,0,0,0,0,0,0,0
20551,-0.16,-201,2515,0,0,0,0,0,0,0,0,0
20587,-0.20,-174,2637,0,0,0,0,0,0,0,0,0
20623,-0.24,-47,3660,0,0,0,0,0,0,0,0,0
20659,-0.18,251,4095,0,0,0,0,0,0,0,0,0
20695,-0.21,651,4095,0,0,0,0,0,0,0,0,0
20731,-0.20,993,4095,0,0,0,0,0,0,0,0,0
20767,-0.27,1114,2832,0,0,0,0,0,0,0,0,0
20803,-0.24,880,2017,0,0,0,0,0,0,0,0,0
20839,-0.20,363,1914,0,0,0,0,0,0,0,0,0
20875,-0.21,-161,2282,0,0,0,0,0,0,0,0,0
20911,-0.23,-458,2838,0,0,0,0,0,0,0,0,0
20947,-0.26,-452,3199,0,0,0,0,0,0,0,0,0
20983,-0.23,-250,3026,0,0,0,0,0,0,0,0,0
21019,-0.22,-46,2693,0,0,0,0,0,0,0,0,0
21055,-0.28,28,2455,0,0,0,0,0,0,0,0,0
21091,-0.24,-27,2358,0,0,0,0,0,0,0,0,0
21127,-0.22,-145,2373,0,0,0,0,0,0,0,0,0
21163,-0.20,-249,2476,0,0,0,0,0,0,0,0,0
21199,-0.26,-294,2559,0,0,0,0,0,0,0,0,0
21235,-0.20,-277,2618,0,0,0,0,0,0,0,0,0
21271,-0.18,-220,2653,0,0,0,0,0,0,0,0,0
21307,-0.20,-129,3007,0,0,0,0,0,0,0,0,0
21343,-0.16,70,4095,0,0,0,0,0,0,0,0,0
21379,-0.27,418,4095,0,0,0,0,0,0,0,0,0
21415,-0.28,788,4095,0,0,0,0,0,0,0,0,0
21451,-0.27,1046,4095,0,0,0,0,0,0,0,0,0
21487,-0.32,1078,2692,0,0,0,0,0,0,0,0,0
21523,-0.24,771,2054,0,0,0,0,0,0,0,0,0
21559,-0.29,229,2001,0,0,0,0,0,0,0,0,0
21595,-0.25,-277,2338,0,0,0,0,0,0,0,0,0
21631,-0.26,-549,2785,0,0,0,0,0,0,0,0,0
21667,-0.22,-546,3018,0,0,0,0,0,0,0,0,0
21703,-0.27,-377,2890,0,0,0,0,0,0,0,0,0
21739,-0.19,-202,2675,0,0,0,0,0,0,0,0,0
21775,-0.25,-120,2498,0,0,0,0,0,0,0,0,0
21811,-0.21,-138,2416,0,0,0,0,0,0,0,0,0
21847,-0.27,-209,2432,0,0,0,0,0,0,0,0,0
21883,-0.30,-273,2534,0,0,0,0,0,0,0,0,0
21919,-0.29,-292,2621,0,0,0,0,0,0,0,0,0
21955,-0.24,-269,2559,0,0,0,0,0,0,0,0,0
21991,-0.23,-237,2527,0,0,0,0,0,0,0,0,0
22027,-0.20,-213,2545,0,0,0,0,0,0,0,0,0
22063,-0.20,-193,2586,0,0,0,0,0,0,0,0,0
22099,-0.23,-126,3280,0,0,0,0,0,0,0,0,0
22135,-0.24,88,4095,0,0,0,0,0,0,0,0,0
22171,-0.27,448,4095,0,0,0,0,0,0,0,0,0
22207,-0.23,807,4095,0,0,0,0,0,0,0,0,0
22243,-0.17,1048,4095,0,0,0,0,0,0,0,0,0
22279,-0.29,1062,2629,0,0,0,0,0,0,0,0,0
22315,-0.23,739,2100,0,0,0,0,0,0,0,0,0
22351,-0.26,205,2139,0,0,0,0,0,0,0,0,0
22387,-0.20,-266,2475,0,0,0,0,0,0,0,0,0
22423,-0.24,-504,2845,0,0,0,0,0,0,0,0,0
22459,-0.19,-498,2931,0,0,0,0,0,0,0,0,0
22495,-0.17,-364,2787,0,0,0,0,0,0,0,0,0
22531,-0.19,-239,2606,0,0,0,0,0,0,0,0,0
22567,-0.23,-191,2480,0,0,0,0,0,0,0,0,0
22603,-0.26,-215,2445,0,0,0,0,0,0,0,0,0
22639,-0.18,-267,2475,0,0,0,0,0,0,0,0,0
22675,-0.22,-305,2541,0,0,0,0,0,0,0,0,0
22711,-0.19,-301,2667,0,0,0,0,0,0,0,0,0
22747,-0.20,-254,2689,0,0,0,0,0,0,0,0,0
22783,-0.20,-191,2665,0,0,0,0,0,0,0,0,0
22819,-0.11,-139,2647,0,0,0,0,0,0,0,0,0
22855,-0.23,-113,2549,0,0,0,0,0,0,0,0,0
22891,-0.20,-117,2559,0,0,0,0,0,0,0,0,0
22927,-0.17,-58,3760,0,0,0,0,0,0,0,0,0
22963,-0.25,186,4095,0,0,0,0,0,0,0,0,0
22999,-0.17,553,4095,0,0,0,0,0,0,0,0,0
23035,-0.21,875,4095,0,0,0,0,0,0,0,0,0
23071,-0.30,1071,4095,0,0,0,0,0,0,0,0,0
23107,-0.19,1038,2447,0,0,0,0,0,0,0,0,0
23143,-0.22,662,1999,0,0,0,0,0,0,0,0,0
23179,-0.23,101,2226,0,0,0,0,0,0,0,0,0
23215,-0.19,-349,2557,0,0,0,0,0,0,0,0,0
23251,-0.21,-549,2778,0,0,0,0,0,0,0,0,0
23287,-0.24,-524,2929,0,0,0,0,0,0,0,0,0
23323,-0.17,-370,2992,0,0,0,0,0,0,0,0,0
23359,-0.13,-207,2699,0,0,0,0,0,0,0,0,0
23395,-0.20,-150,2215,0,0,0,0,0,0,0,0,0
23431,-0.17,-254,1862,0,0,0,0,0,0,0,0,0
23467,-0.19,-449,2090,0,0,0,0,0,0,0,0,0
23503,-0.31,-584,2465,0,0,0,0,0,0,0,0,0
23539,-0.18,-564,2774,0,0,0,0,0,0,0,0,0
23575,-0.25,-398,3041,0,0,0,0,0,0,0,0,0
23611,-0.17,-159,3071,0,0,0,0,0,0,0,0,0
23647,-0.20,56,2983,0,0,0,0,0,0,0,0,0
23683,-0.25,232,3583,0,0,0,0,0,0,0,0,0
23719,-0.22,444,4095,0,0,0,0,0,0,0,0,0
23755,-0.23,706,4095,0,0,0,0,0,0,0,0,0
23791,-0.27,933,4095,0,0,0,0,0,0,0,0,0
23827,-0.26,1064,4095,0,0,0,0,0,0,0,0,0
23863,-0.16,1067,3518,0,0,0,0,0,0,0,0,0
23899,-0.21,862,2549,0,0,0,0,0,0,0,0,0
23935,-0.27,447,2369,0,0,0,0,0,0,0,0,0
23971,-0.14,-8,2620,0,0,0,0,0,0,0,0,0
24007,-0.21,-306,2939,0,0,0,0,0,0,0,0,0
24043,-0.18,-385,3067,0,0,0,0,0,0,0,0,0
24079,-0.22,-324,2888,0,0,0,0,0,0,0,0,0
24115,-0.20,-240,2810,0,0,0,0,0,0,0,0,0
24151,-0.29,-192,2771,0,0,0,0,0,0,0,0,0
24187,-0.18,-179,2787,0,0,0,0,0,0,0,0,0
24223,-0.20,-188,2672,0,0,0,0,0,0,0,0,0
24259,-0.20,-225,2496,0,0,0,0,0,0,0,0,0
24295,-0.22,-287,2533,0,0,0,0,0,0,0,0,0
24331,-0.18,-341,2559,0,0,0,0,0,0,0,0,0
24367,-0.19,-365,2559,0,0,0,0,0,0,0,0,0
24403,-0.18,-357,2658,0,0,0,0,0,0,0,0,0
24439,-0.18,-264,3507,0,0,0,0,0,0,0,0,0
24475,-0.24,-4,4095,0,0,0,0,0,0,0,0,0
24511,-0.17,377,4095,0,0,0,0,0,0,0,0,0
24547,-0.18,727,4095,0,0,0,0,0,0,0,0,0
24583,-0.17,952,4095,0,0,0,0,0,0,0,0,0
24619,-0.21,951,2614,0,0,0,0,0,0,0,0,0
24655,-0.19,626,2182,0,0,0,0,0,0,0,0,0
24691,-0.18,111,2283,0,0,0,0,0,0,0,0,0
24727,-0.24,-321,2639,0,0,0,0,0,0,0,0,0
24763,-0.19,-513,3024,0,0,0,0,0,0,0,0,0
24799,-0.23,-477,2981,0,0,0,0,0,0,0,0,0
24835,-0.17,-357,2657,0,0,0,0,0,0,0,0,0
24871,-0.20,-293,2410,0,0,0,0,0,0,0,0,0
24907,-0.21,-320,2387,0,0,0,0,0,0,0,0,0
24943,-0.27,-381,2506,0,0,0,0,0,0,0,0,0
24979,-0.26,-403,2731,0,0,0,0,0,0,0,0,0
25015,-0.19,-349,2897,0,0,0,0,0,0,0,0,0
25051,-0.22,-233,2989,0,0,0,0,0,0,0,0,0
25087,-0.21,-104,2919,0,0,0,0,0,0,0,0,0
25123,-0.18,-18,2787,0,0,0,0,0,0,0,0,0
25159,-0.22,9,2837,0,0,0,0,0,0,0,0,0
25195,-0.21,85,4095,0,0,0,0,0,0,0,0,0
25231,-0.19,324,4095,0,0,0,0,0,0,0,0,0
25267,-0.20,634,4095,0,0,0,0,0,0,0,0,0
25303,-0.19,872,4095,0,0,0,0,0,0,0,0,0
25339,-0.19,932,3070,0,0,0,0,0,0,0,0,0
25375,-0.23,704,2238,0,0,0,0,0,0,0,0,0
25411,-0.17,232,2103,0,0,0,0,0,0,0,0,0
25447,-0.27,-256,2356,0,0,0,0,0,0,0,0,0
25483,-0.22,-550,2857,0,0,0,0,0,0,0,0,0
25519,-0.12,-570,3201,0,0,0,0,0,0,0,0,0
25555,-0.17,-399,3071,0,0,0,0,0,0,0,0,0
25591,-0.21,-218,2661,0,0,0,0,0,0,0,0,0
25627,-0.17,-164,2349,0,0,0,0,0,0,0,0,0
25663,-0.21,-254,2144,0,0,0,0,0,0,0,0,0
25699,-0.19,-423,2035,0,0,0,0,0,0,0,0,0
25735,-0.19,-587,2147,0,0,0,0,0,0,0,0,0
25771,-0.24,-666,2439,0,0,0,0,0,0,0,0,0
25807,-0.18,-615,2717,0,0,0,0,0,0,0,0,0
25843,-0.15,-459,2768,0,0,0,0,0,0,0,0,0
25879,-0.21,-283,2651,0,0,0,0,0,0,0,0,0
25915,-0.17,-134,3006,0,0,0,0,0,0,0,0,0
25951,-0.19,72,4095,0,0,0,0,0,0,0,0,0
25987,-0.17,407,4095,0,0,0,0,0,0,0,0,0
26023,-0.20,758,4095,0,0,0,0,0,0,0,0,0
26059,-0.16,1002,4095,0,0,0,0,0,0,0,0,0
26095,-0.27,1007,2409,0,0,0,0,0,0,0,0,0
26131,-0.12,668,2211,0,0,0,0,0,0,0,0,0
26167,-0.19,158,2399,0,0,0,0,0,0,0,0,0
26203,-0.24,-243,2663,0,0,0,0,0,0,0,0,0
26239,-0.23,-417,2942,0,0,0,0,0,0,0,0,0
26275,-0.15,-390,2962,0,0,0,0,0,0,0,0,0
26311,-0.17,-282,2710,0,0,0,0,0,0,0,0,0
26347,-0.20,-233,2233,0,0,0,0,0,0,0,0,0
26383,-0.16,-322,1819,0,0,0,0,0,0,0,0,0
26419,-0.22,-522,1779,0,0,0,0,0,0,0,0,0
26455,-0.25,-717,1975,0,0,0,0,0,0,0,0,0
26491,-0.25,-797,2329,0,0,0,0,0,0,0,0,0
26527,-0.23,-707,2802,0,0,0,0,0,0,0,0,0
26563,-0.20,-468,2977,0,0,0,0,0,0,0,0,0
26599,-0.19,-192,2783,0,0,0,0,0,0,0,0,0
26635,-0.17,77,3857,0,0,0,0,0,0,0,0,0
26671,-0.16,408,4095,0,0,0,0,0,0,0,0,0
26707,-0.14,762,4095,0,0,0,0,0,0,0,0,0
26743,-0.18,1026,4095,0,0,0,0,0,0,0,0,0
26779,-0.21,1108,3280,0,0,0,0,0,0,0,0,0
26815,-0.14,908,2298,0,0,0,0,0,0,0,0,0
26851,-0.12,445,2069,0,0,0,0,0,0,0,0,0
26887,-0.19,-60,2459,0,0,0,0,0,0,0,0,0
26923,-0.19,-365,2994,0,0,0,0,0,0,0,0,0
26959,-0.27,-399,3057,0,0,0,0,0,0,0,0,0
26995,-0.20,-289,2741,0,0,0,0,0,0,0,0,0
27031,-0.27,-209,2415,0,0,0,0,0,0,0,0,0
27067,-0.20,-229,2333,0,0,0,0,0,0,0,0,0
27103,-0.21,-310,2334,0,0,0,0,0,0,0,0,0
27139,-0.17,-387,2415,0,0,0,0,0,0,0,0,0
27175,-0.29,-417,2493,0,0,0,0,0,0,0,0,0
27211,-0.18,-395,2537,0,0,0,0,0,0,0,0,0
27247,-0.24,-331,2709,0,0,0,0,0,0,0,0,0
27283,-0.21,-148,4095,0,0,0,0,0,0,0,0,0
27319,-0.20,223,4095,0,0,0,0,0,0,0,0,0
27355,-0.24,647,4095,0,0,0,0,0,0,0,0,0
27391,-0.19,958,4095,0,0,0,0,0,0,0,0,0
27427,-0.21,1050,3027,0,0,0,0,0,0,0,0,0
27463,-0.24,808,2005,0,0,0,0,0,0,0,0,0
27499,-0.23,265,1641,0,0,0,0,0,0,0,0,0
27535,-0.16,-340,1874,0,0,0,0,0,0,0,0,0
27571,-0.24,-747,2451,0,0,0,0,0,0,0,0,0
27607,-0.15,-831,2814,0,0,0,0,0,0,0,0,0
27643,-0.20,-667,2810,0,0,0,0,0,0,0,0,0
27679,-0.17,-427,2715,0,0,0,0,0,0,0,0,0
