Time,Pressure,PPGSignal,BL_W20_T2.50_D5_C2,BL_W40_T2.50_D5_C2,BL_W60_T2.50_D5_C2,BL_W65_T2.50_D5_C2,BL_W70_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W75_T2.50_D5_C2
14828,-0.28,0,0,0,0,0,0,0,0,0
14863,-0.19,0,0,0,0,0,0,0,0,0
14899,-0.24,0,0,0,0,0,0,0,0,0
14935,-0.19,0,0,0,0,0,0,0,0,0
14971,-0.22,0,0,0,0,0,0,0,0,0
15007,-0.21,0,0,0,0,0,0,0,0,0
15043,-0.16,0,0,0,0,0,0,0,0,0
15079,-0.18,0,0,0,0,0,0,0,0,0
15115,-0.17,0,0,0,0,0,0,0,0,0
15151,-0.15,0,0,0,0,0,0,0,0,0
15187,-0.24,0,0,0,0,0,0,0,0,0
15223,-0.28,0,0,0,0,0,0,0,0,0
15259,-0.32,0,0,0,0,0,0,0,0,0
15295,-0.28,0,0,0,0,0,0,0,0,0
15331,-0.21,0,0,0,0,0,0,0,0,0
15367,-0.27,0,0,0,0,0,0,0,0,0
15403,-0.27,0,0,0,0,0,0,0,0,0
15439,-0.31,0,0,0,0,0,0,0,0,0
15475,-0.20,0,0,0,0,0,0,0,0,0
15511,-0.28,0,0,0,0,0,0,0,0,0
15547,-0.36,0,0,0,0,0,0,0,0,0
15583,-0.35,0,0,0,0,0,0,0,0,0
15619,-0.28,61,0,0,0,0,0,0,0,0
15655,-0.42,420,0,0,0,0,0,0,0,0
15691,-0.34,1222,0,0,0,0,0,0,0,0
15727,-0.35,2187,0,0,0,0,0,0,0,0
15763,-0.32,2936,0,0,0,0,0,0,0,0
15799,-0.28,3337,0,0,0,0,0,0,0,0
15835,-0.31,3374,0,0,0,0,0,0,0,0
15871,-0.40,2899,0,0,0,0,0,0,0,0
15907,-0.44,1870,0,0,0,0,0,0,0,0
15943,-0.40,782,0,0,0,0,0,0,0,0
15979,-0.46,198,0,0,0,0,0,0,0,0
16015,-0.55,158,0,0,0,0,0,0,0,0
16051,-0.70,343,0,0,0,0,0,0,0,0
16087,-0.52,527,0,0,0,0,0,0,0,0
16123,-0.45,737,0,0,0,0,0,0,0,0
16159,-0.59,1085,0,0,0,0,0,0,0,0
16195,-0.50,1551,0,0,0,0,0,0,0,0
16231,-0.45,1965,0,0,0,0,0,0,0,0
16267,-0.51,2207,0,0,0,0,0,0,0,0
16303,-0.56,2276,0,0,0,0,0,0,0,0
16339,-0.50,2191,0,0,0,0,0,0,0,0
16375,-0.52,1916,0,0,0,0,0,0,0,0
16411,-0.50,1453,0,0,0,0,0,0,0,0
16447,-0.49,953,0,0,0,0,0,0,0,0
16483,-0.58,647,0,0,0,0,0,0,0,0
16519,-0.55,657,0,0,0,0,0,0,0,0
16555,-0.50,890,0,0,0,0,0,0,0,0
16591,-0.55,1156,0,0,0,0,0,0,0,0
16627,-0.49,1339,0,0,0,0,0,0,0,0
16663,-0.55,1358,0,0,0,0,0,0,0,0
16699,-0.48,1150,0,0,0,0,0,0,0,0
16735,-0.54,801,0,0,0,0,0,0,0,0
16771,-0.54,515,0,0,0,0,0,0,0,0
16807,-0.54,448,0,0,0,0,0,0,0,0
16843,-0.55,581,0,0,0,0,0,0,0,0
16879,-0.58,777,0,0,0,0,0,0,0,0
16915,-0.51,923,0,0,0,0,0,0,0,0
16951,-0.40,898,0,0,0,0,0,0,0,0
16987,-0.39,584,0,0,0,0,0,0,0,0
17023,-0.44,20,0,0,0,0,0,0,0,0
17059,-0.42,-592,0,0,0,0,0,0,0,0
17095,-0.41,-962,0,0,0,0,0,0,0,0
17131,-0.41,-852,0,0,0,0,0,0,0,0
17167,-0.51,-338,0,0,0,0,0,0,0,0
17203,-0.49,228,0,0,0,0,0,0,0,0
17239,-0.44,558,0,0,0,0,0,0,0,0
17275,-0.42,658,0,0,0,0,0,0,0,0
17311,-0.40,710,0,0,0,0,0,0,0,0
17347,-0.42,783,0,0,0,0,0,0,0,0
17383,-0.45,829,0,0,0,0,0,0,0,0
17419,-0.46,774,0,0,0,0,0,0,0,0
17455,-0.45,602,0,0,0,0,0,0,0,0
17491,-0.44,417,0,0,0,0,0,0,0,0
17527,-0.40,286,0,0,0,0,0,0,0,0
17563,-0.43,156,0,0,0,0,0,0,0,0
17599,-0.42,-30,0,0,0,0,0,0,0,0
17635,-0.47,-247,0,0,0,0,0,0,0,0
17671,-0.50,-421,0,0,0,0,0,0,0,0
17707,-0.49,-493,0,0,0,0,0,0,0,0
17743,-0.57,-470,0,0,0,0,0,0,0,0
17779,-0.48,-414,0,0,0,0,0,0,0,0
17815,-0.51,-394,0,0,0,0,0,0,0,0
17851,-0.49,-436,0,0,0,0,0,0,0,0
17887,-0.47,-527,0,0,0,0,0,0,0,0
17923,-0.48,-637,0,0,0,0,0,0,0,0
17959,-0.47,-734,0,0,0,0,0,0,0,0
17995,-0.45,-786,0,0,0,0,0,0,0,0
18031,-0.46,-756,0,0,0,0,0,0,0,0
18067,-0.46,-579,0,0,0,0,0,0,0,0
18103,-0.47,-207,0,0,0,0,0,0,0,0
18139,-0.47,233,0,0,0,0,0,0,0,0
18175,-0.59,482,0,0,0,0,0,0,0,0
18211,-0.53,399,0,0,0,0,0,0,0,0
18247,-0.66,55,0,0,0,0,0,0,0,0
18283,-0.56,-369,0,0,0,0,0,0,0,0
18319,-0.56,-706,0,0,0,0,0,0,0,0
18355,-0.50,-883,0,0,0,0,0,0,0,0
18391,-0.59,-911,0,0,0,0,0,0,0,0
18427,-0.56,-842,0,0,0,0,0,0,0,0
18463,-0.54,-740,0,0,0,0,0,0,0,0
18499,-0.44,-648,0,0,0,0,0,0,0,0
18535,-0.54,-546,0,0,0,0,0,0,0,0
18571,-0.50,-385,0,0,0,0,0,0,0,0
18607,-0.53,-163,0,0,0,0,0,0,0,0
18643,-0.49,64,0,0,0,0,0,0,0,0
18679,-0.46,273,0,0,0,0,0,0,0,0
18715,-0.47,489,0,0,0,0,0,0,0,0
18751,-0.62,678,0,0,0,0,0,0,0,0
18787,-0.52,717,0,0,0,0,0,0,0,0
18823,-0.52,536,0,0,0,0,0,0,0,0
18859,-0.46,203,0,0,0,0,0,0,0,0
18895,-0.55,-137,0,0,0,0,0,0,0,0
18931,-0.44,-357,0,0,0,0,0,0,0,0
18967,-0.47,-411,0,0,0,0,0,0,0,0
19003,-0.46,-341,0,0,0,0,0,0,0,0
19039,-0.51,-228,0,0,0,0,0,0,0,0
19075,-0.51,-140,0,0,0,0,0,0,0,0
19111,-0.54,-98,0,0,0,0,0,0,0,0
19147,-0.40,-92,0,0,0,0,0,0,0,0
19183,-0.51,-102,0,0,0,0,0,0,0,0
19219,-0.53,-101,0,0,0,0,0,0,0,0
19255,-0.53,-14,0,0,0,0,0,0,0,0
19291,-0.51,239,0,0,0,0,0,0,0,0
19327,-0.54,615,0,0,0,0,0,0,0,0
19363,-0.47,936,0,0,0,0,0,0,0,0
19399,-0.54,1034,0,0,0,0,0,0,0,0
19435,-0.44,867,0,0,0,0,0,0,0,0
19471,-0.53,543,0,0,0,0,0,0,0,0
19507,-0.42,226,0,0,0,0,0,0,0,0
19543,-0.51,21,0,0,0,0,0,0,0,0
19579,-0.52,-57,0,0,0,0,0,0,0,0
19615,-0.40,-60,0,0,0,0,0,0,0,0
19651,-0.47,-47,0,0,0,0,0,0,0,0
19687,-0.50,-60,0,0,0,0,0,0,0,0
19723,-0.49,-108,0,0,0,0,0,0,0,0
19759,-0.48,-176,0,0,0,0,0,0,0,0
19795,-0.43,-232,0,0,0,0,0,0,0,0
19831,-0.47,-220,0,0,0,0,0,0,0,0
19867,-0.44,-75,0,0,0,0,0,0,0,0
19903,-0.53,170,0,0,0,0,0,0,0,0
19939,-0.46,356,0,0,0,0,0,0,0,0
19975,-0.51,343,0,0,0,0,0,0,0,0
20011,-0.49,151,0,0,0,0,0,0,0,0
20047,-0.49,-93,0,0,0,0,0,0,0,0
20083,-0.44,-266,0,0,0,0,0,0,0,0
20119,-0.56,-322,0,0,0,0,0,0,0,0
20155,-0.46,-331,0,0,0,0,0,0,0,0
