Time,Pressure,PPGSignal,rawPPGSignal,BL_W60_T2.50_D5_C2,BL_W65_T3.00_D5_C2,BL_W70_T2.50_D5_C2,BL_W75_T2.50_D5_C2,BL_W60_T3.00_D5_C2,BL_W65_T3.50_D5_C2,BL_W80_T2.50_D5_C2,BL_W75_T3.00_D5_C2
14828,-0.36,196,3015,0,0,0,0,0,0,0,0
14863,-0.27,805,3056,0,0,0,0,0,0,0,0
14899,-0.25,1589,3065,0,0,0,0,0,0,0,0
14935,-0.30,2196,3130,0,0,0,0,0,0,0,0
14971,-0.27,2535,3168,0,0,0,0,0,0,0,0
15007,-0.21,2639,3135,0,0,0,0,0,0,0,0
15043,-0.31,2570,3056,0,0,0,0,0,0,0,0
15079,-0.25,2397,3002,0,0,0,0,0,0,0,0
15115,-0.23,2179,2977,0,0,0,0,0,0,0,0
15151,-0.21,1964,2982,0,0,0,0,0,0,0,0
15187,-0.14,1782,2999,0,0,0,0,0,0,0,0
15223,-0.22,1640,3024,0,0,0,0,0,0,0,0
15259,-0.26,1533,3037,0,0,0,0,0,0,0,0
15295,-0.25,1448,3043,0,0,0,0,0,0,0,0
15331,-0.19,1374,3035,0,0,0,0,0,0,0,0
15367,-0.26,1301,3027,0,0,0,0,0,0,0,0
15403,-0.25,1228,3024,0,0,0,0,0,0,0,0
15439,-0.16,1153,3025,0,0,0,0,0,0,0,0
15475,-0.24,1081,3031,0,0,0,0,0,0,0,0
15511,-0.16,1015,3038,0,0,0,0,0,0,0,0
15547,-0.22,960,3120,0,0,0,0,0,0,0,0
15583,-0.25,924,3173,0,0,0,0,0,0,0,0
15619,-0.25,901,3136,0,0,0,0,0,0,0,0
15655,-0.24,869,3066,0,0,0,0,0,0,0,0
15691,-0.14,812,3006,0,0,0,0,0,0,0,0
15727,-0.21,735,2990,0,0,0,0,0,0,0,0
15763,-0.27,655,2999,0,0,0,0,0,0,0,0
15799,-0.30,588,3023,0,0,0,0,0,0,0,0
15835,-0.25,540,3039,0,0,0,0,0,0,0,0
