Time,Pressure,PPGSignal,rawPPGSignal
51461,138.79,125,1938
51469,138.67,508,1941
51476,138.70,986,1937
51483,138.83,1332,1946
51490,138.70,1489,1939
51497,138.89,1488,1940
51504,138.78,1385,1943
51510,138.86,1233,1939
51517,138.86,1070,1938
51524,138.89,914,1936
51531,138.89,775,1936
51538,138.81,653,1923
51545,138.82,544,1935
51552,138.87,448,1936
51559,138.95,362,1935
51566,138.88,284,1940
51572,138.79,212,1941
51579,138.86,145,1943
51586,138.89,81,1935
51593,138.85,21,1931
51600,138.96,-34,1937
51607,138.83,-85,1936
51614,138.83,-132,1938
51621,138.81,-173,1933
51628,138.83,-210,1934
51635,138.77,-243,1937
51641,138.83,-272,1936
51648,138.76,-297,1938
51655,138.81,-319,1936
51662,138.75,-338,1935
51669,138.78,-354,1936
51676,138.76,-367,1935
51683,138.71,-378,1937
51690,138.63,-388,1931
51697,138.70,-397,1937
51704,138.77,-402,1934
51711,138.65,-404,1936
51718,138.72,-404,1936
51725,138.69,-403,1931
51732,138.83,-401,1938
51739,138.62,-398,1930
51745,138.67,-394,1936
51752,138.75,-389,1935
51759,138.72,-383,1923
51766,138.57,-375,1935
51773,138.63,-366,1926
51780,138.57,-357,1923
51787,138.63,-348,1925
51794,138.60,-339,1919
51801,138.59,-330,1923
51808,138.53,-319,1920
51815,138.59,-309,1926
51822,138.53,-297,1915
51829,138.63,-286,1921
51836,138.65,-274,1915
51842,138.58,-264,1910
51849,138.57,-253,1915
51856,138.55,-242,1902
51863,138.55,-231,1912
51870,138.48,-219,1918
51877,138.54,-205,1910
51884,138.51,-190,1920
51891,138.58,-176,1921
51898,138.56,-163,1935
51905,138.49,-150,1930
51912,138.42,-136,1937
51919,138.46,-124,1936
51926,138.23,-114,1930
51933,138.41,-105,1936
51940,138.48,-97,1933
51946,138.47,-91,1921
51953,138.43,-85,1927
51960,138.43,-80,1922
51967,138.56,-74,1929
51974,138.49,-69,1920
51981,138.48,-64,1930
51988,138.52,-58,1915
51995,138.48,-53,1930
52002,138.49,-47,1929
52009,138.42,-41,1919
52016,138.46,-36,1932
52023,138.35,-29,1927
52030,138.48,-24,1921
52037,138.42,-19,1935
52043,138.52,-15,1932
52050,138.41,-10,1933
52057,138.39,-5,1926
52064,138.46,-1,1935
52071,138.29,1,1930
52078,138.43,2,1935
52085,138.37,4,1936
52092,138.46,7,1931
52099,138.35,8,1935
52106,138.48,10,1936
52113,138.37,12,1936
52119,138.44,14,1936
52126,138.36,15,1931
52133,138.47,14,1935
52140,138.34,14,1927
52147,138.31,14,1937
52154,138.34,15,1934
52161,138.32,15,1923
52168,138.46,14,1936
52175,138.29,12,1925
52181,138.40,10,1927
52188,138.37,10,1926
52195,138.37,10,1929
52202,138.37,11,1927
52209,138.42,13,1918
52216,138.51,13,1933
52223,138.48,13,1923
52230,138.43,12,1929
52236,138.39,12,1929
52243,138.54,12,1926
52250,138.50,13,1934
52257,138.51,14,1929
52264,138.43,16,1937
52271,138.43,18,1931
52278,138.49,19,1934
52285,138.40,20,1936
52292,138.46,21,1933
52298,138.13,20,1937
52305,138.42,18,1936
52312,138.35,17,1934
52319,138.39,15,1935
52326,138.29,13,1927
52333,138.32,11,1936
52340,138.37,9,1927
52347,138.29,8,1932
52354,138.35,7,1930
52361,138.25,7,1934
52367,138.33,7,1939
52374,138.28,7,1933
52381,138.25,8,1941
52388,138.25,7,1923
52395,138.28,6,1932
52402,138.25,5,1936
52409,138.24,5,1933
52416,138.31,6,1938
52422,138.26,7,1936
52429,138.23,7,1937
52436,138.20,6,1934
52443,138.18,5,1931
52450,138.19,3,1939
52457,138.18,2,1936
52464,138.20,2,1948
52471,138.18,3,1939
52478,138.20,4,1941
52484,138.14,6,1946
52491,138.19,6,1936
52498,138.20,5,1942
52505,138.06,4,1935
52512,138.14,2,1927
52519,138.14,0,1932
52526,138.18,-1,1929
52533,138.17,-4,1929
52540,138.10,-5,1923
52547,138.11,-8,1920
52553,138.11,-10,1922
52560,137.97,-11,1927
52567,138.14,-11,1925
52574,138.05,-10,1919
52581,138.02,-10,1931
52588,138.06,-9,1914
52595,137.99,-9,1926
52602,138.05,-9,1929
52609,138.06,-7,1920
52616,138.11,-6,1931
