Time,Pressure,PPGSignal,rawPPGSignal
57522,139.13,122,1904
57530,139.14,498,1904
57537,139.09,966,1901
57544,139.19,1305,1902
57551,139.14,1460,1905
57558,139.30,1460,1905
57565,139.43,1360,1911
57571,139.35,1213,1911
57578,139.39,1056,1926
57585,139.26,909,1922
57592,139.22,777,1923
57599,139.29,660,1923
57606,139.38,555,1919
57613,139.19,461,1932
57620,139.32,375,1925
57627,139.22,296,1929
57633,139.19,221,1935
57640,139.24,152,1927
57647,139.34,88,1930
57654,139.24,28,1925
57661,139.28,-26,1935
57668,139.13,-76,1930
57675,139.18,-122,1930
57682,139.18,-163,1929
57689,139.22,-202,1919
57696,139.07,-238,1918
57702,139.16,-270,1919
57709,139.20,-298,1917
57716,139.20,-322,1909
57723,139.14,-344,1904
57730,139.14,-363,1906
57737,139.12,-380,1894
57744,139.12,-394,1904
57751,139.14,-403,1904
57758,139.05,-408,1906
57765,139.15,-409,1911
57772,139.08,-408,1911
57779,139.07,-406,1908
57786,139.06,-403,1911
57793,139.06,-399,1911
57800,139.05,-394,1910
57806,139.06,-388,1905
57813,139.08,-383,1909
57820,139.04,-376,1904
57827,139.02,-370,1908
57834,139.05,-362,1910
57841,138.94,-352,1907
57848,139.02,-341,1920
57855,139.02,-329,1919
57862,138.93,-317,1923
57869,139.03,-304,1922
57876,138.96,-291,1915
57883,138.91,-278,1921
57890,138.96,-266,1923
57897,138.93,-256,1922
57904,138.92,-244,1919
57910,138.93,-233,1919
57917,138.94,-222,1920
57924,138.89,-212,1918
57931,138.87,-202,1920
57938,138.97,-192,1911
57945,138.89,-184,1913
57952,138.87,-176,1916
57959,138.83,-168,1906
57966,138.90,-160,1918
57973,138.93,-151,1918
57980,138.78,-140,1919
57987,138.91,-127,1919
57994,138.87,-115,1920
58001,138.79,-104,1922
58007,138.84,-94,1920
58014,138.81,-86,1927
58021,138.76,-77,1921
58028,138.84,-70,1934
58035,138.77,-63,1927
58042,138.78,-56,1927
58049,138.74,-51,1922
58056,138.83,-47,1921
58063,138.69,-43,1917
58070,138.68,-41,1914
58077,138.84,-39,1911
58084,138.74,-37,1916
58091,138.70,-34,1918
58098,138.71,-31,1917
58105,138.70,-26,1915
58111,138.73,-20,1921
58118,138.67,-13,1926
58125,138.78,-7,1933
58132,138.70,-1,1919
58139,138.67,4,1934
58146,138.64,10,1936
58153,138.71,14,1936
58160,138.79,17,1941
58167,138.57,19,1939
58174,138.69,20,1936
58181,138.66,20,1940
58187,138.67,18,1933
58194,138.66,15,1930
58201,138.63,13,1930
58208,138.65,12,1922
58215,138.64,10,1925
58222,138.68,8,1921
58229,138.54,6,1918
58236,138.65,4,1919
58243,138.57,3,1915
58249,138.67,3,1916
58256,138.54,4,1915
58263,138.56,4,1921
58270,138.56,6,1916
58277,138.50,8,1922
58284,138.55,10,1923
58291,138.51,12,1921
58298,138.64,13,1917
58305,138.56,12,1913
58311,138.63,11,1919
58318,138.65,11,1919
58325,138.49,11,1923
58332,138.49,12,1920
58339,138.46,12,1919
58346,138.50,12,1922
58353,138.44,13,1923
58360,138.48,13,1921
58367,138.46,13,1921
58373,138.49,12,1918
58380,138.53,11,1925
58387,138.46,9,1910
58394,138.51,7,1919
58401,138.44,6,1919
58408,138.44,6,1923
58415,138.40,7,1923
58422,138.40,8,1921
58428,138.48,9,1925
58435,138.50,10,1919
58442,138.54,9,1918
58449,138.55,7,1914
58456,138.53,3,1905
58463,138.56,-1,1904
58470,138.51,-5,1900
58477,138.54,-7,1903
58484,138.59,-9,1897
58491,138.54,-10,1891
58497,138.53,-10,1900
58504,138.49,-9,1898
58511,138.58,-7,1907
58518,138.51,-4,1905
58525,138.54,0,1915
58532,138.56,2,1913
58539,138.51,4,1911
58546,138.51,6,1915
58553,138.44,8,1914
58560,138.46,9,1919
58567,138.43,11,1921
58573,138.32,12,1927
58580,138.41,14,1927
58587,138.36,15,1923
58594,138.41,16,1931
58601,138.38,17,1933
58608,138.44,17,1930
58615,138.42,17,1931
58622,138.39,17,1930
58629,138.40,15,1923
58635,138.43,12,1929
58642,138.43,9,1920
58649,138.43,7,1924
58656,138.49,4,1917
58663,138.43,1,1919
58670,138.36,-1,1911
58677,138.33,-4,1918
58684,138.34,-5,1915
58691,138.21,-6,1909
58698,138.33,-6,1909
58705,138.31,-7,1904
58711,138.30,-8,1908
58718,138.33,-7,1914
58725,138.34,-4,1920
58732,138.22,-1,1923
58739,138.28,0,1921
58746,138.34,2,1927
58753,138.24,3,1920
58760,138.29,5,1930
58767,138.28,6,1927
58774,138.32,7,1927
58781,138.25,8,1938
58787,138.26,10,1939
58794,138.32,13,1949
58801,138.31,16,1950
58808,138.27,20,1949
58815,138.26,21,1951
58822,138.21,19,1943
58829,138.22,14,1933
58836,138.21,7,1939
58843,138.07,2,1933
58849,138.20,-1,1933
58856,138.12,-4,1921
58863,138.13,-8,1922
58870,138.08,-12,1931
58877,138.07,-14,1927
58884,138.14,-15,1922
58891,138.04,-15,1926
58898,138.09,-15,1925
58905,138.10,-13,1918
58912,138.03,-13,1917
58919,137.99,-13,1910
58926,138.07,-15,1906
58933,138.13,-17,1911
58939,138.03,-19,1902
58946,138.05,-19,1909
58953,138.02,-19,1907
58960,137.97,-18,1911
58967,137.99,-17,1907
58974,137.98,-15,1907
58981,137.91,-13,1911
58988,137.99,-11,1907
