time,pressure,rawPPG,ppg
11900,-0.23,2957,28
11936,-0.18,2967,28
11972,-0.19,2946,25
12008,-0.14,2940,19
12044,-0.21,2952,13
12080,-0.21,2963,11
12116,-0.18,2969,15
12152,-0.14,2974,23
12188,-0.14,2961,30
12224,-0.19,2939,33
12260,-0.20,2907,27
12296,-0.20,2907,13
12332,-0.25,2944,1
12368,-0.15,2989,2
12404,-0.27,2966,14
12440,-0.23,2953,27
12476,-0.22,2957,32
12512,-0.24,2942,32
12548,-0.17,2959,28
12584,-0.20,2965,26
12620,-0.19,3015,30
12656,-0.19,3004,42
12692,-0.18,2983,51
12728,-0.18,2958,51
12764,-0.17,2946,41
12800,-0.14,2902,23
12836,-0.25,2904,1
12872,-0.24,2951,-15
12908,-0.15,2966,-17
12944,-0.19,2958,-7
12980,-0.22,2938,2
13016,-0.15,2979,7
13052,-0.26,3006,16
13088,-0.21,3003,30
13124,-0.23,2967,39
13160,-0.18,2958,38
13196,-0.20,2976,30
13232,-0.17,2955,19
13268,-0.21,2950,9
13304,-0.14,2965,1
13340,-0.22,2965,0
13376,-0.19,2974,2
13412,-0.26,2957,7
13448,-0.17,2954,8
13484,-0.23,2942,4
13520,-0.20,2945,-1
13556,-0.20,2966,-5
13592,-0.24,2966,-5
13628,-0.22,2973,0
13664,-0.24,2959,4
13700,-0.15,2953,6
13736,-0.23,2960,4
13772,-0.19,2921,0
13808,-0.21,2926,-9
13844,-0.25,2957,-16
13880,-0.20,2950,-16
13916,-0.19,2958,-11
13952,-0.13,2981,-5
13988,-0.24,2999,4
14024,-0.20,3002,18
14060,-0.21,2961,28
14096,-0.22,2948,27
14132,-0.25,2949,16
14168,-0.18,2960,5
14204,-0.28,2992,0
14240,-0.24,2961,0
14276,-0.24,2939,0
14312,-0.23,2931,-7
14348,-0.21,2957,-14
14384,-0.24,2975,-14
14420,-0.22,2967,-7
14456,-0.22,2953,0
14492,-0.15,2958,0
14528,-0.17,2954,0
14564,-0.20,2961,-2
14600,-0.17,2974,-3
14636,-0.22,2974,0
14672,-0.12,2976,3
14708,-0.22,2955,5
14744,-0.29,2953,3
14780,-0.20,2954,0
14816,-0.21,2955,-5
14852,-0.17,2973,-8
14888,-0.23,2978,-6
14924,-0.23,2950,-3
14960,-0.21,2949,-3
14996,-0.17,2947,-7
15032,-0.22,2962,-10
15068,-0.15,2939,-11
15104,-0.19,2950,-11
15140,-0.17,2912,-15
15176,-0.15,2934,-21
15212,-0.23,2981,-21
15248,-0.16,2994,-9
15284,-0.16,2977,8
15320,-0.10,2960,19
15356,-0.22,2990,22
15392,-0.28,2980,22
15428,-0.17,2958,20
15464,-0.20,2950,13
15500,-0.19,2961,4
15536,-0.27,2970,-1
15572,-0.10,2971,-2
15608,-0.18,2960,-1
15644,-0.19,2951,0
15680,-0.20,2965,0
15716,-0.17,2964,0
15752,-0.18,2960,0
15788,-0.20,2950,-1
15824,-0.24,2937,-4
15860,-0.18,2931,-10
15896,-0.28,2955,-16
15932,-0.20,2970,-16
15968,-0.18,2961,-10
16004,-0.24,2960,-3
16040,-0.24,2963,0
16076,-0.23,2958,2
16112,-0.23,2965,2
16148,-0.17,2959,1
16184,-0.19,2965,0
16220,-0.23,2973,3
16256,-0.18,2963,6
16292,-0.16,2947,6
16328,-0.24,2965,3
16364,-0.18,2963,1
16400,-0.06,2972,0
16436,-0.25,2966,0
16472,-0.19,2930,-1
16508,-0.22,2903,-6
16544,-0.17,2941,-15
16580,-0.19,2981,-17
16616,-0.18,2962,-10
16652,-0.17,2939,-2
16688,-0.19,2962,0
16724,-0.22,3015,6
16760,-0.23,3001,18
16796,-0.15,2971,27
16832,-0.19,2954,26
16868,-0.15,2947,16
16904,-0.17,2931,3
16940,-0.20,2951,-6
16976,-0.12,2961,-11
17012,-0.12,2960,-10
17048,-0.16,2963,-6
17084,-0.14,2963,-2
17120,-0.14,2960,0
17156,-0.17,2953,2
17192,-0.22,2951,1
17228,-0.17,2958,-2
17264,-0.23,2981,-2
17300,-0.17,2971,0
17336,-0.21,2959,4
17372,-0.14,2945,3
17408,-0.08,2957,0
17444,-0.19,2975,-2
17480,-0.15,2959,0
17516,-0.20,2954,1
17552,-0.14,2965,0
17588,-0.20,2970,0
17624,-0.11,2964,1
17660,-0.08,2966,2
17696,-0.27,2951,2
17732,-0.12,2955,0
17768,-0.20,2954,-2
17804,-0.18,2928,-7
17840,-0.14,2912,-15
17876,-0.21,2944,-22
17912,-0.12,2970,-23
17948,-0.16,2978,-13
17984,-0.14,2979,0
18020,-0.11,2966,9
18056,-0.16,2974,15
18092,-0.22,2960,16
18128,-0.16,2948,12
18164,-0.23,2946,5
18200,-0.15,2957,-1
18236,-0.15,2969,-3
18272,-0.19,2969,0
18308,-0.16,2964,3
18344,-0.11,2963,7
18380,-0.25,2955,8
18416,-0.18,2955,7
18452,-0.25,2947,2
18488,-0.18,2947,-3
18524,-0.23,2962,-6
18560,-0.14,2954,-7
18596,-0.19,2959,-7
18632,-0.11,2957,-5
18668,-0.22,2966,-3
18704,-0.19,2978,1
18740,-0.18,2965,6
18776,-0.14,2963,8
18812,-0.21,2960,8
18848,-0.16,2950,6
18884,-0.10,2953,2
18920,-0.16,2960,0
18956,-0.25,2944,0
18992,-0.18,2949,-5
19028,-0.20,2958,-8
19064,-0.14,2987,-5
19100,-0.21,2976,1
19136,-0.27,2951,7
19172,-0.17,2950,6
19208,-0.28,2960,3
19244,-0.21,2978,2
19280,-0.18,2960,3
19316,-0.17,2946,3
19352,-0.22,2960,0
19388,-0.14,2973,0
19424,-0.19,2961,0
19460,-0.20,2971,1
19496,-0.11,2961,3
19532,-0.18,2963,3
19568,-0.15,2960,1
19604,-0.18,2958,0
19640,-0.21,2963,-2
19676,-0.08,2967,-3
19712,-0.16,2956,-3
19748,-0.23,2953,-4
19784,-0.24,2951,-7
19820,-0.20,2935,-8
19856,-0.15,2949,-10
19892,-0.15,2969,-9
19928,-0.16,2995,-2
19964,-0.20,2965,6
20000,-0.16,2938,9
20036,-0.16,2963,6
20072,-0.22,2990,3
20108,-0.14,2977,5
20144,-0.19,2951,7
20180,-0.16,2942,3
20216,-0.22,2929,-4
20252,-0.20,2912,-14
20288,-0.16,2960,-19
20324,-0.17,2974,-16
20360,-0.18,2977,-6
20396,-0.21,2967,3
20432,-0.23,2955,8
20468,-0.18,2947,7
20504,-0.21,2958,3
20540,-0.09,2969,1
20576,-0.16,2983,3
20612,-0.13,2978,7
20648,-0.10,2963,9
20684,-0.13,2959,9
20720,-0.15,2971,6
20756,-0.20,2965,4
20792,-0.19,2963,2
20828,-0.24,2958,0
20864,-0.17,2971,0
20900,-0.16,2978,0
20936,-0.18,2977,3
20972,-0.26,2978,7
21008,-0.16,2987,11
21044,-0.20,2962,12
21080,-0.26,2960,8
21116,-0.19,2960,2
21152,-0.17,2958,-3
21188,-0.19,2945,-7
21224,-0.17,2958,-10
21260,-0.19,2960,-10
21296,-0.17,2964,-8
21332,-0.14,2971,-5
21368,-0.10,2966,-2
21404,-0.11,2959,-1
21440,-0.22,2963,-1
21476,-0.19,2963,-2
21512,-0.27,2969,-1
21548,-0.19,2949,-1
21584,-0.24,2971,-3
21620,-0.26,2987,-4
21656,-0.13,2983,0
21692,-0.13,3024,8
21728,-0.19,3071,25
21764,-0.10,3110,50
21800,-0.12,3099,77
21836,-0.03,3071,94
21872,-0.18,3059,95
21908,-0.16,3038,81
21944,-0.19,2992,57
21980,-0.19,2969,25
22016,-0.13,2977,-7
22052,-0.20,2962,-31
22088,-0.24,2959,-46
22124,-0.21,2991,-52
22160,-0.25,3011,-48
22196,-0.14,3039,-32
22232,-0.20,3054,-10
22268,-0.18,3054,10
22304,-0.17,3033,23
22340,-0.16,3020,26
22376,-0.18,3008,19
22412,-0.18,2994,5
22448,-0.22,2981,-10
22484,-0.15,2960,-25
22520,-0.18,2959,-38
22556,-0.14,2971,-48
22592,-0.26,2967,-51
22628,-0.08,2963,-50
22664,-0.16,2949,-47
22700,-0.17,2947,-46
22736,-0.16,2961,-45
22772,-0.13,2971,-41
22808,-0.20,2992,-33
22844,-0.20,2963,-23
22880,-0.08,2932,-20
22916,-0.22,2927,-25
22952,-0.19,2933,-34
22988,-0.11,2949,-39
23024,-0.21,2959,-36
23060,-0.16,2992,-26
23096,-0.28,3029,-8
23132,-0.13,3054,16
23168,-0.17,3110,44
23204,-0.13,3170,78
23240,-0.14,3198,115
23276,-0.14,3187,147
23312,-0.16,3155,160
23348,-0.21,3039,142
23384,-0.09,2986,95
23420,-0.13,2970,36
23456,-0.16,2979,-15
23492,-0.15,2982,-49
23528,-0.13,2975,-65
23564,-0.14,2977,-68
23600,-0.06,2975,-64
23636,-0.19,2961,-59
23672,-0.21,2966,-56
23708,-0.16,2987,-53
23744,-0.14,2955,-50
23780,-0.17,2896,-53
23816,-0.19,2877,-66
23852,-0.13,2870,-83
23888,-0.22,2871,-97
23924,-0.17,2883,-102
23960,-0.17,2883,-96
23996,-0.17,2883,-84
24032,-0.12,2899,-72
24068,-0.20,2915,-58
24104,-0.09,2914,-43
24140,-0.14,2917,-29
24176,-0.18,2906,-19
24212,-0.21,2892,-14
24248,-0.18,2874,-15
24284,-0.12,2884,-20
24320,-0.18,2892,-23
24356,-0.16,2907,-19
24392,-0.18,2937,-8
24428,-0.14,2960,7
24464,-0.15,2946,27
24500,-0.23,2938,41
24536,-0.18,2946,47
24572,-0.18,2954,49
24608,-0.23,2960,50
24644,-0.18,2965,52
24680,-0.22,2992,55
24716,-0.15,2975,59
24752,-0.17,2972,61
24788,-0.22,2969,58
24824,-0.12,2977,52
24860,-0.14,2969,47
24896,-0.13,2969,44
24932,-0.21,2960,40
24968,-0.17,2944,34
25004,-0.17,2931,24
25040,-0.13,2950,15
25076,-0.18,2947,10
25112,-0.07,2965,9
25148,-0.13,2967,13
25184,-0.21,2958,17
25220,-0.16,2951,18
25256,-0.08,2939,14
25292,-0.12,2944,7
25328,-0.12,2951,1
25364,-0.18,2963,0
25400,-0.13,2968,3
25436,-0.16,2978,10
25472,-0.10,2981,17
25508,-0.18,2978,22
25544,-0.23,2971,23
25580,-0.17,2963,20
25616,-0.18,2942,13
25652,-0.09,2953,4
25688,-0.08,2961,-1
25724,-0.20,2955,-2
25760,-0.17,2961,-2
25796,-0.16,2969,-1
25832,-0.20,2990,3
25868,-0.19,2975,9
25904,-0.18,2963,11
25940,-0.20,2967,9
25976,-0.22,2965,5
26012,-0.21,2956,0
26048,-0.17,2945,-3
26084,-0.19,2944,-9
26120,-0.17,2966,-14
26156,-0.21,2985,-13
26192,-0.21,2979,-6
26228,-0.15,2970,0
26264,-0.18,2943,2
26300,-0.20,2929,-2
26336,-0.17,2935,-13
26372,-0.09,2946,-21
26408,-0.23,2977,-21
26444,-0.22,2979,-14
26480,-0.14,2971,-4
26516,-0.14,2971,3
26552,-0.14,2963,6
26588,-0.16,2954,4
26624,-0.21,2959,-1
26660,-0.15,2978,-3
26696,-0.13,2970,0
26732,-0.21,2970,2
26768,-0.09,2977,4
26804,-0.07,2975,5
26840,-0.03,2971,5
26876,-0.16,2966,4
26912,-0.15,2949,0
26948,-0.18,2939,-7
26984,-0.18,2966,-14
27020,-0.19,2966,-15
27056,-0.14,2978,-10
27092,-0.16,2960,-4
27128,-0.17,2960,-1
27164,-0.09,2947,-2
27200,-0.19,2954,-6
27236,-0.14,2946,-10
27272,-0.20,2977,-11
27308,-0.13,2981,-6
27344,-0.09,2971,2
27380,-0.16,2958,7
27416,-0.22,2937,5
27452,-0.19,2941,-1
27488,-0.15,2951,-9
27524,-0.12,2981,-11
27560,-0.14,2988,-5
27596,-0.17,3003,5
27632,-0.14,3014,17
27668,-0.22,2980,27
27704,-0.18,2959,27
27740,-0.18,2944,17
27776,-0.20,2944,2
27812,-0.23,2969,-9
27848,-0.17,2941,-15
27884,-0.19,2928,-20
27920,-0.15,2956,-23
27956,-0.16,2959,-21
27992,-0.17,2954,-16
28028,-0.22,2937,-13
28064,-0.27,2979,-11
28100,-0.23,3001,-3
28136,-0.16,2965,7
28172,-0.20,2955,11
28208,-0.19,2925,5
28244,-0.21,2942,-5
28280,-0.09,2971,-11
28316,-0.21,2981,-9
28352,-0.20,2959,-1
28388,-0.22,2946,3
28424,-0.23,2948,1
28460,-0.19,2944,-1
28496,-0.25,2957,-1
28532,-0.13,2992,1
28568,-0.09,2965,5
28604,-0.19,2949,7
28640,-0.16,2942,3
28676,-0.22,2898,-6
28712,-0.13,2935,-18
28748,-0.15,2955,-24
28784,-0.21,2951,-19
28820,-0.20,2950,-11
28856,-0.15,2939,-4
28892,-0.20,2913,-2
28928,-0.19,2925,-6
28964,-0.20,2943,-11
29000,-0.12,2942,-12
29036,-0.17,2896,-13
29072,-0.21,2798,-25
29108,-0.17,2735,-55
29144,-0.18,2741,-96
29180,-0.17,2787,-127
29216,-0.23,2832,-132
29252,-0.15,2914,-108
29288,-0.10,3035,-57
29324,-0.13,3071,15
29360,-0.14,3059,85
29396,-0.19,3027,132
29432,-0.19,2997,148
29468,-0.16,2999,137
29504,-0.16,2995,115
29540,-0.18,2987,90
29576,-0.20,2960,67
29612,-0.19,2957,45
29648,-0.25,2985,28
29684,-0.22,2971,21
29720,-0.13,2960,18
29756,-0.22,2946,15
29792,-0.20,2937,8
29828,-0.17,2954,0
29864,-0.18,2961,-4
29900,-0.16,2990,-2
29936,-0.18,3008,6
29972,-0.18,3017,22
30008,-0.18,2994,37
30044,-0.08,2975,41
30080,-0.15,2992,34
30116,-0.18,2951,23
30152,-0.18,2922,5
30188,-0.21,2953,-14
30224,-0.11,2960,-25
30260,-0.23,2973,-24
30296,-0.19,2965,-17
30332,-0.19,2967,-12
30368,-0.13,2975,-8
30404,-0.22,2966,-6
30440,-0.18,2959,-5
30476,-0.15,2934,-9
30512,-0.13,2941,-16
30548,-0.22,2959,-22
30584,-0.14,2971,-23
30620,-0.18,2963,-19
30656,-0.22,2967,-13
30692,-0.12,2959,-9
30728,-0.15,2990,-5
30764,-0.13,2992,0
30800,-0.12,2965,6
30836,-0.15,2948,7
30872,-0.12,2927,0
30908,-0.13,2915,-13
30944,-0.18,2933,-26
30980,-0.15,2935,-33
31016,-0.22,2941,-31
31052,-0.25,2928,-27
31088,-0.23,2923,-25
31124,-0.19,2926,-24
31160,-0.15,2917,-24
31196,-0.18,2925,-25
31232,-0.18,2942,-24
31268,-0.17,2961,-17
31304,-0.21,2955,-6
31340,-0.13,2938,1
31376,-0.15,2932,3
31412,-0.22,2941,1
31448,-0.16,2962,0
31484,-0.18,2916,0
31520,-0.12,2930,-1
31556,-0.13,2965,-2
31592,-0.20,2976,3
31628,-0.20,2979,13
31664,-0.25,2963,22
31700,-0.25,2992,27
31736,-0.20,2988,31
31772,-0.13,2978,35
31808,-0.22,2965,33
31844,-0.15,2971,27
31880,-0.18,2971,20
31916,-0.16,2993,17
31952,-0.19,2997,18
31988,-0.14,2974,21
32024,-0.15,2960,19
32060,-0.19,2944,11
32096,-0.13,2947,0
32132,-0.18,2962,-7
32168,-0.20,2957,-11
32204,-0.19,2954,-10
32240,-0.19,2960,-8
32276,-0.14,2901,-10
32312,-0.18,2882,-22
32348,-0.10,2942,-35
32384,-0.15,2993,-34
32420,-0.14,3012,-16
32456,-0.21,3009,7
32492,-0.17,3024,29
32528,-0.26,2992,42
32564,-0.12,2928,40
32600,-0.16,2918,21
32636,-0.20,2960,-1
32672,-0.13,2986,-12
32708,-0.17,2988,-10
32744,-0.13,2975,-2
32780,-0.13,3003,5
32816,-0.17,3023,14
32852,-0.16,2979,20
32888,-0.19,2965,18
32924,-0.20,2950,8
32960,-0.21,2887,-6
32996,-0.06,2866,-29
33032,-0.07,2899,-54
33068,-0.14,2999,-61
33104,-0.16,3029,-41
33140,-0.16,2989,-7
33176,-0.16,2948,15
33212,-0.15,2918,17
33248,-0.19,2906,2
33284,-0.13,2918,-16
33320,-0.17,2937,-28
33356,-0.14,2975,-29
33392,-0.12,2960,-19
33428,-0.11,2989,-4
33464,-0.17,2992,9
33500,-0.22,2993,20
33536,-0.12,2956,25
33572,-0.09,2928,19
33608,-0.18,2896,2
33644,-0.13,2876,-20
33680,-0.20,2878,-43
33716,-0.17,2874,-59
33752,-0.17,2894,-66
33788,-0.16,2882,-64
33824,-0.12,2882,-57
33860,-0.14,2879,-49
33896,-0.13,2898,-40
33932,-0.10,2945,-27
33968,-0.18,2973,-5
34004,-0.16,3005,21
34040,-0.20,3022,48
34076,-0.13,3009,70
34112,-0.14,3013,82
34148,-0.16,2949,81
34184,-0.17,2890,61
34220,-0.12,2882,28
34256,-0.18,2898,-5
34292,-0.14,2919,-25
34328,-0.15,2933,-30
34364,-0.16,2931,-24
34400,-0.11,2963,-12
34436,-0.21,2997,5
34472,-0.15,2964,23
34508,-0.09,2947,34
34544,-0.21,2960,33
34580,-0.17,2957,28
34616,-0.13,2959,22
34652,-0.22,2944,17
34688,-0.14,2960,13
34724,-0.13,2954,11
34760,-0.10,2945,9
34796,-0.23,2953,6
34832,-0.13,2961,5
34868,-0.15,2969,7
34904,-0.21,2974,11
34940,-0.20,2990,17
34976,-0.12,2953,20
35012,-0.11,2937,16
35048,-0.18,2958,7
35084,-0.11,2947,1
35120,-0.20,2946,-2
35156,-0.20,2960,-5
35192,-0.18,2957,-5
35228,-0.21,2963,-2
35264,-0.16,2971,0
35300,-0.23,2961,3
35336,-0.20,2953,4
35372,-0.10,2967,2
35408,-0.12,2962,0
35444,-0.20,2961,0
35480,-0.17,2903,-2
35516,-0.23,2913,-13
35552,-0.15,2950,-24
35588,-0.14,2957,-26
35624,-0.20,2979,-18
35660,-0.18,2986,-4
35696,-0.13,2975,8
35732,-0.19,2955,14
35768,-0.12,2955,12
35804,-0.17,2999,9
35840,-0.18,3001,12
35876,-0.12,2986,18
35912,-0.11,2960,19
35948,-0.14,2945,13
35984,-0.15,2950,2
36020,-0.13,2949,-7
36056,-0.14,2971,-11
36092,-0.17,2975,-10
36128,-0.20,2970,-6
36164,-0.12,2983,-1
36200,-0.22,2960,2
36236,-0.21,2947,1
36272,-0.22,2958,-3
36308,-0.09,2960,-7
36344,-0.14,2923,-10
36380,-0.13,2918,-19
36416,-0.17,2960,-27
36452,-0.15,2958,-25
36488,-0.13,2962,-18
36524,-0.18,2974,-8
36560,-0.16,2995,1
36596,-0.16,3001,13
36632,-0.12,2963,22
36668,-0.17,2954,21
36704,-0.25,2943,11
36740,-0.21,2949,-1
36776,-0.19,2967,-9
36812,-0.20,2978,-9
36848,-0.15,2981,-4
36884,-0.17,2965,1
36920,-0.17,2926,1
36956,-0.18,2894,-9
36992,-0.14,2933,-24
37028,-0.07,2975,-30
37064,-0.13,2987,-22
37100,-0.15,2990,-7
37136,-0.15,2979,8
37172,-0.16,3008,19
37208,-0.09,2978,26
37244,-0.14,2960,26
37280,-0.14,2946,18
37316,-0.12,2943,5
37352,-0.14,2949,-6
37388,-0.19,2947,-13
37424,-0.20,2948,-16
37460,-0.18,2961,-17
37496,-0.19,2963,-15
37532,-0.16,2953,-10
37568,-0.21,2973,-3
37604,-0.28,2979,2
37640,-0.23,2966,8
37676,-0.07,2949,8
37712,-0.16,2956,5
37748,-0.16,2938,0
37784,-0.21,2949,-5
37820,-0.14,2974,-6
37856,-0.11,2931,-5
37892,-0.18,2917,-9
37928,-0.17,2935,-16
37964,-0.16,2959,-20
38000,-0.15,2974,-13
38036,-0.16,2973,1
38072,-0.20,2992,14
38108,-0.21,3002,25
38144,-0.14,2992,32
38180,-0.22,2969,33
38216,-0.20,2960,26
38252,-0.18,2966,14
38288,-0.18,2924,2
38324,-0.08,2903,-12
38360,-0.24,2938,-26
38396,-0.06,2951,-31
38432,-0.13,2945,-29
38468,-0.19,2930,-25
38504,-0.19,2979,-20
38540,-0.05,3013,-7
38576,-0.14,2999,11
38612,-0.21,2971,25
38648,-0.17,2960,27
38684,-0.20,2946,19
38720,-0.21,2949,7
38756,-0.15,2967,0
38792,-0.10,2966,-3
38828,-0.18,2958,-2
38864,-0.19,2963,0
38900,-0.15,2908,-2
38936,-0.12,2938,-9
38972,-0.18,2976,-14
39008,-0.12,2975,-9
39044,-0.17,2957,-1
39080,-0.17,2959,3
39116,-0.14,2998,7
39152,-0.13,2960,12
39188,-0.21,2937,11
39224,-0.23,2947,2
39260,-0.23,2949,-5
39296,-0.12,2951,-10
39332,-0.17,2967,-10
39368,-0.21,3008,-3
39404,-0.13,3024,12
39440,-0.17,2991,28
39476,-0.24,2944,33
39512,-0.18,2939,23
39548,-0.20,2939,6
39584,-0.17,2946,-9
39620,-0.13,2964,-17
39656,-0.16,2928,-18
39692,-0.20,2915,-21
39728,-0.19,2943,-25
39764,-0.21,2963,-23
39800,-0.11,2960,-16
39836,-0.19,2958,-8
39872,-0.18,2986,0
39908,-0.16,3015,9
39944,-0.21,2987,22
39980,-0.21,2960,28
40016,-0.16,2954,23
40052,-0.15,2947,12
40088,-0.14,2967,0
40124,-0.21,2967,-3
40160,-0.22,2960,-3
40196,-0.20,2963,-1
40232,-0.22,2960,0
40268,-0.18,2969,0
40304,-0.20,2960,0
40340,-0.19,2960,0
40376,-0.14,2961,0
40412,-0.22,2948,-2
40448,-0.18,2944,-6
40484,-0.15,2955,-9
40520,-0.17,2973,-10
40556,-0.25,2960,-10
40592,-0.13,2960,-8
40628,-0.21,2963,-4
40664,-0.21,2963,-1
40700,-0.16,2966,1
40736,-0.18,2950,2
40772,-0.18,2959,0
40808,-0.14,2919,-3
40844,-0.18,2935,-10
40880,-0.21,2960,-13
40916,-0.19,2967,-5
40952,-0.15,2976,4
40988,-0.20,2957,10
41024,-0.21,2935,9
41060,-0.19,2942,3
41096,-0.23,2974,-4
41132,-0.19,2954,-8
41168,-0.16,2976,-8
41204,-0.17,2944,-6
41240,-0.17,2992,-2
41276,-0.14,2993,6
41312,-0.20,2991,20
41348,-0.18,2966,30
41384,-0.17,2962,30
41420,-0.17,2966,21
41456,-0.15,2966,11
41492,-0.18,2960,3
41528,-0.23,2965,-1
41564,-0.13,2962,-3
41600,-0.19,2955,-4
41636,-0.15,2960,-6
41672,-0.10,2958,-8
41708,-0.15,2975,-8
41744,-0.19,2965,-5
41780,-0.25,2960,-3
41816,-0.10,2958,-2
41852,-0.19,2951,-4
41888,-0.20,2955,-5
41924,-0.15,2949,-6
41960,-0.15,2958,-7
41996,-0.22,2966,-6
42032,-0.16,2992,-1
42068,-0.21,2967,5
42104,-0.18,2946,8
42140,-0.17,2955,6
42176,-0.15,2960,1
42212,-0.20,2965,-1
42248,-0.15,2945,-3
42284,-0.24,2943,-5
42320,-0.15,2961,-6
42356,-0.22,2961,-4
42392,-0.20,2913,-1
42428,-0.18,2902,-7
42464,-0.15,2942,-17
42500,-0.11,2971,-20
42536,-0.15,2970,-13
42572,-0.18,2988,-2
42608,-0.17,2987,10
42644,-0.14,2992,21
42680,-0.25,2983,27
42716,-0.17,2965,26
42752,-0.24,2949,18
42788,-0.19,2945,6
42824,-0.16,2955,-2
42860,-0.23,2960,-7
42896,-0.14,2918,-11
42932,-0.21,2930,-18
42968,-0.10,2957,-22
43004,-0.18,2960,-18
43040,-0.07,2962,-10
43076,-0.16,2960,-3
43112,-0.12,2994,5
43148,-0.18,2992,15
43184,-0.15,2986,25
43220,-0.20,2965,27
43256,-0.16,2961,23
43292,-0.17,2943,15
43328,-0.21,2951,4
43364,-0.19,2970,-3
43400,-0.19,2961,-6
43436,-0.30,2953,-7
43472,-0.17,2960,-7
43508,-0.13,2961,-6
43544,-0.17,2971,-4
43580,-0.15,2960,-2
43616,-0.19,2960,-1
43652,-0.16,2974,-1
43688,-0.19,2981,0
43724,-0.23,2963,2
43760,-0.25,2906,-2
43796,-0.13,2903,-14
43832,-0.15,2930,-28
43868,-0.17,2944,-33
43904,-0.16,2950,-29
43940,-0.20,2971,-18
43976,-0.19,3005,-3
44012,-0.16,3013,15
44048,-0.13,2967,30
44084,-0.18,2951,31
44120,-0.24,2895,17
44156,-0.26,2903,-6
44192,-0.18,2945,-26
44228,-0.19,2971,-30
44264,-0.20,2969,-21
44300,-0.26,2967,-6
44336,-0.21,2986,7
44372,-0.16,2989,19
44408,-0.12,2961,26
44444,-0.19,2950,25
44480,-0.18,2974,17
44516,-0.13,2991,13
44552,-0.20,2975,13
44588,-0.11,2961,13
44624,-0.12,2957,10
44660,-0.17,2960,6
44696,-0.20,2954,2
44732,-0.19,2945,-1
44768,-0.13,2939,-5
44804,-0.10,2946,-11
44840,-0.14,2950,-15
44876,-0.20,2945,-15
44912,-0.14,2938,-15
44948,-0.16,2937,-16
44984,-0.14,2962,-16
45020,-0.15,2967,-11
45056,-0.13,2951,-3
45092,-0.17,2928,0
45128,-0.26,2895,-5
45164,-0.18,2925,-15
45200,-0.22,2965,-20
45236,-0.21,2971,-13
45272,-0.14,2967,-1
45308,-0.14,2969,10
45344,-0.19,3002,18
45380,-0.14,2963,26
45416,-0.11,2926,25
45452,-0.18,2925,13
