Time,Pressure,PPGSignal,rawPPGSignal
16752,140.47,118,1840
16760,138.95,480,1839
16767,138.89,933,1849
16774,139.60,1262,1844
16781,140.06,1412,1849
16788,140.32,1411,1837
16795,140.97,1311,1829
16801,141.31,1164,1828
16808,141.93,1006,1821
16815,142.27,857,1827
16822,142.66,726,1823
16829,143.42,613,1823
16836,143.96,512,1825
16843,144.36,423,1821
16850,145.13,341,1825
16857,145.67,266,1814
16863,146.08,194,1817
16870,146.72,125,1810
16877,147.37,62,1808
16884,147.63,4,1808
16891,148.28,-48,1807
16898,148.80,-96,1797
16905,148.83,-140,1799
16912,149.21,-180,1802
16919,149.76,-215,1792
16926,149.73,-246,1792
16932,149.98,-273,1791
16939,150.47,-298,1783
16946,150.51,-319,1792
16953,150.48,-336,1791
16960,151.03,-350,1787
16967,151.10,-360,1794
16974,151.06,-369,1776
16981,151.50,-376,1786
16988,151.26,-382,1781
16995,151.36,-387,1779
17002,151.68,-388,1779
17009,151.60,-386,1785
17016,151.63,-382,1792
17023,151.93,-377,1792
17030,152.06,-371,1791
17036,151.73,-365,1790
17043,151.84,-359,1781
17050,151.94,-353,1783
17057,151.74,-348,1778
17064,151.75,-342,1780
17071,151.68,-335,1777
17078,150.36,-326,1776
17085,146.00,-317,1779
17092,149.20,-306,1776
17099,155.45,-295,1779
17106,146.73,-283,1776
17113,153.85,-271,1780
17120,149.32,-259,1779
17127,150.18,-247,1776
17134,150.81,-237,1776
17140,149.68,-227,1765
17147,150.60,-217,1761
17154,149.76,-209,1754
17161,149.96,-203,1744
17168,149.90,-198,1741
17175,149.75,-193,1733
17182,149.77,-188,1732
17189,149.59,-181,1722
17196,149.50,-173,1727
17203,149.38,-163,1716
17210,149.38,-153,1719
17217,149.30,-144,1722
17224,149.10,-133,1717
17231,149.11,-120,1727
17238,149.02,-106,1728
17244,149.04,-93,1727
17251,148.94,-82,1726
17258,148.89,-72,1733
17265,148.82,-62,1731
17272,148.74,-52,1730
17279,148.77,-43,1735
17286,148.68,-36,1735
17293,148.69,-31,1728
17300,148.64,-27,1725
17307,148.55,-24,1719
17314,148.51,-23,1715
17321,148.53,-23,1712
17328,148.41,-24,1709
17335,148.38,-23,1700
17342,148.43,-22,1695
17348,148.26,-20,1702
17355,148.28,-16,1706
17362,148.27,-10,1702
17369,148.29,-3,1711
17376,148.19,3,1712
17383,148.24,9,1710
17390,148.19,13,1707
17397,148.19,17,1711
17404,148.07,20,1712
17411,148.13,22,1712
17418,148.08,23,1712
17424,148.07,23,1704
17431,148.00,23,1695
17438,148.01,21,1702
17445,147.98,20,1693
17452,147.97,18,1694
17459,148.00,16,1686
17466,147.83,14,1690
17473,147.90,13,1680
17479,147.84,12,1681
17486,147.83,11,1678
17493,147.89,11,1667
17500,147.72,11,1680
17507,147.70,12,1680
17514,147.75,15,1684
17521,147.59,19,1684
17528,147.71,23,1690
17535,147.70,25,1683
17541,147.63,26,1681
17548,147.61,27,1685
17555,147.53,27,1687
17562,147.48,26,1691
17569,147.51,26,1693
17576,147.46,27,1691
17583,147.53,27,1695
17590,147.51,26,1685
17597,147.46,25,1686
17603,147.39,25,1690
17610,147.40,26,1683
