time,pressure,rawPPG,ppg
17084,-0.16,2969,-14
17120,-0.18,2970,-6
17156,-0.22,2957,1
17192,-0.20,2948,5
17228,-0.21,2946,3
17264,-0.18,2966,0
17300,-0.19,2960,0
17336,-0.22,2955,0
17372,-0.19,2954,1
17408,-0.17,2955,1
17444,-0.21,2946,0
17480,-0.11,2949,-1
17516,-0.16,2951,-3
17552,-0.20,2959,-4
17588,-0.19,2963,-2
17624,-0.23,2973,0
17660,-0.26,2963,3
17696,-0.22,2958,4
17732,-0.12,2955,3
17768,-0.18,2959,2
17804,-0.23,2960,2
17840,-0.27,2961,2
17876,-0.22,2964,2
17912,-0.23,2960,4
17948,-0.20,2956,5
17984,-0.13,2951,3
18020,-0.24,2947,0
18056,-0.19,2946,-1
18092,-0.15,2958,-1
18128,-0.16,2969,0
18164,-0.17,2989,5
18200,-0.15,2989,12
18236,-0.16,2965,17
18272,-0.17,2951,16
18308,-0.22,2938,8
18344,-0.22,2946,-2
18380,-0.22,2939,-10
18416,-0.18,2944,-15
18452,-0.20,2954,-16
18488,-0.20,2948,-13
18524,-0.29,2970,-9
18560,-0.22,2963,-3
18596,-0.22,2972,2
18632,-0.24,2958,5
18668,-0.23,2946,4
18704,-0.25,2955,0
18740,-0.17,2950,-2
18776,-0.15,2943,-4
18812,-0.16,2959,-6
18848,-0.19,2966,-5
18884,-0.20,2961,-1
18920,-0.25,2956,0
18956,-0.18,2955,1
18992,-0.16,2938,0
19028,-0.22,2938,-3
19064,-0.23,2945,-8
19100,-0.21,2962,-9
19136,-0.22,2961,-5
19172,-0.18,2951,-1
19208,-0.18,2941,0
19244,-0.20,2953,-2
19280,-0.22,2961,-2
19316,-0.15,2960,0
19352,-0.23,2961,3
19388,-0.11,2962,7
19424,-0.19,2960,8
19460,-0.14,2947,7
19496,-0.23,2941,3
19532,-0.15,2960,-1
19568,-0.14,2960,-2
19604,-0.22,2960,0
19640,-0.26,2960,3
19676,-0.21,2954,4
19712,-0.15,2959,5
19748,-0.18,2956,3
19784,-0.24,2957,1
19820,-0.16,2957,0
19856,-0.21,2951,0
19892,-0.11,2951,0
19928,-0.12,2959,0
19964,-0.14,2959,0
20000,-0.26,2956,1
20036,-0.19,2963,2
20072,-0.16,2960,3
20108,-0.16,2960,3
20144,-0.19,2951,3
20180,-0.17,2960,1
20216,-0.13,2959,1
20252,-0.13,2963,0
20288,-0.20,2954,0
20324,-0.18,2961,0
20360,-0.25,2957,0
20396,-0.20,2945,0
20432,-0.16,2950,-2
20468,-0.14,2951,-4
20504,-0.12,2944,-6
20540,-0.24,2957,-6
20576,-0.23,2967,-4
20612,-0.21,2960,0
20648,-0.15,2953,1
20684,-0.10,2941,0
20720,-0.13,2949,-2
20756,-0.13,2963,-4
20792,-0.12,2975,-2
20828,-0.16,2985,3
20864,-0.16,2962,9
20900,-0.17,2954,12
20936,-0.10,2959,9
20972,-0.19,2951,4
21008,-0.13,2958,0
21044,-0.13,2960,-2
21080,-0.10,2951,0
21116,-0.17,2953,3
21152,-0.12,2955,4
21188,-0.13,2948,1
21224,-0.12,2962,-2
21260,-0.21,2960,-4
21296,-0.17,2963,-3
21332,-0.26,2969,-1
21368,-0.21,2974,0
21404,-0.15,2970,2
21440,-0.14,2960,4
21476,-0.21,2933,2
21512,-0.17,2944,-5
21548,-0.13,2951,-11
21584,-0.12,2966,-13
21620,-0.22,2979,-10
21656,-0.19,2960,-5
21692,-0.16,2954,-1
21728,-0.11,2959,0
21764,-0.16,2960,0
21800,-0.11,2975,2
21836,-0.13,2969,5
21872,-0.22,2963,7
21908,-0.20,2955,7
21944,-0.20,2945,4
21980,-0.17,2955,0
22016,-0.18,2957,-4
22052,-0.16,2957,-6
22088,-0.18,2974,-5
22124,-0.25,2977,0
22160,-0.20,2957,4
22196,-0.22,2959,6
22232,-0.18,2975,6
22268,-0.25,2967,8
22304,-0.23,2960,8
22340,-0.17,2942,4
22376,-0.22,2944,-2
22412,-0.18,2944,-10
22448,-0.18,2945,-14
22484,-0.17,2962,-14
22520,-0.25,2963,-10
22556,-0.22,2960,-4
22592,-0.21,2951,0
22628,-0.17,2961,0
22664,-0.13,2960,0
22700,-0.25,2967,1
22736,-0.14,2960,1
22772,-0.23,2952,1
22808,-0.18,2938,0
22844,-0.15,2946,-2
22880,-0.17,2963,-4
22916,-0.19,2973,-2
22952,-0.21,2974,2
22988,-0.21,2953,7
23024,-0.16,2937,6
23060,-0.18,2943,0
23096,-0.18,2960,-4
23132,-0.22,2951,-5
23168,-0.18,2945,-5
23204,-0.23,2962,-3
23240,-0.19,2949,-2
23276,-0.17,2943,-3
23312,-0.26,2951,-5
23348,-0.20,2966,-4
23384,-0.13,2958,0
23420,-0.21,2963,3
23456,-0.22,2960,6
23492,-0.25,2957,7
23528,-0.18,2955,5
23564,-0.15,2950,2
23600,-0.16,2949,0
23636,-0.26,2960,-3
23672,-0.18,2963,-2
23708,-0.23,2960,0
23744,-0.21,2960,2
23780,-0.25,2951,2
23816,-0.20,2949,0
23852,-0.16,2963,0
23888,-0.19,2963,0
23924,-0.22,2960,1
23960,-0.17,2961,3
23996,-0.17,2955,4
24032,-0.21,2955,3
24068,-0.16,2963,2
24104,-0.22,2936,0
24140,-0.19,2950,-3
24176,-0.22,2960,-6
24212,-0.21,2972,-4
24248,-0.21,2971,0
24284,-0.21,2960,5
24320,-0.19,2957,7
24356,-0.17,2941,6
24392,-0.09,2964,3
24428,-0.18,2967,1
24464,-0.35,2961,2
24500,-0.20,2960,3
24536,-0.23,2966,4
24572,-0.24,2965,4
24608,-0.22,2971,4
24644,-0.20,2949,3
24680,-0.16,2942,0
24716,-0.21,2960,-3
24752,-0.27,2975,-3
24788,-0.12,2976,2
24824,-0.17,2947,6
24860,-0.24,2938,3
24896,-0.24,2961,-2
24932,-0.17,2976,-4
24968,-0.23,2974,0
25004,-0.23,2962,4
25040,-0.21,2963,6
25076,-0.19,2960,5
25112,-0.21,2941,0
25148,-0.21,2947,-6
25184,-0.11,2957,-11
25220,-0.16,2958,-11
25256,-0.17,2954,-9
25292,-0.19,2965,-5
25328,-0.18,2965,-1
25364,-0.24,2975,5
25400,-0.24,2965,9
25436,-0.22,2964,10
25472,-0.18,2950,6
25508,-0.14,2955,2
25544,-0.19,2956,-1
25580,-0.18,2956,-5
25616,-0.19,2951,-7
25652,-0.17,2947,-8
25688,-0.14,2955,-8
25724,-0.03,2974,-7
25760,-0.16,2963,-4
25796,-0.19,2981,0
25832,-0.23,2969,5
25868,-0.21,2950,6
25904,-0.15,2945,3
25940,-0.19,2949,-2
25976,-0.15,2961,-6
26012,-0.21,2977,-3
26048,-0.18,2963,1
26084,-0.16,2951,5
26120,-0.18,2944,3
26156,-0.19,2959,-1
26192,-0.20,2954,-3
26228,-0.18,2958,-4
26264,-0.22,2964,-3
26300,-0.15,2960,-1
26336,-0.23,2960,0
26372,-0.23,2969,1
26408,-0.22,2970,3
26444,-0.27,2951,4
26480,-0.26,2943,1
26516,-0.21,2943,-4
26552,-0.26,2950,-8
26588,-0.21,2960,-9
26624,-0.12,2961,-6
26660,-0.21,2979,-1
26696,-0.18,2975,5
26732,-0.22,2955,10
26768,-0.19,2948,9
26804,-0.28,2941,4
26840,-0.15,2959,-1
26876,-0.22,2955,-4
26912,-0.15,2956,-5
26948,-0.13,2949,-6
26984,-0.21,2975,-4
27020,-0.22,2992,1
27056,-0.23,3009,12
27092,-0.21,2985,23
27128,-0.23,2970,27
27164,-0.13,2953,21
27200,-0.24,2938,10
27236,-0.19,2962,-1
27272,-0.26,3014,-4
27308,-0.16,3119,11
27344,-0.13,3200,52
27380,-0.20,3162,102
27416,-0.16,3097,133
27452,-0.22,3095,134
27488,-0.24,3108,117
27524,-0.16,3102,95
27560,-0.23,3355,92
27596,-0.17,3216,118
27632,-0.20,3240,141
27668,-0.26,3173,142
27704,-0.21,3124,119
27740,-0.23,3535,109
27776,-0.29,3295,138
27812,-0.23,2960,141
27848,-0.23,2895,63
27884,-0.24,3304,-29
27920,-0.30,3285,-53
27956,-0.24,3186,-27
27992,-0.18,3056,-12
28028,-0.23,2901,-42
28064,-0.21,2782,-117
28100,-0.15,2559,-225
28136,-0.27,2493,-350
28172,-0.20,2427,-464
28208,-0.18,1771,-584
28244,-0.14,238,-845
28280,-0.18,0,-1315
28316,-0.24,0,-1817
28352,-0.15,257,-2133
28388,-0.20,2254,-2063
28424,-0.17,4095,-1417
28460,-0.21,4095,-336
28496,-0.23,4095,722
28532,-0.18,4095,1450
28568,-0.18,4095,1808
28604,-0.19,4095,1882
28640,-0.16,4095,1786
28676,-0.23,3289,1561
28712,-0.26,2778,1180
28748,-0.18,2593,696
28784,-0.19,2489,235
28820,-0.20,2590,-103
28856,-0.23,2911,-267
28892,-0.19,3041,-255
28928,-0.23,2969,-141
28964,-0.16,2950,-23
29000,-0.19,2903,52
29036,-0.20,2665,64
29072,-0.22,2256,-13
29108,-0.20,4095,-52
29144,-0.17,4095,147
29180,-0.13,4095,492
29216,-0.13,4095,776
29252,-0.24,323,688
29288,-0.16,0,-41
29324,-0.20,1215,-1004
29360,-0.20,1696,-1578
29396,-0.16,0,-1766
29432,-0.19,0,-1894
29468,-0.22,0,-2021
29504,-0.12,0,-2054
29540,-0.20,0,-1985
29576,-0.16,0,-1840
29612,-0.19,0,-1653
29648,-0.13,0,-1453
29684,-0.18,0,-1258
29720,-0.19,0,-1076
29756,-0.18,0,-910
29792,-0.21,0,-759
29828,-0.21,0,-622
29864,-0.12,0,-496
29900,-0.21,0,-380
29936,-0.17,0,-272
29972,-0.15,0,-172
30008,-0.18,0,-80
30044,-0.23,0,4
30080,-0.19,0,81
30116,-0.18,0,152
30152,-0.17,0,217
30188,-0.20,0,275
30224,-0.13,0,327
30260,-0.18,0,373
30296,-0.15,0,414
30332,-0.23,0,450
30368,-0.16,0,481
30404,-0.19,0,508
30440,-0.20,0,530
30476,-0.20,0,549
30512,-0.09,0,564
30548,-0.10,0,576
30584,-0.16,0,584
30620,-0.20,0,589
30656,-0.28,0,592
30692,-0.28,0,593
30728,-0.23,0,591
30764,-0.24,0,587
30800,-0.24,0,581
30836,-0.18,0,573
30872,-0.18,0,564
30908,-0.14,0,553
30944,-0.17,0,542
30980,-0.19,0,529
31016,-0.18,0,515
31052,-0.06,0,501
31088,-0.14,0,486
31124,-0.15,0,470
31160,-0.17,0,454
31196,-0.06,0,438
31232,-0.14,0,421
31268,-0.13,0,404
31304,-0.09,0,387
31340,-0.13,0,370
31376,-0.11,0,353
31412,-0.14,0,336
31448,-0.16,0,319
31484,-0.23,0,303
31520,-0.12,0,287
31556,-0.15,0,271
31592,-0.19,0,255
31628,-0.18,0,240
31664,-0.15,0,225
31700,-0.17,0,211
31736,-0.17,0,197
31772,-0.20,0,183
31808,-0.14,0,170
31844,-0.17,0,157
31880,-0.09,0,145
31916,-0.15,0,134
31952,-0.13,0,122
31988,-0.10,0,112
32024,-0.12,0,101
32060,-0.15,0,92
32096,-0.19,0,82
32132,-0.11,0,74
32168,-0.24,0,65
32204,-0.25,0,58
32240,-0.19,0,50
32276,-0.13,0,43
32312,-0.21,0,37
32348,-0.26,0,30
32384,-0.07,0,25
32420,-0.17,0,19
32456,-0.14,0,14
32492,-0.17,0,10
32528,-0.17,0,6
32564,-0.18,0,2
32600,-0.23,0,-1
32636,-0.14,0,-4
32672,-0.22,0,-7
32708,-0.20,0,-10
32744,-0.21,0,-12
32780,-0.14,0,-14
32816,-0.24,0,-16
32852,-0.23,0,-18
32888,-0.15,0,-19
32924,-0.20,0,-21
32960,-0.17,0,-22
32996,-0.25,0,-23
33032,-0.14,0,-24
33068,-0.20,0,-24
33104,-0.27,0,-25
33140,-0.17,0,-25
33176,-0.15,0,-25
33212,-0.25,0,-25
33248,-0.29,0,-25
33284,-0.16,0,-25
33320,-0.17,0,-25
33356,-0.24,0,-25
33392,-0.18,0,-24
33428,-0.21,0,-24
33464,-0.19,0,-23
33500,-0.19,0,-23
33536,-0.12,0,-22
33572,-0.23,0,-22
33608,-0.22,0,-21
33644,-0.19,0,-20
33680,-0.19,0,-20
33716,-0.17,0,-19
33752,-0.25,0,-18
33788,-0.24,0,-17
33824,-0.15,0,-17
33860,-0.22,0,-16
33896,-0.22,0,-15
33932,-0.20,0,-15
33968,-0.24,0,-14
34004,-0.16,0,-13
34040,-0.18,0,-12
34076,-0.19,0,-12
34112,-0.20,0,-11
34148,-0.16,0,-10
34184,-0.22,0,-10
34220,-0.23,0,-9
34256,-0.25,0,-8
34292,-0.16,0,-8
34328,-0.17,0,-7
34364,-0.18,0,-7
34400,-0.20,0,-6
34436,-0.20,0,-6
34472,-0.18,0,-5
34508,-0.22,0,-5
34544,-0.21,0,-4
34580,-0.26,0,-4
34616,-0.24,0,-3
34652,-0.21,1163,72
34688,-0.15,2816,409
34724,-0.18,3440,1062
34760,-0.21,3235,1785
34796,-0.21,2829,2259
34832,-0.23,2593,2357
34868,-0.16,2512,2157
34904,-0.17,2545,1819
34940,-0.21,2617,1478
34976,-0.16,2689,1203
35012,-0.18,2715,1006
35048,-0.25,2708,863
35084,-0.16,2655,743
35120,-0.22,2637,625
35156,-0.18,2608,503
35192,-0.18,2608,380
35228,-0.14,2640,265
35264,-0.18,2672,169
35300,-0.20,2707,96
35336,-0.24,2695,36
35372,-0.25,2666,-23
35408,-0.24,2647,-90
35444,-0.22,2645,-162
35480,-0.19,2653,-231
35516,-0.14,2665,-290
35552,-0.19,2658,-338
35588,-0.21,2847,-365
35624,-0.17,2992,-348
35660,-0.21,3056,-290
35696,-0.19,2898,-241
35732,-0.27,2748,-251
35768,-0.22,2672,-327
35804,-0.16,2677,-434
35840,-0.20,2717,-530
35876,-0.23,2768,-586
35912,-0.21,2822,-597
35948,-0.23,2815,-577
35984,-0.14,2768,-551
36020,-0.25,2700,-542
36056,-0.18,2651,-556
36092,-0.27,2692,-583
36128,-0.14,2706,-601
36164,-0.21,2736,-601
36200,-0.24,2783,-580
36236,-0.14,2791,-545
36272,-0.11,2795,-506
36308,-0.24,2763,-475
36344,-0.23,2736,-457
36380,-0.23,2739,-451
36416,-0.23,2721,-452
36452,-0.30,2739,-452
36488,-0.21,2835,-441
36524,-0.10,3088,-395
36560,-0.17,3205,-298
36596,-0.18,3056,-188
36632,-0.14,2855,-132
36668,-0.11,2710,-158
36704,-0.23,2740,-236
36740,-0.21,2769,-313
36776,-0.23,2822,-355
36812,-0.22,2864,-356
36848,-0.21,2875,-329
36884,-0.16,2811,-294
36920,-0.21,2752,-273
36956,-0.15,2741,-273
36992,-0.25,2752,-280
37028,-0.25,2752,-281
37064,-0.24,2783,-271
37100,-0.26,2768,-250
37136,-0.20,2761,-227
37172,-0.19,2736,-210
37208,-0.22,2747,-199
37244,-0.11,2773,-188
37280,-0.16,2790,-174
37316,-0.21,2789,-154
37352,-0.12,2768,-132
37388,-0.19,2784,-114
37424,-0.20,2893,-93
37460,-0.22,3141,-42
37496,-0.28,3394,60
37532,-0.21,3339,194
37568,-0.19,3125,291
37604,-0.18,2977,299
37640,-0.24,2855,221
37676,-0.21,2795,99
37712,-0.25,2746,-23
37748,-0.21,2752,-120
37784,-0.17,2807,-174
37820,-0.24,2795,-186
37856,-0.25,2774,-173
37892,-0.21,2754,-156
37928,-0.28,2746,-143
37964,-0.23,2801,-130
38000,-0.23,2897,-104
38036,-0.21,2899,-61
38072,-0.18,2782,-22
38108,-0.30,2559,-26
38144,-0.26,2189,-105
38180,-0.27,1053,-322
38216,-0.20,0,-756
38252,-0.25,0,-1330
38288,-0.26,0,-1818
38324,-0.26,4095,-1816
38360,-0.17,4095,-1049
38396,-0.25,4095,74
38432,-0.22,4095,1003
38468,-0.23,4095,1565
38504,-0.20,4095,1787
38540,-0.18,4095,1775
38576,-0.25,4095,1637
38612,-0.12,4095,1453
38648,-0.21,4095,1270
38684,-0.19,4095,1108
38720,-0.20,4095,972
38756,-0.22,4095,858
38792,-0.17,4095,760
38828,-0.21,4095,672
38864,-0.17,4095,590
38900,-0.24,4095,513
38936,-0.17,4095,441
38972,-0.22,4095,371
39008,-0.26,4095,306
39044,-0.19,4095,245
39080,-0.23,4095,187
39116,-0.19,4095,134
39152,-0.27,4095,85
39188,-0.18,4095,40
39224,-0.21,4095,-1
39260,-0.23,4095,-39
39296,-0.29,4095,-73
39332,-0.20,4095,-105
39368,-0.25,4095,-133
39404,-0.20,4095,-158
39440,-0.21,4095,-181
39476,-0.23,4095,-201
39512,-0.17,4095,-218
39548,-0.25,4095,-234
39584,-0.33,4095,-247
39620,-0.26,4095,-258
39656,-0.30,4095,-267
39692,-0.22,4095,-274
39728,-0.28,4095,-280
39764,-0.17,4095,-284
39800,-0.30,4095,-286
39836,-0.16,4095,-288
39872,-0.20,4095,-288
39908,-0.29,4095,-287
39944,-0.25,4095,-285
39980,-0.30,4095,-282
40016,-0.23,4095,-279
40052,-0.20,4095,-274
40088,-0.25,4095,-269
40124,-0.17,4095,-263
40160,-0.22,4095,-257
40196,-0.21,4095,-251
40232,-0.21,4095,-244
40268,-0.23,4095,-236
40304,-0.22,4095,-229
40340,-0.18,4095,-221
40376,-0.20,4095,-213
40412,-0.17,4095,-205
40448,-0.17,4095,-196
40484,-0.24,4095,-188
40520,-0.20,4095,-180
40556,-0.26,4095,-172
40592,-0.24,4095,-163
40628,-0.26,4095,-155
40664,-0.24,4095,-147
40700,-0.25,4095,-139
40736,-0.23,4095,-132
40772,-0.26,4095,-124
40808,-0.20,4095,-117
40844,-0.23,4095,-109
40880,-0.24,4095,-102
40916,-0.24,4095,-96
40952,-0.24,4095,-89
40988,-0.26,4095,-83
41024,-0.23,4095,-76
41060,-0.22,4095,-71
41096,-0.25,4095,-65
41132,-0.22,4095,-59
41168,-0.14,4095,-54
41204,-0.19,4095,-49
41240,-0.23,4095,-44
41276,-0.20,4095,-40
41312,-0.17,4095,-36
41348,-0.23,4095,-32
41384,-0.15,4095,-28
41420,-0.19,4095,-24
41456,-0.28,4095,-21
41492,-0.18,4095,-18
41528,-0.16,4095,-15
41564,-0.18,4095,-12
41600,-0.21,4095,-9
41636,-0.19,4095,-7
41672,-0.19,4095,-5
41708,-0.19,4095,-3
41744,-0.20,4095,-1
41780,-0.25,4095,0
41816,-0.21,4095,2
41852,-0.17,4095,3
41888,-0.12,4095,4
41924,-0.23,4095,6
41960,-0.14,4095,7
41996,-0.21,4095,8
42032,-0.21,4095,8
42068,-0.22,4095,9
42104,-0.26,4095,10
42140,-0.30,4095,10
42176,-0.20,4095,11
42212,-0.32,4095,11
42248,-0.27,4095,11
42284,-0.21,4095,12
42320,-0.25,4095,12
42356,-0.22,4095,12
42392,-0.20,4095,12
42428,-0.18,4095,12
42464,-0.21,4095,12
42500,-0.22,4095,12
42536,-0.24,4095,12
42572,-0.17,4095,12
42608,-0.18,4095,11
42644,-0.21,4095,11
42680,-0.16,4095,11
42716,-0.28,4095,11
42752,-0.23,4095,10
42788,-0.23,4095,10
42824,-0.17,4095,10
42860,-0.20,4095,9
42896,-0.17,4095,9
42932,-0.28,4095,9
42968,-0.22,4095,8
43004,-0.22,4095,8
43040,-0.26,4095,8
43076,-0.20,4095,7
43112,-0.32,4095,7
43148,-0.20,4095,6
43184,-0.27,4095,6
43220,-0.18,4095,6
43256,-0.21,4095,5
43292,-0.24,4095,5
43328,-0.29,4095,5
43364,-0.28,4095,4
43400,-0.24,4095,4
43436,-0.22,4095,4
43472,-0.26,4095,4
43508,-0.21,4095,3
43544,-0.17,4095,3
43580,-0.26,4095,3
43616,-0.17,4095,2
43652,-0.27,4095,2
43688,-0.20,4095,2
43724,-0.18,4095,2
43760,-0.23,4095,2
43796,-0.24,4095,1
43832,-0.23,4095,1
43868,-0.26,4095,1
43904,-0.19,4095,1
43940,-0.18,4095,1
43976,-0.26,4095,1
44012,-0.10,4095,0
44048,-0.17,4095,0
44084,-0.18,4095,0
44120,-0.20,4095,0
44156,-0.19,4095,0
44192,-0.21,4095,0
44228,-0.21,4095,0
44264,-0.21,4095,0
44300,-0.24,4095,0
44336,-0.18,4095,0
44372,-0.28,4095,0
44408,-0.26,4095,0
44444,-0.26,3850,-17
44480,-0.26,2713,-142
44516,-0.17,2608,-434
44552,-0.30,2816,-764
44588,-0.26,3035,-955
44624,-0.20,3142,-963
44660,-0.21,3151,-845
44696,-0.27,3131,-682
44732,-0.28,3088,-535
44768,-0.15,3071,-427
44804,-0.29,3086,-354
44840,-0.31,3061,-301
44876,-0.24,3045,-262
44912,-0.21,3040,-231
44948,-0.22,3030,-202
44984,-0.24,3053,-171
45020,-0.20,3053,-133
45056,-0.21,3042,-91
45092,-0.19,3039,-51
45128,-0.30,3026,-16
45164,-0.20,3029,10
45200,-0.24,3036,32
45236,-0.21,3013,53
45272,-0.15,3012,70
45308,-0.17,3022,86
45344,-0.18,3023,103
45380,-0.15,3022,122
45416,-0.19,3024,139
45452,-0.22,3025,154
45488,-0.25,3029,169
45524,-0.23,3022,181
45560,-0.22,2993,189
45596,-0.14,2992,191
45632,-0.34,2999,189
45668,-0.22,3009,190
45704,-0.25,3009,194
45740,-0.19,3007,199
45776,-0.14,3008,204
45812,-0.23,3005,208
