Time,Pressure,PPGSignal,rawPPGSignal
26676,144.24,122,1908
26684,142.77,498,1904
26691,142.74,968,1917
26698,143.29,1308,1910
26705,143.63,1464,1916
26712,143.92,1465,1914
26719,144.39,1367,1914
26725,144.82,1218,1914
26732,145.16,1056,1917
26739,145.61,902,1907
26746,145.84,765,1905
26753,146.44,645,1911
26760,146.71,539,1907
26767,146.98,445,1904
26774,147.61,359,1904
26781,147.84,279,1901
26787,148.24,205,1898
26794,148.75,134,1893
26801,149.33,67,1886
26808,149.60,5,1893
26815,150.20,-50,1879
26822,150.53,-101,1882
26829,150.65,-147,1875
26836,151.18,-186,1875
26843,153.46,-221,1872
26850,152.40,-254,1867
26857,145.88,-284,1865
26863,153.65,-312,1862
26870,148.00,-336,1856
26877,152.25,-357,1856
26884,148.95,-374,1861
26891,149.74,-387,1857
26898,149.91,-396,1854
26905,149.47,-401,1858
26912,149.82,-404,1859
26919,149.31,-405,1856
26926,149.53,-405,1852
26933,149.25,-403,1856
26940,149.18,-401,1857
26947,149.24,-396,1855
26954,149.12,-390,1858
26960,149.07,-384,1859
26967,148.94,-377,1864
26974,148.97,-369,1865
26981,148.83,-361,1857
26988,148.72,-350,1867
26995,148.83,-338,1867
27002,148.74,-326,1866
27009,148.73,-314,1857
27016,148.71,-303,1870
27023,148.69,-294,1871
27030,148.76,-284,1863
27037,148.84,-272,1863
27044,148.81,-261,1863
27051,148.76,-252,1854
27058,148.77,-244,1851
27064,148.85,-237,1845
27071,148.76,-228,1847
27078,148.79,-219,1846
27085,148.69,-210,1846
27092,148.81,-200,1847
27099,148.61,-190,1849
27106,148.57,-179,1844
27113,148.47,-167,1841
27120,148.42,-154,1846
27127,148.35,-141,1856
27134,148.24,-128,1855
27141,148.25,-116,1856
27148,148.17,-106,1852
27155,148.15,-97,1853
27161,148.12,-89,1856
27168,148.02,-82,1858
27175,147.99,-74,1863
27182,147.95,-67,1859
27189,147.93,-60,1862
27196,147.94,-52,1858
27203,147.77,-46,1858
27210,147.83,-41,1858
27217,147.83,-38,1845
27224,148.01,-36,1846
27231,147.87,-36,1842
27238,147.80,-35,1838
27245,147.79,-34,1833
27252,147.80,-32,1823
27259,147.66,-31,1821
27265,147.71,-31,1821
27272,147.61,-30,1822
27279,147.52,-27,1824
27286,147.63,-23,1827
27293,147.52,-17,1826
27300,147.48,-10,1829
27307,147.57,-3,1834
27314,147.44,3,1838
27321,147.44,10,1842
27328,147.42,16,1843
27335,147.41,20,1841
27342,147.37,22,1852
27348,147.35,25,1847
27355,147.30,27,1855
27362,147.41,30,1854
27369,147.37,32,1854
27376,147.32,32,1851
27383,147.23,31,1849
27390,147.15,29,1840
27397,147.18,26,1838
27403,147.08,21,1824
27410,147.10,15,1815
27417,147.09,10,1811
27424,147.10,6,1813
27431,147.04,4,1822
27438,147.07,3,1814
27445,147.01,3,1821
27452,146.96,4,1824
27459,146.98,7,1823
27465,146.96,11,1816
27472,146.92,13,1829
27479,146.94,15,1832
27486,146.85,16,1829
27493,146.86,16,1830
27500,146.90,15,1837
27507,146.75,15,1831
27514,146.67,16,1830
27521,146.73,18,1836
27527,146.78,20,1835
27534,146.77,21,1824
27541,146.78,21,1826
27548,146.74,18,1821
27555,146.68,14,1814
27562,146.63,9,1814
27569,146.57,5,1819
27576,146.61,3,1823
27582,146.59,4,1828
27589,146.53,7,1840
27596,146.49,10,1833
27603,146.53,13,1840
27610,146.44,15,1842
27617,146.50,18,1845
27624,146.53,22,1849
27631,146.43,26,1851
27638,146.36,28,1861
27644,146.34,30,1855
27651,146.31,29,1859
27658,146.33,28,1861
27665,146.32,27,1865
27672,146.29,27,1865
27679,146.25,27,1865
27686,146.16,26,1870
27693,146.11,23,1863
27700,146.20,20,1857
27706,146.12,16,1856
27713,146.18,11,1853
27720,146.18,6,1850
27727,146.20,1,1854
27734,146.18,-2,1847
27741,146.11,-5,1851
27748,146.11,-8,1851
27755,146.04,-10,1840
27762,146.01,-10,1854
27769,146.05,-9,1855
27776,146.05,-6,1855
27783,145.92,-2,1858
27789,145.95,1,1863
27796,145.92,5,1866
27803,145.95,5,1870
27810,145.91,4,1866
27817,145.87,2,1855
27824,145.99,0,1856
27831,145.85,-3,1847
27838,145.78,-8,1840
27845,145.75,-15,1830
27852,145.80,-22,1831
27859,145.73,-28,1817
27865,145.74,-32,1813
27872,145.72,-35,1808
27879,145.65,-38,1803
27886,145.68,-38,1799
27893,145.72,-37,1803
27900,145.63,-35,1799
27907,145.68,-32,1803
27914,145.66,-30,1797
27921,145.70,-28,1806
27928,145.68,-26,1797
27935,145.68,-23,1799
27942,145.76,-22,1805
27949,145.67,-19,1807
27956,145.67,-14,1812
27962,145.71,-9,1819
27969,145.68,-3,1824
27976,145.66,4,1831
27983,145.68,12,1837
27990,145.71,19,1841
27997,145.80,24,1844
28004,145.84,27,1849
28011,145.94,28,1853
28018,145.95,28,1856
28025,146.02,28,1849
28031,146.09,26,1851
28038,146.14,24,1844
28045,146.18,21,1842
28052,146.10,18,1839
28059,146.13,15,1835
28066,146.09,13,1834
28073,146.06,10,1835
28080,145.90,6,1821
28087,145.88,1,1823
28093,145.79,-4,1821
28100,145.86,-8,1825
28107,145.67,-10,1826
28114,145.76,-11,1822
28121,145.72,-10,1827
28128,145.71,-8,1826
28135,145.77,-5,1829
28142,145.72,-2,1834
28149,145.66,1,1832
28156,145.61,5,1838
28163,145.57,7,1834
28170,145.66,7,1835
28177,145.64,8,1840
28183,145.62,8,1840
28190,145.62,9,1847
28197,145.63,9,1843
28204,145.57,10,1840
28211,145.58,10,1842
28218,145.52,9,1847
28225,145.48,8,1843
28232,145.55,7,1843
28238,145.38,7,1844
28245,145.46,7,1840
28252,145.41,6,1841
28259,145.43,3,1844
28266,145.44,1,1840
28273,145.41,0,1836
28280,145.27,-1,1840
28287,145.22,-1,1851
28294,145.29,0,1850
28301,145.22,1,1847
28307,145.25,4,1856
28314,145.25,8,1859
28321,145.23,10,1858
28328,145.32,10,1851
28335,145.24,9,1847
28342,145.23,6,1847
28349,145.21,2,1846
28356,145.20,0,1840
28363,145.14,-4,1837
28369,145.13,-8,1835
28376,145.15,-11,1825
28383,145.08,-15,1822
28390,145.01,-19,1821
28397,145.11,-22,1818
28404,145.01,-22,1814
28411,145.10,-20,1820
28418,145.00,-17,1827
28425,145.03,-15,1823
28432,144.96,-15,1815
28439,144.96,-15,1819
28446,145.01,-13,1822
28453,144.92,-10,1823
28460,144.98,-7,1835
28466,144.90,-4,1839
28473,144.95,0,1839
28480,144.91,2,1846
28487,144.83,6,1846
28494,144.81,10,1853
28501,144.81,14,1856
28508,144.86,18,1866
28515,144.78,22,1870
28522,144.88,24,1861
28528,144.71,25,1869
28535,144.73,25,1869
28542,144.80,25,1865
28549,144.71,23,1870
28556,144.69,21,1871
28563,144.78,18,1872
28570,144.71,16,1866
28577,144.70,14,1871
28584,144.70,12,1862
28590,144.71,8,1863
28597,144.63,5,1866
28604,144.64,3,1865
28611,144.59,3,1861
28618,144.59,3,1867
28625,144.66,3,1870
28632,144.55,1,1863
28639,144.60,0,1861
28646,144.48,-3,1866
28652,144.48,-5,1859
28659,144.52,-7,1855
28666,144.51,-8,1857
28673,144.40,-9,1858
28680,144.51,-10,1851
28687,144.38,-10,1856
28694,144.50,-9,1865
28701,144.42,-9,1862
28708,144.52,-9,1865
28715,144.36,-9,1863
28722,144.32,-9,1847
28729,144.40,-8,1855
28736,144.29,-8,1851
28742,144.45,-9,1851
28749,144.28,-11,1846
