Time,Pressure,PPGSignal,rawPPGSignal
27243,142.93,120,1872
27251,142.80,489,1877
27258,142.81,951,1874
27265,142.79,1286,1872
27272,142.80,1440,1873
27279,142.72,1440,1873
27286,142.79,1340,1877
27292,142.74,1193,1872
27299,142.72,1034,1869
27306,142.73,883,1871
27313,142.70,750,1871
27320,142.60,632,1869
27327,142.55,528,1867
27334,142.49,435,1865
27341,142.61,349,1866
27347,142.57,271,1862
27354,142.53,198,1858
27361,142.45,130,1855
27368,142.46,67,1851
27375,142.50,8,1857
27382,142.41,-45,1856
27389,142.33,-93,1856
27396,142.36,-136,1859
27403,142.19,-174,1853
27410,142.27,-209,1855
27417,142.25,-240,1861
27423,142.24,-268,1853
27430,142.23,-292,1856
27437,142.16,-313,1853
27444,142.27,-330,1851
27451,142.20,-345,1858
27458,142.12,-357,1859
27465,142.05,-366,1863
27472,142.14,-372,1865
27479,142.14,-376,1871
27486,142.04,-378,1874
27493,142.07,-377,1879
27500,142.12,-373,1890
27507,142.00,-369,1890
27514,141.96,-364,1890
27521,141.94,-360,1888
27527,141.99,-356,1895
27534,141.92,-351,1892
27541,141.87,-346,1890
27548,141.85,-339,1894
27555,141.76,-333,1895
27562,141.87,-325,1898
27569,141.77,-316,1891
27576,141.85,-308,1891
27583,141.70,-300,1890
27590,141.71,-293,1888
27597,141.66,-285,1894
27604,141.65,-276,1882
27611,141.55,-266,1887
27618,141.53,-254,1887
27625,141.53,-242,1890
27631,141.46,-232,1882
27638,141.56,-223,1885
27645,141.55,-215,1879
27652,141.44,-208,1882
27659,141.35,-201,1873
27666,141.39,-195,1872
27673,141.44,-187,1871
27680,141.31,-178,1872
27687,141.29,-168,1866
27694,141.32,-158,1865
27701,141.24,-148,1869
27708,141.22,-138,1862
27715,141.21,-129,1872
27722,141.17,-119,1875
27729,141.08,-109,1871
27735,141.15,-99,1883
27742,141.08,-90,1878
27749,141.14,-81,1875
27756,141.11,-73,1871
27763,141.03,-67,1871
27770,141.02,-63,1857
27777,141.01,-61,1856
27784,141.05,-58,1854
27791,140.97,-56,1846
27798,140.96,-55,1841
27805,140.88,-54,1839
27812,140.90,-52,1835
27819,140.93,-48,1840
27826,140.90,-43,1839
27833,140.93,-37,1839
27839,140.92,-30,1839
27846,140.97,-23,1845
27853,140.98,-17,1844
27860,141.05,-12,1854
27867,141.05,-5,1845
27874,141.13,0,1858
27881,141.21,5,1861
27888,141.39,10,1859
27895,141.31,17,1871
27902,141.40,23,1867
27909,141.33,28,1871
27915,141.36,30,1872
27922,141.37,31,1871
27929,141.27,31,1872
27936,141.21,31,1862
27943,141.10,31,1866
27950,141.07,31,1866
27957,140.94,30,1866
27964,140.94,29,1867
27971,140.93,28,1859
27977,140.78,25,1867
27984,140.93,24,1869
27991,140.76,23,1869
27998,140.82,23,1871
28005,140.75,24,1870
28012,140.75,26,1872
28019,140.74,28,1877
28026,140.68,29,1872
28033,140.73,29,1875
28039,140.67,28,1872
28046,140.63,26,1867
28053,140.75,22,1859
28060,140.65,17,1867
28067,140.62,12,1860
28074,140.62,9,1862
28081,140.62,8,1866
28088,140.65,8,1869
28095,140.46,10,1866
28102,140.58,11,1856
28108,140.54,9,1853
28115,140.53,6,1850
28122,140.53,2,1849
28129,140.44,0,1852
28136,140.48,-2,1853
28143,140.38,-3,1849
28150,140.42,-2,1857
28157,140.41,-1,1853
28164,140.41,0,1857
28171,140.40,2,1855
28177,140.37,4,1860
28184,140.34,5,1870
28191,140.31,7,1853
28198,140.36,10,1871
28205,140.31,13,1869
28212,140.30,14,1874
28219,140.28,15,1872
28226,140.24,15,1875
28233,140.14,14,1878
28239,140.14,13,1877
28246,140.24,13,1879
28253,140.17,13,1878
28260,140.13,12,1882
28267,140.17,12,1881
28274,140.16,11,1879
28281,140.05,10,1883
28288,140.08,10,1881
28295,140.03,11,1885
28301,140.12,11,1878
28308,140.02,10,1876
28315,140.03,6,1873
28322,140.00,1,1875
28329,139.97,-1,1874
28336,139.97,-4,1870
28343,139.98,-6,1874
28350,139.98,-6,1878
28357,139.85,-7,1871
28364,139.92,-8,1869
28371,139.82,-8,1861
28377,139.88,-9,1863
28384,139.84,-10,1867
28391,139.79,-10,1868
28398,139.83,-9,1871
28405,139.79,-9,1872
28412,139.77,-9,1869
28419,139.64,-7,1866
28426,139.73,-5,1872
28433,139.67,-2,1876
28440,139.79,0,1879
28447,139.70,1,1878
28454,139.77,4,1881
28461,139.76,7,1887
28467,139.71,9,1887
28474,139.68,9,1883
28481,139.72,9,1881
28488,139.68,7,1874
28495,139.64,4,1873
28502,139.61,0,1891
28509,139.56,-3,1879
28516,139.57,-4,1879
28523,139.56,-4,1878
28529,139.47,-3,1885
28536,139.46,0,1886
28543,139.46,1,1890
28550,139.48,4,1886
28557,139.43,6,1892
28564,139.56,6,1888
28571,139.50,4,1886
28578,139.53,2,1886
28585,139.44,0,1882
28592,139.37,-2,1874
28598,139.31,-4,1875
28605,139.38,-6,1866
28612,139.25,-8,1867
28619,139.35,-10,1871
28626,139.28,-12,1868
28633,139.23,-14,1871
28640,139.24,-15,1856
28647,139.23,-15,1860
28654,139.26,-15,1854
28661,139.23,-15,1858
28668,139.20,-15,1866
28675,139.15,-13,1861
28682,139.20,-10,1871
28689,139.11,-7,1869
28695,139.12,-4,1872
28702,139.17,-1,1875
28709,139.16,1,1872
28716,139.14,2,1873
28723,139.03,3,1882
28730,139.07,3,1875
28737,139.16,2,1872
28744,139.04,2,1872
28751,139.18,2,1867
28758,139.05,2,1869
28764,139.04,1,1867
28771,139.00,0,1865
28778,139.04,-2,1857
28785,139.01,-4,1869
28792,138.97,-6,1869
28799,139.02,-5,1870
28806,138.99,-3,1872
28813,139.06,0,1882
28820,139.18,4,1888
28827,139.22,10,1888
28834,139.31,15,1890
28840,139.38,20,1896
28847,139.39,22,1899
28854,139.48,23,1894
28861,139.55,21,1897
28868,139.57,19,1894
28875,139.48,17,1899
28882,139.44,14,1890
28889,139.48,12,1887
28895,139.44,9,1888
28902,139.46,7,1886
28909,139.37,5,1884
28916,139.33,1,1883
28923,139.28,-3,1879
28930,139.25,-8,1872
28937,139.27,-12,1872
28944,139.14,-15,1870
28951,139.03,-18,1860
28958,139.06,-20,1856
28965,139.07,-22,1856
28972,138.99,-24,1847
28978,138.99,-25,1852
28985,138.98,-25,1847
28992,139.06,-24,1845
28999,138.93,-23,1843
29006,138.94,-23,1847
29013,139.01,-22,1843
29020,139.00,-19,1839
29027,138.95,-16,1847
29034,139.08,-12,1851
29041,139.01,-8,1857
29048,138.99,-3,1857
29055,138.96,0,1859
29062,139.03,0,1853
29068,138.99,1,1861
29075,138.94,4,1857
29082,139.01,6,1855
29089,138.97,6,1851
29096,138.95,6,1851
29103,138.98,4,1850
29110,138.98,2,1847
29117,138.94,-1,1842
29124,138.93,-4,1850
29131,138.82,-6,1850
29137,138.89,-4,1853
29144,138.87,0,1863
29151,138.88,3,1853
29158,138.89,5,1853
29165,138.86,6,1853
29172,138.89,7,1856
29179,138.84,7,1856
29186,138.83,7,1858
29193,138.80,6,1851
29200,138.83,5,1846
29206,138.78,4,1842
29213,138.85,1,1841
29220,138.84,-1,1836
29227,138.71,-3,1837
29234,138.73,-3,1837
29241,138.68,-3,1841
29248,138.70,-2,1841
29255,138.69,-2,1841
29262,138.80,-1,1842
29269,138.68,0,1854
29276,138.61,1,1855
29283,138.66,4,1856
29289,138.67,7,1857
29296,138.64,11,1862
29303,138.68,13,1851
29310,138.57,15,1861
29317,138.61,16,1860
29324,138.55,17,1861
29331,138.57,18,1861
29338,138.58,18,1865
29345,138.52,19,1872
29351,138.49,19,1872
29358,138.60,18,1870
29365,138.50,17,1871
29372,138.49,15,1874
29379,138.40,13,1875
29386,138.42,13,1879
29393,138.42,13,1868
29400,138.43,14,1886
29406,138.37,15,1886
29413,138.45,17,1895
29420,138.47,19,1894
29427,138.45,20,1898
29434,138.46,21,1900
29441,138.40,22,1899
29448,138.40,21,1894
29455,138.40,17,1899
29462,138.40,12,1887
29468,138.39,8,1898
29475,138.41,5,1897
29482,138.39,4,1903
29489,138.37,4,1901
29496,138.36,2,1898
29503,138.29,0,1893
29510,138.20,-2,1890
29517,138.20,-5,1880
29524,138.25,-8,1882
29531,138.19,-11,1878
29537,138.25,-13,1875
29544,138.17,-15,1876
29551,138.15,-17,1873
29558,138.19,-20,1869
29565,138.19,-21,1871
29572,138.24,-21,1870
29579,138.22,-21,1870
29586,138.22,-20,1871
29593,138.14,-19,1872
29600,138.12,-16,1883
29607,138.18,-13,1884
29614,138.13,-8,1886
29621,138.19,-3,1879
29628,138.14,0,1885
29634,138.18,0,1885
29641,138.23,-1,1886
29648,138.19,-2,1881
29655,138.13,-4,1873
29662,138.05,-7,1874
29669,137.99,-11,1872
29676,138.03,-13,1867
29683,138.04,-14,1871
29690,138.10,-15,1859
29697,138.01,-16,1855
29704,137.97,-18,1847
29711,138.02,-21,1853
29718,138.06,-23,1853
29724,138.04,-23,1856
29731,138.08,-22,1855
29738,138.13,-18,1853
29745,138.08,-14,1861
29752,138.13,-11,1859
29759,138.23,-7,1870
29766,138.37,-3,1869
29773,138.48,0,1861
29780,138.49,4,1872
29787,138.49,7,1879
29794,138.48,9,1877
29801,138.55,11,1884
29807,138.44,15,1887
29814,138.55,20,1888
29821,138.44,23,1895
29828,138.37,24,1890
29835,138.34,23,1901
29842,138.28,23,1902
29849,138.27,24,1902
29856,138.19,24,1897
29863,138.21,22,1895
29870,138.07,19,1895
29876,138.06,14,1890
29883,138.06,9,1887
29890,138.10,5,1888
29897,137.96,2,1890
29904,138.06,0,1881
29911,138.05,-1,1881
29918,137.93,-3,1883
29925,138.03,-4,1886
29932,137.97,-5,1878
29939,137.96,-7,1879
29945,138.01,-7,1878
29952,137.96,-7,1883
29959,137.91,-6,1889
29966,137.95,-4,1883
29973,137.92,-3,1888
29980,137.92,-1,1885
29987,137.89,0,1887
29994,137.91,0,1882
30001,137.87,0,1886
30008,137.89,-1,1879
30015,137.86,-2,1878
30022,137.85,-4,1872
30029,137.93,-5,1874
30035,137.79,-6,1872
30042,137.75,-8,1874
30049,137.79,-8,1877
30056,137.86,-8,1879
30063,137.79,-7,1885
30070,137.73,-5,1882
30077,137.86,-2,1888
30084,137.85,0,1881
30091,137.80,2,1886
30098,137.82,2,1884
30105,137.73,2,1883
30112,137.76,1,1872
30118,137.71,0,1875
30125,137.72,-1,1878
30132,137.78,-3,1867
30139,137.74,-5,1869
30146,137.52,-7,1873
30153,137.61,-8,1869
30160,137.55,-9,1867
30167,137.56,-10,1871
30174,137.48,-10,1863
30181,137.58,-10,1870
30188,137.49,-9,1871
30195,137.44,-8,1865
30202,137.49,-7,1874
30208,137.49,-4,1875
30215,137.44,0,1878
30222,137.53,5,1887
30229,137.48,10,1897
30236,137.48,15,1897
30243,137.43,18,1895
30250,137.44,21,1906
30257,137.38,22,1899
30264,137.34,22,1904
30271,137.35,21,1904
30277,137.37,21,1911
30284,137.40,20,1907
30291,137.34,18,1905
30298,137.28,17,1904
30305,137.34,14,1904
30312,137.27,12,1901
30319,137.29,9,1896
30326,137.26,6,1898
30332,137.32,3,1898
30339,137.28,0,1899
30346,137.31,-1,1891
30353,137.29,-3,1887
30360,137.24,-4,1896
30367,137.27,-4,1901
30374,137.22,-4,1902
30381,137.20,-3,1905
30388,137.20,-1,1909
30395,137.10,0,1904
30402,137.25,1,1910
30409,137.22,2,1907
30415,137.24,3,1909
30422,137.16,3,1918
30429,137.12,4,1918
30436,137.10,6,1919
30443,137.14,8,1923
30450,137.33,9,1922
30457,137.13,9,1915
30464,137.20,9,1926
30471,137.05,8,1921
30477,137.06,7,1921
30484,137.09,6,1936
30491,137.12,5,1948
30498,137.08,5,1936
30505,137.15,6,1936
30512,136.94,7,1936
30519,136.98,7,1934
30526,137.06,6,1931
30533,137.09,5,1930
30539,137.06,2,1927
30546,137.05,0,1926
30553,136.98,-4,1915
30560,137.06,-8,1917
30567,137.16,-11,1915
30574,137.04,-15,1904
30581,137.18,-19,1904
30588,137.12,-22,1904
30595,137.18,-25,1896
30602,137.23,-28,1904
30609,137.38,-29,1902
30616,137.32,-28,1901
30622,137.39,-26,1898
30629,137.37,-24,1894
30636,137.38,-23,1889
30643,137.35,-23,1889
30650,137.25,-23,1890
30657,137.27,-21,1887
30664,137.31,-18,1889
30671,137.14,-16,1887
30678,137.17,-15,1886
30685,137.18,-15,1889
30692,137.03,-13,1898
30699,136.98,-9,1904
30706,137.02,-4,1905
30713,136.97,0,1910
30719,136.96,5,1909
30726,136.89,7,1917
30733,136.97,10,1916
30740,137.03,12,1920
30747,136.95,14,1918
30754,136.97,15,1913
30761,136.84,15,1908
30768,136.84,11,1904
30775,136.85,6,1899
30781,136.93,0,1889
30788,136.82,-5,1879
30795,136.78,-9,1879
30802,136.75,-14,1879
30809,136.73,-18,1871
30816,136.91,-20,1872
30823,136.76,-21,1872
30830,136.68,-21,1871
30837,136.74,-20,1870
30844,136.64,-18,1874
30851,136.58,-15,1871
30858,136.60,-10,1874
30865,136.58,-4,1884
30872,136.67,0,1882
30878,136.68,4,1894
30885,136.55,9,1893
30892,136.65,13,1901
30899,136.52,16,1903
30906,136.56,20,1909
30913,136.45,23,1913
30920,136.42,25,1914
30927,136.35,27,1930
30934,136.47,28,1929
30940,136.48,29,1926
30947,136.38,29,1925
30954,136.38,29,1922
30961,136.30,26,1920
30968,136.33,23,1919
30975,136.30,19,1911
30982,136.21,15,1917
30989,136.24,11,1909
30995,136.15,6,1909
31002,136.17,2,1904
31009,136.10,0,1905
31016,136.08,-3,1902
31023,136.01,-6,1902
31030,135.98,-8,1898
31037,135.98,-8,1900
31044,135.91,-6,1904
31051,135.80,-4,1904
31058,135.79,-3,1909
31065,135.85,-1,1913
31072,135.80,0,1915
31078,135.79,1,1914
31085,135.64,2,1907
31092,135.64,1,1904
31099,135.66,0,1901
31106,135.67,-3,1895
31113,135.55,-5,1900
31120,135.49,-8,1895
31127,135.42,-9,1894
31134,135.45,-9,1902
31141,135.35,-8,1899
31148,135.39,-7,1906
31155,135.27,-5,1906
31161,135.31,-2,1911
31168,135.22,0,1921
31175,135.30,4,1923
31182,135.17,8,1923
31189,135.15,10,1923
31196,135.09,11,1927
31203,135.05,11,1919
31210,134.99,10,1921
31217,134.96,8,1921
31224,134.84,7,1920
31230,135.00,6,1916
31237,134.91,5,1918
31244,134.93,3,1920
31251,134.88,2,1918
31258,134.78,0,1909
31265,134.70,-3,1918
31272,134.61,-5,1917
31279,134.66,-5,1918
31286,134.60,-4,1922
31293,134.49,-3,1922
31299,134.48,-2,1926
31306,134.33,-1,1919
31313,134.36,0,1926
31320,134.41,1,1927
31327,134.27,3,1926
31334,134.29,4,1936
31341,134.25,5,1922
31348,134.27,6,1931
31355,134.34,5,1921
31362,134.19,3,1923
31368,134.13,0,1919
31375,134.04,-3,1918
31382,134.01,-7,1913
31389,133.91,-10,1903
31396,133.88,-13,1906
31403,133.88,-16,1891
31410,133.79,-19,1890
31417,133.74,-22,1890
31424,133.70,-24,1887
31431,133.66,-27,1883
31438,133.73,-29,1882
31445,133.69,-30,1879
31451,133.80,-28,1894
31458,133.77,-22,1903
31465,133.77,-13,1904
31472,133.88,-5,1904
31479,133.91,0,1904
31486,133.98,3,1906
31493,133.99,4,1906
31500,134.04,5,1907
31507,134.01,5,1915
31514,134.07,5,1911
31521,134.03,6,1908
31527,133.91,7,1920
31534,133.82,8,1914
31541,133.82,9,1919
31548,133.65,10,1920
31555,133.61,9,1914
31562,133.58,10,1920
31569,133.56,12,1921
31576,133.39,12,1911
31582,133.34,12,1920
31589,133.30,10,1917
31596,133.21,8,1919
31603,133.21,6,1914
31610,133.15,6,1917
31617,133.18,5,1925
31624,132.99,3,1914
31631,133.00,2,1915
31638,132.93,0,1908
31644,132.96,-1,1898
31651,132.92,-5,1904
31658,132.91,-8,1901
31665,132.84,-9,1904
31672,132.79,-9,1904
31679,132.66,-8,1906
31686,132.74,-7,1907
31693,132.70,-5,1907
31700,132.65,-3,1905
31707,132.58,-1,1905
31714,132.51,-1,1902
31721,132.41,-1,1904
31728,132.44,-1,1899
31735,132.45,-2,1898
31741,132.30,-5,1892
31748,132.37,-8,1882
31755,132.31,-11,1884
31762,132.27,-14,1890
31769,132.24,-15,1881
31776,132.17,-14,1881
31783,132.12,-12,1885
31790,132.14,-10,1888
31797,132.11,-8,1888
31804,132.03,-6,1877
31811,132.00,-5,1879
31818,131.95,-5,1886
31824,131.91,-6,1879
31831,131.85,-6,1881
31838,131.82,-4,1887
31845,131.78,0,1897
31852,131.76,3,1899
31859,131.68,7,1902
31866,131.77,10,1903
31873,131.62,13,1904
31880,131.67,16,1909
31887,131.52,19,1905
31893,131.51,21,1918
31900,131.49,23,1918
31907,131.42,24,1925
31914,131.33,25,1922
31921,131.28,25,1934
31928,131.28,24,1920
31935,131.21,22,1930
31942,131.19,21,1927
31948,131.10,21,1925
31955,131.17,19,1929
31962,131.04,16,1924
31969,131.00,12,1919
31976,130.97,8,1910
31983,130.92,3,1904
31990,130.90,-2,1902
31997,130.84,-7,1888
32004,130.91,-10,1903
32010,130.90,-11,1902
32017,130.77,-11,1905
32024,130.76,-9,1906
32031,130.66,-7,1910
32038,130.57,-5,1907
32045,130.68,-4,1909
32052,130.50,-2,1919
32059,130.41,0,1918
32066,130.45,3,1922
32073,130.51,5,1920
32080,130.42,6,1931
32086,130.45,8,1922
32093,130.33,9,1931
32100,130.34,10,1931
32107,130.27,10,1931
32114,130.31,9,1935
32121,130.24,9,1927
32128,130.14,8,1927
32135,130.07,7,1936
32141,130.08,7,1941
32148,129.93,7,1939
32155,129.89,8,1941
32162,129.84,7,1932
32169,129.89,5,1933
32176,129.88,2,1933
32183,129.81,0,1926
32190,129.79,-5,1921
32196,129.71,-10,1919
32203,129.62,-13,1909
32210,129.61,-15,1917
32217,129.65,-17,1913
32224,129.51,-17,1909
32231,129.47,-18,1902
32238,129.37,-20,1903
32245,129.37,-21,1895
32252,129.40,-23,1889
32259,129.30,-25,1887
32266,129.25,-27,1886
32273,129.28,-31,1872
32279,129.20,-34,1872
32286,129.10,-36,1867
32293,129.15,-37,1856
32300,129.00,-36,1859
32307,129.00,-35,1862
32314,128.96,-33,1860
32321,128.87,-31,1860
32328,128.89,-29,1870
32335,128.87,-24,1873
32342,128.90,-18,1875
32349,128.78,-10,1889
32356,128.80,-2,1892
32363,128.74,5,1901
32369,128.76,12,1890
32376,128.63,16,1902
32383,128.56,20,1898
32390,128.55,22,1903
32397,128.51,24,1904
32404,128.57,24,1904
32411,128.52,24,1911
32418,128.63,23,1905
32424,128.65,22,1904
32431,128.62,21,1904
32438,128.73,19,1902
32445,128.77,16,1899
32452,128.83,14,1895
32459,128.85,12,1895
32466,128.79,10,1891
32473,128.90,8,1895
32479,128.87,7,1904
32486,128.82,7,1904
32493,128.80,10,1917
32500,128.80,14,1927
32507,128.75,19,1931
32514,128.65,24,1938
32521,128.60,29,1940
32528,128.53,32,1929
32535,128.42,31,1936
32541,128.40,28,1930
32548,128.28,24,1930
32555,128.20,20,1930
32562,128.06,14,1920
32569,128.05,8,1906
32576,128.07,2,1914
32583,127.95,-3,1909
32590,127.86,-8,1906
32596,127.82,-11,1904
32603,127.77,-13,1901
32610,127.77,-14,1893
32617,127.77,-14,1893
32624,127.77,-16,1893
32631,127.66,-20,1882
32638,127.64,-23,1888
32645,127.63,-25,1885
32652,127.53,-24,1879
32659,127.49,-23,1885
32666,127.51,-20,1889
32673,127.48,-17,1887
32680,127.41,-12,1897
32686,127.34,-9,1899
32693,127.29,-7,1904
32700,127.29,-5,1904
32707,127.18,-2,1904
32714,127.23,1,1904
32721,127.22,3,1900
32728,127.25,4,1909
32735,127.20,5,1909
32742,127.12,6,1914
32749,127.12,6,1919
32755,127.04,6,1913
32762,127.04,5,1907
32769,127.05,5,1917
32776,126.99,6,1920
32783,126.99,8,1921
32790,126.85,10,1923
32797,126.82,13,1927
32804,126.84,15,1931
32810,126.64,17,1931
32817,126.64,19,1924
32824,126.62,18,1921
32831,126.58,15,1917
32838,126.67,11,1911
32845,126.51,5,1906
32852,126.42,0,1904
32859,126.44,-5,1905
32866,126.46,-9,1900
32872,126.35,-12,1898
32879,126.36,-14,1894
32886,126.26,-15,1893
32893,126.26,-15,1886
32900,126.27,-16,1889
32907,126.09,-17,1886
32914,126.08,-17,1893
32921,126.07,-16,1883
32928,126.10,-15,1891
32935,126.08,-13,1899
32942,125.97,-9,1904
32949,125.91,-4,1904
32955,125.93,1,1917
32962,125.90,7,1920
32969,125.84,11,1917
32976,125.77,13,1921
32983,125.81,14,1921
32990,125.71,16,1927
32997,125.58,18,1935
33004,125.59,20,1932
33010,125.49,21,1934
33017,125.57,22,1936
33024,125.47,21,1934
33031,125.48,18,1931
33038,125.59,15,1927
33045,125.38,11,1921
33052,125.32,5,1918
33059,125.31,0,1904
33065,125.30,-6,1905
33072,125.25,-12,1901
33079,125.10,-16,1904
33086,125.16,-20,1901
33093,125.06,-22,1902
33100,125.20,-21,1894
33107,125.05,-19,1895
33114,125.01,-17,1903
33121,124.94,-15,1903
33128,124.85,-12,1904
33135,124.88,-9,1907
33142,124.84,-6,1907
33149,124.84,-4,1904
33155,124.71,-2,1910
33162,124.71,0,1920
33169,124.72,3,1919
33176,124.70,7,1934
33183,124.69,11,1938
33190,124.64,15,1946
33197,124.58,19,1949
33204,124.67,21,1939
33211,124.53,22,1939
33217,124.51,22,1939
33224,124.53,19,1937
33231,124.42,16,1938
33238,124.47,13,1935
33245,124.41,10,1930
33252,124.39,5,1925
33259,124.25,0,1918
33266,124.31,-4,1918
33272,124.17,-9,1914
33279,124.17,-14,1905
33286,124.23,-17,1905
33293,124.12,-19,1909
33300,124.06,-18,1914
33307,124.03,-15,1919
33314,123.90,-11,1930
33321,123.95,-6,1923
33328,123.96,0,1935
33335,123.85,4,1938
33342,123.90,7,1942
33348,123.79,9,1942
33355,123.81,11,1945
33362,123.81,11,1948
33369,123.85,10,1943
33376,123.82,9,1945
33383,123.84,8,1946
33390,123.76,8,1939
33397,123.77,7,1945
33403,123.82,6,1936
33410,123.89,4,1939
33417,123.98,4,1943
33424,123.97,5,1947
33431,124.13,6,1954
33438,124.00,7,1954
33445,124.22,9,1959
33452,124.18,10,1953
33458,124.18,10,1948
33465,124.12,7,1942
33472,124.12,2,1936
33479,124.04,-3,1936
33486,123.95,-9,1925
33493,123.88,-14,1934
33500,123.86,-18,1921
33507,123.74,-20,1917
33514,123.70,-22,1915
33521,123.61,-23,1920
33527,123.60,-23,1914
33534,123.48,-22,1914
33541,123.41,-21,1915
33548,123.41,-21,1906
33555,123.33,-22,1903
33562,123.24,-24,1902
33569,123.29,-28,1890
33576,123.29,-31,1885
33583,123.14,-34,1873
33590,123.13,-37,1872
33597,123.17,-38,1872
33604,123.09,-38,1867
33611,123.05,-39,1861
33617,123.01,-39,1853
33624,123.08,-39,1854
33631,122.96,-38,1850
33638,122.90,-36,1853
33645,122.94,-32,1856
33652,122.93,-28,1855
33659,122.81,-23,1855
33666,122.76,-18,1852
33673,122.85,-13,1859
33680,122.81,-9,1862
33687,122.71,-4,1856
33694,122.74,1,1867
33700,122.68,6,1867
33707,122.62,9,1863
33714,122.62,12,1871
33721,122.59,13,1869
33728,122.54,13,1872
33735,122.59,14,1870
33742,122.52,16,1869
33749,122.53,17,1871
33755,122.51,18,1865
33762,122.45,19,1872
33769,122.42,20,1867
33776,122.40,19,1867
33783,122.30,19,1873
33790,122.31,21,1881
33797,122.28,22,1879
