time,pressure,rawPPG,ppg
20720,-0.25,2874,346
20756,-0.27,2839,212
20792,-0.22,2859,61
20828,-0.15,2841,-54
20864,-0.14,2868,-121
20900,-0.08,2913,-141
20936,-0.15,2914,-125
20972,-0.13,2882,-97
21008,-0.08,2827,-80
21044,-0.08,2784,-82
21080,-0.05,2774,-99
21116,-0.12,2763,-119
21152,-0.14,2786,-132
21188,-0.16,2830,-132
21224,-0.21,2835,-114
21260,-0.18,2831,-89
21296,-0.20,2811,-67
21332,-0.18,2784,-57
21368,-0.16,2729,-59
21404,-0.18,2701,-74
21440,-0.21,2702,-94
21476,-0.18,2750,-106
21512,-0.22,2885,-91
21548,-0.14,3274,-23
21584,-0.17,3568,124
21620,-0.13,3319,301
21656,-0.17,2958,394
21692,-0.05,2800,343
21728,-0.05,2797,199
21764,-0.11,2800,48
21800,-0.05,2831,-57
21836,-0.03,2849,-110
21872,-0.02,2880,-115
21908,-0.11,2800,-97
21944,-0.13,2662,-92
21980,-0.13,2595,-118
22016,-0.15,2608,-162
22052,-0.14,2663,-194
22088,-0.15,2767,-192
22124,-0.14,2830,-151
22160,-0.20,2852,-86
22196,-0.12,2787,-23
22232,-0.22,2752,9
22268,-0.17,2718,9
22304,-0.16,2751,-5
22340,-0.17,2765,-17
22376,-0.16,2823,-15
22412,-0.20,3174,22
22448,-0.12,3542,136
22484,0.03,3433,306
22520,-0.05,3090,426
22556,-0.07,2912,420
22592,-0.12,2913,315
22628,-0.08,2981,188
22664,-0.07,2973,91
22700,-0.17,2954,35
22736,-0.06,2973,6
22772,-0.11,2937,-5
22808,-0.16,2908,-13
22844,-0.19,2896,-23
22880,-0.20,2835,-40
22916,-0.14,2673,-74
22952,-0.26,2650,-130
22988,-0.21,2732,-182
23024,-0.17,2832,-200
23060,-0.24,2885,-172
23096,-0.22,2879,-118
23132,-0.13,2869,-64
23168,-0.15,2863,-27
23204,-0.31,2858,-10
23240,-0.19,2846,-6
23276,-0.21,2953,-4
23312,-0.23,3342,35
23348,-0.25,3869,167
23384,-0.23,3792,381
23420,-0.26,3328,546
23456,-0.17,3057,546
23492,-0.17,3025,403
23528,-0.13,3062,216
23564,-0.09,3038,62
23600,-0.17,3005,-39
23636,-0.10,3035,-96
23672,-0.10,3067,-114
23708,-0.14,2992,-110
23744,-0.16,2891,-113
23780,-0.18,2772,-145
23816,-0.20,2746,-198
23852,-0.10,2832,-245
23888,-0.13,2934,-255
23924,-0.22,2977,-223
23960,-0.16,2928,-170
23996,-0.12,2840,-130
24032,0.10,2769,-122
24068,0.58,2754,-142
24104,1.02,2746,-170
24140,1.60,2773,-189
24176,2.02,2891,-182
24212,2.40,3269,-122
24248,2.46,3840,35
24284,2.17,3877,283
24320,1.86,3423,494
24356,1.76,3050,536
24392,1.62,2976,406
24428,1.50,3034,208
24464,1.54,3049,39
24500,1.57,3095,-56
24536,1.58,3159,-83
24572,1.66,3133,-68
24608,2.28,3007,-50
24644,2.98,2886,-61
24680,4.14,2809,-109
24716,4.98,2799,-174
24752,5.21,2837,-226
24788,4.99,2830,-248
24824,4.75,2828,-247
24860,4.57,2859,-230
24896,4.45,2854,-205
24932,4.32,2815,-178
24968,4.29,2829,-156
25004,4.20,2918,-131
25040,4.18,3246,-76
25076,4.06,3776,55
25112,4.05,3782,266
25148,4.82,3315,442
25184,6.01,3008,467
25220,7.47,2998,353
25256,8.44,3047,188
25292,8.70,3006,45
25328,8.20,2992,-51
25364,7.90,3034,-104
25400,7.76,3027,-118
25436,7.59,2939,-114
25472,7.37,2722,-129
25508,7.24,2559,-188
25544,7.09,2545,-278
25580,7.08,2621,-354
25616,6.97,2689,-380
25652,7.16,2739,-351
25688,8.39,2768,-288
25724,10.08,2750,-218
25760,11.62,2747,-161
25796,12.50,2751,-120
25832,12.44,2707,-96
25868,12.03,2699,-86
25904,11.57,2753,-80
25940,11.36,3053,-47
25976,11.18,3507,59
26012,10.98,3539,242
26048,10.90,3180,405
26084,10.74,2924,445
26120,10.63,2857,356
26156,11.30,2907,216
26192,12.95,2918,95
26228,15.04,2911,21
26264,16.79,2929,-12
26300,17.45,2929,-17
26336,17.03,2879,-11
26372,16.55,2829,-13
26408,16.25,2780,-30
26444,16.00,2763,-56
26480,15.69,2761,-81
26516,15.11,2800,-95
26552,14.53,2823,-90
26588,14.14,2815,-72
26624,13.68,2803,-53
26660,13.23,2797,-38
26696,12.79,2768,-32
26732,12.17,2741,-34
26768,11.60,2751,-43
26804,11.05,2761,-51
26840,10.42,2727,-56
26876,9.96,2930,-45
26912,9.45,3329,22
26948,9.01,3622,177
26984,8.82,3328,360
27020,8.66,2965,449
27056,8.59,2816,388
27092,8.46,2781,235
27128,8.33,2831,74
27164,8.97,2863,-38
27200,10.26,2909,-86
27236,11.77,2951,-82
27272,13.23,2945,-50
27308,14.34,2895,-18
27344,15.10,2821,-7
27380,14.88,2734,-27
27416,14.50,2709,-69
27452,14.22,2753,-107
27488,13.99,2800,-119
27524,13.86,2827,-110
27560,13.78,2829,-89
27596,13.58,2814,-66
27632,13.63,2759,-52
27668,13.47,2741,-53
27704,13.39,2756,-62
27740,13.32,2767,-67
27776,13.19,2800,-62
27812,14.04,2994,-35
27848,15.25,3429,47
27884,16.48,3583,205
27920,17.46,3318,370
27956,17.36,2999,436
27992,16.90,2898,369
28028,16.81,2951,231
28064,16.34,2955,101
28100,16.41,2930,12
28136,16.08,2938,-39
28172,15.85,2944,-62
28208,15.75,2915,-68
28244,15.58,2850,-71
28280,15.44,2799,-85
28316,15.31,2771,-110
28352,14.90,2734,-140
28388,14.81,2734,-167
28424,14.66,2781,-179
28460,14.44,2791,-174
28496,14.43,2790,-155
28532,14.15,2788,-132
28568,14.03,2803,-107
28604,13.88,2747,-88
28640,13.70,2722,-83
28676,13.59,2711,-89
28712,13.52,2657,-101
28748,13.27,2782,-108
28784,13.16,2894,-87
28820,13.14,3266,-12
28856,12.93,3689,142
28892,12.85,3560,350
28928,12.81,3152,493
28964,12.69,2882,478
29000,12.58,2838,332
29036,12.55,2934,153
29072,12.53,2950,21
29108,12.49,2928,-48
29144,12.48,2945,-73
29180,12.29,2930,-73
29216,12.32,2911,-63
29252,12.18,2864,-59
29288,12.09,2795,-70
29324,12.07,2765,-98
29360,12.31,2758,-131
29396,13.59,2770,-156
29432,15.58,2802,-162
29468,18.22,2815,-149
29504,20.52,2790,-127
29540,22.00,2783,-107
29576,21.52,2735,-96
29612,20.90,2753,-95
29648,20.48,2735,-100
29684,20.13,2734,-102
29720,19.87,2736,-99
29756,19.68,2746,-92
29792,19.45,2755,-80
29828,19.31,3023,-48
29864,19.09,3535,53
29900,19.31,3741,246
29936,22.17,3393,447
29972,25.84,3017,525
30008,29.54,2883,441
30044,32.42,2914,270
30099,32.67,2957,107
30154,31.18,3029,4
30209,30.32,3008,-33
30264,29.59,2864,-43
30319,28.96,2763,-66
30374,28.49,2785,-108
30429,30.50,2814,-144
30484,37.68,2835,-159
30539,44.30,2837,-152
30594,46.12,2786,-137
30649,43.85,2747,-129
30704,42.72,2690,-137
30759,41.74,2823,-145
30814,40.84,3664,-80
30869,40.07,4095,140
30924,40.04,3214,404
30979,49.31,2950,494
31034,58.74,3015,394
31089,62.83,3093,236
31144,60.39,3120,110
31199,58.45,2963,28
31254,57.00,2800,-43
31309,55.86,2800,-121
31364,54.83,2786,-188
31419,53.77,2805,-227
31474,58.20,2800,-240
31529,68.54,2771,-236
31584,75.71,2827,-222
31639,73.83,2823,-200
31694,72.20,2721,-180
31749,70.62,2967,-159
31804,69.31,4095,-40
31859,68.08,3792,224
31914,70.06,3071,447
31969,81.82,2975,459
32024,90.80,3016,318
32079,92.45,3135,158
32134,89.40,3095,49
32189,87.15,2915,-18
32244,85.38,2771,-87
32299,84.00,2706,-169
32354,82.70,2790,-241
32409,87.94,2817,-274
32464,101.30,2862,-260
32519,108.75,2901,-212
32574,107.72,2858,-161
32629,105.80,2845,-128
32684,104.33,2896,-110
32739,102.50,3497,-53
32794,100.88,3760,100
32849,99.31,3218,280
32904,105.36,2999,341
32959,120.81,2958,265
33014,128.75,3186,148
33069,125.70,3273,79
33124,122.98,3082,61
33179,120.75,2923,34
33234,118.93,2863,-25
33289,117.22,2896,-97
33344,120.37,2787,-156
33399,134.41,2786,-203
33454,141.67,2878,-227
33509,139.70,2884,-217
33564,136.87,2891,-184
33619,135.21,2875,-148
33674,133.79,2823,-123
33729,132.09,2779,-117
33784,130.54,2767,-126
33839,132.19,2748,-142
33894,144.22,2736,-156
33949,150.21,2759,-159
34004,147.49,2772,-148
34059,145.54,2768,-128
34114,143.85,2757,-106
34169,142.14,2703,-92
34224,140.60,2723,-88
34279,139.89,2739,-84
34334,153.81,2730,-73
34389,164.91,2733,-59
34444,162.97,2757,-44
34499,160.66,2778,-25
34554,158.65,2750,-6
34609,156.74,2710,4
34664,155.12,2714,5
34719,154.19,2759,5
34774,166.81,2767,12
34829,177.11,2746,23
34884,176.35,2760,33
34939,173.86,2785,42
34994,171.77,2759,53
35049,169.95,2759,61
35104,168.11,2737,61
35159,166.46,2730,55
35214,165.15,2737,47
35269,172.42,2737,42
35324,188.89,2752,41
35379,198.03,2770,47
35434,197.91,2783,57
35490,195.12,2775,68
35545,192.62,2768,76
35601,190.39,2720,74
35656,188.37,2764,65
35711,186.52,2765,61
35766,184.72,2739,65
35821,182.96,2763,65
35877,181.31,2769,62
35933,179.90,2742,59
35988,178.24,2747,52
36044,176.83,2768,45
36099,175.60,2769,42
36155,174.08,2774,44
36210,172.72,2765,47
36266,171.40,2775,49
36321,170.07,2769,51
36377,168.82,2761,50
36433,167.47,2791,46
36489,166.18,2757,44
36545,164.88,2764,42
36601,163.58,2769,38
36657,162.45,2743,33
36713,161.15,2759,25
36769,160.01,2768,19
36825,158.94,2780,20
36881,157.72,2763,25
36937,156.63,2768,28
36993,155.90,2753,27
37049,154.93,2771,23
37105,153.59,2770,20
37161,152.71,2753,19
37217,151.67,2746,13
37273,150.52,2719,1
37329,149.55,2800,-6
37385,148.41,2806,2
37441,147.41,2753,17
37497,146.46,2800,22
37553,145.52,2765,17
37609,144.52,2757,10
37665,143.67,2745,5
37721,142.80,2758,2
37777,141.76,2759,2
37833,140.87,2786,7
37889,139.93,2769,13
37945,139.42,2766,16
38001,138.98,2787,16
38057,137.88,2765,15
38113,137.15,2769,12
38169,136.47,2771,7
38225,135.61,2771,5
38281,134.72,2802,6
38337,133.88,2768,9
38393,132.88,2788,11
38449,131.95,2813,14
38505,131.12,2801,19
38561,130.26,2800,22
38617,129.36,2766,20
38673,128.57,2775,13
38729,127.78,2785,4
38785,126.93,2793,-1
38841,126.15,2797,-2
38897,125.94,2771,-1
38953,125.37,2800,-1
39009,124.69,2797,0
39065,124.01,2894,8
39121,123.27,3013,38
39177,122.54,3158,99
39233,121.77,3058,169
39289,120.90,2929,203
39345,120.06,2915,184
39401,119.24,2855,132
39457,118.43,2822,68
39513,117.78,2806,7
39569,117.02,2822,-40
39625,116.29,2827,-69
39681,115.49,2787,-83
39737,114.75,2751,-91
39793,114.04,2778,-99
39849,113.55,2779,-102
39905,113.48,2796,-97
39961,112.87,2851,-82
40017,112.31,3179,-38
40073,111.99,3248,55
40129,111.22,3298,169
40185,110.53,3343,265
40241,109.75,3238,324
40297,108.97,3152,324
40353,108.11,3071,270
40409,107.43,2992,181
40465,106.75,2955,81
40521,106.07,2973,-6
40577,105.37,2950,-66
40633,104.63,2931,-101
40689,103.85,2909,-120
40745,103.15,2855,-135
40801,102.50,2834,-153
40857,102.23,2835,-170
40913,102.12,2815,-181
40969,101.80,3110,-166
41025,101.32,3738,-66
41081,100.60,3777,136
41137,99.87,3599,349
41193,99.30,3311,453
41249,98.69,3193,415
41305,98.08,3314,296
41361,97.32,3291,180
41417,96.71,3071,84
41473,95.42,2960,-17
41529,93.97,2916,-125
41585,92.43,2969,-210
41641,91.05,2991,-253
41697,89.58,2962,-260
41753,88.16,2914,-255
41809,87.27,2861,-254
41865,86.47,2928,-253
41921,85.18,3909,-181
41977,83.91,4095,42
42033,82.82,3613,309
42089,81.57,3251,432
42145,80.50,3142,366
42201,79.28,3223,206
42257,78.11,3261,55
42313,77.04,3056,-52
42369,75.89,2908,-147
42425,74.91,2865,-242
42481,73.78,2886,-319
42537,72.68,2887,-359
42593,71.63,2896,-365
42649,70.55,2863,-349
42705,69.54,2832,-328
42761,68.74,2766,-315
42817,67.88,2891,-304
42873,66.96,3822,-218
42929,66.01,4071,20
42985,64.96,3279,285
43041,64.02,3120,380
43097,63.15,3121,303
43153,62.18,3111,164
43209,61.34,3127,37
43265,60.49,3036,-52
43321,59.54,2893,-121
43377,58.76,2817,-186
43433,57.90,2842,-243
43489,57.09,2851,-275
43545,56.19,2827,-281
43601,55.39,2770,-275
43657,54.68,2777,-268
43713,54.02,2753,-259
43769,53.43,3111,-225
43825,52.60,4095,-76
43881,51.90,3696,199
43937,51.06,3102,411
43993,50.41,3039,420
44049,49.75,3043,295
44105,49.03,3169,154
44161,48.33,3115,60
44217,47.65,2903,-2
44273,47.08,2802,-72
44329,46.42,2835,-146
44385,45.79,2884,-196
44441,45.19,2881,-209
44497,44.54,2823,-200
44553,44.16,2817,-187
44609,43.56,3651,-120
44665,43.00,4095,85
44721,42.43,3541,357
44777,41.84,3255,504
44833,41.34,3143,469
44889,40.79,3168,332
44945,40.25,3202,186
45001,39.66,3008,70
45057,39.23,2883,-33
45113,38.70,2832,-133
45169,38.21,2846,-212
45225,37.65,2850,-257
45281,37.10,2814,-272
45337,36.61,2777,-271
45393,36.23,2726,-267
45449,35.87,2811,-260
45505,35.47,3959,-163
45561,34.97,4095,107
45617,34.61,3642,421
45673,34.12,3458,586
45729,33.63,3377,570
45785,33.22,3243,447
45841,32.79,3227,285
45897,32.30,3057,125
45953,31.95,2901,-22
46009,31.52,2833,-157
46065,31.13,2829,-264
46121,30.72,2818,-328
46177,30.27,2789,-354
46233,29.97,2711,-360

#SUMMARY_START
Detector,Timestamp,Pressure,Confidence
BL_W5_T1.0_D10,39121,123,0.660
BL_W5_T1.0_D10,39961,113,0.580
BL_W5_T1.0_D10,41025,101,0.500
BL_W5_T1.0_D10,41921,85,0.420
BL_W5_T1.0_D10,42761,69,0.340
BL_W5_T1.0_D10,43713,54,0.260
BL_W5_T1.0_D10,34994,172,0.126
BL_W5_T1.0_D10,44609,44,0.126
BL_W5_T1.0_D10,45505,35,0.050
BL_W5_T1.0_D10,35434,198,0.010
BL_W5_T1.0_D10,37441,147,0.010
BL_W5_T1.5_D10,39121,123,0.660
BL_W5_T1.5_D10,39961,113,0.580
BL_W5_T1.5_D10,41025,101,0.500
BL_W5_T1.5_D10,41921,85,0.420
BL_W5_T1.5_D10,42873,67,0.340
BL_W5_T1.5_D10,43713,54,0.260
BL_W5_T1.5_D10,44609,44,0.126
BL_W5_T1.5_D10,45505,35,0.050
BL_W5_T1.5_D10,35434,198,0.010
BL_W5_T1.5_D10,37441,147,0.010
BL_W5_T2.0_D10,43713,54,0.050
BL_W5_T2.0_D10,35434,198,0.010
BL_W5_T2.0_D10,37441,147,0.010
BL_W5_T2.0_D10,39961,113,0.010
BL_W5_T2.5_D10,43713,54,0.050
BL_W5_T2.5_D10,35434,198,0.010
BL_W5_T2.5_D10,37441,147,0.010
BL_W5_T2.5_D10,39961,113,0.010
BL_W5_T3.0_D10,43713,54,0.050
BL_W5_T3.0_D10,35434,198,0.010
BL_W5_T3.0_D10,37441,147,0.010
BL_W5_T3.0_D10,39961,113,0.010
BL_W5_T3.5_D10,43713,54,0.050
BL_W5_T3.5_D10,35434,198,0.010
BL_W5_T3.5_D10,37441,147,0.010
BL_W5_T3.5_D10,39961,113,0.010
BL_W5_T4.0_D10,43713,54,0.050
BL_W5_T4.0_D10,35434,198,0.010
BL_W5_T4.0_D10,37441,147,0.010
BL_W5_T4.0_D10,39961,113,0.010
BL_W10_T1.0_D10,39121,123,0.660
BL_W10_T1.0_D10,40073,112,0.580
BL_W10_T1.0_D10,41081,101,0.500
BL_W10_T1.0_D10,41977,84,0.420
BL_W10_T1.0_D10,42873,67,0.340
BL_W10_T1.0_D10,43825,53,0.260
BL_W10_T1.0_D10,44665,43,0.126
BL_W10_T1.0_D10,45561,35,0.050
BL_W10_T1.0_D10,35490,195,0.010
BL_W10_T1.5_D10,39121,123,0.660
BL_W10_T1.5_D10,40073,112,0.580
BL_W10_T1.5_D10,41081,101,0.500
BL_W10_T1.5_D10,41977,84,0.420
BL_W10_T1.5_D10,42929,66,0.340
BL_W10_T1.5_D10,43825,53,0.260
BL_W10_T1.5_D10,44665,43,0.126
BL_W10_T1.5_D10,45561,35,0.050
BL_W10_T1.5_D10,35490,195,0.010
BL_W10_T2.0_D10,39121,123,0.660
BL_W10_T2.0_D10,40073,112,0.580
BL_W10_T2.0_D10,41081,101,0.500
BL_W10_T2.0_D10,41977,84,0.420
BL_W10_T2.0_D10,42929,66,0.340
BL_W10_T2.0_D10,43825,53,0.260
BL_W10_T2.0_D10,44721,42,0.126
BL_W10_T2.0_D10,45561,35,0.050
BL_W10_T2.0_D10,35490,195,0.010
BL_W10_T2.5_D10,39177,123,0.660
BL_W10_T2.5_D10,40073,112,0.580
BL_W10_T2.5_D10,41081,101,0.500
BL_W10_T2.5_D10,42033,83,0.420
BL_W10_T2.5_D10,42929,66,0.340
BL_W10_T2.5_D10,43881,52,0.260
BL_W10_T2.5_D10,44721,42,0.126
BL_W10_T2.5_D10,45617,35,0.050
BL_W10_T2.5_D10,35490,195,0.010
BL_W10_T3.0_D10,35490,195,0.050
BL_W10_T3.5_D10,35490,195,0.050
BL_W10_T4.0_D10,35490,195,0.050
BL_W15_T1.0_D10,38561,130,0.740
BL_W15_T1.0_D10,39121,123,0.660
BL_W15_T1.0_D10,40129,111,0.580
BL_W15_T1.0_D10,41137,100,0.500
BL_W15_T1.0_D10,42033,83,0.420
BL_W15_T1.0_D10,42985,65,0.340
BL_W15_T1.0_D10,43881,52,0.260
BL_W15_T1.0_D10,44721,42,0.126
BL_W15_T1.0_D10,45617,35,0.050
BL_W15_T1.0_D10,35545,193,0.010
BL_W15_T1.5_D10,38561,130,0.740
BL_W15_T1.5_D10,39121,123,0.660
BL_W15_T1.5_D10,40129,111,0.580
BL_W15_T1.5_D10,41137,100,0.500
BL_W15_T1.5_D10,42089,82,0.420
BL_W15_T1.5_D10,42985,65,0.340
BL_W15_T1.5_D10,43881,52,0.260
BL_W15_T1.5_D10,44777,42,0.126
BL_W15_T1.5_D10,45617,35,0.050
BL_W15_T1.5_D10,35545,193,0.010
BL_W15_T2.0_D10,38561,130,0.272
BL_W15_T2.0_D10,39121,123,0.260
BL_W15_T2.0_D10,40185,111,0.126
BL_W15_T2.0_D10,42985,65,0.126
BL_W15_T2.0_D10,45673,34,0.050
BL_W15_T2.0_D10,41137,100,0.010
BL_W15_T2.0_D10,43937,51,0.010
