Time,Pressure,PPGSignal,rawPPGSignal
30087,155.74,125,1950
30095,155.61,508,1951
30102,155.56,989,1955
30109,155.59,1337,1955
30116,155.48,1496,1957
30123,155.47,1496,1947
30130,155.51,1393,1950
30136,155.37,1241,1948
30143,155.35,1076,1946
30150,155.36,920,1942
30157,155.22,780,1939
30164,155.19,657,1935
30171,155.14,547,1941
30178,155.13,450,1935
30185,155.12,361,1925
30192,155.11,277,1917
30198,155.15,197,1902
30205,155.02,121,1898
30212,155.08,50,1894
30219,155.04,-16,1879
30226,155.10,-76,1877
30233,155.19,-128,1871
30240,155.30,-175,1870
30247,155.22,-216,1871
30254,155.20,-252,1862
30261,155.23,-285,1853
30268,155.20,-313,1855
30274,155.24,-337,1857
30281,155.13,-356,1858
30288,155.09,-372,1853
30295,155.00,-385,1847
30302,154.87,-395,1843
30309,154.82,-404,1846
30316,154.74,-412,1839
30323,154.72,-419,1835
30330,154.64,-424,1823
30337,154.64,-429,1814
30344,154.47,-432,1808
30351,154.42,-434,1807
30358,154.41,-432,1808
30365,154.36,-426,1810
30371,154.35,-418,1799
30378,154.35,-408,1795
30385,154.30,-396,1805
30392,154.26,-384,1803
30399,154.09,-372,1808
30406,154.00,-359,1808
30413,154.08,-346,1799
30420,154.08,-333,1798
30427,154.00,-318,1807
30434,153.91,-303,1811
30441,153.92,-287,1819
30448,153.73,-271,1807
30455,153.76,-255,1811
30462,153.78,-240,1808
30469,153.75,-227,1811
30475,153.79,-217,1797
30482,153.68,-207,1796
30489,153.74,-200,1799
30496,153.64,-192,1801
30503,153.67,-183,1797
30510,153.66,-173,1795
30517,153.64,-161,1803
30524,153.70,-149,1806
30531,153.56,-136,1803
30538,153.63,-124,1802
30545,153.59,-113,1797
30552,153.50,-103,1805
30559,153.47,-95,1806
30566,153.50,-89,1799
30573,153.49,-84,1793
30579,153.49,-79,1791
30586,153.47,-74,1787
30593,153.40,-68,1789
30600,153.39,-61,1787
30607,153.33,-55,1788
30614,153.33,-49,1782
30621,153.33,-44,1781
30628,153.29,-40,1776
30635,153.23,-38,1767
30642,153.23,-35,1758
30649,153.12,-32,1760
30656,153.04,-30,1745
30663,153.20,-30,1745
30670,153.04,-30,1744
30677,153.11,-30,1743
30683,153.07,-28,1744
30690,153.05,-26,1744
30697,152.97,-21,1739
30704,153.02,-15,1741
30711,152.94,-9,1742
30718,152.92,-4,1742
30725,152.99,1,1747
30732,152.88,7,1745
30739,152.85,13,1753
30746,152.86,18,1750
30753,152.81,22,1757
30759,152.78,24,1760
30766,152.78,25,1755
30773,152.83,26,1759
30780,152.83,28,1755
30787,152.73,29,1756
30794,152.80,31,1757
30801,152.75,32,1763
30808,152.75,35,1767
30815,152.65,40,1771
30821,152.63,44,1775
30828,152.63,48,1780
30835,152.61,51,1787
30842,152.64,54,1792
30849,152.58,56,1799
30856,152.43,57,1808
30863,152.55,58,1808
30870,152.44,58,1810
30877,152.46,58,1808
30883,152.47,56,1807
30890,152.48,51,1793
30897,152.33,45,1789
30904,152.43,38,1778
30911,152.37,29,1775
30918,152.34,18,1767
30925,152.39,8,1761
30932,152.38,0,1755
30939,152.34,-6,1747
30945,152.30,-11,1742
30952,152.35,-15,1744
30959,152.24,-17,1743
30966,152.25,-17,1737
30973,152.32,-17,1747
30980,152.25,-15,1746
30987,152.25,-13,1751
30994,152.28,-10,1748
31001,152.31,-7,1749
31008,152.19,-4,1750
31015,152.17,-1,1754
31022,152.16,1,1758
31029,152.15,2,1760
31035,152.09,3,1759
31042,152.12,4,1762
31049,152.15,4,1759
31056,152.10,4,1763
31063,152.12,4,1765
31070,152.11,6,1763
31077,152.14,8,1767
31084,152.16,10,1765
31091,152.20,11,1766
31097,152.37,12,1778
31104,152.39,13,1776
31111,152.45,14,1778
31118,152.50,15,1776
31125,152.43,16,1776
31132,152.46,15,1776
31139,152.47,14,1775
