Time,Pressure,PPGSignal,rawPPGSignal
8443,-0.17,1451,93,1
8471,-0.16,1591,388,1
8499,0.18,1936,796,1
8527,0.41,2450,1191,1
8555,0.77,2996,1555,1
8583,0.51,3302,1881,1
8611,0.81,3190,2110,1
8639,1.05,2854,2160,1
8667,1.18,2480,1989,1
8695,1.39,2192,1637,1
8723,1.48,1995,1194,1
8751,1.60,1904,755,1
8779,1.52,1886,389,1
8807,1.57,1941,128,1
8835,1.54,2002,-23,1
8863,1.46,1982,-95,1
8891,1.50,1904,-132,1
8919,1.45,1806,-176,1
8947,1.50,1679,-248,1
8975,1.55,1591,-348,1
9003,1.76,1567,-456,1
9031,1.89,1567,-547,1
9059,2.02,1586,-607,1
9087,2.19,1613,-632,1
9115,2.36,1600,-631,1
9143,2.30,1584,-619,1
9171,2.45,1565,-607,1
9199,2.46,1524,-601,1
9227,2.43,1483,-605,1
9255,2.45,1483,-614,1
9283,2.57,1467,-620,1
9311,2.52,1455,-621,1
9339,2.67,1493,-614,1
9367,2.72,1634,-585,1
9395,2.88,2062,-502,1
9423,3.12,2684,-312,1
9451,3.28,3253,7,1
9479,3.49,3451,401,1
9507,3.58,3219,735,1
9535,3.74,2836,879,1
9563,3.79,2478,792,1
9591,3.78,2218,527,1
9619,3.85,2042,183,1
9647,3.77,1935,-147,1
9675,3.74,1918,-407,1
9703,3.84,1965,-567,1
9731,3.85,1995,-629,1
9759,3.96,1982,-622,1
9787,4.07,1920,-588,1
9815,4.28,1797,-563,1
9843,4.43,1691,-568,1
9871,4.64,1643,-599,1
9899,4.76,1589,-638,1
9927,4.92,1567,-669,1
9955,5.01,1585,-681,1
9983,5.06,1606,-665,1
10011,5.22,1597,-627,1
10039,5.14,1583,-579,1
10067,5.11,1535,-534,1
10095,5.11,1495,-502,1
10123,5.05,1487,-480,1
10151,5.20,1472,-462,1
10179,5.27,1423,-444,1
10207,5.46,1399,-428,1
10235,5.71,1415,-410,1
10263,5.90,1571,-373,1
10291,6.05,2043,-277,1
10319,6.11,2736,-62,1
10347,6.04,3351,296,1
10375,5.90,3681,744,1
10403,5.81,3408,1140,1
10431,5.97,2939,1327,1
10459,6.33,2556,1243,1
10487,6.11,2288,953,1
10515,6.30,2090,575,1
10543,6.43,1965,208,1
10571,6.32,1954,-83,1
10599,6.64,1990,-268,1
10627,6.49,2016,-348,1
10655,6.85,2021,-354,1
10683,6.58,1955,-326,1
10711,6.76,1826,-304,1
10739,6.76,1697,-315,1
10767,6.91,1607,-360,1
10795,6.87,1535,-421,1
10823,7.09,1554,-474,1
10851,7.00,1566,-499,1
10879,7.19,1535,-492,1
10907,7.05,1510,-468,1
10935,7.38,1483,-439,1
10963,7.04,1422,-414,1
10991,7.46,1344,-401,1
11019,7.30,1315,-400,1
11047,7.44,1277,-401,1
11075,7.38,1253,-397,1
11103,7.47,1260,-384,1
11131,7.81,1261,-359,1
11159,7.51,1306,-322,1
11187,7.79,1644,-251,1
11215,7.82,2245,-91,1
11243,8.00,2869,200,1
11271,8.14,3276,601,1
11299,8.04,3165,998,1
11327,8.49,2799,1242,1
11355,8.06,2448,1251,1
11383,8.67,2165,1051,1
11411,8.46,1959,734,1
11439,8.91,1868,398,1
11467,8.85,1854,117,1
11495,9.02,1895,-66,1
11523,9.08,1984,-149,1
11551,8.87,2019,-150,1
11579,9.56,1952,-111,1
11607,9.27,1855,-81,1
11635,9.58,1811,-81,1
11663,9.27,1751,-108,1
11691,9.50,1697,-149,1
11719,9.42,1687,-191,1
11747,9.63,1661,-224,1
11775,9.94,1676,-241,1
11803,10.01,1698,-239,1
11831,10.38,1680,-223,1
11859,10.03,1642,-204,1
11887,10.53,1617,-191,1
11915,10.34,1535,-188,1
11943,10.68,1489,-197,1
11971,10.69,1481,-216,1
11999,10.77,1456,-233,1
12027,11.28,1423,-243,1
12055,11.09,1499,-240,1
12083,11.10,1808,-197,1
12111,11.54,2371,-64,1
12139,11.39,2999,201,1
12167,11.40,3408,581,1
12195,12.04,3263,960,1
12223,12.01,2871,1184,1
12251,11.95,2512,1170,1
12279,12.55,2226,951,1
12307,12.50,2053,623,1
12335,12.50,1978,288,1
12363,12.96,1943,16,1
12391,12.90,1963,-162,1
12419,12.80,1998,-250,1
12447,13.40,1983,-269,1
12475,13.32,1910,-257,1
12503,13.43,1840,-248,1
12531,13.89,1731,-260,1
12559,13.79,1646,-297,1
12587,13.84,1607,-347,1
12615,14.32,1581,-391,1
12643,14.18,1554,-420,1
12671,14.45,1583,-428,1
12699,14.82,1584,-414,1
12727,14.62,1535,-387,1
12755,15.06,1564,-359,1
12783,15.24,1531,-330,1
12811,15.09,1507,-303,1
12839,15.50,1501,-282,1
12867,15.70,1505,-262,1
12895,15.45,1439,-245,1
12923,16.16,1411,-235,1
12951,16.11,1654,-214,1
12979,16.18,2156,-126,1
13007,16.79,2753,86,1
13035,16.44,3155,418,1
13063,16.78,3102,775,1
13091,17.19,2758,1015,1
13119,16.99,2402,1045,1
13147,17.56,2081,872,1
13175,17.58,1869,574,1
13203,17.51,1779,247,1
13231,18.19,1744,-28,1
13259,17.98,1794,-211,1
13287,18.19,1892,-291,1
13315,18.68,1902,-285,1
