Time,Pressure,PPGSignal,rawPPGSignal
8779,-0.13,1873,121,1
8806,-0.22,1841,488,1
8833,-0.13,1769,938,1
8860,-0.13,1682,1244,1
8887,-0.04,1616,1352,1
8914,-0.17,1609,1303,1
8941,-0.13,1634,1167,1
8968,-0.14,1657,1007,1
8995,-0.10,1715,861,1
9022,-0.19,1742,747,1
9049,-0.18,1758,659,1
9076,-0.15,1791,587,1
9103,-0.20,1771,520,1
9130,-0.25,1765,450,1
9157,-0.10,1753,376,1
9184,-0.29,1718,299,1
9211,-0.09,1742,218,1
9238,-0.15,1733,143,1
9265,-0.09,1743,78,1
9292,-0.19,1765,24,1
9319,-0.08,1776,-18,1
9346,-0.10,1799,-53,1
9373,-0.14,1796,-82,1
9400,-0.12,1793,-109,1
9427,-0.13,1790,-139,1
9454,-0.13,1776,-171,1
9481,-0.12,1776,-205,1
9508,-0.11,1775,-238,1
9535,-0.11,1776,-266,1
9562,-0.13,1813,-287,1
9589,-0.07,1827,-296,1
9616,-0.10,1808,-300,1
9643,-0.03,1777,-307,1
9670,-0.14,1737,-324,1
9697,-0.15,1739,-349,1
9724,-0.13,1743,-373,1
9751,-0.06,1739,-390,1
9778,-0.20,1744,-398,1
9805,-0.09,1719,-401,1
9832,-0.14,1705,-403,1
9859,-0.08,1725,-403,1
9886,-0.10,1698,-402,1
9913,-0.11,1712,-398,1
9940,-0.17,1728,-390,1
9967,-0.01,1701,-377,1
9994,-0.13,1745,-361,1
10021,-0.12,1748,-343,1
10048,-0.10,1753,-323,1
10075,-0.11,1754,-303,1
10102,-0.13,1745,-285,1
10129,-0.11,1761,-272,1
10156,-0.11,1755,-262,1
10183,-0.12,1776,-251,1
10210,-0.12,1799,-235,1
10237,-0.15,1794,-216,1
10264,-0.15,1785,-198,1
10291,-0.14,1776,-185,1
10318,-0.19,1730,-181,1
10345,-0.08,1747,-184,1
10372,-0.17,1746,-187,1
10399,-0.16,1746,-185,1
10426,-0.16,1783,-178,1
10453,-0.15,1833,-161,1
10480,-0.08,1887,-130,1
10507,-0.12,1879,-91,1
10534,-0.19,1843,-60,1
10561,-0.09,1819,-46,1
10588,-0.19,1779,-51,1
10615,-0.15,1747,-68,1
10642,-0.20,1776,-89,1
10669,-0.31,1785,-103,1
10696,-0.26,1802,-104,1
10723,-0.32,1808,-94,1
10750,-0.26,1795,-80,1
10777,-0.23,1836,-65,1
10804,-0.25,1821,-50,1
10831,-0.26,1808,-38,1
10858,-0.28,1808,-32,1
10885,-0.30,1798,-29,1
10912,-0.29,1799,-30,1
10939,-0.27,1794,-33,1
10966,-0.35,1781,-36,1
10993,-0.26,1810,-39,1
11020,-0.40,1808,-36,1
11047,-0.19,1815,-30,1
11074,-0.29,1821,-23,1
11101,-0.30,1794,-16,1
11128,-0.29,1794,-13,1
11155,-0.27,1782,-14,1
11182,-0.26,1789,-17,1
11209,-0.27,1801,-20,1
11236,-0.31,1793,-19,1
11263,-0.26,1831,-14,1
11290,-0.23,1856,-2,1
11317,-0.25,1854,14,1
11344,-0.37,1840,27,1
11371,-0.32,1809,32,1
11398,-0.31,1790,25,1
11425,-0.27,1794,11,1
11452,-0.27,1776,-2,1
11479,-0.30,1791,-13,1
11506,-0.27,1805,-18,1
11533,-0.30,1792,-16,1
11560,-0.31,1817,-9,1
11587,-0.26,1787,-3,1
11614,-0.32,1781,0,1
11641,-0.20,1781,-2,1
11668,-0.26,1776,-6,1
11695,-0.23,1791,-8,1
11722,-0.35,1798,-7,1
11749,-0.26,1791,-2,1
11776,-0.21,1872,6,1
11803,-0.14,1888,25,1
11830,-0.08,1866,47,1
11857,-0.16,1843,61,1
11884,-0.11,1792,58,1
11911,-0.13,1814,41,1
11938,-0.15,1936,30,1
11965,-0.13,2057,49,1
11992,-0.17,2046,95,1
12019,-0.15,1986,138,1
12046,-0.16,1910,148,1
12073,-0.16,1827,121,1
12100,-0.20,1722,62,1
12127,-0.21,1677,-13,1
12154,-0.19,1702,-85,1
12181,-0.14,1685,-133,1
12208,-0.21,1648,-158,1
12235,-0.17,1636,-169,1
12262,-0.13,1682,-168,1
12289,-0.13,1744,-150,1
12316,-0.21,1781,-115,1
12343,-0.18,1838,-68,1
12370,-0.06,1840,-18,1
12397,-0.08,1840,23,1
12424,-0.16,1841,49,1
12451,-0.18,1838,61,1
12478,-0.15,1843,62,1
12505,-0.08,1839,58,1
12532,-0.17,1834,52,1
12559,-0.15,1849,46,1
12586,-0.20,1846,41,1
12613,-0.08,1884,39,1
12640,-0.23,1933,48,1
12667,-0.13,1936,66,1
12694,-0.12,1925,83,1
12721,-0.23,1878,89,1
12748,-0.11,1824,76,1
12775,-0.15,1787,44,1
12802,-0.17,1745,3,1
12829,-0.13,1765,-35,1
12856,-0.18,1792,-59,1
12883,-0.18,1793,-65,1
12910,-0.16,1815,-58,1
12937,-0.18,1829,-43,1
12964,-0.23,1840,-24,1
12991,-0.17,1847,-7,1
13018,-0.21,1826,4,1
13045,-0.13,1823,8,1
13072,-0.22,1842,8,1
13099,-0.13,1834,5,1
13126,-0.12,1840,2,1
13153,-0.18,1841,0,1
13180,-0.21,1840,2,1
13207,-0.11,1857,6,1
13234,-0.08,1836,10,1
13261,-0.18,1829,10,1
13288,-0.09,1815,4,1
13315,-0.15,1809,-4,1
13342,-0.22,1837,-11,1
13369,-0.11,1863,-10,1
13396,-0.17,1950,3,1
13423,-0.12,2033,36,1
13450,-0.09,2032,81,1
13477,-0.10,1985,119,1
13504,-0.18,1905,127,1
13531,-0.12,1838,100,1
13558,-0.09,1807,49,1
13585,-0.18,1765,-9,1
13612,-0.07,1777,-59,1
13639,-0.14,1805,-90,1
13666,-0.11,1802,-97,1
13693,-0.13,1829,-88,1
13720,-0.12,1815,-71,1
13747,-0.11,1809,-55,1
13774,-0.22,1828,-43,1
13801,-0.04,1821,-35,1
13828,-0.18,1812,-32,1
13855,-0.06,1807,-32,1
13882,-0.20,1807,-33,1
13909,-0.11,1810,-35,1
13936,-0.20,1783,-35,1
13963,-0.14,1793,-36,1
13990,-0.17,1814,-35,1
14017,-0.15,1817,-28,1
14044,-0.13,1842,-17,1
14071,-0.13,1840,-4,1
14098,-0.19,1845,7,1
14125,-0.12,1854,16,1
14152,-0.12,1834,20,1
14179,-0.09,1829,19,1
14206,-0.19,1837,13,1
14233,-0.12,1829,9,1
14260,-0.18,1840,6,1
14287,-0.10,1837,6,1
14314,-0.17,1845,8,1
14341,-0.09,1863,10,1
14368,-0.18,1846,14,1
14395,-0.11,1842,17,1
14422,-0.13,1838,16,1
14449,-0.07,1837,13,1
14476,-0.10,1842,10,1
14503,-0.14,1822,6,1
14530,-0.14,1830,2,1
14557,-0.13,1898,3,1
14584,-0.11,1984,21,1
14611,-0.22,2058,58,1
14638,-0.15,2039,103,1
14665,-0.09,1962,132,1
14692,-0.17,1897,128,1
14719,-0.05,1837,93,1
14746,-0.14,1792,39,1
14773,-0.13,1785,-17,1
14800,-0.22,1787,-62,1
14827,-0.17,1823,-84,1
14854,-0.16,1839,-85,1
14881,-0.10,1843,-71,1
14908,-0.16,1867,-52,1
14935,-0.18,1846,-33,1
14962,-0.17,1829,-21,1
14989,-0.19,1808,-20,1
15016,-0.18,1798,-26,1
15043,-0.05,1797,-36,1
15070,-0.21,1777,-46,1
15097,-0.22,1792,-54,1
15124,-0.31,1809,-55,1
15151,-0.10,1811,-49,1
15178,-0.16,1840,-38,1
15205,-0.12,1843,-22,1
15232,-0.18,1823,-7,1
15259,-0.17,1838,2,1
15286,-0.15,1842,8,1
15313,-0.16,1831,10,1
15340,-0.25,1847,10,1
15367,-0.16,1855,12,1
15394,-0.23,1865,17,1
15421,-0.14,1856,20,1
15448,-0.18,1823,18,1
15475,-0.13,1839,10,1
15502,-0.23,1841,4,1
15529,-0.17,1859,4,1
15556,-0.14,1871,9,1
15583,-0.15,1859,16,1
15610,-0.15,1842,20,1
15637,-0.09,1839,18,1
15664,-0.17,1838,13,1
15691,-0.13,1879,9,1
15718,-0.16,1940,15,1
15745,-0.15,2007,38,1
15772,-0.12,2032,74,1
15799,-0.12,1967,106,1
15826,-0.19,1901,112,1
15853,-0.19,1831,87,1
15880,-0.20,1791,39,1
15907,-0.11,1787,-14,1
15934,-0.15,1786,-57,1
15961,-0.13,1824,-80,1
15988,-0.11,1855,-80,1
16015,-0.17,1855,-63,1
16042,-0.20,1885,-38,1
16069,-0.09,1874,-15,1
16096,-0.21,1868,0,1
16123,-0.05,1868,7,1
16150,-0.25,1830,6,1
16177,-0.15,1808,-4,1
16204,-0.13,1799,-21,1
16231,-0.19,1801,-38,1
16258,-0.12,1825,-50,1
16285,-0.16,1835,-51,1
16312,-0.10,1853,-39,1
16339,-0.14,1882,-20,1
16366,-0.09,1872,0,1
16393,-0.17,1857,14,1
16420,-0.11,1827,17,1
16447,-0.14,1811,9,1
16474,-0.10,1823,-3,1
16501,-0.11,1809,-15,1
16528,-0.06,1815,-24,1
16555,-0.16,1839,-27,1
16582,-0.18,1841,-21,1
16609,-0.16,1853,-11,1
16636,-0.16,1840,0,1
16663,-0.11,1830,4,1
16690,-0.14,1815,4,1
16717,-0.11,1803,-1,1
16744,-0.14,1809,-8,1
16771,-0.10,1835,-13,1
16798,-0.06,1878,-9,1
16825,-0.12,1970,10,1
16852,-0.18,2022,49,1
16879,-0.12,2025,96,1
16906,-0.10,1983,130,1
16933,-0.15,1883,133,1
16960,-0.20,1808,99,1
16987,-0.10,1771,41,1
17014,-0.16,1762,-20,1
17041,-0.08,1779,-68,1
17068,-0.14,1789,-92,1
17095,-0.12,1798,-94,1
17122,-0.17,1865,-79,1
17149,-0.11,1881,-50,1
17176,-0.11,1882,-16,1
17203,-0.06,1862,8,1
17230,-0.14,1802,16,1
17257,-0.12,1674,-1,1
17284,-0.13,1527,-53,1
17311,-0.00,1523,-129,1
17338,-0.11,1630,-191,1
17365,-0.04,1747,-204,1
17392,-0.08,1920,-155,1
17419,-0.04,2063,-53,1
