Time,Pressure,PPGSignal,rawPPGSignal
8514,-0.06,1870,120,1
8541,-0.12,1920,492,1
8568,0.21,1950,964,1
8595,0.22,1906,1311,1
8622,0.87,1919,1473,1
8649,1.43,1903,1474,1
8676,1.06,1999,1376,1
8703,1.74,2061,1244,1
8730,1.62,2067,1116,1
8757,1.84,2069,998,1
8784,2.13,1999,878,1
8811,1.89,1954,748,1
8838,2.57,1936,611,1
8865,2.17,1895,476,1
8892,2.66,1897,349,1
8919,2.75,1898,240,1
8946,2.52,1904,151,1
8973,3.12,1946,83,1
9000,2.68,1904,31,1
9027,3.00,1911,-17,1
9054,3.26,1925,-66,1
9081,2.96,1898,-113,1
9108,3.70,1924,-158,1
9135,3.11,1892,-200,1
9162,3.60,1872,-241,1
9189,3.81,1863,-281,1
9216,3.47,1840,-318,1
9243,4.16,1859,-351,1
9270,3.84,1885,-374,1
9297,4.17,1861,-387,1
9324,4.53,1890,-395,1
9351,4.07,1894,-399,1
9378,4.77,1973,-393,1
9405,4.37,2079,-369,1
9432,4.71,2092,-327,1
9459,5.04,2096,-285,1
9486,4.52,2038,-260,1
9513,5.34,1936,-265,1
9540,4.97,1915,-300,1
9567,5.15,1870,-350,1
9594,5.68,1875,-399,1
9621,5.08,1911,-431,1
9648,5.93,1907,-437,1
9675,5.53,1940,-424,1
9702,5.76,1929,-403,1
9729,6.20,1917,-381,1
9756,5.79,1924,-364,1
9783,6.47,1882,-354,1
9810,6.24,1887,-352,1
9837,6.39,1881,-352,1
9864,6.88,1872,-350,1
9891,6.37,1915,-344,1
9918,7.21,1893,-330,1
9945,6.86,1903,-312,1
9972,7.05,1910,-292,1
9999,7.53,1873,-274,1
10026,7.01,1903,-259,1
10053,7.78,1982,-240,1
10080,7.48,2039,-204,1
10107,7.68,2119,-150,1
10134,8.12,2093,-94,1
10161,7.57,2030,-58,1
10188,8.32,1958,-55,1
10215,7.99,1876,-81,1
10242,8.34,1889,-124,1
10269,8.66,1894,-165,1
10296,8.21,1899,-187,1
10323,8.96,1952,-186,1
10350,8.57,1927,-167,1
10377,8.97,1943,-141,1
10404,9.25,1947,-118,1
10431,8.74,1891,-103,1
10458,9.67,1903,-99,1
