Time,Pressure,PPGSignal,rawPPGSignal,BaselineBeat,Osc_Amp,Osc_SBP,MAP,Osc_DBP,Est_DBP,EnsembleSystolic,BL_W25_T2.0_D10,BL_W25_T2.2_D10,BL_W25_T2.4_D10,BL_W25_T2.6_D10,BL_W25_T3.0_D10,BL_W30_T2.0_D10,BL_W30_T2.2_D10,BL_W30_T2.4_D10,BL_W30_T2.6_D10,BL_W30_T3.0_D10,BL_W35_T2.0_D10,BL_W35_T2.2_D10,BL_W35_T2.4_D10,BL_W35_T2.6_D10,BL_W35_T3.0_D10,BL_W40_T2.0_D10,BL_W40_T2.2_D10,BL_W40_T2.4_D10,BL_W40_T2.6_D10,BL_W40_T3.0_D10
64815,27.68,85,3088,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64864,26.79,358,2999,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64913,25.94,732,2863,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64962,25.29,1046,2790,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65011,24.71,1231,2871,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65060,24.02,1306,3776,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65109,23.41,1327,4095,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65158,22.76,1297,3655,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65207,22.16,1157,2832,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65256,21.71,874,2559,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65305,21.12,498,2705,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65354,20.61,121,2992,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65403,20.13,-188,3105,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65452,19.64,-415,2992,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65501,19.27,-577,2834,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65550,19.01,-695,2802,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65599,18.58,-771,2994,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65648,18.14,-774,3856,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65697,17.81,-677,4095,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65746,17.35,-533,3224,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65795,17.10,-449,2687,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65844,16.64,-463,2609,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65893,16.18,-529,2855,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65942,15.84,-583,3120,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65991,15.51,-590,3120,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66040,15.22,-562,2925,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66089,14.97,-526,2806,0,0.00,106,106,84,97.67,122.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
