Time,Pressure,PPGSignal,rawPPGSignal,BaselineBeat,Osc_Amp,Osc_SBP,MAP,Osc_DBP,Est_DBP,EnsembleSystolic,BL_W25_T2.0_D10,BL_W25_T2.2_D10,BL_W25_T2.4_D10,BL_W25_T2.6_D10,BL_W25_T3.0_D10,BL_W30_T2.0_D10,BL_W30_T2.2_D10,BL_W30_T2.4_D10,BL_W30_T2.6_D10,BL_W30_T3.0_D10,BL_W35_T2.0_D10,BL_W35_T2.2_D10,BL_W35_T2.4_D10,BL_W35_T2.6_D10,BL_W35_T3.0_D10,BL_W40_T2.0_D10,BL_W40_T2.2_D10,BL_W40_T2.4_D10,BL_W40_T2.6_D10,BL_W40_T3.0_D10
14828,-0.28,159,2471,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14863,-0.19,664,2745,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14899,-0.23,1346,3058,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14935,-0.20,1925,3197,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14971,-0.19,2272,3094,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15007,-0.26,2350,2893,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15043,-0.19,2195,2755,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15079,-0.16,1903,2735,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15115,-0.20,1580,2800,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15151,-0.22,1298,2835,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15187,-0.26,1080,2883,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15223,-0.25,917,2896,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15259,-0.29,787,2877,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15295,-0.18,668,2851,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15331,-0.16,557,3010,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15367,-0.17,530,3958,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15403,-0.14,650,4095,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15439,-0.22,832,4095,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15475,-0.24,908,3446,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15511,-0.19,748,2767,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15547,-0.26,360,2521,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15583,-0.23,-101,2608,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15619,-0.27,-459,2907,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15655,-0.16,-624,3152,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15691,-0.21,-624,3149,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15727,-0.28,-566,2961,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15763,-0.14,-546,2800,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15799,-0.18,-592,2727,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15835,-0.23,-673,2768,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15871,-0.19,-741,2847,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15907,-0.24,-769,2885,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15943,-0.18,-763,2902,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15979,-0.26,-740,2911,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16015,-0.09,-714,2907,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16051,-0.23,-692,2927,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16087,-0.07,-675,2931,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16123,-0.12,-659,2963,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16159,-0.17,-597,3653,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16195,-0.29,-416,4095,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16231,-0.20,-146,4095,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16267,-0.21,95,4067,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16303,-0.26,166,3024,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16339,-0.20,-22,2683,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16375,-0.18,-380,2629,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16411,-0.12,-717,2813,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16447,-0.19,-903,3054,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16483,-0.10,-918,3132,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16519,-0.19,-833,3047,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16555,-0.14,-737,2927,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16591,-0.21,-685,2817,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16627,-0.22,-680,2785,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16663,-0.19,-695,2807,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16699,-0.20,-700,2843,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16735,-0.24,-684,2814,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16771,-0.11,-657,2777,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16807,-0.25,-627,2805,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16843,-0.18,-590,2846,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16879,-0.24,-542,2870,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16915,-0.12,-484,2915,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16951,-0.27,-385,3505,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16987,-0.19,-175,4095,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17023,-0.25,130,4095,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17059,-0.19,390,3723,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17095,-0.14,448,2977,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17131,-0.22,260,2691,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17167,-0.20,-60,2659,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17203,-0.17,-350,2795,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17239,-0.16,-511,2951,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17275,-0.18,-531,3022,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17311,-0.19,-464,2966,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17347,-0.17,-383,2869,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17383,-0.16,-335,2759,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17419,-0.22,-329,2719,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17455,-0.23,-345,2711,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17491,-0.26,-356,2770,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17527,-0.16,-342,2807,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17563,-0.26,-302,2848,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17599,-0.20,-248,2850,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17635,-0.25,-192,2864,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17671,-0.26,-147,2818,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17707,-0.19,-120,2795,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17743,-0.21,-91,3082,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17779,-0.29,36,4095,0,0.00,99,80,78,59.83,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
